s,kg/s,kW
Time,mdot,hdot
 0.0000000E+000,-1.6189861E-010,-3.2576980E-015
 1.0226380E+000,-8.5332339E-005, 4.6242276E-004
 2.0183645E+000, 1.9518701E-003, 2.5178204E-002
 3.0140910E+000, 8.8252450E-003, 1.7786145E-001
 4.0098175E+000, 1.6917921E-002, 4.1615395E-001
 5.0055440E+000, 2.4804743E-002, 7.5677771E-001
 6.0012704E+000, 3.0663668E-002, 9.9525656E-001
 7.0183478E+000, 3.4584025E-002, 1.0558976E+000
 8.0190970E+000, 3.7947984E-002, 1.0623067E+000
 9.0198462E+000, 4.0143018E-002, 1.0314103E+000
 1.0020595E+001, 4.1641436E-002, 1.0274840E+000
 1.1017086E+001, 4.3427442E-002, 1.0121076E+000
 1.2012331E+001, 4.6162016E-002, 1.0331378E+000
 1.3002505E+001, 4.9547939E-002, 9.9696895E-001
 1.4013747E+001, 5.4074573E-002, 1.0032177E+000
 1.5007405E+001, 5.9164173E-002, 9.5563017E-001
 1.6001979E+001, 6.4663422E-002, 8.9195090E-001
 1.7002568E+001, 6.9937132E-002, 8.1172442E-001
 1.8010746E+001, 7.3590298E-002, 9.2957044E-001
 1.9021286E+001, 7.6071442E-002, 9.5425234E-001
 2.0006711E+001, 7.8348311E-002, 9.4842239E-001
 2.1014114E+001, 8.0776313E-002, 9.4074838E-001
 2.2018685E+001, 8.2998299E-002, 9.2943192E-001
 2.3023255E+001, 8.4145344E-002, 1.0110799E+000
 2.4004464E+001, 8.5513556E-002, 9.6738826E-001
 2.5009035E+001, 8.7259613E-002, 1.0431001E+000
 2.6013605E+001, 8.9089039E-002, 9.7972994E-001
 2.7014973E+001, 9.1326724E-002, 9.1225583E-001
 2.8001249E+001, 9.3338249E-002, 9.8843857E-001
 2.9008510E+001, 9.5237372E-002, 1.0678593E+000
 3.0015771E+001, 9.5632300E-002, 1.0231007E+000
 3.1002048E+001, 9.6638216E-002, 9.6558014E-001
 3.2009309E+001, 9.6893355E-002, 9.6415653E-001
 3.3016570E+001, 9.9016880E-002, 1.0046976E+000
 3.4006218E+001, 1.0191445E-001, 1.0634491E+000
 3.5006033E+001, 1.0361172E-001, 1.0401322E+000
 3.6005848E+001, 1.0636664E-001, 1.0532018E+000
 3.7005663E+001, 1.0727507E-001, 1.1236830E+000
 3.8005478E+001, 1.0685820E-001, 1.1544669E+000
 3.9005293E+001, 1.0814810E-001, 1.0947546E+000
 4.0005107E+001, 1.0713222E-001, 1.0661482E+000
 4.1004922E+001, 1.0597131E-001, 1.0865904E+000
 4.2004737E+001, 1.0712607E-001, 1.0931103E+000
 4.3004552E+001, 1.0917038E-001, 1.1055620E+000
 4.4004367E+001, 1.1136651E-001, 1.1108512E+000
 4.5012296E+001, 1.1053285E-001, 1.1435731E+000
 4.6012583E+001, 1.0883053E-001, 1.1708381E+000
 4.7012871E+001, 1.1065693E-001, 1.1594813E+000
 4.8013159E+001, 1.1197964E-001, 1.1793118E+000
 4.9013446E+001, 1.1001047E-001, 1.1445240E+000
 5.0013734E+001, 1.1014879E-001, 1.0985083E+000
 5.1014021E+001, 1.1265738E-001, 1.1511117E+000
 5.2014309E+001, 1.1339469E-001, 1.2237250E+000
 5.3014596E+001, 1.1236566E-001, 1.2525214E+000
 5.4014884E+001, 1.1329544E-001, 1.2538238E+000
 5.5015172E+001, 1.1509542E-001, 1.2452033E+000
 5.6015459E+001, 1.1551864E-001, 1.3176814E+000
 5.7015747E+001, 1.1537279E-001, 1.2697588E+000
 5.8016034E+001, 1.1352114E-001, 1.2333084E+000
 5.9016322E+001, 1.1231715E-001, 1.1918785E+000
 6.0016609E+001, 1.1124781E-001, 1.2340758E+000
 6.1016897E+001, 1.1106731E-001, 1.2312652E+000
 6.2000230E+001, 1.1089379E-001, 1.1891376E+000
 6.3000518E+001, 1.1239422E-001, 1.2671641E+000
 6.4000806E+001, 1.1236973E-001, 1.2850334E+000
 6.5001093E+001, 1.1209191E-001, 1.2655519E+000
 6.6001381E+001, 1.1390089E-001, 1.3154340E+000
 6.7001668E+001, 1.1556321E-001, 1.2465789E+000
 6.8006589E+001, 1.1639996E-001, 1.1870369E+000
 6.9011897E+001, 1.1810803E-001, 1.1500654E+000
 7.0001974E+001, 1.1769781E-001, 1.2350718E+000
 7.1007283E+001, 1.1728999E-001, 1.2427990E+000
 7.2012592E+001, 1.1498982E-001, 1.2066903E+000
 7.3002669E+001, 1.1407391E-001, 1.2071651E+000
