s,kg/s,kW
Time,mdot,hdot
 0.0000000E+000,-1.6189861E-010,-8.7752376E-016
 1.0226380E+000,-1.2483957E-005, 2.9435282E-005
 2.0183645E+000, 4.2643986E-004, 5.7640889E-004
 3.0140910E+000, 2.6479816E-003, 4.2935312E-003
 4.0098175E+000, 6.3299618E-003, 1.7278854E-002
 5.0055440E+000, 1.0949868E-002, 3.6050758E-002
 6.0012704E+000, 1.6326464E-002, 5.7236206E-002
 7.0239084E+000, 2.1306949E-002, 8.4715318E-002
 8.0196349E+000, 2.5779976E-002, 1.1377782E-001
 9.0153614E+000, 3.0047808E-002, 1.3844930E-001
 1.0011088E+001, 3.3917837E-002, 1.3901907E-001
 1.1006814E+001, 3.7334905E-002, 1.2343420E-001
 1.2002541E+001, 4.0656757E-002, 1.2355591E-001
 1.3025179E+001, 4.3669725E-002, 1.2558759E-001
 1.4020905E+001, 4.6849441E-002, 1.2881543E-001
 1.5016632E+001, 4.9532554E-002, 1.3881999E-001
 1.6012358E+001, 5.2041449E-002, 1.4382460E-001
 1.7008085E+001, 5.4217123E-002, 1.4359007E-001
 1.8003811E+001, 5.6737950E-002, 1.4719312E-001
 1.9026449E+001, 5.8585654E-002, 1.4048116E-001
 2.0022176E+001, 6.0704228E-002, 1.4861985E-001
 2.1017902E+001, 6.2523411E-002, 1.4764829E-001
 2.2013629E+001, 6.3984509E-002, 1.4435883E-001
 2.3009355E+001, 6.5753830E-002, 1.4844076E-001
 2.4005082E+001, 6.6989447E-002, 1.5544316E-001
 2.5000808E+001, 6.8202210E-002, 1.4878031E-001
 2.6023446E+001, 6.9290462E-002, 1.4481632E-001
 2.7019173E+001, 7.0814394E-002, 1.4345431E-001
 2.8014899E+001, 7.0797538E-002, 1.4807843E-001
 2.9010626E+001, 7.1595271E-002, 1.5223547E-001
 3.0006352E+001, 7.2088856E-002, 1.6014042E-001
 3.1002079E+001, 7.1986339E-002, 1.6262675E-001
 3.2024717E+001, 7.2614058E-002, 1.5995198E-001
 3.3020443E+001, 7.2734089E-002, 1.5930686E-001
 3.4016170E+001, 7.2951808E-002, 1.5825334E-001
 3.5011896E+001, 7.4455517E-002, 1.5659960E-001
 3.6007623E+001, 7.4029904E-002, 1.7705218E-001
 3.7003349E+001, 7.5496541E-002, 1.7654391E-001
 3.8025987E+001, 7.4903616E-002, 1.7252596E-001
 3.9021714E+001, 7.4754944E-002, 1.7847200E-001
 4.0017440E+001, 7.3780296E-002, 1.7030187E-001
 4.1013167E+001, 7.3973552E-002, 1.6469637E-001
 4.2008893E+001, 7.4110031E-002, 1.6952044E-001
 4.3004620E+001, 7.3928413E-002, 1.7282810E-001
 4.4000346E+001, 7.4942349E-002, 1.7031557E-001
 4.5022984E+001, 7.4414436E-002, 1.7146176E-001
 4.6018711E+001, 7.4910505E-002, 1.6355919E-001
 4.7014437E+001, 7.4329242E-002, 1.6666642E-001
 4.8004073E+001, 7.4324919E-002, 1.6042438E-001
 4.9018850E+001, 7.4426378E-002, 1.6950390E-001
 5.0009466E+001, 7.4564250E-002, 1.6702029E-001
 5.1000081E+001, 7.4380781E-002, 1.7148919E-001
 5.2012442E+001, 7.4090841E-002, 1.6818231E-001
 5.3022387E+001, 7.4156940E-002, 1.6776891E-001
 5.4005754E+001, 7.4364786E-002, 1.6577366E-001
 5.5015699E+001, 7.4809179E-002, 1.7271522E-001
 5.6025644E+001, 7.4700492E-002, 1.7429502E-001
 5.7009011E+001, 7.4105517E-002, 1.6249858E-001
 5.8018956E+001, 7.3858145E-002, 1.7048005E-001
 5.9002323E+001, 7.1964420E-002, 1.7300351E-001
 6.0012268E+001, 7.2578080E-002, 1.6053213E-001
 6.1022212E+001, 7.2556550E-002, 1.6350736E-001
 6.2005580E+001, 7.3294010E-002, 1.7052175E-001
 6.3015525E+001, 7.3781649E-002, 1.7097579E-001
 6.4025469E+001, 7.4474676E-002, 1.6545113E-001
 6.5008837E+001, 7.4171076E-002, 1.6217029E-001
 6.6000171E+001, 7.4968609E-002, 1.7392194E-001
 6.7005479E+001, 7.5538998E-002, 1.7713957E-001
 6.8020864E+001, 7.5446066E-002, 1.8465027E-001
 6.9022827E+001, 7.5777792E-002, 1.8163754E-001
 7.0000934E+001, 7.5111546E-002, 1.7512956E-001
 7.1002898E+001, 7.4631920E-002, 1.7497863E-001
 7.2004861E+001, 7.4050520E-002, 1.6977299E-001
 7.3006825E+001, 7.3462354E-002, 1.6811062E-001
 7.4008788E+001, 7.2838417E-002, 1.6559466E-001
 7.5010752E+001, 7.3352663E-002, 1.6666487E-001
 7.6012716E+001, 7.3890954E-002, 1.7223296E-001
 7.7014679E+001, 7.5355469E-002, 1.7220318E-001
 7.8016643E+001, 7.5079034E-002, 1.7171310E-001
 7.9013835E+001, 7.5473183E-002, 1.7495995E-001
 8.0011027E+001, 7.4445066E-002, 1.6447104E-001
 8.1008219E+001, 7.3859135E-002, 1.6820120E-001
 8.2005412E+001, 7.5051834E-002, 1.7454537E-001
 8.3014533E+001, 7.5302056E-002, 1.7949502E-001
 8.4005046E+001, 7.5753315E-002, 1.8258600E-001
 8.5019143E+001, 7.5471457E-002, 1.8226825E-001
 8.6009656E+001, 7.5486997E-002, 1.7406551E-001
 8.7021395E+001, 7.4867354E-002, 1.6671279E-001
 8.8007192E+001, 7.4769484E-002, 1.6068866E-001
 8.9018930E+001, 7.4246869E-002, 1.6463324E-001
 9.0004727E+001, 7.3928811E-002, 1.6815452E-001
 9.1016465E+001, 7.4628335E-002, 1.7096565E-001
 9.2002262E+001, 7.3565203E-002, 1.7497976E-001
 9.3014001E+001, 7.3783473E-002, 1.6350140E-001
 9.4025739E+001, 7.3500260E-002, 1.6346751E-001
 9.5011536E+001, 7.4096353E-002, 1.5889698E-001
 9.6023274E+001, 7.2790382E-002, 1.6671509E-001
 9.7020705E+001, 7.2342928E-002, 1.6881974E-001
 9.8016432E+001, 7.3779563E-002, 1.7285218E-001
 9.9003225E+001, 7.3540504E-002, 1.8019132E-001
 1.0000962E+002, 7.5090501E-002, 1.6257526E-001
 1.0100269E+002, 7.4768133E-002, 1.6994836E-001
 1.0201911E+002, 7.5624082E-002, 1.7078929E-001
 1.0300221E+002, 7.4897310E-002, 1.8237597E-001
 1.0400465E+002, 7.5162081E-002, 1.7647987E-001
 1.0500708E+002, 7.4722100E-002, 1.7270117E-001
 1.0600952E+002, 7.4273334E-002, 1.6644055E-001
 1.0701196E+002, 7.4323097E-002, 1.7209349E-001
 1.0801440E+002, 7.4640351E-002, 1.7173881E-001
 1.0901684E+002, 7.4927456E-002, 1.6999660E-001
 1.1001928E+002, 7.4880250E-002, 1.7239206E-001
 1.1101694E+002, 7.5602233E-002, 1.7534837E-001
 1.1201461E+002, 7.5926358E-002, 1.7561994E-001
 1.1301227E+002, 7.6662276E-002, 1.7622119E-001
 1.1400994E+002, 7.6458027E-002, 1.7567532E-001
 1.1500760E+002, 7.7205337E-002, 1.6548167E-001
 1.1600527E+002, 7.6172246E-002, 1.7167055E-001
 1.1700293E+002, 7.6807978E-002, 1.7035299E-001
 1.1800060E+002, 7.5777448E-002, 1.7201371E-001
 1.1902452E+002, 7.5866940E-002, 1.6232080E-001
 1.2002218E+002, 7.5593289E-002, 1.7247893E-001
 1.2101985E+002, 7.6754454E-002, 1.7050907E-001
 1.2201751E+002, 7.6244390E-002, 1.7381914E-001
 1.2301518E+002, 7.6347258E-002, 1.7287821E-001
 1.2401284E+002, 7.5380581E-002, 1.6919219E-001
 1.2501051E+002, 7.6113620E-002, 1.7336841E-001
 1.2600817E+002, 7.5669420E-002, 1.7470312E-001
 1.2700584E+002, 7.5251509E-002, 1.7043966E-001
 1.2800350E+002, 7.4231432E-002, 1.7259524E-001
 1.2900117E+002, 7.4863606E-002, 1.6993347E-001
 1.3002508E+002, 7.5093323E-002, 1.7264772E-001
 1.3102275E+002, 7.5720097E-002, 1.7788319E-001
 1.3202041E+002, 7.5535468E-002, 1.6957962E-001
 1.3301808E+002, 7.5606459E-002, 1.7352707E-001
 1.3401574E+002, 7.4771428E-002, 1.6958357E-001
 1.3501341E+002, 7.4833090E-002, 1.7364300E-001
 1.3601107E+002, 7.4282239E-002, 1.6869270E-001
 1.3700039E+002, 7.5320037E-002, 1.6585499E-001
 1.3801555E+002, 7.5124633E-002, 1.7596105E-001
 1.3900710E+002, 7.5926359E-002, 1.7173462E-001
 1.4002226E+002, 7.6241519E-002, 1.7846663E-001
 1.4101381E+002, 7.6537749E-002, 1.7100186E-001
 1.4202218E+002, 7.5092514E-002, 1.6784166E-001
 1.4300136E+002, 7.5686121E-002, 1.6229105E-001
 1.4400386E+002, 7.5486402E-002, 1.6970820E-001
 1.4500635E+002, 7.5334916E-002, 1.7226626E-001
 1.4600185E+002, 7.4754523E-002, 1.6735760E-001
 1.4701871E+002, 7.4216230E-002, 1.7017544E-001
 1.4801258E+002, 7.5029058E-002, 1.6734440E-001
 1.4900622E+002, 7.4512739E-002, 1.6459195E-001
 1.5002068E+002, 7.6031611E-002, 1.6472446E-001
 1.5101098E+002, 7.5478008E-002, 1.7851318E-001
 1.5200129E+002, 7.5717613E-002, 1.6907003E-001
 1.5301575E+002, 7.4902303E-002, 1.7105583E-001
 1.5400605E+002, 7.4722035E-002, 1.6784154E-001
 1.5502051E+002, 7.4215701E-002, 1.7907653E-001
 1.5601081E+002, 7.4992897E-002, 1.7678767E-001
 1.5701803E+002, 7.4206956E-002, 1.8058459E-001
 1.5800667E+002, 7.5521659E-002, 1.7742884E-001
 1.5900828E+002, 7.5148767E-002, 1.7584838E-001
 1.6000989E+002, 7.3907653E-002, 1.6781247E-001
 1.6101150E+002, 7.2862134E-002, 1.6619273E-001
 1.6200357E+002, 7.2287984E-002, 1.5748389E-001
 1.6300041E+002, 7.2614262E-002, 1.6998659E-001
 1.6402348E+002, 7.3568950E-002, 1.7033415E-001
 1.6502032E+002, 7.3924626E-002, 1.6662415E-001
 1.6601197E+002, 7.3885954E-002, 1.6490315E-001
 1.6701079E+002, 7.3960958E-002, 1.7185810E-001
 1.6800577E+002, 7.4153516E-002, 1.7582226E-001
 1.6900150E+002, 7.2937455E-002, 1.8009630E-001
 1.7001425E+002, 7.3697679E-002, 1.7286881E-001
 1.7100290E+002, 7.3781146E-002, 1.6914590E-001
 1.7201566E+002, 7.4347355E-002, 1.6488806E-001
 1.7300431E+002, 7.3372082E-002, 1.7162825E-001
 1.7400501E+002, 7.3632374E-002, 1.6104939E-001
 1.7501294E+002, 7.3200711E-002, 1.6830712E-001
 1.7602173E+002, 7.3203885E-002, 1.6382987E-001
 1.7702594E+002, 7.2207639E-002, 1.6668639E-001
 1.7802167E+002, 7.2489315E-002, 1.7426629E-001
 1.7901739E+002, 7.4287718E-002, 1.7455175E-001
 1.8000285E+002, 7.4627821E-002, 1.7694991E-001
 1.8100573E+002, 7.5011813E-002, 1.7636115E-001
 1.8200861E+002, 7.5635174E-002, 1.7613552E-001
 1.8301149E+002, 7.4521477E-002, 1.6926948E-001
 1.8401437E+002, 7.4450876E-002, 1.6967609E-001
 1.8501726E+002, 7.3436306E-002, 1.7937396E-001
 1.8602014E+002, 7.5569496E-002, 1.7010047E-001
 1.8702302E+002, 7.5265529E-002, 1.7967732E-001
 1.8800202E+002, 7.6499645E-002, 1.7029324E-001
 1.8900490E+002, 7.4966143E-002, 1.7380739E-001
 1.9000778E+002, 7.4987147E-002, 1.7327754E-001
 1.9101544E+002, 7.4701494E-002, 1.7486576E-001
 1.9201354E+002, 7.4460912E-002, 1.7746105E-001
 1.9301165E+002, 7.4029382E-002, 1.8078085E-001
 1.9400315E+002, 7.2907324E-002, 1.7415181E-001
 1.9501259E+002, 7.3347261E-002, 1.6046653E-001
 1.9600922E+002, 7.2477081E-002, 1.5832620E-001
 1.9700754E+002, 7.2076645E-002, 1.6113417E-001
 1.9800107E+002, 7.2011887E-002, 1.6454714E-001
 1.9900633E+002, 7.2260448E-002, 1.6846143E-001
 2.0000000E+002, 7.3097938E-002, 1.5953505E-001
