s,kg/s,kW
Time,mdot,hdot
 0.0000000E+000,-1.6189861E-010,-4.7904861E-016
 1.0226380E+000,-6.8207326E-006, 2.9941857E-005
 2.0183645E+000, 4.6321516E-004, 6.1576253E-004
 3.0140910E+000, 2.9316320E-003, 4.5321646E-003
 4.0098175E+000, 7.2280779E-003, 1.7052533E-002
 5.0055440E+000, 1.2373245E-002, 3.5197873E-002
 6.0012704E+000, 1.8370607E-002, 5.6014923E-002
 7.0239084E+000, 2.4138203E-002, 8.1227599E-002
 8.0196349E+000, 2.9027639E-002, 1.0533458E-001
 9.0153614E+000, 3.3821536E-002, 1.2281911E-001
 1.0011088E+001, 3.8002456E-002, 1.4006277E-001
 1.1006814E+001, 4.1699834E-002, 1.4353868E-001
 1.2002541E+001, 4.4978024E-002, 1.4487031E-001
 1.3025179E+001, 4.7702511E-002, 1.4717891E-001
 1.4020905E+001, 5.0178305E-002, 1.5028128E-001
 1.5016632E+001, 5.2379451E-002, 1.4740182E-001
 1.6012358E+001, 5.4827523E-002, 1.5087025E-001
 1.7008085E+001, 5.6886706E-002, 1.4713658E-001
 1.8003811E+001, 5.9232491E-002, 1.5110779E-001
 1.9026449E+001, 6.1502572E-002, 1.4894993E-001
 2.0022176E+001, 6.3245498E-002, 1.4811972E-001
 2.1017902E+001, 6.4992368E-002, 1.3827732E-001
 2.2013629E+001, 6.6128906E-002, 1.3965690E-001
 2.3009355E+001, 6.7591129E-002, 1.5669248E-001
 2.4005082E+001, 6.8664697E-002, 1.6786630E-001
 2.5000808E+001, 6.9215832E-002, 1.6922197E-001
 2.6023446E+001, 7.0387163E-002, 1.7567635E-001
 2.7019173E+001, 7.0059926E-002, 1.6874329E-001
 2.8014899E+001, 7.0498492E-002, 1.6802161E-001
 2.9010626E+001, 6.9749234E-002, 1.7129146E-001
 3.0006352E+001, 7.0540368E-002, 1.6181741E-001
 3.1002079E+001, 6.9513181E-002, 1.6278594E-001
 3.2024717E+001, 7.0588413E-002, 1.5837895E-001
 3.3020443E+001, 7.0523902E-002, 1.6311276E-001
 3.4016170E+001, 7.0393467E-002, 1.6173948E-001
 3.5011896E+001, 7.1274768E-002, 1.6340623E-001
 3.6007623E+001, 7.0487322E-002, 1.7141465E-001
 3.7003349E+001, 7.0802812E-002, 1.6061304E-001
 3.8025987E+001, 7.0076894E-002, 1.6718383E-001
 3.9021714E+001, 6.9877684E-002, 1.6740193E-001
 4.0017440E+001, 6.9533948E-002, 1.6555085E-001
 4.1013167E+001, 6.8783589E-002, 1.6209946E-001
 4.2008893E+001, 6.9714008E-002, 1.5958924E-001
 4.3004620E+001, 6.8966216E-002, 1.6017178E-001
 4.4000346E+001, 7.0036261E-002, 1.6580672E-001
 4.5022984E+001, 6.9320316E-002, 1.6717690E-001
 4.6018711E+001, 7.0694398E-002, 1.6086775E-001
 4.7014437E+001, 6.9106423E-002, 1.6385640E-001
 4.8010163E+001, 7.0732508E-002, 1.6573552E-001
 4.9005890E+001, 7.0107720E-002, 1.6841268E-001
 5.0001616E+001, 6.9896597E-002, 1.5738261E-001
 5.1024254E+001, 7.0385873E-002, 1.6220069E-001
