s,kg/s,kW
Time,mdot,hdot
 0.0000000E+000,-2.0086069E-010,-1.5260759E-015
 1.0226380E+000,-6.0727960E-005, 1.0541623E-004
 2.0183645E+000, 1.2977478E-003, 3.4464570E-003
 3.0140910E+000, 6.8254390E-003, 3.2659773E-002
 4.0098175E+000, 1.5571809E-002, 9.4726419E-002
 5.0055440E+000, 2.5192942E-002, 1.7171028E-001
 6.0012704E+000, 3.3820864E-002, 2.7404597E-001
 7.0239084E+000, 4.0806097E-002, 3.7656945E-001
 8.0196349E+000, 4.4972781E-002, 3.8845864E-001
 9.0153614E+000, 4.8759034E-002, 3.7383639E-001
 1.0011088E+001, 5.2997799E-002, 3.6347332E-001
 1.1006814E+001, 5.8263272E-002, 3.5344471E-001
 1.2002541E+001, 6.5529686E-002, 3.5269655E-001
 1.3025179E+001, 7.4718486E-002, 3.4430541E-001
 1.4020905E+001, 8.3399888E-002, 3.5145001E-001
 1.5016632E+001, 9.0189447E-002, 3.7894657E-001
 1.6012358E+001, 9.3673012E-002, 3.7310695E-001
 1.7008085E+001, 9.5208386E-002, 3.7196043E-001
 1.8003811E+001, 9.6341090E-002, 3.5885836E-001
 1.9026449E+001, 9.8295804E-002, 3.7766107E-001
 2.0022176E+001, 9.9163308E-002, 4.1000407E-001
 2.1017902E+001, 9.6969227E-002, 4.0169415E-001
 2.2013629E+001, 9.5577190E-002, 3.9138726E-001
 2.3009355E+001, 9.4732514E-002, 3.8643646E-001
 2.4005082E+001, 9.5974044E-002, 3.9818923E-001
 2.5000808E+001, 9.8642816E-002, 3.8922377E-001
 2.6023446E+001, 1.0096470E-001, 3.9181384E-001
 2.7019173E+001, 1.0168924E-001, 4.0730122E-001
 2.8014899E+001, 1.0274159E-001, 3.9999671E-001
 2.9010626E+001, 1.0229643E-001, 4.0187865E-001
 3.0006352E+001, 1.0100162E-001, 4.1547124E-001
 3.1002079E+001, 1.0114900E-001, 4.1104390E-001
 3.2024717E+001, 1.0100968E-001, 4.0870576E-001
 3.3020443E+001, 1.0320636E-001, 4.1829514E-001
 3.4016170E+001, 1.0531965E-001, 4.1092031E-001
 3.5011896E+001, 1.0623896E-001, 4.1246410E-001
