s,kg/s,kW
Time,mdot,hdot
 0.0000000E+000,-2.0086069E-010,-1.5260759E-015
 1.0226380E+000,-1.0227882E-004, 2.4884080E-004
 2.0183645E+000, 2.2157818E-003, 1.1263657E-002
 3.0140910E+000, 1.1537735E-002, 9.1497891E-002
 4.0098175E+000, 2.4717607E-002, 2.2466030E-001
 5.0055440E+000, 3.6792005E-002, 4.1241813E-001
 6.0012704E+000, 4.6980764E-002, 6.2141777E-001
 7.0239084E+000, 5.2736759E-002, 6.4984923E-001
 8.0210469E+000, 5.8334886E-002, 6.3228030E-001
 9.0113218E+000, 6.4650422E-002, 6.0899175E-001
 1.0001597E+001, 7.3295151E-002, 6.0392688E-001
 1.1016025E+001, 8.5380374E-002, 5.9129455E-001
 1.2006300E+001, 9.7595177E-002, 6.0043001E-001
 1.3020728E+001, 1.0720731E-001, 6.4717354E-001
 1.4011003E+001, 1.1295695E-001, 6.3806699E-001
 1.5018185E+001, 1.1547649E-001, 6.2475511E-001
 1.6001214E+001, 1.1530581E-001, 6.1653651E-001
 1.7024494E+001, 1.1568742E-001, 6.9167703E-001
 1.8020335E+001, 1.1361933E-001, 6.8399853E-001
 1.9002099E+001, 1.1430930E-001, 6.7547495E-001
 2.0000226E+001, 1.1735633E-001, 6.7407933E-001
 2.1000290E+001, 1.2124677E-001, 6.6142277E-001
 2.2014735E+001, 1.2310166E-001, 6.7366157E-001
 2.3003819E+001, 1.2349262E-001, 7.0349966E-001
 2.4018264E+001, 1.2558729E-001, 6.9617950E-001
 2.5007348E+001, 1.2804618E-001, 7.2589335E-001
 2.6015104E+001, 1.2933026E-001, 7.1418630E-001
 2.7015427E+001, 1.2735815E-001, 6.6722366E-001
 2.8001581E+001, 1.2745224E-001, 7.2900317E-001
 2.9004361E+001, 1.3027042E-001, 7.0674201E-001
 3.0013657E+001, 1.3266593E-001, 6.9944352E-001
 3.1022457E+001, 1.3605658E-001, 7.0804987E-001
 3.2005405E+001, 1.3725218E-001, 7.1947077E-001
 3.3020884E+001, 1.3413492E-001, 7.0853115E-001
 3.4013798E+001, 1.3296232E-001, 6.6448234E-001
 3.5006712E+001, 1.3598003E-001, 7.1855428E-001
