s,kg/s,kW
Time,mdot,hdot
 0.0000000E+000,-1.6189861E-010,-3.2576980E-015
 1.0226380E+000,-5.9095618E-005, 2.4214223E-004
 2.0183645E+000, 1.3301805E-003, 1.0654795E-002
 3.0140910E+000, 6.2186929E-003, 9.1407422E-002
 4.0098175E+000, 1.2806833E-002, 2.2460084E-001
 5.0055440E+000, 1.9188433E-002, 4.0687265E-001
 6.0012704E+000, 2.4959169E-002, 6.1748169E-001
 7.0239084E+000, 2.8850958E-002, 7.0489526E-001
 8.0140329E+000, 3.1750692E-002, 7.2922047E-001
 9.0234458E+000, 3.4272354E-002, 7.2549499E-001
 1.0025649E+001, 3.5979558E-002, 7.0421484E-001
 1.1003818E+001, 3.7155540E-002, 7.0161368E-001
 1.2008424E+001, 3.8420263E-002, 6.9148022E-001
 1.3013030E+001, 4.0298120E-002, 6.9711701E-001
 1.4021158E+001, 4.2641996E-002, 7.0429523E-001
 1.5013617E+001, 4.5460027E-002, 6.7133003E-001
 1.6006077E+001, 4.8984938E-002, 6.8643257E-001
 1.7022166E+001, 5.2823979E-002, 6.4072836E-001
 1.8020061E+001, 5.7196990E-002, 6.0618782E-001
 1.9025091E+001, 6.1542463E-002, 5.6977052E-001
 2.0025457E+001, 6.4573540E-002, 6.0157639E-001
 2.1000172E+001, 6.6633614E-002, 6.3237145E-001
 2.2000538E+001, 6.8028835E-002, 6.4202134E-001
 2.3000904E+001, 6.9301175E-002, 6.6264509E-001
 2.4001270E+001, 7.0550474E-002, 6.2190385E-001
 2.5001635E+001, 7.2471638E-002, 5.9824376E-001
 2.6005274E+001, 7.4803979E-002, 6.7565149E-001
 2.7012489E+001, 7.6066877E-002, 6.4699321E-001
 2.8023490E+001, 7.6845197E-002, 7.1080641E-001
 2.9003611E+001, 7.8271895E-002, 6.5757764E-001
 3.0004148E+001, 8.0120463E-002, 6.6521584E-001
 3.1003228E+001, 8.2231681E-002, 6.7978241E-001
 3.2002224E+001, 8.4189522E-002, 6.9011845E-001
 3.3001221E+001, 8.4980581E-002, 6.6529952E-001
 3.4000217E+001, 8.4980353E-002, 6.4287719E-001
 3.5022445E+001, 8.5004034E-002, 6.9512495E-001
 3.6021441E+001, 8.3926411E-002, 7.1192666E-001
 3.7020438E+001, 8.5066410E-002, 7.5662883E-001
 3.8019434E+001, 8.9131376E-002, 7.1935033E-001
 3.9018430E+001, 9.2947812E-002, 6.3079705E-001
 4.0007541E+001, 9.4440508E-002, 6.7933891E-001
 4.1010537E+001, 9.4488616E-002, 7.4788871E-001
 4.2013534E+001, 9.4241810E-002, 7.5142128E-001
 4.3016531E+001, 9.6042573E-002, 7.5502596E-001
 4.4019527E+001, 9.6812473E-002, 7.2835114E-001
 4.5001628E+001, 9.6877524E-002, 7.1284567E-001
 4.6006408E+001, 9.5926069E-002, 7.2249027E-001
 4.7001332E+001, 9.7494417E-002, 7.5878515E-001
 4.8015028E+001, 9.9295205E-002, 8.1449346E-001
 4.9006673E+001, 9.9856459E-002, 7.8808289E-001
 5.0015125E+001, 9.9704697E-002, 8.0041340E-001
 5.1006770E+001, 9.9991697E-002, 7.9339688E-001
 5.2015222E+001, 1.0093893E-001, 8.0902170E-001
 5.3006867E+001, 9.9257703E-002, 8.4311447E-001
 5.4015320E+001, 9.7936269E-002, 7.8752909E-001
 5.5006965E+001, 9.7790438E-002, 8.0498131E-001
 5.6015417E+001, 9.7560694E-002, 8.2682639E-001
 5.7007062E+001, 9.8630321E-002, 8.5702708E-001
 5.8015515E+001, 9.8330656E-002, 8.4819828E-001
 5.9007159E+001, 9.7596283E-002, 7.9691644E-001
 6.0012250E+001, 9.9141001E-002, 8.6389628E-001
 6.1010618E+001, 1.0004906E-001, 8.3135341E-001
 6.2008986E+001, 1.0082015E-001, 7.9622464E-001
 6.3006288E+001, 1.0080682E-001, 8.2461746E-001
 6.4003376E+001, 1.0140730E-001, 8.0910332E-001
 6.5000464E+001, 1.0069747E-001, 8.4643541E-001
 6.6014171E+001, 1.0082401E-001, 8.6566533E-001
 6.7011259E+001, 1.0042278E-001, 8.7404351E-001
 6.8005023E+001, 1.0025461E-001, 8.5857099E-001
 6.9010421E+001, 9.9689360E-002, 8.4645856E-001
 7.0015818E+001, 9.9032685E-002, 8.4213395E-001
 7.1002935E+001, 9.9854791E-002, 8.4494912E-001
 7.2008333E+001, 1.0040593E-001, 8.6156329E-001
 7.3013730E+001, 9.8962032E-002, 8.3016188E-001
