s,kg/s,kW
Time,mdot,hdot
 0.0000000E+000,-1.6189861E-010,-3.2576980E-015
 1.0226380E+000,-3.5263293E-005, 1.0406031E-004
 2.0183645E+000, 7.8211684E-004, 3.2540020E-003
 3.0140910E+000, 3.7360035E-003, 3.2174970E-002
 4.0098175E+000, 8.2577631E-003, 9.5474490E-002
 5.0055440E+000, 1.3181230E-002, 1.7036492E-001
 6.0012704E+000, 1.7788707E-002, 2.7037542E-001
 7.0239084E+000, 2.1946940E-002, 3.7645993E-001
 8.0196349E+000, 2.4759618E-002, 4.1994949E-001
 9.0153614E+000, 2.6805447E-002, 4.2424819E-001
 1.0011088E+001, 2.8797217E-002, 4.3031910E-001
 1.1006814E+001, 3.0279437E-002, 4.1872600E-001
 1.2002541E+001, 3.1345063E-002, 4.1092488E-001
 1.3025179E+001, 3.2195764E-002, 4.0908177E-001
 1.4020905E+001, 3.3101288E-002, 4.0197629E-001
 1.5016632E+001, 3.4202315E-002, 4.0422532E-001
 1.6012358E+001, 3.5478352E-002, 4.1407315E-001
 1.7008085E+001, 3.6944649E-002, 4.0489250E-001
 1.8003811E+001, 3.8821679E-002, 3.9227010E-001
 1.9026449E+001, 4.1281905E-002, 3.9609450E-001
 2.0022176E+001, 4.4019707E-002, 3.8665526E-001
 2.1017902E+001, 4.6934969E-002, 3.6138213E-001
 2.2013629E+001, 5.0196462E-002, 3.5125673E-001
 2.3009355E+001, 5.2928651E-002, 3.5521437E-001
 2.4005082E+001, 5.4819747E-002, 3.5899846E-001
 2.5000808E+001, 5.6260103E-002, 3.5688378E-001
 2.6023446E+001, 5.7422172E-002, 3.7587873E-001
 2.7019173E+001, 5.8400080E-002, 3.7306138E-001
 2.8014899E+001, 5.9465542E-002, 3.8719819E-001
 2.9010626E+001, 6.0614348E-002, 3.9111090E-001
 3.0006352E+001, 6.1290845E-002, 3.8187464E-001
 3.1002079E+001, 6.2005336E-002, 3.7240583E-001
 3.2024717E+001, 6.2881041E-002, 3.5252639E-001
 3.3020443E+001, 6.4432524E-002, 3.7124829E-001
 3.4016170E+001, 6.6034739E-002, 3.6033407E-001
 3.5011896E+001, 6.7200481E-002, 3.4718375E-001
 3.6007623E+001, 6.9055170E-002, 3.7528810E-001
 3.7023479E+001, 7.0538305E-002, 4.0533988E-001
 3.8000572E+001, 7.1864417E-002, 4.0427333E-001
 3.9018303E+001, 7.2080100E-002, 3.9405970E-001
 4.0006018E+001, 7.2569290E-002, 3.8462943E-001
 4.1020992E+001, 7.2801261E-002, 4.0013339E-001
 4.2024468E+001, 7.4785248E-002, 4.0076840E-001
 4.3016148E+001, 7.6011493E-002, 4.0857272E-001
 4.4016062E+001, 7.6308539E-002, 4.1482373E-001
 4.5016715E+001, 7.6330597E-002, 4.2657177E-001
 4.6009353E+001, 7.6450842E-002, 4.1436920E-001
 4.7003042E+001, 7.7760232E-002, 4.3222323E-001
 4.8005081E+001, 7.8856211E-002, 4.3725508E-001
 4.9007120E+001, 7.9323984E-002, 4.3496042E-001
 5.0009158E+001, 7.9151123E-002, 4.4588518E-001
 5.1011197E+001, 7.9432140E-002, 4.4846860E-001
 5.2011209E+001, 8.0031203E-002, 4.5907362E-001
 5.3000584E+001, 8.0188380E-002, 4.5640755E-001
 5.4020384E+001, 8.1050315E-002, 4.6082767E-001
 5.5010912E+001, 8.1730442E-002, 4.7571325E-001
 5.6011726E+001, 8.2020887E-002, 4.8140491E-001
 5.7015256E+001, 8.2660734E-002, 4.5576193E-001
 5.8004745E+001, 8.3910072E-002, 4.7188089E-001
 5.9012188E+001, 8.4057371E-002, 4.5960667E-001
 6.0019631E+001, 8.2179824E-002, 4.3428535E-001
 6.1005639E+001, 8.1764714E-002, 4.8581584E-001
 6.2013082E+001, 8.1848257E-002, 4.7818810E-001
 6.3020525E+001, 8.2368794E-002, 4.6208917E-001
 6.4002246E+001, 8.2161592E-002, 4.3596318E-001
 6.5016119E+001, 8.2543964E-002, 4.4107628E-001
 6.6006414E+001, 8.4160930E-002, 4.6383951E-001
 6.7020288E+001, 8.5766987E-002, 4.8336359E-001
 6.8010583E+001, 8.6945356E-002, 4.9171474E-001
 6.9000878E+001, 8.7097730E-002, 5.2208111E-001
 7.0014751E+001, 8.6715003E-002, 5.0396331E-001
 7.1005046E+001, 8.6955373E-002, 4.5162813E-001
 7.2018920E+001, 8.5785165E-002, 4.5237522E-001
 7.3009215E+001, 8.4539945E-002, 4.5547681E-001
