s,kg/s,kW
Time,mdot,hdot
 0.0000000E+000,-2.0086069E-010,-8.7752376E-016
 1.0226380E+000,-4.9917908E-005, 1.0851141E-004
 2.0183645E+000, 1.3924774E-003, 3.6680516E-003
 3.0140910E+000, 7.8065941E-003, 3.2910789E-002
 4.0098175E+000, 1.8228751E-002, 9.2993318E-002
 5.0055440E+000, 2.9175096E-002, 1.7032776E-001
 6.0012704E+000, 3.9077675E-002, 2.6795518E-001
 7.0239084E+000, 4.7968657E-002, 3.7555941E-001
 8.0196349E+000, 5.5931409E-002, 3.5116401E-001
 9.0153614E+000, 6.3950620E-002, 3.1655398E-001
 1.0011088E+001, 7.1559918E-002, 3.2672938E-001
 1.1006814E+001, 7.9188430E-002, 3.5249176E-001
 1.2002541E+001, 8.6033692E-002, 3.7823492E-001
 1.3025179E+001, 9.1580856E-002, 3.9661221E-001
 1.4020905E+001, 9.5070387E-002, 4.1168432E-001
 1.5016632E+001, 9.6526595E-002, 3.9593192E-001
 1.6012358E+001, 9.6959590E-002, 3.7256962E-001
 1.7008085E+001, 9.7310644E-002, 3.7084058E-001
 1.8003811E+001, 9.7786841E-002, 3.6786649E-001
 1.9026449E+001, 9.7459934E-002, 3.4286190E-001
 2.0022176E+001, 9.7870232E-002, 3.5233249E-001
 2.1017902E+001, 9.7832524E-002, 3.4740470E-001
 2.2013629E+001, 9.9424944E-002, 3.9986887E-001
 2.3009355E+001, 1.0145660E-001, 3.9862725E-001
 2.4005082E+001, 1.0261026E-001, 3.8003744E-001
 2.5000808E+001, 1.0308393E-001, 3.9762326E-001
 2.6023446E+001, 1.0350596E-001, 3.9151979E-001
 2.7019173E+001, 1.0249475E-001, 3.6520779E-001
 2.8014899E+001, 1.0067804E-001, 3.6541987E-001
 2.9010626E+001, 1.0059752E-001, 3.7239564E-001
 3.0006352E+001, 1.0260075E-001, 3.9057327E-001
 3.1002079E+001, 1.0482434E-001, 4.0138871E-001
 3.2024717E+001, 1.0743559E-001, 3.8264095E-001
 3.3020443E+001, 1.0959421E-001, 3.9223333E-001
 3.4016170E+001, 1.0966875E-001, 3.9873047E-001
 3.5011896E+001, 1.1035182E-001, 3.9896012E-001
 3.6007623E+001, 1.1170160E-001, 3.9893550E-001
 3.7003349E+001, 1.1176908E-001, 3.7433838E-001
 3.8025987E+001, 1.1114980E-001, 3.5357974E-001
 3.9021714E+001, 1.1310522E-001, 3.7400034E-001
 4.0017440E+001, 1.1614257E-001, 3.7855364E-001
 4.1013167E+001, 1.1977726E-001, 4.1327454E-001
 4.2008893E+001, 1.2318196E-001, 4.2072297E-001
 4.3004620E+001, 1.2638473E-001, 4.4313340E-001
 4.4000346E+001, 1.2774129E-001, 4.3116165E-001
 4.5005202E+001, 1.2491358E-001, 4.3113064E-001
 4.6016494E+001, 1.1940045E-001, 3.9594865E-001
 4.7011664E+001, 1.1531870E-001, 3.8880412E-001
 4.8000357E+001, 1.1604317E-001, 3.8949546E-001
 4.9010261E+001, 1.1845127E-001, 4.0357573E-001
 5.0015574E+001, 1.2165225E-001, 3.9809956E-001
 5.1000230E+001, 1.2352685E-001, 3.9579947E-001
 5.2019540E+001, 1.2369023E-001, 4.1642547E-001
 5.3015266E+001, 1.2391993E-001, 4.2309071E-001
 5.4006592E+001, 1.2313137E-001, 4.2760637E-001
 5.5011587E+001, 1.2326870E-001, 4.5360898E-001
 5.6019780E+001, 1.2473142E-001, 4.4223438E-001
 5.7002390E+001, 1.2626554E-001, 4.4165799E-001
 5.8024351E+001, 1.2558049E-001, 4.1107867E-001
 5.9020078E+001, 1.2385817E-001, 4.1091484E-001
 6.0015804E+001, 1.2127287E-001, 4.1539344E-001
 6.1011531E+001, 1.1818032E-001, 4.0968597E-001
 6.2007257E+001, 1.1562074E-001, 3.6761706E-001
 6.3002984E+001, 1.1594942E-001, 3.9861550E-001
 6.4025622E+001, 1.1640089E-001, 3.8898123E-001
 6.5021348E+001, 1.1755191E-001, 3.8588346E-001
 6.6017075E+001, 1.1985686E-001, 4.1151793E-001
 6.7012801E+001, 1.2395921E-001, 4.3359742E-001
 6.8008528E+001, 1.2753509E-001, 4.6066347E-001
 6.9004254E+001, 1.2712485E-001, 4.5047827E-001
 7.0026892E+001, 1.2475985E-001, 4.4135009E-001
 7.1011003E+001, 1.2123974E-001, 4.2085429E-001
 7.2002820E+001, 1.1856227E-001, 4.0260533E-001
 7.3025458E+001, 1.1749565E-001, 3.8120847E-001
 7.4021184E+001, 1.1671850E-001, 4.1861014E-001
 7.5016911E+001, 1.1531406E-001, 4.2305675E-001
 7.6012637E+001, 1.1469601E-001, 4.1890189E-001
 7.7008364E+001, 1.1528868E-001, 3.9501068E-001
 7.8004090E+001, 1.1663136E-001, 4.0605978E-001
 7.9026728E+001, 1.1843050E-001, 3.9988754E-001
 8.0022454E+001, 1.2092656E-001, 4.1316349E-001
 8.1018181E+001, 1.2185447E-001, 4.2071818E-001
 8.2017675E+001, 1.2301360E-001, 4.3553176E-001
 8.3013401E+001, 1.2373243E-001, 4.3772239E-001
 8.4009128E+001, 1.2079861E-001, 4.0353883E-001
