s,kg/s,kW
Time,mdot,hdot
 0.0000000E+000,-2.0086069E-010,-4.7904861E-016
 1.0226380E+000,-6.0491818E-005, 2.6939904E-004
 2.0183645E+000, 2.4335313E-003, 1.2669731E-002
 3.0140910E+000, 1.4134113E-002, 8.9679496E-002
 4.0098175E+000, 3.1848308E-002, 2.2082970E-001
 5.0055440E+000, 4.6334804E-002, 3.9506884E-001
 6.0224031E+000, 6.0427655E-002, 5.7673077E-001
 7.0073090E+000, 7.0894872E-002, 5.9447918E-001
 8.0162369E+000, 8.0326212E-002, 5.9660956E-001
 9.0011428E+000, 8.8355895E-002, 6.1730246E-001
 1.0010071E+001, 9.5374293E-002, 6.4808914E-001
 1.1018999E+001, 1.0060146E-001, 6.6521104E-001
 1.2011111E+001, 1.0276284E-001, 6.4073308E-001
 1.3015235E+001, 1.0355466E-001, 6.1603132E-001
 1.4019358E+001, 1.0473853E-001, 6.1059556E-001
 1.5023482E+001, 1.0588410E-001, 6.0845022E-001
 1.6001181E+001, 1.0727303E-001, 6.1378928E-001
 1.7005305E+001, 1.0798174E-001, 6.1937887E-001
 1.8009428E+001, 1.0874639E-001, 6.1840826E-001
 1.9013552E+001, 1.1033691E-001, 6.0296674E-001
 2.0017675E+001, 1.1280759E-001, 6.4799090E-001
 2.1021799E+001, 1.1519727E-001, 6.4748796E-001
 2.2005010E+001, 1.1640025E-001, 6.4576841E-001
 2.3011687E+001, 1.1713183E-001, 6.2637756E-001
 2.4014537E+001, 1.1758815E-001, 6.4268464E-001
 2.5015279E+001, 1.1778813E-001, 6.7130902E-001
 2.6022321E+001, 1.1743208E-001, 6.2854855E-001
 2.7002862E+001, 1.1640866E-001, 6.0528168E-001
 2.8009904E+001, 1.1616482E-001, 6.3222904E-001
 2.9016947E+001, 1.1616471E-001, 6.6626265E-001
 3.0023989E+001, 1.1567823E-001, 6.2412832E-001
 3.1004529E+001, 1.1732321E-001, 6.4176184E-001
 3.2011572E+001, 1.1947909E-001, 6.4653823E-001
 3.3018614E+001, 1.2221934E-001, 6.5722256E-001
 3.4025656E+001, 1.2489839E-001, 6.3516032E-001
 3.5019852E+001, 1.2656547E-001, 6.9986189E-001
 3.6017808E+001, 1.2654678E-001, 6.8488403E-001
 3.7013534E+001, 1.2668818E-001, 6.5966936E-001
 3.8009261E+001, 1.2573838E-001, 6.2981068E-001
 3.9004987E+001, 1.2453447E-001, 6.5426446E-001
 4.0000713E+001, 1.2579986E-001, 6.4700136E-001
 4.1023351E+001, 1.2655318E-001, 6.7175729E-001
 4.2019078E+001, 1.2814902E-001, 6.9771322E-001
 4.3014804E+001, 1.3079496E-001, 6.9627442E-001
 4.4010531E+001, 1.3184624E-001, 7.0345821E-001
 4.5006257E+001, 1.3196563E-001, 6.9398014E-001
 4.6001984E+001, 1.2981110E-001, 6.7336821E-001
 4.7026777E+001, 1.2604919E-001, 6.5276509E-001
 4.8022503E+001, 1.2343495E-001, 6.6852190E-001
 4.9018230E+001, 1.2438550E-001, 6.7868606E-001
 5.0013956E+001, 1.2598686E-001, 6.5041893E-001
 5.1009683E+001, 1.2690721E-001, 6.9132335E-001
 5.2005409E+001, 1.3021737E-001, 7.1569389E-001
 5.3003245E+001, 1.3160845E-001, 6.9267084E-001
 5.4001628E+001, 1.3236789E-001, 7.3859950E-001
 5.5000012E+001, 1.3198815E-001, 6.9249800E-001
 5.6023994E+001, 1.3112051E-001, 6.7467596E-001
 5.7022378E+001, 1.3166651E-001, 6.6315787E-001
 5.8020761E+001, 1.3234489E-001, 6.7515994E-001
 5.9019144E+001, 1.3285610E-001, 6.9827342E-001
 6.0017527E+001, 1.3267063E-001, 6.8959148E-001
 6.1007231E+001, 1.3157495E-001, 6.8294324E-001
 6.2011274E+001, 1.3127159E-001, 6.8483919E-001
 6.3023279E+001, 1.3181642E-001, 7.2027980E-001
 6.4019005E+001, 1.3092411E-001, 6.9658895E-001
 6.5019265E+001, 1.2816933E-001, 6.6034673E-001
 6.6001866E+001, 1.2619917E-001, 6.9184927E-001
 6.7019147E+001, 1.2693121E-001, 6.9867691E-001
 6.8021071E+001, 1.2776909E-001, 6.7606606E-001
 6.9016798E+001, 1.2897367E-001, 6.7140791E-001
 7.0012344E+001, 1.2865865E-001, 7.1045152E-001
 7.1002623E+001, 1.2928880E-001, 6.9847828E-001
 7.2013794E+001, 1.3362666E-001, 7.3019024E-001
 7.3014683E+001, 1.3628152E-001, 7.0799929E-001
 7.4007357E+001, 1.3623424E-001, 6.9239884E-001
 7.5000030E+001, 1.3561144E-001, 7.4642020E-001
 7.6019915E+001, 1.3474269E-001, 7.0591355E-001
 7.7001705E+001, 1.3374182E-001, 6.7590947E-001
 7.8009331E+001, 1.3210466E-001, 7.0929115E-001
 7.9016958E+001, 1.2896003E-001, 6.6771363E-001
 8.0003465E+001, 1.2790314E-001, 6.6054192E-001
 8.1005199E+001, 1.2744262E-001, 6.6989475E-001
 8.2021025E+001, 1.2667321E-001, 6.9188089E-001
 8.3018288E+001, 1.2466950E-001, 6.6568075E-001
 8.4001748E+001, 1.2493228E-001, 7.0718039E-001
 8.5007151E+001, 1.2580964E-001, 7.0589962E-001
 8.6002456E+001, 1.2595955E-001, 6.8390420E-001
 8.7023065E+001, 1.2412276E-001, 6.6571611E-001
 8.8012113E+001, 1.2372808E-001, 6.6783244E-001
 8.9007840E+001, 1.2494709E-001, 6.7921194E-001
 9.0003566E+001, 1.2598339E-001, 6.7958737E-001
 9.1022097E+001, 1.2683272E-001, 6.8758269E-001
 9.2020343E+001, 1.2559952E-001, 6.8879785E-001
 9.3018588E+001, 1.2651704E-001, 6.7731317E-001
 9.4016834E+001, 1.2969176E-001, 6.9410381E-001
 9.5015079E+001, 1.3040361E-001, 6.9286532E-001
 9.6013325E+001, 1.3029422E-001, 6.8264556E-001
 9.7011570E+001, 1.2843078E-001, 6.8892146E-001
 9.8009816E+001, 1.2546376E-001, 7.1130356E-001
 9.9008061E+001, 1.2267716E-001, 6.8068563E-001
 1.0000631E+002, 1.1970661E-001, 6.3577318E-001
 1.0100455E+002, 1.1908806E-001, 6.3065919E-001
 1.0200280E+002, 1.2035919E-001, 7.0034133E-001
 1.0300104E+002, 1.2108356E-001, 6.6349297E-001
 1.0402556E+002, 1.2262516E-001, 6.8102281E-001
 1.0502380E+002, 1.2392088E-001, 6.9477236E-001
 1.0602205E+002, 1.2386264E-001, 6.6642858E-001
 1.0702029E+002, 1.2383850E-001, 6.8401989E-001
 1.0801854E+002, 1.2391548E-001, 6.9827373E-001
 1.0901679E+002, 1.2485625E-001, 6.6801604E-001
 1.1001503E+002, 1.2569012E-001, 6.6848442E-001
 1.1101328E+002, 1.2580875E-001, 6.9414586E-001
 1.1201152E+002, 1.2689098E-001, 7.0034476E-001
 1.1300977E+002, 1.2935255E-001, 7.0833018E-001
 1.1400801E+002, 1.3015015E-001, 7.1451753E-001
 1.1500626E+002, 1.2915467E-001, 6.8603844E-001
 1.1600450E+002, 1.2915868E-001, 6.8764716E-001
 1.1700275E+002, 1.3095466E-001, 7.1436785E-001
 1.1800100E+002, 1.3198586E-001, 7.1469735E-001
 1.1901649E+002, 1.3158573E-001, 7.1108803E-001
 1.2000929E+002, 1.3132759E-001, 6.9365395E-001
 1.2100208E+002, 1.3074347E-001, 6.9607600E-001
 1.2201966E+002, 1.2880176E-001, 6.7905144E-001
 1.2301026E+002, 1.2807496E-001, 6.7220196E-001
