s,kg/s,kW
Time,mdot,hdot
 0.0000000E+000,-2.0086069E-010,-3.2576980E-015
 1.0226380E+000,-9.2578330E-005, 2.3716778E-004
 2.0183645E+000, 1.8205024E-003, 1.0727408E-002
 3.0140910E+000, 8.4232522E-003, 9.2148092E-002
 4.0098175E+000, 1.7661557E-002, 2.2636663E-001
 5.0055440E+000, 2.6844487E-002, 4.1163648E-001
 6.0012704E+000, 3.4828489E-002, 6.1750476E-001
 7.0239084E+000, 4.0450302E-002, 6.5767245E-001
 8.0196349E+000, 4.5386691E-002, 6.6615271E-001
 9.0166503E+000, 5.0333626E-002, 6.6536474E-001
 1.0019526E+001, 5.5069033E-002, 6.6260504E-001
 1.1015256E+001, 5.9551348E-002, 6.6391718E-001
 1.2010985E+001, 6.4340890E-002, 6.6936421E-001
 1.3006715E+001, 7.0103395E-002, 6.6148340E-001
 1.4002444E+001, 7.5015947E-002, 6.8702357E-001
 1.5013715E+001, 7.9355837E-002, 6.7400919E-001
 1.6010190E+001, 8.2987481E-002, 6.4443729E-001
 1.7011333E+001, 8.5443304E-002, 6.5938559E-001
 1.8012475E+001, 8.7312881E-002, 6.2103088E-001
 1.9015759E+001, 9.0440626E-002, 7.3138513E-001
 2.0017469E+001, 9.2383319E-002, 6.9326011E-001
 2.1007638E+001, 9.2896637E-002, 6.8482760E-001
 2.2007117E+001, 9.4284131E-002, 7.5461524E-001
 2.3000126E+001, 9.5655533E-002, 7.9378519E-001
 2.4006524E+001, 9.6303554E-002, 7.6922569E-001
 2.5012922E+001, 9.9205881E-002, 7.7048907E-001
 2.6019320E+001, 1.0342003E-001, 7.4961783E-001
 2.7001172E+001, 1.1006876E-001, 7.7200761E-001
 2.8016134E+001, 1.1749186E-001, 7.5245717E-001
 2.9009602E+001, 1.2415639E-001, 7.2018989E-001
 3.0020575E+001, 1.3090538E-001, 7.5877341E-001
 3.1007477E+001, 1.3339280E-001, 7.5898156E-001
 3.2018451E+001, 1.3233657E-001, 7.4234787E-001
 3.3005353E+001, 1.3554949E-001, 7.5680685E-001
 3.4016326E+001, 1.3433056E-001, 7.6018487E-001
 3.5003229E+001, 1.3090422E-001, 7.6041325E-001
 3.6014202E+001, 1.2568616E-001, 7.2934815E-001
 3.7001105E+001, 1.2533860E-001, 7.1876377E-001
 3.8012078E+001, 1.2965421E-001, 7.4012529E-001
 3.9023051E+001, 1.3176285E-001, 7.6662036E-001
 4.0009954E+001, 1.3045110E-001, 7.7810022E-001
 4.1020927E+001, 1.3073882E-001, 7.4462699E-001
 4.2003015E+001, 1.3690869E-001, 7.5949958E-001
 4.3009174E+001, 1.3590660E-001, 7.2978120E-001
 4.4017134E+001, 1.3547799E-001, 7.7887464E-001
 4.5009670E+001, 1.3421066E-001, 7.4547324E-001
 4.6002207E+001, 1.3628466E-001, 8.0364517E-001
 4.7020192E+001, 1.4260122E-001, 8.0464145E-001
 4.8012729E+001, 1.4659963E-001, 7.9339306E-001
 4.9022664E+001, 1.4848212E-001, 7.9724318E-001
 5.0004786E+001, 1.4843915E-001, 8.1982253E-001
 5.1012091E+001, 1.4701703E-001, 7.8725564E-001
 5.2019396E+001, 1.4243066E-001, 7.9189887E-001
 5.3016100E+001, 1.3592194E-001, 7.7915048E-001
 5.4017509E+001, 1.2942488E-001, 7.5441514E-001
 5.5022562E+001, 1.2670085E-001, 7.5207912E-001
 5.6004242E+001, 1.2983964E-001, 7.7091391E-001
 5.7016308E+001, 1.3560264E-001, 7.7950197E-001
 5.8019024E+001, 1.3961703E-001, 8.0873437E-001
 5.9021740E+001, 1.3965664E-001, 7.9326975E-001
 6.0017174E+001, 1.4452782E-001, 7.8599269E-001
 6.1000180E+001, 1.5117196E-001, 8.0767325E-001
 6.2011178E+001, 1.6225302E-001, 8.4282958E-001
 6.3019943E+001, 1.6580277E-001, 8.7070959E-001
 6.4013046E+001, 1.5749566E-001, 8.6283274E-001
 6.5016778E+001, 1.5006752E-001, 7.9508789E-001
 6.6012049E+001, 1.4383030E-001, 7.3846232E-001
 6.7007321E+001, 1.4379539E-001, 8.0280537E-001
