s,kg/s,kW
Time,mdot,hdot
 0.0000000E+000,-2.0086069E-010,-4.7904861E-016
 1.0226380E+000,-3.5208255E-005, 1.1209398E-004
 2.0183645E+000, 1.4304258E-003, 3.9166198E-003
 3.0140910E+000, 8.3256922E-003, 3.3214539E-002
 4.0098175E+000, 1.9828578E-002, 9.1354801E-002
 5.0055440E+000, 3.1470092E-002, 1.6850351E-001
 6.0012704E+000, 4.2147303E-002, 2.5822327E-001
 7.0239084E+000, 5.1752590E-002, 3.4777988E-001
 8.0196349E+000, 5.9305430E-002, 3.5370133E-001
 9.0153614E+000, 6.6066160E-002, 3.4991043E-001
 1.0011088E+001, 7.1655500E-002, 3.5508286E-001
 1.1006814E+001, 7.7096463E-002, 3.6763538E-001
 1.2002541E+001, 8.1606215E-002, 3.8367444E-001
 1.3025179E+001, 8.5212913E-002, 3.8953866E-001
 1.4020905E+001, 8.7081409E-002, 3.7774761E-001
 1.5016632E+001, 8.8621748E-002, 3.6365852E-001
 1.6012358E+001, 8.9871792E-002, 3.6217025E-001
 1.7008085E+001, 9.0956780E-002, 3.6111194E-001
 1.8003811E+001, 9.2445928E-002, 3.5753002E-001
 1.9026449E+001, 9.2806181E-002, 3.6818720E-001
 2.0022176E+001, 9.2767872E-002, 3.5964693E-001
 2.1017902E+001, 9.3240016E-002, 3.5615843E-001
 2.2013629E+001, 9.2115346E-002, 3.5593891E-001
 2.3009355E+001, 9.3161434E-002, 3.6265942E-001
 2.4005082E+001, 9.4831731E-002, 3.7421553E-001
 2.5000808E+001, 9.6941522E-002, 3.8365031E-001
 2.6023446E+001, 9.7191356E-002, 3.6724840E-001
 2.7019173E+001, 9.6003022E-002, 3.6221392E-001
 2.8014899E+001, 9.6113098E-002, 3.6771167E-001
 2.9010626E+001, 9.7022040E-002, 3.8980319E-001
 3.0006352E+001, 9.8026079E-002, 3.8668610E-001
 3.1002079E+001, 9.8214116E-002, 3.7697872E-001
 3.2024717E+001, 9.7707770E-002, 3.6185046E-001
 3.3020443E+001, 9.8728837E-002, 3.5551594E-001
 3.4016170E+001, 1.0138106E-001, 4.0084349E-001
 3.5011896E+001, 1.0271663E-001, 4.0168090E-001
 3.6007623E+001, 1.0266754E-001, 3.8664785E-001
 3.7003349E+001, 1.0234416E-001, 3.7180362E-001
 3.8025987E+001, 1.0102436E-001, 3.6638445E-001
 3.9021714E+001, 9.9930282E-002, 3.7925658E-001
 4.0017440E+001, 1.0045545E-001, 3.6632470E-001
 4.1013167E+001, 1.0196224E-001, 3.7414560E-001
 4.2008893E+001, 1.0305891E-001, 3.9228688E-001
 4.3004620E+001, 1.0494612E-001, 3.9300831E-001
 4.4000346E+001, 1.0611979E-001, 4.0165603E-001
 4.5022984E+001, 1.0636337E-001, 3.9754615E-001
 4.6018711E+001, 1.0574615E-001, 3.8445811E-001
 4.7014437E+001, 1.0325013E-001, 3.8385803E-001
 4.8010163E+001, 1.0345190E-001, 3.7732263E-001
 4.9005890E+001, 1.0390244E-001, 3.8795293E-001
 5.0001616E+001, 1.0263026E-001, 3.8775736E-001
 5.1024254E+001, 1.0309219E-001, 3.8466990E-001
 5.2019981E+001, 1.0329533E-001, 3.8536644E-001
 5.3015707E+001, 1.0308742E-001, 4.0361171E-001
 5.4011434E+001, 1.0402549E-001, 3.9512525E-001
 5.5015089E+001, 1.0250212E-001, 3.8955533E-001
 5.6004312E+001, 1.0271462E-001, 3.9338436E-001
 5.7005371E+001, 1.0295822E-001, 3.7032675E-001
 5.8004560E+001, 1.0444643E-001, 3.9352294E-001
 5.9015361E+001, 1.0807623E-001, 4.1580373E-001
 6.0011088E+001, 1.0943390E-001, 4.2108678E-001
 6.1006814E+001, 1.1042053E-001, 4.4422730E-001
 6.2002541E+001, 1.0982483E-001, 4.1881829E-001
 6.3025179E+001, 1.0835998E-001, 4.1229921E-001
 6.4020905E+001, 1.0825158E-001, 4.0459046E-001
 6.5016632E+001, 1.0758526E-001, 3.9794882E-001
 6.6012358E+001, 1.0709373E-001, 4.0467057E-001
 6.7008085E+001, 1.0754434E-001, 3.8737982E-001
 6.8003811E+001, 1.0692598E-001, 3.8865881E-001
 6.9026449E+001, 1.0689342E-001, 3.9987229E-001
 7.0022176E+001, 1.0834264E-001, 4.1290490E-001
 7.1017902E+001, 1.0897566E-001, 4.0834643E-001
 7.2013629E+001, 1.0906247E-001, 3.9378509E-001
 7.3009355E+001, 1.0988184E-001, 3.9641449E-001
 7.4005082E+001, 1.0965793E-001, 3.9320674E-001
 7.5000808E+001, 1.0940735E-001, 4.0756801E-001
 7.6023446E+001, 1.0843044E-001, 3.8579176E-001
 7.7019173E+001, 1.0822025E-001, 3.8708085E-001
 7.8002034E+001, 1.0870377E-001, 4.0531640E-001
 7.9024672E+001, 1.1063024E-001, 4.0628522E-001
 8.0020398E+001, 1.1115433E-001, 4.0689161E-001
 8.1016125E+001, 1.1124526E-001, 4.0942324E-001
 8.2011851E+001, 1.0984562E-001, 3.9990451E-001
 8.3007578E+001, 1.0889997E-001, 4.0544313E-001
 8.4003304E+001, 1.0810410E-001, 3.9545526E-001
 8.5025942E+001, 1.0649712E-001, 3.8910346E-001
 8.6021668E+001, 1.0587882E-001, 3.7973721E-001
 8.7017395E+001, 1.0640162E-001, 4.0307484E-001
 8.8013121E+001, 1.0672258E-001, 4.1902733E-001
 8.9008848E+001, 1.0646340E-001, 3.9007331E-001
 9.0004574E+001, 1.0668188E-001, 3.9871985E-001
 9.1000301E+001, 1.0646034E-001, 4.0860163E-001
 9.2022939E+001, 1.0684933E-001, 4.0217954E-001
 9.3018665E+001, 1.0723533E-001, 3.9740546E-001
 9.4014392E+001, 1.0662085E-001, 4.0022957E-001
 9.5010118E+001, 1.0734932E-001, 3.9792828E-001
 9.6005845E+001, 1.0831787E-001, 3.9967470E-001
 9.7001571E+001, 1.0924696E-001, 4.0234618E-001
 9.8016161E+001, 1.0876713E-001, 4.1652623E-001
 9.9011887E+001, 1.0945681E-001, 3.9321911E-001
 1.0000761E+002, 1.1015520E-001, 4.1140179E-001
 1.0100305E+002, 1.1015351E-001, 4.1800130E-001
 1.0202114E+002, 1.1051132E-001, 4.1759155E-001
 1.0300097E+002, 1.1004580E-001, 4.1967336E-001
 1.0402273E+002, 1.0839541E-001, 4.1409840E-001
 1.0501845E+002, 1.0815238E-001, 3.9490850E-001
 1.0601418E+002, 1.0782463E-001, 4.0585416E-001
 1.0700991E+002, 1.0670721E-001, 4.1056642E-001
 1.0800563E+002, 1.0721608E-001, 3.9136320E-001
 1.0901993E+002, 1.0662934E-001, 4.0278847E-001
 1.1001955E+002, 1.0634547E-001, 3.9996675E-001
 1.1100007E+002, 1.0833206E-001, 4.2128583E-001
 1.1200068E+002, 1.0944844E-001, 4.1879622E-001
 1.1302332E+002, 1.1117291E-001, 4.2181466E-001
 1.1401501E+002, 1.1220340E-001, 4.2223647E-001
 1.1501220E+002, 1.1267436E-001, 4.3992709E-001
 1.1600792E+002, 1.1258378E-001, 4.1740541E-001
 1.1700365E+002, 1.1054807E-001, 4.2540790E-001
 1.1802629E+002, 1.0870311E-001, 3.9590442E-001
 1.1902202E+002, 1.0954194E-001, 4.0097735E-001
 1.2001774E+002, 1.0882007E-001, 4.0742910E-001
 1.2101347E+002, 1.1028263E-001, 3.9550525E-001
 1.2200919E+002, 1.1083772E-001, 4.1956306E-001
 1.2300492E+002, 1.1067251E-001, 4.3261498E-001
