s,kg/s,kW
Time,mdot,hdot
 0.0000000E+000,-2.0086069E-010,-1.5260759E-015
 1.0226380E+000,-1.4792729E-004, 4.7857885E-004
 2.0183645E+000, 3.2618040E-003, 2.6407662E-002
 3.0140910E+000, 1.6593961E-002, 1.7720160E-001
 4.0098175E+000, 3.3080528E-002, 4.1906691E-001
 5.0055440E+000, 4.7361525E-002, 7.6752750E-001
 6.0171179E+000, 5.6804828E-002, 9.5167619E-001
 7.0023841E+000, 6.3696681E-002, 9.2604151E-001
 8.0175863E+000, 7.1693000E-002, 8.9292215E-001
 9.0111884E+000, 8.2944635E-002, 8.8227426E-001
 1.0004791E+001, 9.8236694E-002, 8.6271262E-001
 1.1019993E+001, 1.1300804E-001, 8.9499749E-001
 1.2013595E+001, 1.2287746E-001, 9.4175074E-001
 1.3007197E+001, 1.2695580E-001, 9.2232206E-001
 1.4014485E+001, 1.2983604E-001, 8.7323813E-001
 1.5018449E+001, 1.3259916E-001, 1.0190410E+000
 1.6001053E+001, 1.3462514E-001, 1.0185830E+000
 1.7005018E+001, 1.3660243E-001, 1.0164007E+000
 1.8008982E+001, 1.3651395E-001, 9.8800528E-001
 1.9012953E+001, 1.3420386E-001, 9.5116232E-001
 2.0018466E+001, 1.2725530E-001, 9.4914892E-001
 2.1017308E+001, 1.2577427E-001, 9.6050075E-001
 2.2022724E+001, 1.3037197E-001, 9.8879631E-001
 2.3003006E+001, 1.3453435E-001, 1.0338648E+000
 2.4013126E+001, 1.4170437E-001, 9.7439576E-001
 2.5004805E+001, 1.5661325E-001, 1.1133444E+000
 2.6016658E+001, 1.6661407E-001, 1.0888905E+000
 2.7019312E+001, 1.6877768E-001, 1.1155095E+000
 2.8021248E+001, 1.6533073E-001, 1.0867099E+000
 2.9015425E+001, 1.5971424E-001, 1.0666850E+000
 3.0007188E+001, 1.5346528E-001, 1.0269010E+000
 3.1020053E+001, 1.4570602E-001, 9.8879034E-001
 3.2011817E+001, 1.3825500E-001, 9.7267838E-001
 3.3003580E+001, 1.3947411E-001, 9.5290097E-001
 3.4003784E+001, 1.4375529E-001, 9.6498900E-001
 3.5013460E+001, 1.4735364E-001, 9.6429074E-001
