s,kg/s,kW
Time,mdot,hdot
 0.0000000E+000,-2.0086069E-010,-3.2576980E-015
 1.0226380E+000,-1.3311823E-004, 4.5207970E-004
 2.0183645E+000, 2.6730456E-003, 2.5342774E-002
 3.0140910E+000, 1.1953305E-002, 1.7902591E-001
 4.0098175E+000, 2.3577796E-002, 4.2054605E-001
 5.0055440E+000, 3.4671432E-002, 7.6526325E-001
 6.0012704E+000, 4.2828146E-002, 9.5610649E-001
 7.0017854E+000, 4.9035440E-002, 9.6665974E-001
 8.0201771E+000, 5.5305621E-002, 9.7460429E-001
 9.0169010E+000, 6.1294255E-002, 9.6970415E-001
 1.0013625E+001, 6.6906641E-002, 9.7576078E-001
 1.1010349E+001, 7.3201492E-002, 9.7829744E-001
 1.2007072E+001, 7.9988758E-002, 9.7232125E-001
 1.3003796E+001, 8.5543789E-002, 1.0101499E+000
 1.4000520E+001, 9.0656852E-002, 9.6804567E-001
 1.5018912E+001, 9.4501430E-002, 9.3909615E-001
 1.6015636E+001, 9.7649143E-002, 9.0062253E-001
 1.7000773E+001, 1.0210598E-001, 1.0620652E+000
 1.8019296E+001, 1.0620584E-001, 1.0450572E+000
 1.9020158E+001, 1.0904319E-001, 1.0033663E+000
 2.0005901E+001, 1.1003205E-001, 1.0598538E+000
 2.1020583E+001, 1.1250852E-001, 1.2096981E+000
 2.2014557E+001, 1.1343844E-001, 1.1966190E+000
 2.3018885E+001, 1.1410896E-001, 1.0507747E+000
 2.4002191E+001, 1.1468600E-001, 1.0468092E+000
 2.5002266E+001, 1.1581084E-001, 1.0370894E+000
 2.6002340E+001, 1.2055106E-001, 1.0314097E+000
 2.7002415E+001, 1.2800421E-001, 1.0590925E+000
 2.8002490E+001, 1.3156605E-001, 1.1134521E+000
 2.9020934E+001, 1.3671834E-001, 1.0469705E+000
 3.0013540E+001, 1.4085348E-001, 1.0667064E+000
 3.1012681E+001, 1.4725236E-001, 1.0954383E+000
 3.2021792E+001, 1.4835412E-001, 1.1661509E+000
 3.3008870E+001, 1.4786450E-001, 1.1585405E+000
 3.4003452E+001, 1.5063474E-001, 1.1546927E+000
 3.5001981E+001, 1.4755203E-001, 1.0892190E+000
 3.6000510E+001, 1.4437716E-001, 1.1536826E+000
 3.7020745E+001, 1.5182786E-001, 1.0849672E+000
 3.8019274E+001, 1.6089177E-001, 1.1320244E+000
 3.9017803E+001, 1.6678141E-001, 1.1732657E+000
 4.0016332E+001, 1.6625361E-001, 1.1885992E+000
 4.1012069E+001, 1.6198013E-001, 1.1306957E+000
 4.2000548E+001, 1.5701113E-001, 1.0892937E+000
 4.3006615E+001, 1.5905807E-001, 1.1215684E+000
 4.4001748E+001, 1.6360641E-001, 1.1610305E+000
 4.5004033E+001, 1.6676189E-001, 1.1530328E+000
 4.6010481E+001, 1.6843965E-001, 1.2283259E+000
 4.7002170E+001, 1.7059320E-001, 1.2039238E+000
 4.8019438E+001, 1.7052456E-001, 1.2175575E+000
 4.9005319E+001, 1.6856243E-001, 1.1800529E+000
 5.0011589E+001, 1.6492836E-001, 1.1390115E+000
 5.1006317E+001, 1.6069810E-001, 1.1302710E+000
 5.2020148E+001, 1.5658050E-001, 1.1257951E+000
 5.3012857E+001, 1.4771228E-001, 1.1308982E+000
 5.4011902E+001, 1.4012426E-001, 1.0748533E+000
 5.5010947E+001, 1.4503756E-001, 1.1003990E+000
 5.6018911E+001, 1.5659341E-001, 1.1426824E+000
 5.7015436E+001, 1.5580954E-001, 1.1165839E+000
 5.8001536E+001, 1.5904107E-001, 1.1106111E+000
 5.9019742E+001, 1.6137295E-001, 1.1488511E+000
 6.0020696E+001, 1.6859398E-001, 1.1982957E+000
 6.1007790E+001, 1.7004910E-001, 1.1827454E+000
 6.2017317E+001, 1.7240208E-001, 1.2167680E+000
 6.3004411E+001, 1.7359351E-001, 1.2501897E+000
 6.4013938E+001, 1.7301495E-001, 1.2155063E+000
 6.5001032E+001, 1.6558343E-001, 1.1225116E+000
 6.6016588E+001, 1.5135585E-001, 1.2091600E+000
 6.7020783E+001, 1.4819316E-001, 1.1224086E+000
