s,kg/s,kW
Time,mdot,hdot
 0.0000000E+000,-1.6189861E-010,-3.2576980E-015
 1.0226380E+000,-1.4621646E-005, 2.9656844E-005
 2.0183645E+000, 3.2327303E-004, 5.2022632E-004
 3.0140910E+000, 1.5670559E-003, 4.1410875E-003
 4.0098175E+000, 3.6389667E-003, 1.7987218E-002
 5.0055440E+000, 6.2607065E-003, 3.8110019E-002
 6.0012704E+000, 9.1905710E-003, 6.0278098E-002
 7.0239084E+000, 1.2106110E-002, 8.9165571E-002
 8.0196349E+000, 1.4876420E-002, 1.2325712E-001
 9.0153614E+000, 1.7280900E-002, 1.5573948E-001
 1.0011088E+001, 1.9033773E-002, 1.7437713E-001
 1.1006814E+001, 2.0326556E-002, 1.7192483E-001
 1.2002541E+001, 2.1423810E-002, 1.7164902E-001
 1.3025179E+001, 2.2587360E-002, 1.7411803E-001
 1.4020905E+001, 2.3512086E-002, 1.7049446E-001
 1.5016632E+001, 2.4223955E-002, 1.6688916E-001
 1.6012358E+001, 2.4799499E-002, 1.6446467E-001
 1.7008085E+001, 2.5389426E-002, 1.6211624E-001
 1.8003811E+001, 2.6035776E-002, 1.6114750E-001
 1.9026449E+001, 2.6845930E-002, 1.6093162E-001
 2.0022176E+001, 2.7722694E-002, 1.6128950E-001
 2.1017902E+001, 2.8639877E-002, 1.6317467E-001
 2.2013629E+001, 2.9653738E-002, 1.6475229E-001
 2.3009355E+001, 3.0842604E-002, 1.5976090E-001
 2.4005082E+001, 3.2271807E-002, 1.5417442E-001
 2.5000808E+001, 3.3838891E-002, 1.4473872E-001
 2.6023446E+001, 3.5591787E-002, 1.5799568E-001
 2.7019173E+001, 3.7257974E-002, 1.3876784E-001
 2.8014899E+001, 3.8771799E-002, 1.2115537E-001
 2.9010626E+001, 4.0196095E-002, 1.3832300E-001
 3.0006352E+001, 4.1312776E-002, 1.4557422E-001
 3.1002079E+001, 4.2149111E-002, 1.4655054E-001
 3.2024717E+001, 4.2726732E-002, 1.4658861E-001
 3.3020443E+001, 4.3157967E-002, 1.5491206E-001
 3.4016170E+001, 4.3294453E-002, 1.4534019E-001
 3.5011896E+001, 4.3244680E-002, 1.3416656E-001
 3.6007623E+001, 4.3764300E-002, 1.3258575E-001
 3.7003349E+001, 4.4657289E-002, 1.4168538E-001
 3.8025987E+001, 4.5720004E-002, 1.6084801E-001
 3.9021714E+001, 4.6244380E-002, 1.7297010E-001
 4.0017440E+001, 4.6287955E-002, 1.7647376E-001
 4.1013167E+001, 4.6485465E-002, 1.7060428E-001
 4.2008893E+001, 4.6859578E-002, 1.5961628E-001
 4.3004620E+001, 4.7572628E-002, 1.5435726E-001
 4.4000346E+001, 4.8722339E-002, 1.4447498E-001
 4.5022984E+001, 4.9789469E-002, 1.4565241E-001
 4.6018711E+001, 5.0866347E-002, 1.5057544E-001
 4.7014437E+001, 5.1331359E-002, 1.5235040E-001
 4.8010163E+001, 5.1743062E-002, 1.5454572E-001
 4.9005890E+001, 5.1981809E-002, 1.5601422E-001
 5.0001616E+001, 5.2493889E-002, 1.6370642E-001
 5.1024254E+001, 5.3075988E-002, 1.6139907E-001
 5.2019981E+001, 5.3101682E-002, 1.6215137E-001
 5.3015707E+001, 5.3488581E-002, 1.5852474E-001
 5.4011434E+001, 5.3908879E-002, 1.7604355E-001
 5.5007160E+001, 5.4510127E-002, 1.6769253E-001
 5.6002887E+001, 5.5135922E-002, 1.6204049E-001
 5.7025525E+001, 5.5569346E-002, 1.6183635E-001
 5.8021251E+001, 5.6070758E-002, 1.5599833E-001
 5.9016978E+001, 5.6302611E-002, 1.6155173E-001
 6.0012704E+001, 5.6735722E-002, 1.6166071E-001
 6.1008431E+001, 5.6831795E-002, 1.6171980E-001
 6.2004157E+001, 5.7900864E-002, 1.6089241E-001
 6.3026795E+001, 5.8120711E-002, 1.5723559E-001
 6.4022522E+001, 5.8766249E-002, 1.5977919E-001
 6.5018248E+001, 5.9982947E-002, 1.7027269E-001
 6.6013975E+001, 6.0588869E-002, 1.8754472E-001
 6.7009701E+001, 6.0832447E-002, 1.9729354E-001
 6.8005428E+001, 6.1228425E-002, 1.9838863E-001
 6.9001154E+001, 6.1440011E-002, 1.8926906E-001
 7.0023792E+001, 6.1759243E-002, 1.8430204E-001
 7.1019519E+001, 6.2042029E-002, 1.7810041E-001
 7.2015245E+001, 6.1883738E-002, 1.8720269E-001
 7.3010972E+001, 6.1044761E-002, 1.8674442E-001
