s,kg/s,kW
Time,mdot,hdot
 0.0000000E+000,-1.6189861E-010,-4.7904861E-016
 1.0226380E+000,-4.7547976E-005, 5.2861049E-004
 2.0183645E+000, 2.8021169E-003, 2.9544253E-002
 3.0140910E+000, 1.7965324E-002, 1.6977329E-001
 4.0098175E+000, 3.8114070E-002, 3.9491831E-001
 5.0055440E+000, 5.1943019E-002, 6.5176384E-001
 6.0087834E+000, 6.7310164E-002, 8.4315662E-001
 7.0001367E+000, 7.9288998E-002, 8.8055195E-001
 8.0125827E+000, 8.8680685E-002, 9.1929524E-001
 9.0066713E+000, 9.6846032E-002, 9.3957983E-001
 1.0005737E+001, 1.0446005E-001, 9.3105058E-001
 1.1004259E+001, 1.1186039E-001, 9.5371421E-001
 1.2004408E+001, 1.1704210E-001, 8.7421311E-001
 1.3005345E+001, 1.2177968E-001, 9.4155418E-001
 1.4010739E+001, 1.2462175E-001, 1.0303865E+000
 1.5000900E+001, 1.2708813E-001, 1.0768515E+000
 1.6006294E+001, 1.2793722E-001, 1.0220035E+000
 1.7011689E+001, 1.2950583E-001, 1.0276018E+000
 1.8001850E+001, 1.3017742E-001, 1.0255575E+000
 1.9007244E+001, 1.2990210E-001, 1.0362232E+000
 2.0012638E+001, 1.2777802E-001, 1.0122777E+000
 2.1002799E+001, 1.2659587E-001, 1.0027831E+000
 2.2008194E+001, 1.2509612E-001, 1.0114690E+000
 2.3013588E+001, 1.2660690E-001, 1.0287764E+000
 2.4003749E+001, 1.2786116E-001, 1.0615299E+000
 2.5009143E+001, 1.2854517E-001, 1.0389217E+000
 2.6014538E+001, 1.2835034E-001, 1.0337208E+000
 2.7004699E+001, 1.2879599E-001, 1.0366281E+000
 2.8010093E+001, 1.2842201E-001, 1.0208072E+000
 2.9000254E+001, 1.2824152E-001, 1.0251556E+000
 3.0005648E+001, 1.2766407E-001, 1.0302903E+000
 3.1003011E+001, 1.2825753E-001, 9.9370065E-001
 3.2003369E+001, 1.2880801E-001, 1.0161085E+000
 3.3013320E+001, 1.2825997E-001, 1.0255575E+000
 3.4008197E+001, 1.2645007E-001, 1.0378464E+000
 3.5003074E+001, 1.2374290E-001, 9.5658497E-001
 3.6013025E+001, 1.2393280E-001, 1.0257092E+000
 3.7001825E+001, 1.2595508E-001, 1.0153996E+000
 3.8004878E+001, 1.2790924E-001, 1.0519898E+000
 3.9007931E+001, 1.2935884E-001, 1.0396105E+000
 4.0008272E+001, 1.2904057E-001, 1.0792445E+000
 4.1009565E+001, 1.2961832E-001, 1.0354080E+000
 4.2002866E+001, 1.2837713E-001, 1.0420270E+000
 4.3010774E+001, 1.2856321E-001, 1.0116007E+000
 4.4004075E+001, 1.2885262E-001, 1.0256669E+000
 4.5011983E+001, 1.2850571E-001, 1.0327331E+000
 4.6005284E+001, 1.2925975E-001, 1.0708468E+000
 4.7013193E+001, 1.2777425E-001, 1.0354269E+000
 4.8006494E+001, 1.2555155E-001, 1.0199308E+000
 4.9014402E+001, 1.2465566E-001, 9.9343568E-001
 5.0007703E+001, 1.2503670E-001, 1.0123607E+000
 5.1001004E+001, 1.2475146E-001, 1.0223818E+000
