s,kg/s,kW
Time,mdot,hdot
 0.0000000E+000,-1.6189861E-010,-1.5260759E-015
 1.0226380E+000,-6.8861055E-005, 2.5397721E-004
 2.0183645E+000, 1.6063736E-003, 1.1252149E-002
 3.0140910E+000, 9.0927577E-003, 8.9607836E-002
 4.0098175E+000, 1.9082353E-002, 2.2059640E-001
 5.0055440E+000, 2.8225163E-002, 4.0233737E-001
 6.0012704E+000, 3.6191859E-002, 6.1456693E-001
 7.0058463E+000, 4.1263517E-002, 6.9801000E-001
 8.0096955E+000, 4.7567444E-002, 6.2662505E-001
 9.0135447E+000, 5.4745731E-002, 4.6868609E-001
 1.0016368E+001, 6.1203121E-002, 4.8695162E-001
 1.1010343E+001, 6.6826896E-002, 5.4064932E-001
 1.2018247E+001, 7.2183356E-002, 5.7049516E-001
 1.3006793E+001, 7.6639591E-002, 6.1315674E-001
 1.4018327E+001, 8.0104277E-002, 5.4281594E-001
 1.5006872E+001, 8.3817956E-002, 5.1262649E-001
 1.6018407E+001, 8.7734787E-002, 5.8045062E-001
 1.7001283E+001, 9.0654672E-002, 6.2218526E-001
 1.8007253E+001, 9.3084010E-002, 5.7750160E-001
 1.9013223E+001, 9.6294552E-002, 6.1916819E-001
 2.0019192E+001, 9.8491360E-002, 6.1668516E-001
 2.1010333E+001, 1.0132425E-001, 6.3369062E-001
 2.2004324E+001, 1.0359594E-001, 6.6454097E-001
 2.3016722E+001, 1.0519221E-001, 6.8902009E-001
 2.4010713E+001, 1.0599718E-001, 6.9279544E-001
 2.5004704E+001, 1.0706881E-001, 6.5725482E-001
 2.6017102E+001, 1.0692642E-001, 6.8485149E-001
 2.7011093E+001, 1.0671405E-001, 6.6280831E-001
 2.8010258E+001, 1.0699714E-001, 6.7944084E-001
 2.9005626E+001, 1.0927351E-001, 7.0586036E-001
 3.0000995E+001, 1.0887991E-001, 6.9459162E-001
 3.1004551E+001, 1.1115343E-001, 7.3458449E-001
 3.2003554E+001, 1.1441155E-001, 7.5535130E-001
 3.3002556E+001, 1.1662786E-001, 7.5040433E-001
 3.4001559E+001, 1.1599576E-001, 7.2969605E-001
 3.5000562E+001, 1.1602525E-001, 7.3550589E-001
 3.6015422E+001, 1.1571872E-001, 7.3568553E-001
 3.7014424E+001, 1.1621401E-001, 7.6217272E-001
 3.8013427E+001, 1.1390624E-001, 7.2373185E-001
 3.9007656E+001, 1.1565540E-001, 7.0861711E-001
 4.0006572E+001, 1.1910125E-001, 7.1442707E-001
 4.1005489E+001, 1.2042681E-001, 7.0303944E-001
 4.2004405E+001, 1.1888153E-001, 7.2531770E-001
 4.3003321E+001, 1.1705171E-001, 7.1805858E-001
 4.4007945E+001, 1.1589897E-001, 7.7998484E-001
 4.5012569E+001, 1.1804558E-001, 7.7804208E-001
 4.6001496E+001, 1.2002850E-001, 7.4868992E-001
 4.7006121E+001, 1.2099206E-001, 7.4895239E-001
 4.8010745E+001, 1.2125279E-001, 7.7065350E-001
 4.9015369E+001, 1.2106783E-001, 7.6132213E-001
 5.0004296E+001, 1.1891406E-001, 7.7390091E-001
 5.1008920E+001, 1.1677247E-001, 7.4566091E-001
 5.2013544E+001, 1.1682665E-001, 7.3676453E-001
 5.3002471E+001, 1.1787528E-001, 7.7042657E-001
 5.4007096E+001, 1.1696694E-001, 6.9872584E-001
 5.5011720E+001, 1.1595715E-001, 7.3363747E-001
 5.6000647E+001, 1.1666264E-001, 7.7396090E-001
 5.7008411E+001, 1.1588008E-001, 7.5883557E-001
 5.8009895E+001, 1.1830496E-001, 7.5013249E-001
 5.9011380E+001, 1.1955465E-001, 7.5145910E-001
 6.0012865E+001, 1.2084392E-001, 8.2121018E-001
 6.1014350E+001, 1.2129855E-001, 8.4448624E-001
 6.2008737E+001, 1.1944334E-001, 7.8270091E-001
 6.3003089E+001, 1.1840677E-001, 7.5839482E-001
 6.4012977E+001, 1.1644558E-001, 7.4914687E-001
 6.5007329E+001, 1.1601357E-001, 7.3932540E-001
 6.6001681E+001, 1.1690465E-001, 7.5115055E-001
