m,kW/m2,kW/m2,kW/m2,kW/m2,m,kW/m2,kW/m2,kW/m2,kW/m2
x distance,f000,f050,f100,f150,y distance,s000,s050,s100,s150
 4.500E-01, 1.229E+01, 1.140E+01, 4.818E+00, 1.615E+00, 4.500E-01, 3.122E+01, 1.999E+01, 5.464E+00, 1.412E+00
 5.000E-01, 1.077E+01, 1.030E+01, 4.610E+00, 1.645E+00, 5.000E-01, 2.379E+01, 1.668E+01, 4.904E+00, 1.326E+00
 5.500E-01, 9.497E+00, 9.325E+00, 4.396E+00, 1.690E+00, 5.500E-01, 1.863E+01, 1.407E+01, 4.426E+00, 1.250E+00
 6.000E-01, 8.421E+00, 8.460E+00, 4.180E+00, 1.738E+00, 6.000E-01, 1.488E+01, 1.196E+01, 4.009E+00, 1.180E+00
 6.500E-01, 7.508E+00, 7.692E+00, 3.968E+00, 1.779E+00, 6.500E-01, 1.206E+01, 1.022E+01, 3.638E+00, 1.115E+00
 7.000E-01, 6.728E+00, 7.009E+00, 3.766E+00, 1.806E+00, 7.000E-01, 9.897E+00, 8.767E+00, 3.300E+00, 1.054E+00
 7.500E-01, 6.058E+00, 6.402E+00, 3.577E+00, 1.817E+00, 7.500E-01, 8.194E+00, 7.542E+00, 2.989E+00, 9.943E-01
 8.000E-01, 5.482E+00, 5.863E+00, 3.405E+00, 1.808E+00, 8.000E-01, 6.835E+00, 6.505E+00, 2.701E+00, 9.354E-01
 8.500E-01, 4.984E+00, 5.385E+00, 3.249E+00, 1.781E+00, 8.500E-01, 5.737E+00, 5.623E+00, 2.434E+00, 8.766E-01
 9.000E-01, 4.551E+00, 4.964E+00, 3.109E+00, 1.738E+00, 9.000E-01, 4.840E+00, 4.870E+00, 2.188E+00, 8.179E-01
 9.500E-01, 4.173E+00, 4.592E+00, 2.983E+00, 1.683E+00, 9.500E-01, 4.101E+00, 4.225E+00, 1.962E+00, 7.597E-01
 1.000E+00, 3.842E+00, 4.266E+00, 2.868E+00, 1.620E+00, 1.000E+00, 3.488E+00, 3.669E+00, 1.757E+00, 7.024E-01
 1.050E+00, 3.551E+00, 3.980E+00, 2.761E+00, 1.553E+00, 1.050E+00, 2.976E+00, 3.191E+00, 1.571E+00, 6.467E-01
