m,kW/m2,kW/m2,kW/m2,kW/m2,m,kW/m2,kW/m2,kW/m2,kW/m2
 1.100E+00, 3.294E+00, 3.730E+00, 2.659E+00, 1.486E+00, 1.100E+00, 2.547E+00, 2.778E+00, 1.404E+00, 5.931E-01
 1.150E+00, 3.065E+00, 3.511E+00, 2.559E+00, 1.423E+00, 1.150E+00, 2.184E+00, 2.421E+00, 1.254E+00, 5.421E-01
 1.200E+00, 2.860E+00, 3.319E+00, 2.458E+00, 1.364E+00, 1.200E+00, 1.878E+00, 2.113E+00, 1.121E+00, 4.940E-01
 1.250E+00, 2.675E+00, 3.150E+00, 2.356E+00, 1.312E+00, 1.250E+00, 1.618E+00, 1.847E+00, 1.002E+00, 4.493E-01
 1.300E+00, 2.508E+00, 2.999E+00, 2.251E+00, 1.266E+00, 1.300E+00, 1.397E+00, 1.617E+00, 8.962E-01, 4.079E-01
 1.350E+00, 2.355E+00, 2.865E+00, 2.144E+00, 1.226E+00, 1.350E+00, 1.208E+00, 1.418E+00, 8.018E-01, 3.699E-01
 1.400E+00, 2.214E+00, 2.744E+00, 2.034E+00, 1.193E+00, 1.400E+00, 1.047E+00, 1.246E+00, 7.174E-01, 3.354E-01
 1.450E+00, 2.084E+00, 2.633E+00, 1.923E+00, 1.163E+00, 1.450E+00, 9.084E-01, 1.097E+00, 6.420E-01, 3.040E-01
 1.500E+00, 1.962E+00, 2.531E+00, 1.812E+00, 1.136E+00, 1.500E+00, 7.895E-01, 9.678E-01, 5.743E-01, 2.757E-01
 1.550E+00, 1.849E+00, 2.434E+00, 1.702E+00, 1.110E+00, 1.550E+00, 6.873E-01, 8.556E-01, 5.136E-01, 2.503E-01
 1.600E+00, 1.742E+00, 2.343E+00, 1.593E+00, 1.085E+00, 1.600E+00, 5.993E-01, 7.578E-01, 4.592E-01, 2.274E-01
 1.650E+00, 1.640E+00, 2.255E+00, 1.488E+00, 1.058E+00, 1.650E+00, 5.233E-01, 6.724E-01, 4.103E-01, 2.068E-01
 1.700E+00, 1.544E+00, 2.169E+00, 1.388E+00, 1.029E+00, 1.700E+00, 4.576E-01, 5.976E-01, 3.664E-01, 1.883E-01
 1.750E+00, 1.453E+00, 2.085E+00, 1.292E+00, 9.983E-01, 1.750E+00, 4.007E-01, 5.318E-01, 3.272E-01, 1.716E-01
 1.800E+00, 1.366E+00, 2.002E+00, 1.202E+00, 9.644E-01, 1.800E+00, 3.515E-01, 4.738E-01, 2.921E-01, 1.566E-01
 1.850E+00, 1.283E+00, 1.920E+00, 1.118E+00, 9.275E-01, 1.850E+00, 3.087E-01, 4.226E-01, 2.607E-01, 1.430E-01
 1.900E+00, 1.204E+00, 1.839E+00, 1.041E+00, 8.878E-01, 1.900E+00, 2.716E-01, 3.771E-01, 2.328E-01, 1.307E-01
 1.950E+00, 1.129E+00, 1.758E+00, 9.694E-01, 8.457E-01, 1.950E+00, 2.393E-01, 3.368E-01, 2.079E-01, 1.196E-01
 2.000E+00, 1.056E+00, 1.677E+00, 9.044E-01, 8.014E-01, 2.000E+00, 2.111E-01, 3.009E-01, 1.858E-01, 1.095E-01
 2.050E+00, 9.877E-01, 1.597E+00, 8.452E-01, 7.556E-01, 2.050E+00, 1.866E-01, 2.689E-01, 1.662E-01, 1.003E-01
 2.100E+00, 9.222E-01, 1.518E+00, 7.916E-01, 7.087E-01, 2.100E+00, 1.652E-01, 2.404E-01, 1.488E-01, 9.202E-02
