m,kW/m2,kW/m2,kW/m2,kW/m2,m,kW/m2,kW/m2,kW/m2,kW/m2
x distance,f000,f050,f100,f150,y distance,s000,s050,s100,s150
 4.500E-01, 1.039E+01, 1.065E+01, 4.750E+00, 1.507E+00, 4.500E-01, 1.481E+01, 1.285E+01, 4.519E+00, 1.299E+00
 5.000E-01, 9.033E+00, 9.463E+00, 4.449E+00, 1.493E+00, 5.000E-01, 1.202E+01, 1.092E+01, 4.070E+00, 1.225E+00
 5.500E-01, 7.911E+00, 8.450E+00, 4.159E+00, 1.489E+00, 5.500E-01, 9.873E+00, 9.330E+00, 3.669E+00, 1.156E+00
 6.000E-01, 6.974E+00, 7.575E+00, 3.879E+00, 1.484E+00, 6.000E-01, 8.188E+00, 7.999E+00, 3.307E+00, 1.091E+00
 6.500E-01, 6.184E+00, 6.813E+00, 3.609E+00, 1.471E+00, 6.500E-01, 6.843E+00, 6.879E+00, 2.975E+00, 1.027E+00
 7.000E-01, 5.512E+00, 6.144E+00, 3.352E+00, 1.447E+00, 7.000E-01, 5.755E+00, 5.931E+00, 2.672E+00, 9.633E-01
 7.500E-01, 4.936E+00, 5.552E+00, 3.111E+00, 1.410E+00, 7.500E-01, 4.865E+00, 5.125E+00, 2.394E+00, 8.990E-01
 8.000E-01, 4.437E+00, 5.027E+00, 2.888E+00, 1.360E+00, 8.000E-01, 4.130E+00, 4.436E+00, 2.142E+00, 8.348E-01
 8.500E-01, 4.002E+00, 4.560E+00, 2.684E+00, 1.299E+00, 8.500E-01, 3.519E+00, 3.846E+00, 1.914E+00, 7.714E-01
 9.000E-01, 3.619E+00, 4.144E+00, 2.498E+00, 1.229E+00, 9.000E-01, 3.008E+00, 3.338E+00, 1.708E+00, 7.095E-01
 9.500E-01, 3.281E+00, 3.773E+00, 2.329E+00, 1.154E+00, 9.500E-01, 2.578E+00, 2.901E+00, 1.525E+00, 6.497E-01
 1.000E+00, 2.980E+00, 3.442E+00, 2.173E+00, 1.077E+00, 1.000E+00, 2.214E+00, 2.524E+00, 1.361E+00, 5.929E-01
 1.050E+00, 2.710E+00, 3.148E+00, 2.030E+00, 9.998E-01, 1.050E+00, 1.906E+00, 2.199E+00, 1.215E+00, 5.394E-01
