m,kW/m2,kW/m2,kW/m2,kW/m2,m,kW/m2,kW/m2,kW/m2,kW/m2
x distance,f000,f050,f100,f150,y distance,s000,s050,s100,s150
 4.500E-01, 9.114E+00, 1.591E+01, 1.467E+01, 8.408E+00, 4.500E-01, 9.260E+00, 1.618E+01, 1.507E+01, 8.862E+00
 5.000E-01, 8.070E+00, 1.385E+01, 1.283E+01, 7.532E+00, 5.000E-01, 8.196E+00, 1.410E+01, 1.318E+01, 7.901E+00
 5.500E-01, 7.176E+00, 1.212E+01, 1.128E+01, 6.772E+00, 5.500E-01, 7.288E+00, 1.234E+01, 1.158E+01, 7.079E+00
 6.000E-01, 6.400E+00, 1.064E+01, 9.943E+00, 6.104E+00, 6.000E-01, 6.502E+00, 1.084E+01, 1.021E+01, 6.362E+00
 6.500E-01, 5.721E+00, 9.374E+00, 8.791E+00, 5.511E+00, 6.500E-01, 5.814E+00, 9.557E+00, 9.031E+00, 5.730E+00
 7.000E-01, 5.122E+00, 8.277E+00, 7.792E+00, 4.979E+00, 7.000E-01, 5.208E+00, 8.446E+00, 8.006E+00, 5.167E+00
 7.500E-01, 4.590E+00, 7.325E+00, 6.921E+00, 4.500E+00, 7.500E-01, 4.671E+00, 7.480E+00, 7.112E+00, 4.663E+00
 8.000E-01, 4.117E+00, 6.493E+00, 6.160E+00, 4.068E+00, 8.000E-01, 4.192E+00, 6.636E+00, 6.332E+00, 4.210E+00
 8.500E-01, 3.693E+00, 5.765E+00, 5.493E+00, 3.678E+00, 8.500E-01, 3.764E+00, 5.897E+00, 5.647E+00, 3.802E+00
 9.000E-01, 3.314E+00, 5.126E+00, 4.907E+00, 3.326E+00, 9.000E-01, 3.381E+00, 5.247E+00, 5.045E+00, 3.435E+00
 9.500E-01, 2.975E+00, 4.564E+00, 4.389E+00, 3.007E+00, 9.500E-01, 3.037E+00, 4.676E+00, 4.514E+00, 3.103E+00
 1.000E+00, 2.670E+00, 4.069E+00, 3.931E+00, 2.720E+00, 1.000E+00, 2.729E+00, 4.172E+00, 4.044E+00, 2.804E+00
 1.050E+00, 2.396E+00, 3.633E+00, 3.524E+00, 2.461E+00, 1.050E+00, 2.451E+00, 3.727E+00, 3.626E+00, 2.535E+00
 1.100E+00, 2.151E+00, 3.247E+00, 3.162E+00, 2.227E+00, 1.100E+00, 2.202E+00, 3.334E+00, 3.255E+00, 2.292E+00
 1.150E+00, 1.930E+00, 2.905E+00, 2.838E+00, 2.016E+00, 1.150E+00, 1.978E+00, 2.986E+00, 2.923E+00, 2.073E+00
 1.200E+00, 1.732E+00, 2.603E+00, 2.548E+00, 1.826E+00, 1.200E+00, 1.777E+00, 2.677E+00, 2.625E+00, 1.876E+00
 1.250E+00, 1.555E+00, 2.334E+00, 2.289E+00, 1.656E+00, 1.250E+00, 1.596E+00, 2.402E+00, 2.359E+00, 1.699E+00
 1.300E+00, 1.396E+00, 2.094E+00, 2.056E+00, 1.501E+00, 1.300E+00, 1.434E+00, 2.158E+00, 2.119E+00, 1.539E+00
