s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,
Time,"SPK_1","TC_1_1","TC_1_2","TC_1_3","TC_1_4","TC_1_5","SPK_2","TC_2_1","TC_2_2","TC_2_3","TC_2_4","TC_2_5","SPK_3","TC_3_1","TC_3_2","TC_3_3","TC_3_4","TC_3_5","SPK_4","TC_4_1","TC_4_2","TC_4_3","TC_4_4","TC_4_5","Acts"
 0.000E+00, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 0.000E+00
 4.019E+00, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.501E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.501E+01, 0.000E+00
 8.015E+00, 2.500E+01, 2.501E+01, 2.501E+01, 2.501E+01, 2.501E+01, 2.502E+01, 2.500E+01, 2.501E+01, 2.501E+01, 2.501E+01, 2.501E+01, 2.502E+01, 2.518E+01, 3.848E+01, 3.975E+01, 3.631E+01, 2.505E+01, 2.504E+01, 2.515E+01, 3.662E+01, 3.859E+01, 3.346E+01, 2.505E+01, 2.504E+01, 0.000E+00
 1.201E+01, 2.500E+01, 2.502E+01, 2.502E+01, 2.502E+01, 2.502E+01, 2.504E+01, 2.500E+01, 2.503E+01, 2.522E+01, 2.548E+01, 2.727E+01, 2.504E+01, 2.676E+01, 6.012E+01, 5.164E+01, 3.487E+01, 2.509E+01, 2.509E+01, 2.665E+01, 5.980E+01, 5.312E+01, 3.617E+01, 2.509E+01, 2.509E+01, 0.000E+00
 1.600E+01, 2.508E+01, 3.091E+01, 3.258E+01, 3.283E+01, 2.898E+01, 2.505E+01, 2.511E+01, 3.219E+01, 3.755E+01, 3.724E+01, 3.571E+01, 2.505E+01, 2.896E+01, 6.746E+01, 6.136E+01, 4.472E+01, 2.519E+01, 2.517E+01, 2.877E+01, 6.234E+01, 5.830E+01, 3.962E+01, 2.516E+01, 2.517E+01, 0.000E+00
 2.001E+01, 2.539E+01, 3.607E+01, 3.918E+01, 4.118E+01, 3.706E+01, 3.039E+01, 2.539E+01, 3.572E+01, 3.855E+01, 4.177E+01, 3.812E+01, 2.946E+01, 3.141E+01, 7.099E+01, 6.788E+01, 5.144E+01, 2.531E+01, 2.528E+01, 3.117E+01, 7.561E+01, 6.825E+01, 4.912E+01, 2.529E+01, 2.528E+01, 0.000E+00
 2.401E+01, 2.609E+01, 4.681E+01, 4.625E+01, 4.607E+01, 4.441E+01, 3.431E+01, 2.617E+01, 4.645E+01, 4.848E+01, 4.742E+01, 4.435E+01, 3.249E+01, 3.424E+01, 8.288E+01, 7.252E+01, 4.510E+01, 2.543E+01, 2.540E+01, 3.414E+01, 8.195E+01, 7.487E+01, 4.982E+01, 2.538E+01, 2.539E+01, 0.000E+00
 2.800E+01, 2.723E+01, 5.169E+01, 5.439E+01, 5.257E+01, 4.611E+01, 3.546E+01, 2.714E+01, 4.957E+01, 4.906E+01, 4.746E+01, 4.704E+01, 2.851E+01, 3.783E+01, 9.214E+01, 8.216E+01, 6.079E+01, 2.933E+01, 2.559E+01, 3.720E+01, 8.570E+01, 7.989E+01, 5.801E+01, 2.777E+01, 2.542E+01, 0.000E+00
 3.201E+01, 2.811E+01, 5.305E+01, 5.453E+01, 5.461E+01, 5.698E+01, 2.938E+01, 2.842E+01, 5.843E+01, 5.851E+01, 5.609E+01, 5.383E+01, 2.854E+01, 4.179E+01, 9.668E+01, 8.327E+01, 5.489E+01, 3.989E+01, 3.155E+01, 4.073E+01, 9.861E+01, 9.222E+01, 7.170E+01, 4.358E+01, 3.260E+01, 0.000E+00
