s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,
Time,"SPK_1","TC_1_1","TC_1_2","TC_1_3","TC_1_4","TC_1_5","SPK_2","TC_2_1","TC_2_2","TC_2_3","TC_2_4","TC_2_5","SPK_3","TC_3_1","TC_3_2","TC_3_3","TC_3_4","TC_3_5","SPK_4","TC_4_1","TC_4_2","TC_4_3","TC_4_4","TC_4_5","Acts"
 0.000E+00, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 0.000E+00
 4.014E+00, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 0.000E+00
 8.014E+00, 2.800E+01, 2.802E+01, 2.802E+01, 2.802E+01, 2.824E+01, 2.803E+01, 2.800E+01, 2.802E+01, 2.802E+01, 2.806E+01, 2.873E+01, 2.803E+01, 2.800E+01, 2.802E+01, 2.802E+01, 2.802E+01, 2.803E+01, 2.804E+01, 2.800E+01, 2.802E+01, 2.802E+01, 2.802E+01, 2.803E+01, 2.804E+01, 0.000E+00
 1.200E+01, 2.809E+01, 3.411E+01, 3.469E+01, 3.498E+01, 3.241E+01, 2.806E+01, 2.819E+01, 3.766E+01, 3.723E+01, 3.324E+01, 2.992E+01, 2.806E+01, 2.800E+01, 2.805E+01, 2.805E+01, 2.805E+01, 2.807E+01, 2.810E+01, 2.800E+01, 2.805E+01, 2.805E+01, 2.805E+01, 2.807E+01, 2.810E+01, 0.000E+00
 1.601E+01, 2.877E+01, 4.685E+01, 4.625E+01, 4.598E+01, 4.298E+01, 2.811E+01, 2.888E+01, 4.531E+01, 4.420E+01, 4.098E+01, 3.823E+01, 2.811E+01, 2.801E+01, 2.947E+01, 2.818E+01, 2.809E+01, 2.812E+01, 2.817E+01, 2.800E+01, 2.811E+01, 2.809E+01, 2.809E+01, 2.812E+01, 2.816E+01, 0.000E+00
 2.000E+01, 2.997E+01, 5.512E+01, 5.461E+01, 4.837E+01, 4.508E+01, 2.819E+01, 2.986E+01, 5.058E+01, 5.063E+01, 4.752E+01, 4.395E+01, 2.819E+01, 2.807E+01, 3.021E+01, 2.902E+01, 2.831E+01, 2.817E+01, 2.823E+01, 2.801E+01, 2.871E+01, 2.863E+01, 2.857E+01, 2.821E+01, 2.823E+01, 0.000E+00
 2.400E+01, 3.125E+01, 5.580E+01, 5.539E+01, 5.472E+01, 5.554E+01, 2.832E+01, 3.096E+01, 5.783E+01, 5.743E+01, 5.522E+01, 5.595E+01, 2.831E+01, 2.826E+01, 3.711E+01, 3.851E+01, 3.823E+01, 3.478E+01, 2.833E+01, 2.826E+01, 3.832E+01, 3.809E+01, 3.744E+01, 3.471E+01, 2.830E+01, 0.000E+00
 2.801E+01, 3.241E+01, 6.037E+01, 6.125E+01, 5.903E+01, 5.730E+01, 2.852E+01, 3.200E+01, 6.081E+01, 6.040E+01, 5.633E+01, 5.066E+01, 2.850E+01, 2.871E+01, 4.193E+01, 4.454E+01, 4.417E+01, 4.148E+01, 2.906E+01, 2.886E+01, 4.330E+01, 4.480E+01, 4.417E+01, 4.070E+01, 3.173E+01, 0.000E+00
 3.201E+01, 3.395E+01, 6.650E+01, 6.660E+01, 6.366E+01, 6.718E+01, 2.875E+01, 3.360E+01, 7.093E+01, 7.051E+01, 6.470E+01, 5.968E+01, 2.875E+01, 2.926E+01, 4.658E+01, 4.930E+01, 4.905E+01, 4.773E+01, 3.293E+01, 2.953E+01, 4.779E+01, 5.029E+01, 5.019E+01, 4.781E+01, 3.369E+01, 0.000E+00
 3.601E+01, 3.592E+01, 7.575E+01, 7.657E+01, 7.343E+01, 7.057E+01, 2.942E+01, 3.538E+01, 8.044E+01, 8.135E+01, 7.509E+01, 6.883E+01, 2.932E+01, 2.989E+01, 5.065E+01, 5.294E+01, 5.434E+01, 5.353E+01, 3.337E+01, 3.030E+01, 5.204E+01, 5.938E+01, 5.909E+01, 5.351E+01, 3.494E+01, 0.000E+00
 4.000E+01, 3.794E+01, 8.041E+01, 8.051E+01, 7.895E+01, 7.924E+01, 3.184E+01, 3.781E+01, 8.831E+01, 8.949E+01, 8.508E+01, 7.513E+01, 3.235E+01, 3.127E+01, 6.387E+01, 6.449E+01, 6.313E+01, 5.451E+01, 3.302E+01, 3.143E+01, 5.689E+01, 6.486E+01, 6.435E+01, 6.048E+01, 3.166E+01, 0.000E+00
 4.400E+01, 4.008E+01, 8.952E+01, 9.009E+01, 8.645E+01, 8.151E+01, 3.821E+01, 4.044E+01, 9.048E+01, 9.034E+01, 8.728E+01, 8.310E+01, 3.801E+01, 3.278E+01, 6.706E+01, 7.165E+01, 7.031E+01, 6.475E+01, 3.414E+01, 3.250E+01, 6.068E+01, 6.750E+01, 6.763E+01, 6.609E+01, 3.542E+01, 0.000E+00
 4.800E+01, 4.272E+01, 9.596E+01, 9.841E+01, 9.744E+01, 9.522E+01, 3.902E+01, 4.340E+01, 1.040E+02, 1.040E+02, 1.003E+02, 8.950E+01, 3.652E+01, 3.394E+01, 6.768E+01, 7.705E+01, 7.606E+01, 7.168E+01, 3.554E+01, 3.350E+01, 6.265E+01, 7.297E+01, 7.259E+01, 6.730E+01, 3.767E+01, 0.000E+00
 5.200E+01, 4.533E+01, 1.038E+02, 1.039E+02, 1.056E+02, 1.074E+02, 3.906E+01, 4.648E+01, 1.024E+02, 1.023E+02, 1.000E+02, 9.681E+01, 4.466E+01, 3.526E+01, 6.884E+01, 7.900E+01, 7.884E+01, 7.369E+01, 4.712E+01, 3.479E+01, 6.763E+01, 7.875E+01, 7.857E+01, 7.420E+01, 4.406E+01, 0.000E+00
 5.600E+01, 4.891E+01, 1.159E+02, 1.147E+02, 1.160E+02, 1.146E+02, 4.304E+01, 4.933E+01, 1.123E+02, 1.138E+02, 1.110E+02, 1.004E+02, 4.489E+01, 3.649E+01, 7.207E+01, 8.155E+01, 8.242E+01, 7.794E+01, 5.478E+01, 3.601E+01, 7.216E+01, 8.049E+01, 8.170E+01, 8.052E+01, 4.774E+01, 0.000E+00
