s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,
Time,"SPK_1","TC_1_1","TC_1_2","TC_1_3","TC_1_4","TC_1_5","SPK_2","TC_2_1","TC_2_2","TC_2_3","TC_2_4","TC_2_5","SPK_3","TC_3_1","TC_3_2","TC_3_3","TC_3_4","TC_3_5","SPK_4","TC_4_1","TC_4_2","TC_4_3","TC_4_4","TC_4_5","Acts"
 0.000E+00, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 0.000E+00
 4.017E+00, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.801E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 0.000E+00
 8.001E+00, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.801E+01, 2.802E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.801E+01, 2.802E+01, 2.802E+01, 3.237E+01, 3.638E+01, 3.705E+01, 3.401E+01, 2.804E+01, 2.801E+01, 3.083E+01, 3.198E+01, 3.491E+01, 3.481E+01, 2.804E+01, 0.000E+00
 1.201E+01, 2.800E+01, 2.868E+01, 2.884E+01, 2.876E+01, 2.889E+01, 2.804E+01, 2.800E+01, 2.881E+01, 2.973E+01, 3.065E+01, 2.953E+01, 2.804E+01, 2.913E+01, 6.000E+01, 4.318E+01, 3.497E+01, 2.864E+01, 2.809E+01, 2.912E+01, 6.024E+01, 4.242E+01, 3.319E+01, 2.956E+01, 2.809E+01, 0.000E+00
 1.600E+01, 2.833E+01, 4.121E+01, 4.061E+01, 4.085E+01, 3.811E+01, 2.805E+01, 2.828E+01, 4.011E+01, 4.124E+01, 3.890E+01, 3.705E+01, 2.805E+01, 3.107E+01, 6.349E+01, 5.069E+01, 4.084E+01, 2.865E+01, 2.817E+01, 3.117E+01, 6.868E+01, 5.023E+01, 4.070E+01, 2.819E+01, 2.817E+01, 0.000E+00
 2.000E+01, 2.906E+01, 4.425E+01, 4.358E+01, 4.192E+01, 3.815E+01, 3.016E+01, 2.896E+01, 4.606E+01, 4.494E+01, 4.298E+01, 3.887E+01, 3.003E+01, 3.302E+01, 6.811E+01, 5.345E+01, 4.748E+01, 3.075E+01, 2.829E+01, 3.322E+01, 6.833E+01, 5.071E+01, 4.212E+01, 2.860E+01, 2.829E+01, 0.000E+00
 2.401E+01, 2.966E+01, 4.633E+01, 4.681E+01, 4.712E+01, 4.529E+01, 3.461E+01, 2.974E+01, 4.920E+01, 5.034E+01, 5.054E+01, 4.506E+01, 3.436E+01, 3.522E+01, 7.890E+01, 5.760E+01, 4.499E+01, 2.943E+01, 2.841E+01, 3.553E+01, 7.871E+01, 5.673E+01, 4.240E+01, 2.850E+01, 2.840E+01, 0.000E+00
 2.801E+01, 3.045E+01, 5.000E+01, 5.077E+01, 5.256E+01, 4.728E+01, 3.540E+01, 3.063E+01, 5.044E+01, 5.207E+01, 5.147E+01, 4.865E+01, 3.299E+01, 3.847E+01, 9.311E+01, 6.690E+01, 5.049E+01, 3.233E+01, 2.853E+01, 3.901E+01, 9.497E+01, 6.511E+01, 4.663E+01, 3.079E+01, 2.849E+01, 0.000E+00
 3.200E+01, 3.128E+01, 5.160E+01, 5.263E+01, 5.293E+01, 5.059E+01, 3.852E+01, 3.159E+01, 5.169E+01, 5.421E+01, 5.450E+01, 5.247E+01, 3.444E+01, 4.222E+01, 8.485E+01, 7.221E+01, 6.583E+01, 3.619E+01, 2.866E+01, 4.214E+01, 7.250E+01, 7.056E+01, 6.917E+01, 4.386E+01, 2.877E+01, 0.000E+00
 3.601E+01, 3.219E+01, 5.290E+01, 5.756E+01, 5.666E+01, 5.836E+01, 3.597E+01, 3.237E+01, 5.712E+01, 5.982E+01, 6.020E+01, 5.796E+01, 2.990E+01, 4.531E+01, 9.472E+01, 8.560E+01, 8.329E+01, 4.489E+01, 3.218E+01, 4.451E+01, 8.070E+01, 8.146E+01, 7.592E+01, 5.510E+01, 3.435E+01, 0.000E+00
 4.000E+01, 3.325E+01, 6.319E+01, 6.366E+01, 6.312E+01, 6.352E+01, 3.624E+01, 3.353E+01, 6.240E+01, 6.420E+01, 6.318E+01, 6.343E+01, 3.000E+01, 4.927E+01, 1.085E+02, 8.945E+01, 7.939E+01, 5.511E+01, 3.364E+01, 4.685E+01, 8.751E+01, 7.791E+01, 7.637E+01, 5.183E+01, 3.727E+01, 0.000E+00
 4.401E+01, 3.447E+01, 6.843E+01, 7.118E+01, 7.239E+01, 6.847E+01, 4.817E+01, 3.492E+01, 6.901E+01, 7.056E+01, 7.142E+01, 7.116E+01, 3.492E+01, 5.305E+01, 1.040E+02, 8.852E+01, 7.517E+01, 4.959E+01, 3.511E+01, 4.936E+01, 8.135E+01, 8.610E+01, 8.267E+01, 6.187E+01, 3.606E+01, 0.000E+00
 4.801E+01, 3.615E+01, 7.508E+01, 7.520E+01, 7.691E+01, 7.315E+01, 4.863E+01, 3.677E+01, 7.343E+01, 7.440E+01, 7.619E+01, 7.404E+01, 3.642E+01, 5.728E+01, 1.261E+02, 9.862E+01, 9.012E+01, 5.879E+01, 4.038E+01, 5.176E+01, 9.368E+01, 9.361E+01, 8.497E+01, 5.689E+01, 4.074E+01, 0.000E+00
 5.200E+01, 3.761E+01, 8.080E+01, 8.773E+01, 8.980E+01, 8.302E+01, 5.521E+01, 3.852E+01, 8.367E+01, 8.435E+01, 8.719E+01, 8.327E+01, 4.518E+01, 6.134E+01, 1.152E+02, 1.049E+02, 9.498E+01, 6.548E+01, 4.261E+01, 5.443E+01, 1.120E+02, 1.096E+02, 1.028E+02, 6.204E+01, 4.025E+01, 0.000E+00
 5.600E+01, 3.994E+01, 8.955E+01, 9.245E+01, 8.757E+01, 8.290E+01, 6.205E+01, 4.027E+01, 8.385E+01, 8.727E+01, 9.148E+01, 9.039E+01, 4.629E+01, 6.573E+01, 1.317E+02, 1.094E+02, 1.032E+02, 7.822E+01, 4.361E+01, 5.936E+01, 1.355E+02, 1.211E+02, 1.115E+02, 7.132E+01, 4.280E+01, 0.000E+00
