s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,
Time,"SPK_1","TC_1_1","TC_1_2","TC_1_3","TC_1_4","TC_1_5","SPK_2","TC_2_1","TC_2_2","TC_2_3","TC_2_4","TC_2_5","SPK_3","TC_3_1","TC_3_2","TC_3_3","TC_3_4","TC_3_5","SPK_4","TC_4_1","TC_4_2","TC_4_3","TC_4_4","TC_4_5","Acts"
 0.000E+00, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 0.000E+00
 4.005E+00, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 0.000E+00
 8.024E+00, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 0.000E+00
 1.203E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.401E+01, 2.401E+01, 2.401E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.401E+01, 2.401E+01, 2.401E+01, 0.000E+00
 1.603E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.401E+01, 2.400E+01, 2.401E+01, 2.401E+01, 2.401E+01, 2.401E+01, 2.401E+01, 2.400E+01, 2.401E+01, 2.401E+01, 2.401E+01, 2.401E+01, 2.401E+01, 0.000E+00
 2.002E+01, 2.400E+01, 2.400E+01, 2.401E+01, 2.481E+01, 2.400E+01, 2.401E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.481E+01, 2.400E+01, 2.401E+01, 2.400E+01, 2.401E+01, 2.402E+01, 2.534E+01, 2.402E+01, 2.402E+01, 2.400E+01, 2.401E+01, 2.401E+01, 2.450E+01, 2.402E+01, 2.402E+01, 0.000E+00
 2.401E+01, 2.400E+01, 2.417E+01, 2.428E+01, 2.620E+01, 2.408E+01, 2.401E+01, 2.402E+01, 2.601E+01, 2.621E+01, 2.758E+01, 2.414E+01, 2.401E+01, 2.400E+01, 2.450E+01, 2.488E+01, 2.643E+01, 2.412E+01, 2.402E+01, 2.400E+01, 2.470E+01, 2.433E+01, 2.567E+01, 2.410E+01, 2.402E+01, 0.000E+00
 2.801E+01, 2.403E+01, 2.638E+01, 2.564E+01, 2.636E+01, 2.464E+01, 2.402E+01, 2.408E+01, 2.588E+01, 2.581E+01, 2.564E+01, 2.524E+01, 2.402E+01, 2.405E+01, 2.697E+01, 2.637E+01, 2.613E+01, 2.418E+01, 2.403E+01, 2.410E+01, 2.909E+01, 2.638E+01, 2.601E+01, 2.421E+01, 2.403E+01, 0.000E+00
 3.201E+01, 2.416E+01, 2.880E+01, 2.885E+01, 2.956E+01, 2.742E+01, 2.408E+01, 2.418E+01, 2.820E+01, 2.778E+01, 2.805E+01, 2.633E+01, 2.407E+01, 2.418E+01, 2.974E+01, 2.774E+01, 2.533E+01, 2.414E+01, 2.403E+01, 2.439E+01, 3.073E+01, 2.735E+01, 2.547E+01, 2.413E+01, 2.403E+01, 0.000E+00
