s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,
Time,"SPK_1","TC_1_1","TC_1_2","TC_1_3","TC_1_4","TC_1_5","SPK_2","TC_2_1","TC_2_2","TC_2_3","TC_2_4","TC_2_5","SPK_3","TC_3_1","TC_3_2","TC_3_3","TC_3_4","TC_3_5","SPK_4","TC_4_1","TC_4_2","TC_4_3","TC_4_4","TC_4_5","Acts"
 0.000E+00, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 0.000E+00
 4.013E+00, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 0.000E+00
 8.001E+00, 2.800E+01, 2.801E+01, 2.801E+01, 2.870E+01, 2.932E+01, 2.802E+01, 2.800E+01, 2.801E+01, 2.801E+01, 2.871E+01, 3.055E+01, 2.802E+01, 2.800E+01, 2.801E+01, 2.801E+01, 2.801E+01, 2.802E+01, 2.802E+01, 2.800E+01, 2.802E+01, 2.801E+01, 2.801E+01, 2.802E+01, 2.802E+01, 0.000E+00
 1.201E+01, 2.821E+01, 4.039E+01, 4.158E+01, 3.918E+01, 3.789E+01, 2.804E+01, 2.826E+01, 4.113E+01, 4.089E+01, 3.857E+01, 3.782E+01, 2.804E+01, 2.801E+01, 2.953E+01, 2.811E+01, 2.803E+01, 2.805E+01, 2.806E+01, 2.804E+01, 3.188E+01, 2.951E+01, 2.821E+01, 2.805E+01, 2.806E+01, 0.000E+00
 1.601E+01, 2.926E+01, 4.770E+01, 4.567E+01, 4.400E+01, 3.779E+01, 2.807E+01, 2.911E+01, 4.791E+01, 4.839E+01, 4.675E+01, 3.689E+01, 2.810E+01, 2.819E+01, 3.609E+01, 2.985E+01, 2.813E+01, 2.809E+01, 2.810E+01, 2.852E+01, 4.299E+01, 3.137E+01, 2.859E+01, 2.809E+01, 2.810E+01, 0.000E+00
 2.001E+01, 3.033E+01, 5.109E+01, 5.328E+01, 4.747E+01, 4.438E+01, 3.468E+01, 3.009E+01, 5.127E+01, 5.241E+01, 5.194E+01, 4.469E+01, 3.043E+01, 2.891E+01, 4.911E+01, 3.173E+01, 2.858E+01, 2.814E+01, 2.816E+01, 2.926E+01, 4.879E+01, 3.140E+01, 2.856E+01, 2.814E+01, 2.816E+01, 0.000E+00
 2.401E+01, 3.123E+01, 4.734E+01, 4.844E+01, 5.352E+01, 5.424E+01, 3.270E+01, 3.115E+01, 5.835E+01, 5.928E+01, 5.722E+01, 5.094E+01, 2.995E+01, 3.047E+01, 6.450E+01, 4.931E+01, 3.388E+01, 2.818E+01, 2.823E+01, 3.046E+01, 5.467E+01, 3.993E+01, 3.409E+01, 2.819E+01, 2.823E+01, 0.000E+00
 2.800E+01, 3.196E+01, 5.569E+01, 6.382E+01, 6.822E+01, 5.774E+01, 2.870E+01, 3.238E+01, 5.976E+01, 6.384E+01, 6.452E+01, 5.631E+01, 2.843E+01, 3.244E+01, 6.032E+01, 5.978E+01, 5.290E+01, 3.368E+01, 2.835E+01, 3.217E+01, 6.742E+01, 6.045E+01, 5.147E+01, 3.339E+01, 2.833E+01, 0.000E+00
 3.201E+01, 3.318E+01, 6.772E+01, 6.819E+01, 6.991E+01, 6.679E+01, 2.857E+01, 3.404E+01, 7.354E+01, 7.483E+01, 7.207E+01, 6.570E+01, 2.891E+01, 3.424E+01, 6.955E+01, 6.500E+01, 5.841E+01, 3.929E+01, 2.884E+01, 3.406E+01, 6.621E+01, 6.266E+01, 6.158E+01, 4.161E+01, 2.958E+01, 0.000E+00
 3.600E+01, 3.503E+01, 7.568E+01, 7.669E+01, 7.758E+01, 6.987E+01, 2.902E+01, 3.629E+01, 7.263E+01, 7.466E+01, 7.603E+01, 7.315E+01, 2.991E+01, 3.625E+01, 7.215E+01, 5.728E+01, 5.496E+01, 4.428E+01, 3.383E+01, 3.582E+01, 7.205E+01, 5.487E+01, 5.389E+01, 4.604E+01, 3.259E+01, 0.000E+00
 4.001E+01, 3.722E+01, 8.040E+01, 8.402E+01, 8.492E+01, 7.845E+01, 3.052E+01, 3.771E+01, 7.460E+01, 7.924E+01, 8.176E+01, 7.995E+01, 2.996E+01, 3.832E+01, 7.661E+01, 7.222E+01, 6.680E+01, 5.061E+01, 3.468E+01, 3.836E+01, 7.921E+01, 6.751E+01, 5.635E+01, 4.889E+01, 3.286E+01, 0.000E+00
 4.401E+01, 3.914E+01, 8.027E+01, 8.988E+01, 9.367E+01, 8.129E+01, 2.976E+01, 3.959E+01, 8.497E+01, 8.836E+01, 8.866E+01, 8.850E+01, 3.035E+01, 4.114E+01, 8.520E+01, 8.817E+01, 8.028E+01, 5.212E+01, 3.494E+01, 4.096E+01, 8.284E+01, 8.216E+01, 7.380E+01, 5.248E+01, 3.513E+01, 0.000E+00
 4.801E+01, 4.102E+01, 8.849E+01, 9.548E+01, 1.003E+02, 9.768E+01, 3.415E+01, 4.184E+01, 8.279E+01, 8.809E+01, 9.299E+01, 9.446E+01, 3.973E+01, 4.328E+01, 8.375E+01, 9.308E+01, 8.935E+01, 6.493E+01, 4.015E+01, 4.403E+01, 9.626E+01, 9.522E+01, 9.266E+01, 6.625E+01, 4.005E+01, 0.000E+00
 5.200E+01, 4.411E+01, 1.040E+02, 1.072E+02, 1.049E+02, 9.598E+01, 4.155E+01, 4.379E+01, 9.578E+01, 1.011E+02, 1.037E+02, 1.003E+02, 4.124E+01, 4.664E+01, 1.032E+02, 1.069E+02, 9.382E+01, 7.047E+01, 4.172E+01, 4.741E+01, 1.024E+02, 1.026E+02, 9.752E+01, 7.314E+01, 4.112E+01, 0.000E+00
 5.601E+01, 4.687E+01, 1.044E+02, 1.102E+02, 1.119E+02, 1.072E+02, 4.249E+01, 4.632E+01, 1.093E+02, 1.111E+02, 1.094E+02, 1.031E+02, 4.587E+01, 5.053E+01, 1.049E+02, 1.202E+02, 1.153E+02, 8.136E+01, 4.654E+01, 5.136E+01, 1.066E+02, 1.091E+02, 1.011E+02, 8.031E+01, 4.506E+01, 0.000E+00
