s,status,status,status,status
Time,"Act4","Act3","Act2","Act1"
 0.000E+00,-1,-1,-1,-1
 2.007E-01,-1,-1,-1,-1
 3.010E-01,-1,-1,-1,-1
 4.013E-01,-1,-1,-1,-1
 5.017E-01,-1,-1,-1,-1
 6.020E-01,-1,-1,-1,-1
 8.027E-01,-1,-1,-1,-1
 9.030E-01,-1,-1,-1,-1
 1.003E+00,-1,-1,-1,-1
 1.104E+00,-1,-1,-1,-1
 1.249E+00,-1,-1,-1,-1
 1.371E+00,-1,-1,-1,-1
 1.472E+00,-1,-1,-1,-1
 1.564E+00,-1,-1,-1,-1
 1.684E+00,-1,-1,-1,-1
 1.833E+00,-1,-1,-1,-1
 1.941E+00,-1,-1,-1,-1
 2.045E+00,-1,-1,-1,-1
 2.171E+00,-1,-1,-1,-1
 2.297E+00,-1,-1,-1,-1
 2.423E+00,-1,-1,-1,-1
 2.535E+00,-1,-1,-1,-1
 2.642E+00,-1,-1,-1,-1
 2.775E+00,-1,-1,-1,-1
 2.882E+00,-1,-1,-1,-1
 3.002E+00,-1,-1,-1,-1
 3.121E+00,-1,-1,-1,-1
 3.241E+00,-1,-1,-1,-1
 3.381E+00,-1,-1,-1,-1
 3.489E+00,-1,-1,-1,-1
 3.613E+00,-1,-1,-1,-1
 3.728E+00,-1,-1,-1,-1
 3.842E+00,-1,-1,-1,-1
 3.963E+00,-1,-1,-1,-1
 4.089E+00,-1,-1,-1,-1
 4.216E+00,-1,-1,-1,-1
 4.321E+00,-1,-1,-1,-1
 4.447E+00,-1,-1,-1,-1
 4.564E+00,-1,-1,-1,-1
 4.694E+00,-1,-1,-1,-1
 4.805E+00,-1,-1,-1,-1
 4.939E+00,-1,-1,-1,-1
 5.041E+00,-1,-1,-1,-1
 5.164E+00,-1,-1,-1,-1
 5.287E+00,-1,-1,-1,-1
 5.404E+00,-1,-1,-1,-1
 5.529E+00,-1,-1,-1,-1
 5.654E+00,-1,-1,-1,-1
