s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,
Time,"SPK_1","TC_1_1","TC_1_2","TC_1_3","TC_1_4","TC_1_5","SPK_2","TC_2_1","TC_2_2","TC_2_3","TC_2_4","TC_2_5","SPK_3","TC_3_1","TC_3_2","TC_3_3","TC_3_4","TC_3_5","SPK_4","TC_4_1","TC_4_2","TC_4_3","TC_4_4","TC_4_5","Acts"
 0.000E+00, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 0.000E+00
 4.005E+00, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 0.000E+00
 8.001E+00, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.101E+01, 2.102E+01, 2.100E+01, 2.102E+01, 2.101E+01, 2.100E+01, 2.101E+01, 2.102E+01, 2.194E+01, 4.702E+01, 3.273E+01, 2.133E+01, 2.104E+01, 2.103E+01, 2.165E+01, 4.249E+01, 2.961E+01, 2.117E+01, 2.104E+01, 2.103E+01, 0.000E+00
 1.201E+01, 2.141E+01, 3.488E+01, 2.953E+01, 2.239E+01, 2.102E+01, 2.104E+01, 2.142E+01, 3.397E+01, 2.966E+01, 2.309E+01, 2.102E+01, 2.104E+01, 2.491E+01, 6.488E+01, 4.259E+01, 2.145E+01, 2.108E+01, 2.108E+01, 2.444E+01, 5.889E+01, 3.937E+01, 2.146E+01, 2.108E+01, 2.108E+01, 0.000E+00
 1.600E+01, 2.260E+01, 4.068E+01, 3.144E+01, 2.287E+01, 2.165E+01, 2.108E+01, 2.267E+01, 4.486E+01, 3.630E+01, 2.564E+01, 2.172E+01, 2.107E+01, 2.887E+01, 7.469E+01, 5.349E+01, 2.687E+01, 2.114E+01, 2.114E+01, 2.779E+01, 6.754E+01, 5.243E+01, 2.615E+01, 2.114E+01, 2.113E+01, 0.000E+00
 2.000E+01, 2.405E+01, 4.927E+01, 4.397E+01, 3.661E+01, 3.225E+01, 2.930E+01, 2.458E+01, 5.558E+01, 5.037E+01, 4.142E+01, 3.256E+01, 2.693E+01, 3.375E+01, 8.451E+01, 6.201E+01, 2.590E+01, 2.125E+01, 2.123E+01, 3.215E+01, 8.355E+01, 5.896E+01, 2.767E+01, 2.131E+01, 2.123E+01, 0.000E+00
 2.400E+01, 2.649E+01, 6.784E+01, 5.681E+01, 4.067E+01, 3.472E+01, 2.580E+01, 2.718E+01, 6.711E+01, 5.819E+01, 4.830E+01, 3.785E+01, 2.421E+01, 3.916E+01, 9.713E+01, 6.681E+01, 2.701E+01, 2.140E+01, 2.135E+01, 3.713E+01, 8.939E+01, 6.529E+01, 3.046E+01, 2.150E+01, 2.134E+01, 0.000E+00
 2.800E+01, 2.949E+01, 6.920E+01, 6.469E+01, 5.570E+01, 4.556E+01, 2.545E+01, 3.028E+01, 7.189E+01, 6.650E+01, 5.591E+01, 4.863E+01, 2.778E+01, 4.549E+01, 1.036E+02, 8.775E+01, 4.894E+01, 3.041E+01, 2.635E+01, 4.362E+01, 1.139E+02, 8.038E+01, 4.003E+01, 3.017E+01, 2.724E+01, 0.000E+00
 3.200E+01, 3.178E+01, 7.015E+01, 6.975E+01, 6.432E+01, 5.537E+01, 3.592E+01, 3.297E+01, 7.215E+01, 6.877E+01, 6.537E+01, 5.450E+01, 3.739E+01, 5.163E+01, 1.068E+02, 9.271E+01, 7.001E+01, 4.082E+01, 2.991E+01, 5.130E+01, 1.238E+02, 9.313E+01, 5.775E+01, 4.155E+01, 3.299E+01, 0.000E+00
