s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,
Time,"SPK_1","TC_1_1","TC_1_2","TC_1_3","TC_1_4","TC_1_5","SPK_2","TC_2_1","TC_2_2","TC_2_3","TC_2_4","TC_2_5","SPK_3","TC_3_1","TC_3_2","TC_3_3","TC_3_4","TC_3_5","SPK_4","TC_4_1","TC_4_2","TC_4_3","TC_4_4","TC_4_5","Acts"
 0.000E+00, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 0.000E+00
 4.013E+00, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.701E+01, 2.701E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 0.000E+00
 8.015E+00, 2.700E+01, 2.701E+01, 2.701E+01, 2.701E+01, 2.700E+01, 2.702E+01, 2.759E+01, 4.784E+01, 4.649E+01, 4.384E+01, 3.178E+01, 2.707E+01, 2.700E+01, 2.701E+01, 2.701E+01, 2.701E+01, 2.701E+01, 2.702E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.701E+01, 2.701E+01, 0.000E+00
 1.201E+01, 2.749E+01, 4.459E+01, 4.066E+01, 3.700E+01, 3.079E+01, 2.704E+01, 3.012E+01, 6.131E+01, 5.880E+01, 5.526E+01, 3.722E+01, 2.713E+01, 2.700E+01, 2.703E+01, 2.702E+01, 2.702E+01, 2.702E+01, 2.705E+01, 2.700E+01, 2.700E+01, 2.701E+01, 2.701E+01, 2.701E+01, 2.702E+01, 0.000E+00
 1.601E+01, 2.962E+01, 5.936E+01, 5.637E+01, 4.985E+01, 3.231E+01, 2.709E+01, 3.306E+01, 7.072E+01, 6.918E+01, 6.590E+01, 3.917E+01, 2.721E+01, 2.700E+01, 2.705E+01, 2.705E+01, 2.704E+01, 2.704E+01, 2.709E+01, 2.700E+01, 2.701E+01, 2.701E+01, 2.702E+01, 2.703E+01, 2.704E+01, 0.000E+00
 2.000E+01, 3.218E+01, 6.818E+01, 6.631E+01, 6.415E+01, 5.073E+01, 2.726E+01, 3.739E+01, 8.310E+01, 7.888E+01, 7.235E+01, 3.604E+01, 2.731E+01, 2.700E+01, 2.708E+01, 2.708E+01, 2.707E+01, 2.706E+01, 2.715E+01, 2.723E+01, 3.608E+01, 3.621E+01, 3.463E+01, 3.271E+01, 2.735E+01, 0.000E+00
 2.401E+01, 3.532E+01, 7.052E+01, 7.066E+01, 6.872E+01, 6.273E+01, 2.725E+01, 4.208E+01, 8.993E+01, 8.333E+01, 7.706E+01, 4.045E+01, 2.741E+01, 2.709E+01, 3.413E+01, 3.127E+01, 2.734E+01, 2.709E+01, 2.719E+01, 2.808E+01, 5.015E+01, 5.053E+01, 4.325E+01, 3.814E+01, 3.085E+01, 0.000E+00
 2.800E+01, 3.846E+01, 8.543E+01, 8.347E+01, 7.973E+01, 6.718E+01, 2.731E+01, 4.746E+01, 1.029E+02, 9.732E+01, 8.635E+01, 5.256E+01, 2.762E+01, 2.745E+01, 4.351E+01, 4.276E+01, 3.840E+01, 3.579E+01, 2.962E+01, 2.920E+01, 4.981E+01, 5.235E+01, 5.172E+01, 4.415E+01, 2.924E+01, 0.000E+00
 3.201E+01, 4.282E+01, 9.480E+01, 9.383E+01, 8.916E+01, 8.074E+01, 2.742E+01, 5.351E+01, 1.073E+02, 1.009E+02, 9.505E+01, 6.878E+01, 2.791E+01, 2.838E+01, 5.096E+01, 5.308E+01, 5.107E+01, 4.463E+01, 3.527E+01, 3.040E+01, 5.874E+01, 6.194E+01, 5.829E+01, 4.875E+01, 2.821E+01, 0.000E+00
