s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,
Time,"SPK_1","TC_1_1","TC_1_2","TC_1_3","TC_1_4","TC_1_5","SPK_2","TC_2_1","TC_2_2","TC_2_3","TC_2_4","TC_2_5","SPK_3","TC_3_1","TC_3_2","TC_3_3","TC_3_4","TC_3_5","SPK_4","TC_4_1","TC_4_2","TC_4_3","TC_4_4","TC_4_5","Acts"
 0.000E+00, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 0.000E+00
 4.013E+00, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 0.000E+00
 8.010E+00, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.801E+01, 2.801E+01, 2.838E+01, 4.197E+01, 4.175E+01, 3.894E+01, 3.404E+01, 2.804E+01, 2.800E+01, 2.801E+01, 2.801E+01, 2.801E+01, 2.801E+01, 2.801E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 0.000E+00
 1.201E+01, 2.824E+01, 3.860E+01, 3.904E+01, 3.787E+01, 2.914E+01, 2.803E+01, 3.014E+01, 5.323E+01, 5.215E+01, 4.448E+01, 2.912E+01, 2.809E+01, 2.800E+01, 2.802E+01, 2.802E+01, 2.802E+01, 2.802E+01, 2.803E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.801E+01, 2.801E+01, 2.801E+01, 0.000E+00
 1.601E+01, 2.944E+01, 4.872E+01, 4.733E+01, 4.175E+01, 3.742E+01, 2.805E+01, 3.239E+01, 6.000E+01, 5.735E+01, 5.301E+01, 3.123E+01, 2.814E+01, 2.800E+01, 2.804E+01, 2.803E+01, 2.803E+01, 2.803E+01, 2.806E+01, 2.800E+01, 2.801E+01, 2.801E+01, 2.801E+01, 2.801E+01, 2.803E+01, 0.000E+00
 2.001E+01, 3.125E+01, 5.878E+01, 5.812E+01, 5.382E+01, 4.460E+01, 2.809E+01, 3.553E+01, 7.184E+01, 6.821E+01, 5.966E+01, 3.387E+01, 2.819E+01, 2.800E+01, 2.807E+01, 2.805E+01, 2.805E+01, 2.804E+01, 2.809E+01, 2.816E+01, 3.575E+01, 3.776E+01, 3.767E+01, 3.379E+01, 2.805E+01, 0.000E+00
 2.401E+01, 3.381E+01, 6.472E+01, 6.182E+01, 5.193E+01, 5.020E+01, 2.816E+01, 3.880E+01, 6.906E+01, 6.533E+01, 5.924E+01, 3.886E+01, 2.825E+01, 2.802E+01, 3.068E+01, 3.026E+01, 3.015E+01, 2.924E+01, 2.811E+01, 2.895E+01, 4.616E+01, 4.569E+01, 4.335E+01, 3.842E+01, 2.806E+01, 0.000E+00
 2.801E+01, 3.647E+01, 7.024E+01, 6.908E+01, 6.203E+01, 5.708E+01, 2.825E+01, 4.258E+01, 8.281E+01, 7.874E+01, 6.723E+01, 4.688E+01, 2.841E+01, 2.861E+01, 4.238E+01, 4.145E+01, 3.966E+01, 3.434E+01, 2.811E+01, 3.015E+01, 5.246E+01, 5.133E+01, 4.698E+01, 3.476E+01, 2.809E+01, 0.000E+00
 3.201E+01, 3.958E+01, 7.846E+01, 7.782E+01, 7.136E+01, 6.340E+01, 2.832E+01, 4.732E+01, 9.660E+01, 9.245E+01, 8.369E+01, 5.608E+01, 2.863E+01, 2.947E+01, 4.611E+01, 4.624E+01, 4.315E+01, 3.446E+01, 2.820E+01, 3.155E+01, 5.122E+01, 5.088E+01, 4.842E+01, 3.692E+01, 2.812E+01, 0.000E+00
 3.600E+01, 4.359E+01, 9.179E+01, 9.140E+01, 8.803E+01, 7.288E+01, 2.839E+01, 5.277E+01, 1.033E+02, 1.012E+02, 9.032E+01, 6.392E+01, 3.123E+01, 3.055E+01, 4.947E+01, 5.004E+01, 4.694E+01, 3.586E+01, 3.232E+01, 3.272E+01, 5.536E+01, 5.738E+01, 5.407E+01, 4.334E+01, 2.815E+01, 0.000E+00
 4.001E+01, 4.840E+01, 9.738E+01, 1.002E+02, 9.402E+01, 7.865E+01, 2.846E+01, 5.860E+01, 1.126E+02, 1.083E+02, 9.978E+01, 6.556E+01, 3.337E+01, 3.157E+01, 5.210E+01, 5.593E+01, 5.547E+01, 5.257E+01, 3.499E+01, 3.426E+01, 6.466E+01, 6.825E+01, 6.590E+01, 5.494E+01, 2.820E+01, 0.000E+00
 4.401E+01, 5.245E+01, 9.299E+01, 9.023E+01, 8.596E+01, 8.391E+01, 2.863E+01, 6.396E+01, 1.138E+02, 1.105E+02, 9.912E+01, 8.150E+01, 3.319E+01, 3.295E+01, 5.979E+01, 6.678E+01, 6.598E+01, 5.714E+01, 3.421E+01, 3.645E+01, 7.282E+01, 7.479E+01, 7.178E+01, 5.141E+01, 2.827E+01, 0.000E+00
 4.800E+01, 5.689E+01, 1.097E+02, 1.097E+02, 1.042E+02, 9.310E+01, 3.113E+01, 6.998E+01, 1.249E+02, 1.220E+02, 1.116E+02, 8.775E+01, 3.371E+01, 3.449E+01, 6.342E+01, 6.835E+01, 6.616E+01, 5.964E+01, 3.124E+01, 3.847E+01, 7.149E+01, 7.479E+01, 7.508E+01, 6.628E+01, 2.912E+01, 0.000E+00
 5.200E+01, 6.148E+01, 1.111E+02, 1.137E+02, 1.088E+02, 9.524E+01, 3.556E+01, 7.595E+01, 1.315E+02, 1.274E+02, 1.155E+02, 9.195E+01, 3.272E+01, 3.611E+01, 6.577E+01, 7.449E+01, 7.410E+01, 6.496E+01, 2.938E+01, 4.063E+01, 7.863E+01, 8.107E+01, 7.706E+01, 6.903E+01, 3.559E+01, 0.000E+00
 5.600E+01, 6.684E+01, 1.212E+02, 1.238E+02, 1.179E+02, 1.040E+02, 4.147E+01, 8.274E+01, 1.441E+02, 1.397E+02, 1.264E+02, 9.369E+01, 3.497E+01, 3.835E+01, 7.643E+01, 8.081E+01, 7.907E+01, 7.064E+01, 2.960E+01, 4.333E+01, 8.761E+01, 9.091E+01, 8.800E+01, 7.388E+01, 3.917E+01, 0.000E+00
