s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,
Time,"SPK_1","TC_1_1","TC_1_2","TC_1_3","TC_1_4","TC_1_5","SPK_2","TC_2_1","TC_2_2","TC_2_3","TC_2_4","TC_2_5","SPK_3","TC_3_1","TC_3_2","TC_3_3","TC_3_4","TC_3_5","SPK_4","TC_4_1","TC_4_2","TC_4_3","TC_4_4","TC_4_5","Acts"
 0.000E+00, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 0.000E+00
 4.004E+00, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.701E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 0.000E+00
 8.015E+00, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.701E+01, 2.702E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.701E+01, 2.702E+01, 2.700E+01, 2.701E+01, 2.702E+01, 2.702E+01, 2.703E+01, 2.704E+01, 2.700E+01, 2.701E+01, 2.723E+01, 2.753E+01, 2.735E+01, 2.704E+01, 0.000E+00
 1.201E+01, 2.700E+01, 2.707E+01, 2.745E+01, 2.918E+01, 3.162E+01, 2.704E+01, 2.700E+01, 2.793E+01, 2.892E+01, 3.035E+01, 3.187E+01, 2.704E+01, 2.704E+01, 3.078E+01, 2.794E+01, 2.715E+01, 2.706E+01, 2.709E+01, 2.719E+01, 3.691E+01, 3.185E+01, 2.995E+01, 2.756E+01, 2.709E+01, 0.000E+00
 1.601E+01, 2.730E+01, 3.843E+01, 3.768E+01, 3.464E+01, 3.484E+01, 2.706E+01, 2.735E+01, 3.787E+01, 3.681E+01, 3.527E+01, 3.537E+01, 2.706E+01, 2.757E+01, 4.184E+01, 3.063E+01, 2.779E+01, 2.712E+01, 2.715E+01, 2.770E+01, 4.106E+01, 3.109E+01, 2.915E+01, 2.848E+01, 2.715E+01, 0.000E+00
 2.001E+01, 2.807E+01, 4.507E+01, 4.344E+01, 3.843E+01, 3.414E+01, 2.709E+01, 2.827E+01, 4.809E+01, 4.481E+01, 3.690E+01, 3.384E+01, 2.709E+01, 2.840E+01, 4.547E+01, 3.048E+01, 3.050E+01, 2.721E+01, 2.723E+01, 2.830E+01, 4.193E+01, 3.170E+01, 2.969E+01, 2.756E+01, 2.723E+01, 0.000E+00
 2.401E+01, 2.908E+01, 4.703E+01, 4.354E+01, 3.746E+01, 3.669E+01, 3.039E+01, 2.939E+01, 4.847E+01, 4.608E+01, 4.041E+01, 3.875E+01, 3.095E+01, 2.931E+01, 4.465E+01, 3.146E+01, 2.929E+01, 2.729E+01, 2.729E+01, 2.905E+01, 5.032E+01, 3.981E+01, 3.578E+01, 2.995E+01, 2.729E+01, 0.000E+00
 2.801E+01, 3.005E+01, 5.349E+01, 5.208E+01, 4.675E+01, 4.328E+01, 2.995E+01, 3.027E+01, 5.471E+01, 5.448E+01, 4.957E+01, 4.648E+01, 3.039E+01, 3.022E+01, 4.865E+01, 3.861E+01, 3.552E+01, 3.171E+01, 2.855E+01, 3.008E+01, 4.681E+01, 4.234E+01, 4.145E+01, 3.702E+01, 2.828E+01, 0.000E+00
 3.200E+01, 3.161E+01, 6.178E+01, 5.854E+01, 5.321E+01, 4.772E+01, 2.758E+01, 3.171E+01, 5.578E+01, 5.468E+01, 5.249E+01, 5.039E+01, 2.801E+01, 3.131E+01, 5.341E+01, 4.525E+01, 4.394E+01, 4.089E+01, 3.038E+01, 3.089E+01, 5.389E+01, 4.259E+01, 4.285E+01, 4.038E+01, 3.053E+01, 0.000E+00
