s,m/s,
 4.6500541E+000, 6.3234130E+000, 1.5264211E-002
 4.6602370E+000, 6.3809097E+000, 2.0425281E-002
 4.6700545E+000, 6.3909529E+000, 1.7711074E-002
 4.6800437E+000, 6.3293196E+000, 7.1883512E-003
 4.6900998E+000, 6.2141955E+000,-2.6344114E-003
 4.7000146E+000, 6.1804138E+000,-1.0000046E-003
 4.7100491E+000, 6.2006284E+000,-2.6092547E-004
 4.7200973E+000, 6.1782298E+000,-2.1254217E-003
 4.7300104E+000, 6.2169251E+000, 3.8422607E-003
 4.7401757E+000, 6.2391355E+000, 2.7969352E-003
 4.7500001E+000, 6.2209188E+000,-1.1966943E-003
 4.7600446E+000, 6.1209078E+000,-1.3170563E-002
 4.7701650E+000, 6.0454317E+000,-1.5819384E-002
 4.7801606E+000, 6.0310503E+000,-2.0317345E-002
 4.7900715E+000, 5.9252293E+000,-3.4461191E-002
 4.8001770E+000, 5.8056474E+000,-4.0136964E-002
 4.8101206E+000, 5.8399440E+000,-3.1697142E-002
 4.8200576E+000, 5.9277406E+000,-2.3779469E-002
 4.8301401E+000, 5.9493063E+000,-2.5774641E-002
 4.8401328E+000, 5.9701300E+000,-1.8981971E-002
 4.8501515E+000, 6.1130038E+000, 2.7907401E-003
 4.8600333E+000, 6.2763665E+000, 1.0614993E-002
 4.8700030E+000, 6.3179925E+000, 9.2128372E-003
 4.8800357E+000, 6.2732461E+000, 1.0866483E-002
 4.8901558E+000, 6.4191232E+000, 3.0436267E-002
 4.9001085E+000, 6.5430763E+000, 3.5783500E-002
 4.9101184E+000, 6.5136730E+000, 2.6287598E-002
 4.9201738E+000, 6.4274610E+000, 2.2649544E-002
 4.9301306E+000, 6.4181902E+000, 1.9993017E-002
 4.9400752E+000, 6.3376688E+000, 7.1794630E-003
 4.9501316E+000, 6.2365859E+000, 2.8867070E-003
 4.9601030E+000, 6.2494162E+000, 5.4420176E-003
 4.9701367E+000, 6.2253631E+000,-1.6139593E-003
 4.9800362E+000, 6.1261478E+000,-1.1615418E-002
 4.9900127E+000, 6.0703064E+000,-1.1945582E-002
 5.0000747E+000, 6.0876965E+000,-1.2660872E-002
 5.0101394E+000, 6.0067109E+000,-2.4848898E-002
 5.0200412E+000, 5.9486873E+000,-2.3433727E-002
 5.0300764E+000, 5.9945244E+000,-1.8282172E-002
 5.0401056E+000, 6.0347708E+000,-1.3539372E-002
 5.0501349E+000, 6.1044039E+000,-7.4367329E-003
 5.0600616E+000, 6.1379230E+000,-7.2055043E-003
 5.0701343E+000, 6.0998940E+000,-1.2903682E-002
 5.0801486E+000, 6.1078255E+000,-3.9689546E-003
 5.0901498E+000, 6.1932093E+000, 1.9858349E-003
 5.1000166E+000, 6.1775429E+000,-8.7278535E-003
 5.1100106E+000, 6.1218174E+000,-2.8465493E-003
 5.1200547E+000, 6.2135012E+000, 2.8789501E-003
 5.1301379E+000, 6.2427387E+000, 6.7823458E-003
 5.1401632E+000, 6.3345814E+000, 1.8033442E-002
 5.1501022E+000, 6.3751762E+000, 1.6433256E-002
 5.1601654E+000, 6.3508981E+000, 1.4426813E-002
 5.1700168E+000, 6.3412358E+000, 1.5212408E-002
 5.1801154E+000, 6.3708208E+000, 1.8102638E-002
 5.1901363E+000, 6.3698883E+000, 1.5731299E-002
 5.2000391E+000, 6.3645206E+000, 1.6950198E-002
 5.2100218E+000, 6.3977948E+000, 2.5911982E-002
 5.2201350E+000, 6.4877091E+000, 2.8670931E-002
 5.2301240E+000, 6.4748678E+000, 2.5932722E-002
 5.2401129E+000, 6.4300690E+000, 1.9165275E-002
 5.2500419E+000, 6.3528682E+000, 1.2081155E-002
 5.2601506E+000, 6.2766595E+000, 2.8081362E-003
 5.2702155E+000, 6.1953745E+000,-2.0870373E-003
 5.2800532E+000, 6.2121683E+000, 4.1712641E-003
 5.2901461E+000, 6.2434765E+000, 1.7232626E-003
 5.3000043E+000, 6.1799194E+000,-3.2325673E-003
 5.3101186E+000, 6.1381736E+000,-1.1134709E-002
 5.3201219E+000, 6.0460807E+000,-1.8761519E-002
 5.3301786E+000, 5.9792534E+000,-2.6255117E-002
 5.3400819E+000, 5.9142796E+000,-3.1740394E-002
 5.3500966E+000, 5.8344944E+000,-4.0778371E-002
 5.3601114E+000, 5.7858142E+000,-3.9951655E-002
 5.3700035E+000, 5.8503549E+000,-2.8747274E-002
 5.3801429E+000, 5.9779808E+000,-1.6652745E-002
 5.3902082E+000, 6.0953376E+000,-2.4337339E-003
 5.4000204E+000, 6.2742997E+000, 1.5372518E-002
 5.4101177E+000, 6.4065198E+000, 2.5616052E-002
 5.4201021E+000, 6.4760821E+000, 2.8220421E-002
 5.4300139E+000, 6.4657386E+000, 2.6305813E-002
 5.4400411E+000, 6.4374621E+000, 2.0716339E-002
 5.4501745E+000, 6.3907769E+000, 1.6682744E-002
 5.4600452E+000, 6.3305268E+000, 9.9800986E-003
 5.4701841E+000, 6.2917333E+000, 8.9460317E-003
 5.4800279E+000, 6.2596888E+000, 2.6622848E-003
 5.4901556E+000, 6.1986527E+000,-3.3958559E-003
 5.5001767E+000, 6.1269006E+000,-9.6297493E-003
 5.5101725E+000, 6.0984693E+000,-1.5056820E-002
 5.5201284E+000, 5.9905674E+000,-2.5432108E-002
 5.5300289E+000, 5.9350720E+000,-2.7488564E-002
 5.5400069E+000, 5.9317071E+000,-2.4592187E-002
 5.5500299E+000, 5.9993462E+000,-1.6674707E-002
 5.5601138E+000, 6.0333967E+000,-1.6918128E-002
 5.5701793E+000, 6.0798241E+000,-3.4350489E-003
 5.5801701E+000, 6.2304634E+000, 6.1809743E-003
 5.5900140E+000, 6.2810403E+000, 8.7164862E-003
 5.6001092E+000, 6.2976644E+000, 1.1772784E-002
 5.6100699E+000, 6.3941155E+000, 2.6137699E-002
 5.6201513E+000, 6.4245631E+000, 1.7276998E-002
 5.6300388E+000, 6.3413757E+000, 1.3193656E-002
 5.6400381E+000, 6.3096156E+000, 6.8818099E-003
 5.6501121E+000, 6.2374823E+000, 1.4617157E-003
 5.6602002E+000, 6.1701636E+000,-6.0698757E-003
 5.6700576E+000, 6.1516814E+000,-4.9203636E-003
 5.6801122E+000, 6.1306248E+000,-8.3693354E-003
 5.6902122E+000, 6.1191186E+000,-6.5656685E-003
 5.7001885E+000, 6.1931338E+000, 5.2256596E-003
 5.7101677E+000, 6.2737302E+000, 7.7260056E-003
 5.7200285E+000, 6.2569218E+000, 9.3107430E-004
 5.7300997E+000, 6.1522334E+000,-6.8925057E-003
 5.7402015E+000, 6.1902855E+000, 6.6700357E-003
 5.7501655E+000, 6.2992602E+000, 9.6588930E-003
 5.7600531E+000, 6.2550072E+000, 2.2697920E-003
 5.7702275E+000, 6.2717781E+000, 1.1499536E-002
 5.7800950E+000, 6.3344723E+000, 1.4179067E-002
 5.7900030E+000, 6.3392225E+000, 1.0821151E-002
 5.8000128E+000, 6.2880473E+000, 8.9308202E-003
 5.8100777E+000, 6.2938666E+000, 9.5441237E-003
 5.8201428E+000, 6.2809202E+000, 4.6468704E-003
 5.8301628E+000, 6.1772621E+000,-8.9429979E-003
 5.8401556E+000, 6.0584394E+000,-1.6669373E-002
 5.8501052E+000, 5.9978245E+000,-2.5028126E-002
 5.8600963E+000, 5.9288016E+000,-2.7457213E-002
 5.8701538E+000, 5.8968196E+000,-3.4463468E-002
 5.8800286E+000, 5.8144300E+000,-4.1887458E-002
 5.8901770E+000, 5.8023058E+000,-3.4428368E-002
 5.9000712E+000, 5.9457325E+000,-1.9122828E-002
 5.9100189E+000, 6.0518312E+000,-1.0697461E-002
 5.9200633E+000, 6.1416661E+000,-4.3896162E-004
 5.9301149E+000, 6.2701292E+000, 1.6010033E-002
 5.9401218E+000, 6.4113510E+000, 2.2670308E-002
 5.9500321E+000, 6.4176984E+000, 2.3309651E-002
 5.9600625E+000, 6.4797019E+000, 3.3762949E-002
 5.9702290E+000, 6.6015951E+000, 4.5435567E-002
 5.9800902E+000, 6.6237230E+000, 3.6693748E-002
 5.9900357E+000, 6.4707290E+000, 1.6848197E-002
 6.0000326E+000, 6.2609522E+000,-2.5327431E-003
 6.0100417E+000, 6.1386924E+000,-7.9965023E-003
 6.0201495E+000, 6.1000684E+000,-1.2986200E-002
 6.0300629E+000, 6.0140535E+000,-2.5900419E-002
 6.0400152E+000, 5.8708660E+000,-3.7146420E-002
 6.0500587E+000, 5.8431311E+000,-3.2710398E-002
 6.0600001E+000, 5.9133206E+000,-2.5728974E-002
 6.0701658E+000, 5.9479178E+000,-2.3791620E-002
 6.0800772E+000, 5.9935798E+000,-1.7045186E-002
 6.0901132E+000, 6.0608241E+000,-8.5426616E-003
 6.1001612E+000, 6.1748790E+000, 1.4312959E-003
 6.1100225E+000, 6.2439198E+000, 5.7976351E-003
 6.1200272E+000, 6.2499873E+000, 3.8661674E-003
 6.1300857E+000, 6.2378107E+000, 3.3970565E-003
 6.1400851E+000, 6.2740741E+000, 1.1937997E-002
 6.1500035E+000, 6.3396297E+000, 1.4426653E-002
 6.1600725E+000, 6.3444239E+000, 1.6677058E-002
 6.1701188E+000, 6.4579647E+000, 3.6742069E-002
 6.1800290E+000, 6.6341360E+000, 4.6547760E-002
 6.1901114E+000, 6.6663536E+000, 4.8244082E-002
 6.2000998E+000, 6.6478513E+000, 3.9175255E-002
 6.2101522E+000, 6.5006691E+000, 2.0800126E-002
 6.2201577E+000, 6.3123303E+000, 2.7666328E-003
 6.2301123E+000, 6.1660763E+000,-9.2858356E-003
 6.2400675E+000, 6.0563775E+000,-2.0008654E-002
 6.2500130E+000, 5.9221588E+000,-3.4178121E-002
 6.2600000E+000, 5.8407409E+000,-3.5035892E-002
 6.2700179E+000, 5.8696931E+000,-2.9465951E-002
 6.2801200E+000, 5.9848106E+000,-1.2840445E-002
 6.2900794E+000, 6.1469080E+000, 1.4068507E-003
 6.3001048E+000, 6.3048405E+000, 1.9553335E-002
 6.3101000E+000, 6.4364859E+000, 2.5524380E-002
 6.3202202E+000, 6.4585094E+000, 2.5181106E-002
 6.3300596E+000, 6.3934381E+000, 1.3516936E-002
 6.3401959E+000, 6.3118566E+000, 9.8499125E-003
 6.3500360E+000, 6.2660919E+000, 2.5525444E-003
 6.3601620E+000, 6.1702680E+000,-7.3979592E-003
 6.3700771E+000, 6.0972509E+000,-1.1518817E-002
 6.3800358E+000, 6.0884043E+000,-1.3485123E-002
 6.3902437E+000, 6.0262090E+000,-1.8249222E-002
 6.4001356E+000, 6.0713431E+000,-6.8270349E-003
 6.4100327E+000, 6.1663110E+000,-1.7698873E-003
 6.4200071E+000, 6.1718336E+000,-7.0050252E-003
 6.4300502E+000, 6.0499633E+000,-2.4353259E-002
 6.4401628E+000, 5.8411135E+000,-4.7749987E-002
 6.4501254E+000, 5.6433162E+000,-6.0276819E-002
 6.4601560E+000, 5.6012738E+000,-5.8774235E-002
 6.4700569E+000, 5.6068414E+000,-5.9304620E-002
 6.4801038E+000, 5.6477570E+000,-5.1493139E-002
 6.4900945E+000, 5.7714391E+000,-3.2523531E-002
 6.5000632E+000, 6.0256756E+000,-2.2010129E-003
 6.5101679E+000, 6.3481688E+000, 3.3454685E-002
 6.5201097E+000, 6.7041460E+000, 6.3527230E-002
 6.5301876E+000, 6.9418384E+000, 8.1725179E-002
 6.5401249E+000, 7.0240285E+000, 7.9862792E-002
 6.5501586E+000, 6.9919798E+000, 8.1515726E-002
 6.5600956E+000, 7.0442367E+000, 8.4600417E-002
 6.5701689E+000, 6.9788008E+000, 6.9812107E-002
 6.5801641E+000, 6.8132738E+000, 5.3819997E-002
 6.5900540E+000, 6.6134170E+000, 2.6713892E-002
 6.6001432E+000, 6.3089479E+000,-4.4403982E-003
 6.6100989E+000, 6.0187087E+000,-2.7201313E-002
 6.6200510E+000, 5.8323875E+000,-4.7515487E-002
 6.6301404E+000, 5.6272534E+000,-6.2811288E-002
 6.6400488E+000, 5.5678405E+000,-6.2573770E-002
 6.6500813E+000, 5.6054077E+000,-5.5887162E-002
 6.6600461E+000, 5.6954845E+000,-4.4746015E-002
 6.6700400E+000, 5.7776472E+000,-4.1753874E-002
 6.6801397E+000, 5.7726765E+000,-4.3151696E-002
 6.6900949E+000, 5.7956851E+000,-3.6441314E-002
 6.7000874E+000, 5.8567265E+000,-3.3175803E-002
 6.7100487E+000, 5.8727690E+000,-3.2719334E-002
 6.7200272E+000, 5.8798865E+000,-2.9558555E-002
 6.7301976E+000, 5.9994382E+000,-8.1496787E-003
 6.7400789E+000, 6.1971879E+000, 3.4006425E-003
 6.7501166E+000, 6.2106378E+000,-1.3399745E-004
 6.7601411E+000, 6.2863783E+000, 1.8449457E-002
 6.7700755E+000, 6.4326605E+000, 2.5670383E-002
 6.7800088E+000, 6.4613651E+000, 2.6990985E-002
 6.7901569E+000, 6.5042001E+000, 3.3777256E-002
 6.8000871E+000, 6.5874224E+000, 4.1798564E-002
 6.8101307E+000, 6.6193802E+000, 4.3578844E-002
 6.8200133E+000, 6.6821049E+000, 5.1786164E-002
 6.8300249E+000, 6.7008307E+000, 4.7776911E-002
 6.8400620E+000, 6.5903987E+000, 2.7601733E-002
 6.8500582E+000, 6.4169277E+000, 1.9363151E-002
 6.8600520E+000, 6.3667133E+000, 1.3608143E-002
 6.8700082E+000, 6.2446985E+000,-4.9610009E-003
 6.8800595E+000, 6.0630458E+000,-1.9266646E-002
 6.8902239E+000, 6.0212370E+000,-1.6950043E-002
 6.9001395E+000, 6.0201538E+000,-1.9675780E-002
 6.9100549E+000, 5.9939253E+000,-2.1232109E-002
 6.9201294E+000, 5.9478154E+000,-2.6745589E-002
 6.9301065E+000, 5.9443157E+000,-2.6350666E-002
 6.9400508E+000, 5.9015841E+000,-3.5155246E-002
 6.9501002E+000, 5.8360028E+000,-3.5598759E-002
 6.9601841E+000, 5.8775599E+000,-2.7501684E-002
 6.9701837E+000, 5.9900221E+000,-1.5471230E-002
 6.9800454E+000, 6.0728680E+000,-1.0648268E-002
 6.9900743E+000, 6.1336604E+000,-2.2190307E-003
 7.0000189E+000, 6.2249311E+000, 8.0250683E-003
 7.0101524E+000, 6.3290984E+000, 1.4741895E-002
 7.0200065E+000, 6.3474250E+000, 1.4753078E-002
 7.0300439E+000, 6.3260939E+000, 1.1744104E-002
 7.0401849E+000, 6.3629377E+000, 2.2308028E-002
 7.0501184E+000, 6.4463107E+000, 2.4766319E-002
 7.0601196E+000, 6.4371543E+000, 2.4345398E-002
 7.0700373E+000, 6.4836993E+000, 2.9585260E-002
 7.0800003E+000, 6.4357297E+000, 1.5877485E-002
 7.0901831E+000, 6.2773364E+000,-7.4202914E-004
 7.1001719E+000, 6.1774558E+000,-1.1808357E-003
 7.1101396E+000, 6.1698946E+000,-4.7964752E-003
 7.1200397E+000, 6.1379669E+000,-5.5022383E-003
 7.1300364E+000, 6.2121271E+000, 6.9890854E-003
 7.1401205E+000, 6.2712756E+000, 4.9858992E-003
 7.1501666E+000, 6.1936103E+000,-4.7278151E-003
 7.1601046E+000, 6.1464759E+000,-4.2341654E-003
 7.1701076E+000, 6.1512192E+000,-7.0442188E-003
 7.1801164E+000, 6.0621164E+000,-2.1027451E-002
 7.1900945E+000, 5.9501103E+000,-2.7600409E-002
 7.2000704E+000, 5.9202529E+000,-2.6583728E-002
 7.2100207E+000, 5.8972284E+000,-3.5119095E-002
 7.2200527E+000, 5.7953216E+000,-4.2433825E-002
 7.2301203E+000, 5.8101246E+000,-3.2437630E-002
 7.2400138E+000, 5.9633684E+000,-1.4885368E-002
 7.2500367E+000, 6.1127865E+000,-3.6218972E-003
 7.2600414E+000, 6.2185153E+000, 9.7572378E-003
 7.2701270E+000, 6.4019546E+000, 2.8953022E-002
 7.2801441E+000, 6.5229389E+000, 3.5202900E-002
 7.2901046E+000, 6.6003234E+000, 4.4822873E-002
 7.3000431E+000, 6.7089945E+000, 5.6711428E-002
 7.3101225E+000, 6.7569759E+000, 4.9882483E-002
 7.3200174E+000, 6.6499690E+000, 4.0960269E-002
 7.3301764E+000, 6.5666986E+000, 3.1254949E-002
 7.3400605E+000, 6.4540557E+000, 1.7876266E-002
 7.3501762E+000, 6.3363127E+000, 1.3182364E-002
 7.3600543E+000, 6.2304460E+000,-9.2134163E-003
 7.3700739E+000, 5.9927662E+000,-2.9029376E-002
 7.3801110E+000, 5.8449375E+000,-4.1802112E-002
 7.3900902E+000, 5.7608251E+000,-4.1438924E-002
 7.4001544E+000, 5.8489072E+000,-2.9901202E-002
 7.4101458E+000, 5.9615973E+000,-1.8354297E-002
 7.4200705E+000, 6.0632409E+000,-7.4350632E-003
 7.4302260E+000, 6.1834901E+000, 1.2366271E-003
 7.4400570E+000, 6.2131041E+000, 2.1259672E-003
 7.4500886E+000, 6.2330315E+000, 4.8793743E-003
 7.4602060E+000, 6.2543920E+000, 5.4591022E-003
 7.4700449E+000, 6.2382091E+000, 1.3481159E-003
 7.4800923E+000, 6.2129438E+000, 3.1527419E-003
 7.4901194E+000, 6.2464871E+000, 6.1006695E-003
 7.5001934E+000, 6.3126833E+000, 1.6070256E-002
 7.5101510E+000, 6.3759104E+000, 1.8505429E-002
 7.5201334E+000, 6.4367785E+000, 2.8178559E-002
 7.5301416E+000, 6.4497147E+000, 2.0904786E-002
 7.5400883E+000, 6.3601755E+000, 1.1066585E-002
 7.5500742E+000, 6.2447758E+000,-8.1730124E-004
 7.5600468E+000, 6.1729772E+000,-5.5178319E-003
 7.5701844E+000, 6.0934089E+000,-1.5781976E-002
 7.5800094E+000, 6.0121178E+000,-2.0013416E-002
 7.5902200E+000, 5.9892234E+000,-2.1731996E-002
 7.6001653E+000, 5.9814421E+000,-2.1441102E-002
 7.6100443E+000, 5.9890699E+000,-2.0311854E-002
 7.6200038E+000, 6.0081732E+000,-1.9172486E-002
 7.6301923E+000, 6.0388240E+000,-1.1261893E-002
 7.6400777E+000, 6.1162504E+000,-9.4938567E-003
 7.6500261E+000, 6.0890581E+000,-8.9954841E-003
 7.6601350E+000, 6.1828395E+000, 3.4192463E-003
 7.6700578E+000, 6.2455647E+000, 7.2432054E-003
 7.6800889E+000, 6.2970651E+000, 1.0669760E-002
 7.6901660E+000, 6.3207784E+000, 1.5749370E-002
 7.7000491E+000, 6.4334511E+000, 2.7099050E-002
 7.7100811E+000, 6.4531543E+000, 2.3507456E-002
 7.7201563E+000, 6.4236340E+000, 2.1823803E-002
 7.7300725E+000, 6.3953822E+000, 1.8221139E-002
 7.7401429E+000, 6.3800345E+000, 1.6769189E-002
 7.7502133E+000, 6.3422062E+000, 1.2768384E-002
 7.7600652E+000, 6.2992191E+000, 5.5252833E-003
 7.7702100E+000, 6.2057521E+000,-1.0260613E-003
 7.7801012E+000, 6.1971599E+000,-8.6913203E-004
 7.7900981E+000, 6.1876706E+000,-2.2985379E-003
 7.8001940E+000, 6.1336790E+000,-8.1628504E-003
 7.8100915E+000, 6.1437666E+000,-1.7120855E-003
 7.8200446E+000, 6.1804532E+000,-4.9409439E-003
 7.8300826E+000, 6.1015356E+000,-1.5215915E-002
 7.8400480E+000, 6.0236996E+000,-1.8179889E-002
 7.8500693E+000, 6.0087134E+000,-2.0127477E-002
 7.8600468E+000, 5.9705558E+000,-2.6151448E-002
 7.8700456E+000, 5.8859551E+000,-3.4636894E-002
 7.8802326E+000, 5.8810388E+000,-2.7439117E-002
 7.8900222E+000, 5.9285751E+000,-2.7606223E-002
 7.9001516E+000, 5.9397330E+000,-2.3943092E-002
 7.9100666E+000, 6.0078406E+000,-1.4879572E-002
 7.9201153E+000, 6.0322800E+000,-1.9185517E-002
 7.9301579E+000, 6.0059523E+000,-1.9860130E-002
 7.9400211E+000, 5.9542225E+000,-2.8216011E-002
 7.9500529E+000, 5.9568591E+000,-1.7107075E-002
 7.9601738E+000, 6.1027005E+000,-4.3711418E-003
 7.9701402E+000, 6.2019257E+000, 6.6478951E-003
 7.9801787E+000, 6.3607761E+000, 2.4643570E-002
 7.9900882E+000, 6.5422374E+000, 4.2180911E-002
 8.0000196E+000, 6.6611179E+000, 4.9249348E-002
 8.0100025E+000, 6.7569365E+000, 6.3718633E-002
 8.0200220E+000, 6.8851692E+000, 6.7686120E-002
 8.0300477E+000, 6.8194350E+000, 5.5129167E-002
 8.0401277E+000, 6.7100026E+000, 4.7410599E-002
 8.0501719E+000, 6.5905337E+000, 3.0326163E-002
 8.0600926E+000, 6.3795663E+000, 4.7188455E-003
 8.0701576E+000, 6.1309505E+000,-1.6166699E-002
 8.0801775E+000, 5.9573825E+000,-3.1089419E-002
 8.0902172E+000, 5.8161544E+000,-4.4821325E-002
 8.1000387E+000, 5.7237869E+000,-4.8783583E-002
 8.1101046E+000, 5.7395521E+000,-4.2057218E-002
 8.1200497E+000, 5.8434173E+000,-3.0753758E-002
 8.1300061E+000, 5.9337060E+000,-2.2547921E-002
 8.1401265E+000, 6.0062053E+000,-1.6523663E-002
 8.1500376E+000, 6.0586955E+000,-1.0573316E-002
 8.1600721E+000, 6.0992885E+000,-9.9149078E-003
 8.1701066E+000, 6.0964643E+000,-1.2082235E-002
 8.1801410E+000, 6.0448185E+000,-1.7423660E-002
 8.1901755E+000, 6.0412938E+000,-1.3804728E-002
 8.2001748E+000, 6.0726427E+000,-1.1553904E-002
 8.2100508E+000, 6.1088476E+000,-6.0760559E-003
 8.2200875E+000, 6.2041710E+000, 6.9293933E-003
 8.2300592E+000, 6.2999245E+000, 1.1454563E-002
 8.2402241E+000, 6.2949158E+000, 9.2818278E-003
 8.2501826E+000, 6.3692675E+000, 2.6049714E-002
 8.2600410E+000, 6.5330103E+000, 3.6078303E-002
 8.2700732E+000, 6.5616516E+000, 3.5948329E-002
 8.2802004E+000, 6.5405404E+000, 3.2709182E-002
 8.2900099E+000, 6.5374299E+000, 3.2000241E-002
 8.3000630E+000, 6.4143057E+000, 8.3063273E-003
 8.3101054E+000, 6.1767257E+000,-1.0712636E-002
 8.3200580E+000, 6.0260587E+000,-2.2409502E-002
 8.3300021E+000, 5.9564767E+000,-2.3847431E-002
 8.3401647E+000, 5.9821337E+000,-2.1241878E-002
 8.3500087E+000, 5.9991198E+000,-1.9290510E-002
 8.3600601E+000, 6.0037429E+000,-2.0651739E-002
 8.3700817E+000, 6.0030089E+000,-1.6445717E-002
 8.3800837E+000, 6.1027389E+000,-3.2812909E-003
 8.3900064E+000, 6.2236575E+000, 7.9531173E-003
 8.4000076E+000, 6.3238707E+000, 1.6976728E-002
 8.4100280E+000, 6.4411415E+000, 2.9479461E-002
 8.4200868E+000, 6.4928508E+000, 2.6565190E-002
 8.4301207E+000, 6.4213495E+000, 1.8179492E-002
 8.4400770E+000, 6.3937645E+000, 2.0373652E-002
 8.4500334E+000, 6.4033075E+000, 2.0114961E-002
 8.4600531E+000, 6.3740473E+000, 1.1737839E-002
 8.4700643E+000, 6.2877260E+000, 7.8381045E-003
 8.4800819E+000, 6.2544955E+000, 2.6277417E-003
 8.4900995E+000, 6.1827224E+000,-7.2220125E-003
 8.5001284E+000, 6.0598329E+000,-1.9629632E-002
 8.5101960E+000, 5.9732209E+000,-2.3690285E-002
 8.5201072E+000, 5.9782126E+000,-2.0469292E-002
 8.5301936E+000, 6.0079173E+000,-1.6199190E-002
 8.5402141E+000, 6.1202407E+000,-2.7118247E-003
 8.5501897E+000, 6.1856460E+000, 7.8418575E-004
 8.5601826E+000, 6.2629857E+000, 1.0123695E-002
 8.5701867E+000, 6.3055001E+000, 1.1910112E-002
 8.5801249E+000, 6.3146379E+000, 7.6624447E-003
 8.5901158E+000, 6.1798358E+000,-1.1149271E-002
 8.6001035E+000, 6.0322658E+000,-1.9647729E-002
 8.6101909E+000, 6.0129683E+000,-1.4777392E-002
 8.6200787E+000, 6.0965900E+000,-9.5009093E-003
 8.6301505E+000, 6.0690275E+000,-1.6061990E-002
 8.6400710E+000, 6.0703293E+000,-8.8555488E-003
 8.6501553E+000, 6.1514386E+000,-3.0051056E-003
 8.6600647E+000, 6.1571121E+000,-5.2336117E-003
 8.6701343E+000, 6.1873166E+000, 3.8238268E-003
 8.6801414E+000, 6.2782127E+000, 1.1109339E-002
 8.6901156E+000, 6.3225224E+000, 1.1132284E-002
 8.7000257E+000, 6.2865534E+000, 8.4873188E-003
 8.7101321E+000, 6.3321437E+000, 1.7512190E-002
 8.7200349E+000, 6.3410534E+000, 8.1793330E-003
 8.7301210E+000, 6.1846542E+000,-1.0607089E-002
 8.7400604E+000, 6.0498077E+000,-1.5690275E-002
 8.7500689E+000, 6.1018981E+000,-3.8644878E-003
 8.7601496E+000, 6.1841795E+000,-2.1114036E-004
 8.7700786E+000, 6.1964338E+000,-1.3631921E-004
 8.7801099E+000, 6.2635776E+000, 1.5912752E-002
 8.7901279E+000, 6.4407719E+000, 2.8960126E-002
 8.8000492E+000, 6.4748935E+000, 2.3072372E-002
 8.8101071E+000, 6.3768425E+000, 1.5097191E-002
 8.8200843E+000, 6.3523334E+000, 1.4655816E-002
 8.8301758E+000, 6.3102748E+000, 6.3694034E-003
 8.8401139E+000, 6.2217689E+000,-1.0274952E-003
 8.8501037E+000, 6.1706975E+000,-2.8521507E-003
 8.8601086E+000, 6.2133553E+000, 6.7384002E-003
 8.8701817E+000, 6.2876637E+000, 8.0489704E-003
 8.8800608E+000, 6.2611954E+000, 5.0621444E-003
 8.8900770E+000, 6.2588647E+000, 3.5278813E-003
 8.9000659E+000, 6.2064335E+000,-7.7184604E-004
 8.9100822E+000, 6.1275369E+000,-1.4530326E-002
 8.9200595E+000, 5.9968433E+000,-2.4138102E-002
 8.9300725E+000, 5.9443605E+000,-2.4829707E-002
 8.9400070E+000, 5.9707105E+000,-2.3182596E-002
 8.9501793E+000, 5.9319304E+000,-3.1919800E-002
 8.9601671E+000, 5.8686467E+000,-3.2119070E-002
 8.9700189E+000, 5.9296132E+000,-2.0922063E-002
 8.9800175E+000, 6.0978628E+000, 6.1012598E-004
 8.9901508E+000, 6.2493301E+000, 5.8197677E-003
 9.0000686E+000, 6.2723296E+000, 1.0402537E-002
 9.0102019E+000, 6.3441077E+000, 1.8702221E-002
 9.0201495E+000, 6.4531565E+000, 3.1119609E-002
 9.0300149E+000, 6.4969566E+000, 2.4305378E-002
 9.0400749E+000, 6.3785345E+000, 1.1470267E-002
 9.0501689E+000, 6.2761027E+000, 7.8343214E-003
 9.0601811E+000, 6.3167580E+000, 1.1062317E-002
 9.0700965E+000, 6.2403380E+000,-1.9228088E-003
 9.0801703E+000, 6.1415444E+000,-7.8452722E-003
 9.0901097E+000, 6.1177743E+000,-7.8714631E-003
 9.1002020E+000, 6.1576033E+000,-8.7294696E-004
 9.1101498E+000, 6.1899841E+000,-1.5275980E-003
 9.1200529E+000, 6.1627411E+000,-4.4496633E-003
 9.1301614E+000, 6.2007897E+000, 6.2116702E-003
 9.1400786E+000, 6.3315962E+000, 1.8107702E-002
 9.1501654E+000, 6.4161114E+000, 2.4127530E-002
 9.1600081E+000, 6.4252171E+000, 1.7767879E-002
 9.1702170E+000, 6.3240718E+000, 8.8020984E-003
 9.1801744E+000, 6.2540013E+000,-8.5209589E-004
 9.1902045E+000, 6.1261026E+000,-1.0490050E-002
 9.2001142E+000, 6.0367588E+000,-2.3875992E-002
 9.2100827E+000, 5.8961704E+000,-3.6144118E-002
 9.2201269E+000, 5.8151479E+000,-3.9553740E-002
 9.2301314E+000, 5.8141716E+000,-3.5120959E-002
 9.2401475E+000, 5.8937488E+000,-2.6588366E-002
 9.2500984E+000, 5.9886382E+000,-1.5631401E-002
 9.2600493E+000, 6.0785329E+000,-1.0274648E-002
 9.2700001E+000, 6.1349949E+000,-2.8123506E-003
 9.2801266E+000, 6.2278026E+000, 7.8239018E-003
 9.2900397E+000, 6.2814475E+000, 5.4605214E-003
 9.3001078E+000, 6.1972589E+000,-5.5443814E-003
