m,m/s,m,m/s,m,m/s,m,m/s,m,m/s,m,m/s
-1.0500000E-001, 2.9645720E+000, 5.0000000E-003,-3.7659627E-001,-1.0500000E-001, 2.1346166E+000, 5.0000000E-003, 2.8774680E+000, 5.4347826E-002, 1.1452387E+001, 5.4347826E-002, 1.3106605E+000
-1.0375000E-001, 3.0017655E+000, 6.2500000E-003,-2.8145924E-001,-1.0375000E-001, 2.1436326E+000, 6.2500000E-003, 2.9453800E+000, 5.5869565E-002, 1.1398472E+001, 5.5869565E-002, 1.3082895E+000
-1.0250000E-001, 3.0339904E+000, 7.5000000E-003,-1.4081396E-001,-1.0250000E-001, 2.1222079E+000, 7.5000000E-003, 2.8884422E+000, 5.7391304E-002, 1.1353060E+001, 5.7391304E-002, 1.2608047E+000
-1.0125000E-001, 3.0662152E+000, 8.7500000E-003,-1.6867725E-004,-1.0125000E-001, 2.1346599E+000, 8.7500000E-003, 2.9213830E+000, 5.8913043E-002, 1.1310680E+001, 5.8913043E-002, 1.3021481E+000
-1.0000000E-001, 3.0908139E+000, 1.0000000E-002, 1.6208314E-001,-1.0000000E-001, 2.1195246E+000, 1.0000000E-002, 2.8498894E+000, 6.0434783E-002, 1.1269940E+001, 6.0434783E-002, 1.2476335E+000
-9.8750000E-002, 3.1154127E+000, 1.1250000E-002, 3.2433496E-001,-9.8750000E-002, 2.1380634E+000, 1.1250000E-002, 2.8730268E+000, 6.1956522E-002, 1.1223674E+001, 6.1956522E-002, 1.2478015E+000
-9.7500000E-002, 3.1411880E+000, 1.2500000E-002, 4.4256576E-001,-9.7500000E-002, 2.1184613E+000, 1.2500000E-002, 2.7925322E+000, 6.3478261E-002, 1.1171031E+001, 6.3478261E-002, 1.2743350E+000
-9.6250000E-002, 3.1669633E+000, 1.3750000E-002, 5.6079656E-001,-9.6250000E-002, 2.1323398E+000, 1.3750000E-002, 2.8172445E+000, 6.5000000E-002, 1.1109359E+001, 6.5000000E-002, 1.2372737E+000
-9.5000000E-002, 3.1949425E+000, 1.5000000E-002, 9.6575252E-001,-9.5000000E-002, 2.1109822E+000, 1.5000000E-002, 2.7234806E+000, 6.6521739E-002, 1.1045597E+001, 6.6521739E-002, 1.2782922E+000
-9.3750000E-002, 3.2229217E+000,NaN,NaN,-9.3750000E-002, 2.1218526E+000,NaN,NaN, 6.8043478E-002, 1.0981248E+001, 6.8043478E-002, 1.2607389E+000
-9.2500000E-002, 3.2490719E+000,NaN,NaN,-9.2500000E-002, 2.0979068E+000,NaN,NaN, 6.9565217E-002, 1.0918418E+001, 6.9565217E-002, 1.2719504E+000
-9.1250000E-002, 3.2752222E+000,NaN,NaN,-9.1250000E-002, 2.1055844E+000,NaN,NaN, 7.1086957E-002, 1.0856906E+001, 7.1086957E-002, 1.3256728E+000
-9.0000000E-002, 3.2993650E+000,NaN,NaN,-9.0000000E-002, 2.0807107E+000,NaN,NaN, 7.2608696E-002, 1.0786658E+001, 7.2608696E-002, 1.2859168E+000
-8.8750000E-002, 3.3235078E+000,NaN,NaN,-8.8750000E-002, 2.0884965E+000,NaN,NaN, 7.4130435E-002, 1.0714827E+001, 7.4130435E-002, 1.3165316E+000
-8.7500000E-002, 3.3438112E+000,NaN,NaN,-8.7500000E-002, 2.0649583E+000,NaN,NaN, 7.5652174E-002, 1.0641389E+001, 7.5652174E-002, 1.3067258E+000
-8.6250000E-002, 3.3641145E+000,NaN,NaN,-8.6250000E-002, 2.0743058E+000,NaN,NaN, 7.7173913E-002, 1.0572607E+001, 7.7173913E-002, 1.2985109E+000
-8.5000000E-002, 3.3768974E+000,NaN,NaN,-8.5000000E-002, 2.0485121E+000,NaN,NaN, 7.8695652E-002, 1.0506836E+001, 7.8695652E-002, 1.3461669E+000
-8.3750000E-002, 3.3896802E+000,NaN,NaN,-8.3750000E-002, 2.0566953E+000,NaN,NaN, 8.0217391E-002, 1.0429376E+001, 8.0217391E-002, 1.3080489E+000
-8.2500000E-002, 3.3995569E+000,NaN,NaN,-8.2500000E-002, 2.0278860E+000,NaN,NaN, 8.1739130E-002, 1.0352801E+001, 8.1739130E-002, 1.3338093E+000
-8.1250000E-002, 3.4094335E+000,NaN,NaN,-8.1250000E-002, 2.0334635E+000,NaN,NaN, 8.3260870E-002, 1.0279009E+001, 8.3260870E-002, 1.3370178E+000
-8.0000000E-002, 3.4185173E+000,NaN,NaN,-8.0000000E-002, 2.0030766E+000,NaN,NaN, 8.4782609E-002, 1.0198790E+001, 8.4782609E-002, 1.3258247E+000
-7.8750000E-002, 3.4276011E+000,NaN,NaN,-7.8750000E-002, 2.0083198E+000,NaN,NaN, 8.6304348E-002, 1.0115127E+001, 8.6304348E-002, 1.3851456E+000
-7.7500000E-002, 3.4259967E+000,NaN,NaN,-7.7500000E-002, 1.9829885E+000,NaN,NaN, 8.7826087E-002, 1.0020704E+001, 8.7826087E-002, 1.3579871E+000
-7.6250000E-002, 3.4243923E+000,NaN,NaN,-7.6250000E-002, 1.9951748E+000,NaN,NaN, 8.9347826E-002, 9.9225291E+000, 8.9347826E-002, 1.3811507E+000
-7.5000000E-002, 3.4243923E+000,NaN,NaN,-7.5000000E-002, 1.9951748E+000,NaN,NaN, 9.0869565E-002, 9.8185579E+000, 9.0869565E-002, 1.4016288E+000
-7.3750000E-002, 3.4150382E+000,NaN,NaN,-7.3750000E-002, 1.9857682E+000,NaN,NaN, 9.2391304E-002, 9.6810995E+000, 9.2391304E-002, 1.3810578E+000
-7.2500000E-002, 3.4045633E+000,NaN,NaN,-7.2500000E-002, 1.9661439E+000,NaN,NaN, 9.3913043E-002, 9.5284206E+000, 9.3913043E-002, 1.4342357E+000
-7.1250000E-002, 3.3940885E+000,NaN,NaN,-7.1250000E-002, 1.9840727E+000,NaN,NaN, 9.5434783E-002, 9.3419232E+000, 9.5434783E-002, 1.3980694E+000
-7.0000000E-002, 3.3869976E+000,NaN,NaN,-7.0000000E-002, 1.9589891E+000,NaN,NaN, 9.6956522E-002, 9.0015991E+000, 9.6956522E-002, 1.3669643E+000
-6.8750000E-002, 3.3799068E+000,NaN,NaN,-6.8750000E-002, 1.9710621E+000,NaN,NaN, 9.8478261E-002, 8.4837829E+000, 9.8478261E-002, 1.3548787E+000
-6.7500000E-002, 3.3705742E+000,NaN,NaN,-6.7500000E-002, 1.9399740E+000,NaN,NaN, 1.0000000E-001, 0.0000000E+000, 1.0000000E-001, 0.0000000E+000
-6.6250000E-002, 3.3612416E+000,NaN,NaN,-6.6250000E-002, 1.9470212E+000,NaN,NaN,NaN,NaN,NaN,NaN
-6.5000000E-002, 3.3501335E+000,NaN,NaN,-6.5000000E-002, 1.9175333E+000,NaN,NaN,NaN,NaN,NaN,NaN
-6.3750000E-002, 3.3390254E+000,NaN,NaN,-6.3750000E-002, 1.9282148E+000,NaN,NaN,NaN,NaN,NaN,NaN
-6.2500000E-002, 3.3127262E+000,NaN,NaN,-6.2500000E-002, 1.8958215E+000,NaN,NaN,NaN,NaN,NaN,NaN
-6.1250000E-002, 3.2864270E+000,NaN,NaN,-6.1250000E-002, 1.9055980E+000,NaN,NaN,NaN,NaN,NaN,NaN
-6.0000000E-002, 3.2419971E+000,NaN,NaN,-6.0000000E-002, 1.8836661E+000,NaN,NaN,NaN,NaN,NaN,NaN
-5.8750000E-002, 3.1975673E+000,NaN,NaN,-5.8750000E-002, 1.9064161E+000,NaN,NaN,NaN,NaN,NaN,NaN
-5.7500000E-002, 3.1355564E+000,NaN,NaN,-5.7500000E-002, 1.8891538E+000,NaN,NaN,NaN,NaN,NaN,NaN
-5.6250000E-002, 3.0735455E+000,NaN,NaN,-5.6250000E-002, 1.9199594E+000,NaN,NaN,NaN,NaN,NaN,NaN
-5.5000000E-002, 2.9964400E+000,NaN,NaN,-5.5000000E-002, 1.9075665E+000,NaN,NaN,NaN,NaN,NaN,NaN
-5.3750000E-002, 2.9193345E+000,NaN,NaN,-5.3750000E-002, 1.9463016E+000,NaN,NaN,NaN,NaN,NaN,NaN
-5.2500000E-002, 2.8264603E+000,NaN,NaN,-5.2500000E-002, 1.9370427E+000,NaN,NaN,NaN,NaN,NaN,NaN
-5.1250000E-002, 2.7335862E+000,NaN,NaN,-5.1250000E-002, 1.9830312E+000,NaN,NaN,NaN,NaN,NaN,NaN
-5.0000000E-002, 2.6325325E+000,NaN,NaN,-5.0000000E-002, 1.9707752E+000,NaN,NaN,NaN,NaN,NaN,NaN
-4.8750000E-002, 2.5314787E+000,NaN,NaN,-4.8750000E-002, 2.0190213E+000,NaN,NaN,NaN,NaN,NaN,NaN
-4.7500000E-002, 2.4082469E+000,NaN,NaN,-4.7500000E-002, 2.0087163E+000,NaN,NaN,NaN,NaN,NaN,NaN
-4.6250000E-002, 2.2850151E+000,NaN,NaN,-4.6250000E-002, 2.0633218E+000,NaN,NaN,NaN,NaN,NaN,NaN
-4.5000000E-002, 2.1476018E+000,NaN,NaN,-4.5000000E-002, 2.0511865E+000,NaN,NaN,NaN,NaN,NaN,NaN
-4.3750000E-002, 2.0101885E+000,NaN,NaN,-4.3750000E-002, 2.1074847E+000,NaN,NaN,NaN,NaN,NaN,NaN
-4.2500000E-002, 1.8457962E+000,NaN,NaN,-4.2500000E-002, 2.0921347E+000,NaN,NaN,NaN,NaN,NaN,NaN
-4.1250000E-002, 1.6814039E+000,NaN,NaN,-4.1250000E-002, 2.1522043E+000,NaN,NaN,NaN,NaN,NaN,NaN
-4.0000000E-002, 1.5033622E+000,NaN,NaN,-4.0000000E-002, 2.1274263E+000,NaN,NaN,NaN,NaN,NaN,NaN
-3.8750000E-002, 1.3253205E+000,NaN,NaN,-3.8750000E-002, 2.1794875E+000,NaN,NaN,NaN,NaN,NaN,NaN
-3.7500000E-002, 1.1127832E+000,NaN,NaN,-3.7500000E-002, 2.1531013E+000,NaN,NaN,NaN,NaN,NaN,NaN
-3.6250000E-002, 9.0024591E-001,NaN,NaN,-3.6250000E-002, 2.2084221E+000,NaN,NaN,NaN,NaN,NaN,NaN
-3.5000000E-002, 6.8807765E-001,NaN,NaN,-3.5000000E-002, 2.1587652E+000,NaN,NaN,NaN,NaN,NaN,NaN
-3.3750000E-002, 4.7590938E-001,NaN,NaN,-3.3750000E-002, 2.1875576E+000,NaN,NaN,NaN,NaN,NaN,NaN
-3.2500000E-002, 2.6511195E-001,NaN,NaN,-3.2500000E-002, 2.1128256E+000,NaN,NaN,NaN,NaN,NaN,NaN
-3.1250000E-002, 5.4314521E-002,NaN,NaN,-3.1250000E-002, 2.1169777E+000,NaN,NaN,NaN,NaN,NaN,NaN
-3.0000000E-002,-1.3684529E-001,NaN,NaN,-3.0000000E-002, 2.0151710E+000,NaN,NaN,NaN,NaN,NaN,NaN
-2.8750000E-002,-3.2800511E-001,NaN,NaN,-2.8750000E-002, 1.9896888E+000,NaN,NaN,NaN,NaN,NaN,NaN
-2.7500000E-002,-4.7305084E-001,NaN,NaN,-2.7500000E-002, 1.8620640E+000,NaN,NaN,NaN,NaN,NaN,NaN
-2.6250000E-002,-6.1809657E-001,NaN,NaN,-2.6250000E-002, 1.8033400E+000,NaN,NaN,NaN,NaN,NaN,NaN
-2.5000000E-002,-6.1809657E-001,NaN,NaN,-2.5000000E-002, 1.8033400E+000,NaN,NaN,NaN,NaN,NaN,NaN
-2.3750000E-002,-7.4148983E-001,NaN,NaN,-2.3750000E-002, 1.5501916E+000,NaN,NaN,NaN,NaN,NaN,NaN
-2.2500000E-002,-7.2688441E-001,NaN,NaN,-2.2500000E-002, 1.3645128E+000,NaN,NaN,NaN,NaN,NaN,NaN
-2.1250000E-002,-7.1227899E-001,NaN,NaN,-2.1250000E-002, 1.2472040E+000,NaN,NaN,NaN,NaN,NaN,NaN
-2.0000000E-002,-5.9258708E-001,NaN,NaN,-2.0000000E-002, 1.0195160E+000,NaN,NaN,NaN,NaN,NaN,NaN
-1.8750000E-002,-4.7289517E-001,NaN,NaN,-1.8750000E-002, 8.7425113E-001,NaN,NaN,NaN,NaN,NaN,NaN
-1.7500000E-002,-2.3644759E-001,NaN,NaN,-1.7500000E-002, 4.3712556E-001,NaN,NaN,NaN,NaN,NaN,NaN
-1.6250000E-002,-3.2551185E-015,NaN,NaN,-1.6250000E-002, 6.0178051E-015,NaN,NaN,NaN,NaN,NaN,NaN
-1.5000000E-002, 0.0000000E+000,NaN,NaN,-1.5000000E-002, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN
-1.3750000E-002, 0.0000000E+000,NaN,NaN,-1.3750000E-002, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN
-1.2500000E-002, 0.0000000E+000,NaN,NaN,-1.2500000E-002, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN
-1.1250000E-002, 0.0000000E+000,NaN,NaN,-1.1250000E-002, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN
-1.0000000E-002, 0.0000000E+000,NaN,NaN,-1.0000000E-002, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN
-8.7500000E-003, 0.0000000E+000,NaN,NaN,-8.7500000E-003, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN
-7.5000000E-003, 0.0000000E+000,NaN,NaN,-7.5000000E-003, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN
-6.2500000E-003, 0.0000000E+000,NaN,NaN,-6.2500000E-003, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN
-5.0000000E-003, 0.0000000E+000,NaN,NaN,-5.0000000E-003, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN
-3.7500000E-003, 0.0000000E+000,NaN,NaN,-3.7500000E-003, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN
-2.5000000E-003, 0.0000000E+000,NaN,NaN,-2.5000000E-003, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN
-1.2500000E-003, 0.0000000E+000,NaN,NaN,-1.2500000E-003, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN
 0.0000000E+000, 0.0000000E+000,NaN,NaN, 0.0000000E+000, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN
 1.2500000E-003, 0.0000000E+000,NaN,NaN, 1.2500000E-003, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN
 2.5000000E-003, 0.0000000E+000,NaN,NaN, 2.5000000E-003, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN
 3.7500000E-003, 0.0000000E+000,NaN,NaN, 3.7500000E-003, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN
 5.0000000E-003, 0.0000000E+000,NaN,NaN, 5.0000000E-003, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN
 6.2500000E-003, 0.0000000E+000,NaN,NaN, 6.2500000E-003, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN
 7.5000000E-003, 0.0000000E+000,NaN,NaN, 7.5000000E-003, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN
 8.7500000E-003, 0.0000000E+000,NaN,NaN, 8.7500000E-003, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN
 1.0000000E-002, 0.0000000E+000,NaN,NaN, 1.0000000E-002, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN
 1.1250000E-002, 0.0000000E+000,NaN,NaN, 1.1250000E-002, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN
 1.2500000E-002, 0.0000000E+000,NaN,NaN, 1.2500000E-002, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN
 1.3750000E-002, 0.0000000E+000,NaN,NaN, 1.3750000E-002, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN
 1.5000000E-002,-9.6747547E-016,NaN,NaN, 1.5000000E-002, 2.2614155E-015,NaN,NaN,NaN,NaN,NaN,NaN
 1.6250000E-002,-3.4859362E-001,NaN,NaN, 1.6250000E-002, 8.1475241E-001,NaN,NaN,NaN,NaN,NaN,NaN
 1.7500000E-002,-5.0489832E-001,NaN,NaN, 1.7500000E-002, 8.9912816E-001,NaN,NaN,NaN,NaN,NaN,NaN
 1.8750000E-002,-6.6120301E-001,NaN,NaN, 1.8750000E-002, 1.0714146E+000,NaN,NaN,NaN,NaN,NaN,NaN
 2.0000000E-002,-8.0687744E-001,NaN,NaN, 2.0000000E-002, 1.1027675E+000,NaN,NaN,NaN,NaN,NaN,NaN
 2.1250000E-002,-9.5255187E-001,NaN,NaN, 2.1250000E-002, 1.2155855E+000,NaN,NaN,NaN,NaN,NaN,NaN
 2.2500000E-002,-1.0890314E+000,NaN,NaN, 2.2500000E-002, 1.2272796E+000,NaN,NaN,NaN,NaN,NaN,NaN
 2.3750000E-002,-1.2255109E+000,NaN,NaN, 2.3750000E-002, 1.3165227E+000,NaN,NaN,NaN,NaN,NaN,NaN
 2.5000000E-002,-1.2255109E+000,NaN,NaN, 2.5000000E-002, 1.3165227E+000,NaN,NaN,NaN,NaN,NaN,NaN
 2.6250000E-002,-1.4569895E+000,NaN,NaN, 2.6250000E-002, 1.4131331E+000,NaN,NaN,NaN,NaN,NaN,NaN
 2.7500000E-002,-1.5661319E+000,NaN,NaN, 2.7500000E-002, 1.4022627E+000,NaN,NaN,NaN,NaN,NaN,NaN
 2.8750000E-002,-1.6752743E+000,NaN,NaN, 2.8750000E-002, 1.4628857E+000,NaN,NaN,NaN,NaN,NaN,NaN
 3.0000000E-002,-1.7858946E+000,NaN,NaN, 3.0000000E-002, 1.4457384E+000,NaN,NaN,NaN,NaN,NaN,NaN
 3.1250000E-002,-1.8965149E+000,NaN,NaN, 3.1250000E-002, 1.4982438E+000,NaN,NaN,NaN,NaN,NaN,NaN
 3.2500000E-002,-1.9899887E+000,NaN,NaN, 3.2500000E-002, 1.4898213E+000,NaN,NaN,NaN,NaN,NaN,NaN
 3.3750000E-002,-2.0834624E+000,NaN,NaN, 3.3750000E-002, 1.5488780E+000,NaN,NaN,NaN,NaN,NaN,NaN
 3.5000000E-002,-2.1751265E+000,NaN,NaN, 3.5000000E-002, 1.5333035E+000,NaN,NaN,NaN,NaN,NaN,NaN
 3.6250000E-002,-2.2667905E+000,NaN,NaN, 3.6250000E-002, 1.5825700E+000,NaN,NaN,NaN,NaN,NaN,NaN
 3.7500000E-002,-2.3570974E+000,NaN,NaN, 3.7500000E-002, 1.5634758E+000,NaN,NaN,NaN,NaN,NaN,NaN
 3.8750000E-002,-2.4474042E+000,NaN,NaN, 3.8750000E-002, 1.6079152E+000,NaN,NaN,NaN,NaN,NaN,NaN
 4.0000000E-002,-2.5187574E+000,NaN,NaN, 4.0000000E-002, 1.5908666E+000,NaN,NaN,NaN,NaN,NaN,NaN
 4.1250000E-002,-2.5901105E+000,NaN,NaN, 4.1250000E-002, 1.6393476E+000,NaN,NaN,NaN,NaN,NaN,NaN
 4.2500000E-002,-2.6615920E+000,NaN,NaN, 4.2500000E-002, 1.6102461E+000,NaN,NaN,NaN,NaN,NaN,NaN
 4.3750000E-002,-2.7330734E+000,NaN,NaN, 4.3750000E-002, 1.6482226E+000,NaN,NaN,NaN,NaN,NaN,NaN
 4.5000000E-002,-2.7926567E+000,NaN,NaN, 4.5000000E-002, 1.6182282E+000,NaN,NaN,NaN,NaN,NaN,NaN
 4.6250000E-002,-2.8522400E+000,NaN,NaN, 4.6250000E-002, 1.6598405E+000,NaN,NaN,NaN,NaN,NaN,NaN
 4.7500000E-002,-2.9038805E+000,NaN,NaN, 4.7500000E-002, 1.6349138E+000,NaN,NaN,NaN,NaN,NaN,NaN
 4.8750000E-002,-2.9555209E+000,NaN,NaN, 4.8750000E-002, 1.6778089E+000,NaN,NaN,NaN,NaN,NaN,NaN
 5.0000000E-002,-2.9956638E+000,NaN,NaN, 5.0000000E-002, 1.6542435E+000,NaN,NaN,NaN,NaN,NaN,NaN
 5.1250000E-002,-3.0358068E+000,NaN,NaN, 5.1250000E-002, 1.6969320E+000,NaN,NaN,NaN,NaN,NaN,NaN
 5.2500000E-002,-3.0577991E+000,NaN,NaN, 5.2500000E-002, 1.6740832E+000,NaN,NaN,NaN,NaN,NaN,NaN
 5.3750000E-002,-3.0797913E+000,NaN,NaN, 5.3750000E-002, 1.7149538E+000,NaN,NaN,NaN,NaN,NaN,NaN
 5.5000000E-002,-3.0967637E+000,NaN,NaN, 5.5000000E-002, 1.6870637E+000,NaN,NaN,NaN,NaN,NaN,NaN
 5.6250000E-002,-3.1137361E+000,NaN,NaN, 5.6250000E-002, 1.7234229E+000,NaN,NaN,NaN,NaN,NaN,NaN
 5.7500000E-002,-3.1207214E+000,NaN,NaN, 5.7500000E-002, 1.6948840E+000,NaN,NaN,NaN,NaN,NaN,NaN
 5.8750000E-002,-3.1277066E+000,NaN,NaN, 5.8750000E-002, 1.7299219E+000,NaN,NaN,NaN,NaN,NaN,NaN
 6.0000000E-002,-3.1217517E+000,NaN,NaN, 6.0000000E-002, 1.7029613E+000,NaN,NaN,NaN,NaN,NaN,NaN
 6.1250000E-002,-3.1157969E+000,NaN,NaN, 6.1250000E-002, 1.7391909E+000,NaN,NaN,NaN,NaN,NaN,NaN
 6.2500000E-002,-3.1071797E+000,NaN,NaN, 6.2500000E-002, 1.7105745E+000,NaN,NaN,NaN,NaN,NaN,NaN
 6.3750000E-002,-3.0985625E+000,NaN,NaN, 6.3750000E-002, 1.7437647E+000,NaN,NaN,NaN,NaN,NaN,NaN
 6.5000000E-002,-3.0782245E+000,NaN,NaN, 6.5000000E-002, 1.7219412E+000,NaN,NaN,NaN,NaN,NaN,NaN
 6.6250000E-002,-3.0578864E+000,NaN,NaN, 6.6250000E-002, 1.7603911E+000,NaN,NaN,NaN,NaN,NaN,NaN
 6.7500000E-002,-3.0299541E+000,NaN,NaN, 6.7500000E-002, 1.7394350E+000,NaN,NaN,NaN,NaN,NaN,NaN
 6.8750000E-002,-3.0020219E+000,NaN,NaN, 6.8750000E-002, 1.7818262E+000,NaN,NaN,NaN,NaN,NaN,NaN
 7.0000000E-002,-2.9661373E+000,NaN,NaN, 7.0000000E-002, 1.7631000E+000,NaN,NaN,NaN,NaN,NaN,NaN
 7.1250000E-002,-2.9302527E+000,NaN,NaN, 7.1250000E-002, 1.8045284E+000,NaN,NaN,NaN,NaN,NaN,NaN
 7.2500000E-002,-2.8920200E+000,NaN,NaN, 7.2500000E-002, 1.7829643E+000,NaN,NaN,NaN,NaN,NaN,NaN
 7.3750000E-002,-2.8537872E+000,NaN,NaN, 7.3750000E-002, 1.8229697E+000,NaN,NaN,NaN,NaN,NaN,NaN
 7.5000000E-002,-2.8537872E+000,NaN,NaN, 7.5000000E-002, 1.8229697E+000,NaN,NaN,NaN,NaN,NaN,NaN
 7.6250000E-002,-2.7689360E+000,NaN,NaN, 7.6250000E-002, 1.8415857E+000,NaN,NaN,NaN,NaN,NaN,NaN
 7.7500000E-002,-2.7221416E+000,NaN,NaN, 7.7500000E-002, 1.8176424E+000,NaN,NaN,NaN,NaN,NaN,NaN
 7.8750000E-002,-2.6753471E+000,NaN,NaN, 7.8750000E-002, 1.8529814E+000,NaN,NaN,NaN,NaN,NaN,NaN
 8.0000000E-002,-2.6176398E+000,NaN,NaN, 8.0000000E-002, 1.8313585E+000,NaN,NaN,NaN,NaN,NaN,NaN
 8.1250000E-002,-2.5599325E+000,NaN,NaN, 8.1250000E-002, 1.8691053E+000,NaN,NaN,NaN,NaN,NaN,NaN
 8.2500000E-002,-2.4966131E+000,NaN,NaN, 8.2500000E-002, 1.8404283E+000,NaN,NaN,NaN,NaN,NaN,NaN
