s,m/s,
 6.2001349E-001, 5.8988408E+000,-3.2744940E-002
 6.3001249E-001, 5.9646334E+000,-1.1080526E-002
 6.4000581E-001, 6.2219703E+000, 1.3687000E-002
 6.5002170E-001, 6.4426843E+000, 3.3245307E-002
 6.6000447E-001, 6.5815773E+000, 4.2017093E-002
 6.7002246E-001, 6.6331518E+000, 4.3517705E-002
 6.8000449E-001, 6.5505189E+000, 2.4450930E-002
 6.9002910E-001, 6.3210546E+000, 1.5951477E-003
 7.0002240E-001, 6.0944028E+000,-2.0543228E-002
 7.1006174E-001, 5.9621210E+000,-2.5322535E-002
 7.2003972E-001, 5.9418199E+000,-2.3805227E-002
 7.3004685E-001, 5.9902851E+000,-1.9670320E-002
 7.4002887E-001, 6.0022303E+000,-1.8658495E-002
 7.5002318E-001, 6.0704599E+000,-7.6492830E-003
 7.6001527E-001, 6.1747761E+000, 4.2938496E-003
 7.7001766E-001, 6.3327913E+000, 2.0386435E-002
 7.8002212E-001, 6.4363151E+000, 2.3603888E-002
 7.9003270E-001, 6.3950357E+000, 1.3903520E-002
 8.0002527E-001, 6.2662736E+000, 5.8917522E-004
 8.1000746E-001, 6.1588985E+000,-1.0980704E-002
 8.2004879E-001, 5.9976584E+000,-2.7840552E-002
 8.3001457E-001, 5.9065195E+000,-2.6263131E-002
 8.4003020E-001, 5.9879211E+000,-1.7336129E-002
 8.5000186E-001, 6.0444896E+000,-1.3461313E-002
 8.6000171E-001, 6.1422727E+000, 3.8730785E-003
 8.7003058E-001, 6.2998009E+000, 1.1612781E-002
 8.8001706E-001, 6.2811858E+000, 4.3494736E-003
 8.9000883E-001, 6.2070957E+000,-4.0490440E-003
 9.0001461E-001, 6.1024736E+000,-1.4523397E-002
 9.1001591E-001, 6.0346774E+000,-1.9675201E-002
 9.2002249E-001, 6.0347905E+000,-9.2119173E-003
 9.3003683E-001, 6.2017864E+000, 1.0489135E-002
 9.4003491E-001, 6.3795696E+000, 2.6701093E-002
 9.5003826E-001, 6.5443317E+000, 4.0888543E-002
 9.6004690E-001, 6.6819320E+000, 5.4776611E-002
 9.7003909E-001, 6.7166373E+000, 4.3932609E-002
 9.8002589E-001, 6.5483990E+000, 2.5559046E-002
 9.9001304E-001, 6.3247952E+000,-1.1184530E-003
 1.0000444E+000, 6.0660573E+000,-2.2718211E-002
 1.0100273E+000, 5.8943306E+000,-3.6160666E-002
 1.0200117E+000, 5.8349263E+000,-3.3836947E-002
 1.0300452E+000, 5.8897563E+000,-2.9198293E-002
 1.0400491E+000, 5.9696177E+000,-1.4421048E-002
 1.0500121E+000, 6.0976471E+000,-7.9400905E-003
 1.0600067E+000, 6.1515781E+000,-1.0190111E-003
 1.0700172E+000, 6.2125405E+000, 9.1743468E-004
 1.0800058E+000, 6.1903273E+000,-4.3410449E-003
 1.0900353E+000, 6.1233544E+000,-1.2107588E-002
 1.1000469E+000, 6.0461793E+000,-1.7441771E-002
 1.1100287E+000, 6.0173608E+000,-1.7227265E-002
 1.1200255E+000, 6.0461134E+000,-1.2812255E-002
 1.1300303E+000, 6.1005775E+000,-6.7458477E-003
 1.1400226E+000, 6.2331633E+000, 1.5175529E-002
 1.1500287E+000, 6.4436946E+000, 3.2847256E-002
 1.1600429E+000, 6.5802057E+000, 4.1611964E-002
 1.1700179E+000, 6.6534185E+000, 4.8228034E-002
 1.1800048E+000, 6.6431032E+000, 3.9371061E-002
 1.1900243E+000, 6.5201864E+000, 2.1218908E-002
 1.2000318E+000, 6.2166648E+000,-1.9625232E-002
 1.2100334E+000, 5.8407756E+000,-4.5185642E-002
 1.2200277E+000, 5.7051855E+000,-5.2781540E-002
 1.2300482E+000, 5.6691421E+000,-5.2879931E-002
 1.2400343E+000, 5.7588273E+000,-3.3701257E-002
 1.2500308E+000, 5.9920656E+000,-7.6041779E-003
 1.2600345E+000, 6.2580374E+000, 1.7184800E-002
 1.2700020E+000, 6.4919822E+000, 4.0854637E-002
 1.2800213E+000, 6.6898348E+000, 5.4534658E-002
 1.2900441E+000, 6.6709822E+000, 3.4361304E-002
 1.3000273E+000, 6.4631850E+000, 1.9370762E-002
 1.3100463E+000, 6.3160739E+000, 5.6553436E-003
 1.3200591E+000, 6.1826410E+000,-1.0251915E-002
 1.3300335E+000, 5.9966304E+000,-2.8966893E-002
 1.3400562E+000, 5.8959515E+000,-2.7936371E-002
 1.3500582E+000, 5.9772394E+000,-1.6932596E-002
 1.3600158E+000, 6.0851508E+000,-8.0517334E-003
 1.3700087E+000, 6.1527663E+000,-2.5113280E-003
 1.3800015E+000, 6.1898575E+000, 2.9859557E-003
 1.3900299E+000, 6.2555812E+000, 2.8036068E-003
 1.4000207E+000, 6.1795316E+000,-5.3776315E-003
 1.4100409E+000, 6.1085080E+000,-1.3930685E-002
 1.4200174E+000, 6.0512357E+000,-1.1512642E-002
 1.4300076E+000, 6.1137464E+000,-1.0082704E-002
 1.4400015E+000, 6.1147575E+000,-2.8379293E-003
 1.4500252E+000, 6.2576996E+000, 1.0807801E-002
 1.4600143E+000, 6.3446298E+000, 1.5417811E-002
 1.4700049E+000, 6.3223967E+000, 1.0035472E-002
 1.4800386E+000, 6.2917991E+000, 6.7014315E-003
 1.4900107E+000, 6.2977588E+000, 1.2148233E-002
 1.5000482E+000, 6.3027296E+000, 7.9184005E-003
 1.5100113E+000, 6.2436558E+000,-1.9339629E-003
 1.5200273E+000, 6.0980936E+000,-1.6136980E-002
 1.5300001E+000, 6.0570263E+000,-1.0209239E-002
 1.5400397E+000, 6.1450777E+000,-2.3739030E-004
 1.5500454E+000, 6.2181705E+000, 1.6058338E-003
 1.5600200E+000, 6.1971824E+000, 1.5292595E-003
 1.5700125E+000, 6.2364883E+000, 6.9006438E-003
 1.5800280E+000, 6.3292303E+000, 1.8983209E-002
 1.5900223E+000, 6.4133642E+000, 1.8953138E-002
 1.6000321E+000, 6.3315006E+000, 8.1691686E-003
 1.6100351E+000, 6.2916714E+000, 9.5395862E-003
 1.6200328E+000, 6.2581656E+000, 4.0054797E-003
 1.6300480E+000, 6.1696332E+000,-1.0895940E-002
 1.6400412E+000, 6.0371347E+000,-1.8745429E-002
 1.6500003E+000, 6.0241099E+000,-1.4386186E-002
 1.6600121E+000, 6.0659272E+000,-1.2553009E-002
 1.6700057E+000, 6.0890679E+000,-9.3201619E-003
 1.6800509E+000, 6.1143924E+000,-3.3666080E-003
 1.6900345E+000, 6.2366963E+000, 8.4833684E-003
 1.7000394E+000, 6.3064982E+000, 1.0781965E-002
 1.7100213E+000, 6.2697561E+000,-1.7439353E-003
 1.7200030E+000, 6.0864992E+000,-1.6643628E-002
 1.7300179E+000, 6.0275676E+000,-1.5513672E-002
 1.7400300E+000, 6.0813734E+000,-9.6432316E-003
 1.7500343E+000, 6.0890181E+000,-9.5740039E-003
 1.7600505E+000, 6.1739028E+000, 4.0982222E-003
 1.7700046E+000, 6.2850510E+000, 1.3747036E-002
 1.7800084E+000, 6.3874757E+000, 1.7903128E-002
 1.7900001E+000, 6.3248878E+000, 8.3310764E-003
 1.8000226E+000, 6.2263626E+000,-2.4727585E-003
 1.8100154E+000, 6.1528810E+000,-1.5335805E-003
 1.8200011E+000, 6.2347009E+000, 4.1432232E-003
 1.8300149E+000, 6.2305026E+000, 3.4917072E-003
 1.8400046E+000, 6.2557919E+000, 6.2717287E-003
 1.8500195E+000, 6.2375094E+000, 3.3307573E-004
 1.8600094E+000, 6.1639159E+000,-8.2691277E-003
 1.8700032E+000, 6.0853802E+000,-1.2479518E-002
 1.8800356E+000, 6.0671956E+000,-1.5103430E-002
 1.8900270E+000, 6.0408364E+000,-1.4097355E-002
 1.9000238E+000, 6.1135718E+000,-1.1761572E-003
 1.9100403E+000, 6.2898615E+000, 2.0893017E-002
 1.9200146E+000, 6.4772432E+000, 3.2488504E-002
 1.9300571E+000, 6.5579351E+000, 3.9473536E-002
 1.9400062E+000, 6.5511117E+000, 2.6651742E-002
 1.9500046E+000, 6.3255708E+000,-1.5977223E-003
 1.9600211E+000, 6.0803299E+000,-1.8495523E-002
 1.9700486E+000, 5.9573323E+000,-3.0380327E-002
 1.9800156E+000, 5.8720828E+000,-3.4901241E-002
 1.9900319E+000, 5.8469639E+000,-2.9788914E-002
 2.0000306E+000, 6.0101126E+000,-9.5509464E-003
 2.0100412E+000, 6.1946909E+000, 6.9961153E-003
 2.0200259E+000, 6.3281854E+000, 1.6484851E-002
 2.0300499E+000, 6.3868675E+000, 2.4645661E-002
 2.0400037E+000, 6.4886750E+000, 2.8081516E-002
 2.0500295E+000, 6.3746798E+000, 6.8859508E-003
 2.0600203E+000, 6.2234458E+000,-5.3801866E-003
 2.0700230E+000, 6.0467691E+000,-2.4232025E-002
 2.0800545E+000, 5.9597029E+000,-2.1484164E-002
 2.0900125E+000, 6.0060788E+000,-2.0485700E-002
 2.1000518E+000, 5.9804042E+000,-2.0231091E-002
 2.1100141E+000, 6.1020165E+000, 8.0462576E-004
 2.1200212E+000, 6.2657803E+000, 1.0998490E-002
 2.1300148E+000, 6.3290493E+000, 1.1902445E-002
 2.1400443E+000, 6.3043806E+000, 1.2570294E-002
 2.1500415E+000, 6.3856414E+000, 2.2627518E-002
 2.1600123E+000, 6.3936486E+000, 1.4155468E-002
 2.1700104E+000, 6.2930785E+000, 3.1430786E-003
 2.1800236E+000, 6.1924814E+000, 9.2123497E-004
 2.1900448E+000, 6.2931709E+000, 1.2877674E-002
 2.2000233E+000, 6.2934493E+000, 4.0666062E-003
 2.2100276E+000, 6.1932985E+000,-4.1146675E-003
 2.2200106E+000, 6.1308360E+000,-5.8980170E-003
 2.2300461E+000, 6.1978248E+000, 3.7188798E-003
 2.2400382E+000, 6.2386096E+000, 3.3682344E-003
 2.2500010E+000, 6.2602653E+000, 6.2058035E-003
 2.2600468E+000, 6.2158670E+000,-3.0468490E-003
 2.2700024E+000, 6.1752356E+000,-1.7055178E-003
 2.2800354E+000, 6.1614373E+000,-5.8380785E-003
 2.2900624E+000, 6.1461204E+000,-5.3095264E-003
 2.3000524E+000, 6.1216381E+000,-1.1041371E-002
 2.3100151E+000, 6.0499923E+000,-2.0316771E-002
 2.3200338E+000, 5.9363809E+000,-2.7978912E-002
 2.3300306E+000, 5.9860544E+000,-1.4781431E-002
 2.3400468E+000, 6.1219519E+000, 5.1733900E-004
 2.3500376E+000, 6.2946105E+000, 1.5289126E-002
 2.3600251E+000, 6.4096310E+000, 2.9257119E-002
 2.3700505E+000, 6.5595931E+000, 4.0310366E-002
 2.3800391E+000, 6.5788140E+000, 3.2798391E-002
 2.3900054E+000, 6.4730783E+000, 2.3250244E-002
 2.4000497E+000, 6.3744706E+000, 1.0830203E-002
 2.4100460E+000, 6.2630350E+000, 1.5853701E-003
 2.4200231E+000, 6.1302220E+000,-1.5701955E-002
 2.4300080E+000, 5.9972771E+000,-2.2129323E-002
 2.4400152E+000, 5.9455032E+000,-3.0642114E-002
 2.4500096E+000, 5.8623639E+000,-3.4459396E-002
 2.4600010E+000, 5.8848014E+000,-2.9059702E-002
 2.4700359E+000, 5.9455017E+000,-1.8913537E-002
 2.4800398E+000, 6.1036093E+000, 1.6313098E-005
 2.4900091E+000, 6.2923208E+000, 1.6109066E-002
 2.5000388E+000, 6.4174998E+000, 2.5979004E-002
 2.5100062E+000, 6.4316509E+000, 1.7180731E-002
 2.5200035E+000, 6.2937824E+000, 5.0118391E-003
 2.5300238E+000, 6.2340567E+000, 1.9168869E-003
 2.5400480E+000, 6.1949693E+000,-1.9936457E-003
 2.5500198E+000, 6.1735853E+000,-3.4979881E-003
 2.5600157E+000, 6.2018079E+000, 4.9307359E-003
 2.5700137E+000, 6.2223075E+000,-4.1838567E-003
 2.5800116E+000, 6.0774169E+000,-1.8170280E-002
 2.5900542E+000, 6.0446394E+000,-1.1158876E-002
 2.6000570E+000, 6.1502713E+000, 1.4965381E-003
 2.6100290E+000, 6.2700289E+000, 1.2093728E-002
 2.6200424E+000, 6.3114746E+000, 6.8405168E-003
 2.6300525E+000, 6.2613769E+000, 8.6460500E-003
 2.6400555E+000, 6.3132717E+000, 1.3236159E-002
 2.6500305E+000, 6.3141876E+000, 4.7023004E-003
 2.6600318E+000, 6.1430167E+000,-9.8493192E-003
 2.6700272E+000, 6.1042452E+000,-8.4979437E-003
 2.6800357E+000, 6.1050626E+000,-1.3916042E-002
 2.6900018E+000, 5.9995348E+000,-2.3406926E-002
 2.7000313E+000, 6.0168253E+000,-9.4510387E-003
 2.7100005E+000, 6.1293648E+000,-7.4415706E-003
 2.7200064E+000, 6.1638106E+000, 1.1390405E-003
 2.7300437E+000, 6.2654117E+000, 1.2544673E-002
 2.7400377E+000, 6.4155719E+000, 3.1575141E-002
 2.7500145E+000, 6.5567379E+000, 3.6927919E-002
 2.7600041E+000, 6.5717245E+000, 3.4994032E-002
 2.7700119E+000, 6.4891135E+000, 2.4574574E-002
 2.7800080E+000, 6.4101938E+000, 1.6331994E-002
 2.7900526E+000, 6.2803128E+000,-1.3674726E-003
 2.8000059E+000, 6.0906765E+000,-2.1100173E-002
 2.8100086E+000, 5.9138166E+000,-3.2297797E-002
 2.8200127E+000, 5.9000403E+000,-2.5392408E-002
 2.8300117E+000, 6.0067626E+000,-1.3583053E-002
 2.8400503E+000, 6.1279917E+000,-1.6880080E-003
 2.8500431E+000, 6.2121187E+000, 2.3525171E-003
 2.8600114E+000, 6.1931857E+000,-3.9536981E-003
 2.8700481E+000, 6.1608894E+000,-3.5461873E-003
 2.8800089E+000, 6.1736782E+000,-7.2671649E-004
 2.8900061E+000, 6.1983649E+000,-3.7948520E-003
 2.9000294E+000, 6.1217360E+000,-1.2945343E-002
 2.9100045E+000, 6.0491560E+000,-1.3457574E-002
 2.9200583E+000, 6.1285128E+000,-4.7197046E-004
 2.9300330E+000, 6.2296335E+000, 7.8714732E-003
 2.9400316E+000, 6.3334911E+000, 1.3377193E-002
 2.9500403E+000, 6.2633016E+000, 5.5715693E-004
 2.9600350E+000, 6.2319190E+000, 6.0181503E-003
 2.9700191E+000, 6.2780082E+000, 8.1571201E-003
 2.9800121E+000, 6.2371639E+000,-3.2277286E-003
 2.9900119E+000, 6.1289264E+000,-6.6160286E-003
 3.0000175E+000, 6.1232763E+000,-9.8790346E-003
 3.0100213E+000, 6.0798200E+000,-1.5815501E-002
 3.0200184E+000, 6.0074990E+000,-1.6517326E-002
 3.0300490E+000, 6.1360995E+000, 2.2675050E-003
 3.0400042E+000, 6.2652574E+000, 5.5407564E-003
 3.0500414E+000, 6.2308611E+000, 5.0083839E-003
 3.0600550E+000, 6.3309281E+000, 1.8932302E-002
 3.0700338E+000, 6.3800355E+000, 1.4969478E-002
 3.0800456E+000, 6.2891602E+000, 2.9119307E-003
 3.0900156E+000, 6.2358633E+000, 6.6970831E-003
 3.1000442E+000, 6.2035398E+000,-9.3028520E-003
 3.1100474E+000, 6.0375985E+000,-1.9197577E-002
 3.1200208E+000, 6.0271665E+000,-1.3014796E-002
 3.1300303E+000, 6.1278126E+000,-1.1184189E-003
 3.1400118E+000, 6.2471184E+000, 8.6529159E-003
 3.1500198E+000, 6.3442270E+000, 1.9872809E-002
 3.1600430E+000, 6.4113607E+000, 2.1950235E-002
 3.1700298E+000, 6.3993969E+000, 1.7380795E-002
 3.1800143E+000, 6.3134284E+000, 6.0764758E-003
 3.1900175E+000, 6.2311897E+000,-1.8682362E-003
 3.2000421E+000, 6.1092044E+000,-1.5362987E-002
 3.2100559E+000, 6.0022707E+000,-2.3040798E-002
 3.2200279E+000, 5.9570484E+000,-2.2173829E-002
 3.2300175E+000, 6.0633457E+000,-6.6061148E-003
 3.2400487E+000, 6.1589570E+000,-4.0095193E-003
 3.2500445E+000, 6.1764705E+000, 1.9079337E-003
 3.2600101E+000, 6.2401287E+000, 1.4469688E-003
 3.2700122E+000, 6.1757344E+000,-3.4180782E-003
 3.2800072E+000, 6.2028018E+000,-4.2500299E-004
 3.2900097E+000, 6.1340149E+000,-1.5181359E-002
 3.3000289E+000, 6.0010016E+000,-2.0879205E-002
 3.3100225E+000, 6.0346136E+000,-9.9154010E-003
 3.3200065E+000, 6.1552857E+000,-2.2574072E-003
 3.3300345E+000, 6.2190643E+000, 5.2775809E-003
 3.3400034E+000, 6.2183206E+000,-1.8014133E-003
 3.3500403E+000, 6.2702693E+000, 1.8395617E-002
 3.3600288E+000, 6.4447261E+000, 2.6679082E-002
 3.3700119E+000, 6.4801099E+000, 3.2605969E-002
 3.3800410E+000, 6.5176727E+000, 2.7469083E-002
 3.3900265E+000, 6.3932032E+000, 1.1265331E-002
 3.4000239E+000, 6.2562158E+000, 1.5469554E-003
 3.4100164E+000, 6.1819037E+000,-5.5886481E-003
 3.4200284E+000, 6.0644810E+000,-2.2994077E-002
 3.4300325E+000, 5.8560596E+000,-4.5909683E-002
 3.4400533E+000, 5.6811327E+000,-5.2483959E-002
 3.4500388E+000, 5.7650163E+000,-2.8458723E-002
 3.4600123E+000, 6.0888660E+000, 2.1463714E-003
 3.4700436E+000, 6.3204601E+000, 2.3391921E-002
 3.4800274E+000, 6.5423601E+000, 3.8105910E-002
 3.4900004E+000, 6.5544923E+000, 3.6263296E-002
 3.5000411E+000, 6.5570162E+000, 3.0122495E-002
 3.5100239E+000, 6.3843058E+000, 9.1454078E-003
 3.5200286E+000, 6.2203424E+000,-5.5848412E-003
 3.5300207E+000, 6.0876094E+000,-1.5315252E-002
 3.5400240E+000, 6.0438795E+000,-1.8690424E-002
 3.5500246E+000, 5.9518265E+000,-2.8503930E-002
 3.5600458E+000, 5.9620234E+000,-1.4071975E-002
 3.5700139E+000, 6.1687405E+000, 6.3547434E-003
 3.5800433E+000, 6.2812924E+000, 7.9800926E-003
 3.5900551E+000, 6.2969275E+000, 1.3611182E-002
 3.6000241E+000, 6.4085480E+000, 2.7071797E-002
 3.6100136E+000, 6.4543226E+000, 2.1258332E-002
 3.6200472E+000, 6.2990889E+000,-1.1240673E-003
 3.6300203E+000, 6.1608513E+000,-4.7719033E-003
 3.6400327E+000, 6.1342188E+000,-1.1053206E-002
 3.6500352E+000, 6.0453257E+000,-1.7362450E-002
 3.6600423E+000, 6.0602479E+000,-7.7697823E-003
 3.6700222E+000, 6.1334048E+000,-1.1178950E-002
 3.6800161E+000, 6.0640849E+000,-1.2554217E-002
 3.6900236E+000, 6.1379133E+000, 7.2217100E-004
 3.7000033E+000, 6.2576325E+000, 8.8561620E-003
 3.7100292E+000, 6.3029098E+000, 1.1077979E-002
 3.7200376E+000, 6.2934214E+000, 7.9504359E-003
 3.7300019E+000, 6.2823012E+000, 1.0965633E-002
 3.7400017E+000, 6.3415972E+000, 1.2203557E-002
 3.7500227E+000, 6.2755084E+000, 2.5358101E-003
 3.7600464E+000, 6.2188486E+000, 3.7165825E-004
 3.7700117E+000, 6.1400303E+000,-1.0169355E-002
 3.7800465E+000, 6.1116521E+000,-3.3611343E-003
 3.7900222E+000, 6.1701035E+000,-5.8754903E-003
 3.8000493E+000, 6.1007828E+000,-1.0878852E-002
 3.8100081E+000, 6.1398502E+000, 5.9057119E-004
 3.8200350E+000, 6.2450382E+000, 6.8191764E-003
 3.8300417E+000, 6.2767390E+000, 9.8313780E-003
 3.8400232E+000, 6.2958070E+000, 7.0080971E-003
 3.8500176E+000, 6.2582122E+000, 8.2695499E-003
 3.8600137E+000, 6.2970399E+000, 8.5490333E-003
 3.8700214E+000, 6.2729492E+000, 1.0973417E-002
 3.8800249E+000, 6.3323773E+000, 1.2577895E-002
 3.8900316E+000, 6.2539731E+000,-4.6917763E-003
 3.9000126E+000, 6.0754650E+000,-1.5344951E-002
 3.9100203E+000, 6.0592847E+000,-1.5586946E-002
 3.9200324E+000, 5.9900472E+000,-2.6882891E-002
 3.9300407E+000, 5.9067318E+000,-2.7569872E-002
 3.9400515E+000, 6.0253373E+000,-5.9316203E-003
 3.9500265E+000, 6.2670602E+000, 1.5670164E-002
 3.9600060E+000, 6.3632237E+000, 1.8008494E-002
 3.9700176E+000, 6.4038318E+000, 2.1037532E-002
 3.9800336E+000, 6.3633681E+000, 9.8846741E-003
 3.9900421E+000, 6.2530836E+000, 3.1308497E-003
 4.0000146E+000, 6.2478821E+000, 7.1221706E-003
 4.0100308E+000, 6.2870728E+000, 7.9534547E-003
 4.0200036E+000, 6.2605718E+000, 3.9570475E-003
 4.0300033E+000, 6.1723653E+000,-9.1035553E-003
 4.0400444E+000, 6.0959829E+000,-1.0715729E-002
 4.0500354E+000, 6.1204976E+000,-5.6935094E-003
 4.0600493E+000, 6.1176688E+000,-1.2168674E-002
 4.0700044E+000, 6.0305966E+000,-2.2309006E-002
 4.0800347E+000, 5.9779484E+000,-1.7807154E-002
 4.0900139E+000, 6.0806273E+000,-7.2695254E-003
 4.1000356E+000, 6.1830493E+000, 2.8192528E-003
 4.1100319E+000, 6.2908853E+000, 1.5841733E-002
 4.1200385E+000, 6.4000746E+000, 2.1157945E-002
 4.1300420E+000, 6.3503431E+000, 1.1669839E-002
 4.1400453E+000, 6.2621686E+000,-2.0491781E-003
 4.1500020E+000, 6.1259215E+000,-1.1225957E-002
 4.1600154E+000, 6.0812451E+000,-1.1372318E-002
 4.1700235E+000, 6.1000760E+000,-7.7071321E-003
 4.1800277E+000, 6.1419841E+000,-3.8043131E-003
 4.1900185E+000, 6.2145668E+000, 7.2144250E-003
 4.2000253E+000, 6.3527001E+000, 2.1504215E-002
 4.2100090E+000, 6.4497587E+000, 2.4005519E-002
 4.2200201E+000, 6.3642701E+000, 9.1723786E-003
 4.2300407E+000, 6.2870251E+000, 6.8083272E-003
 4.2400333E+000, 6.2001015E+000,-6.3391636E-003
 4.2500173E+000, 6.0920192E+000,-1.4585986E-002
 4.2600315E+000, 6.0609487E+000,-1.4364602E-002
 4.2700189E+000, 6.0096272E+000,-2.2689882E-002
 4.2800100E+000, 5.9931561E+000,-1.6922862E-002
 4.2900376E+000, 6.0644401E+000,-7.6688418E-003
 4.3000384E+000, 6.2021492E+000, 4.6736734E-003
 4.3100249E+000, 6.2492245E+000, 4.1927021E-003
 4.3200022E+000, 6.2297872E+000, 1.1271717E-003
 4.3300343E+000, 6.2065875E+000, 4.2291065E-003
 4.3400166E+000, 6.2544613E+000, 6.0445901E-003
 4.3500080E+000, 6.2791483E+000, 6.7265616E-003
 4.3600136E+000, 6.2462492E+000, 3.4807298E-003
 4.3700089E+000, 6.2469220E+000, 7.4301800E-003
 4.3800048E+000, 6.3345020E+000, 1.6167690E-002
 4.3900211E+000, 6.3174693E+000, 6.7460364E-003
 4.4000174E+000, 6.2573567E+000, 6.8087629E-003
 4.4100365E+000, 6.2893638E+000, 7.0723873E-003
 4.4200349E+000, 6.2149068E+000,-4.4683284E-003
 4.4300294E+000, 6.1093681E+000,-1.1276798E-002
 4.4400306E+000, 6.0775010E+000,-1.1633487E-002
 4.4500280E+000, 6.1200922E+000,-4.5412741E-003
 4.4600441E+000, 6.1588289E+000,-3.5873817E-003
 4.4700011E+000, 6.1534590E+000,-7.0576999E-003
 4.4800394E+000, 6.1165674E+000,-7.8258829E-003
 4.4900194E+000, 6.1095863E+000,-1.2221299E-002
 4.5000221E+000, 6.0823000E+000,-5.0916264E-003
 4.5100482E+000, 6.2407687E+000, 1.2546024E-002
 4.5200174E+000, 6.3443325E+000, 1.2497916E-002
 4.5300438E+000, 6.3090131E+000, 1.2250735E-002
 4.5400120E+000, 6.3344627E+000, 1.3964743E-002
 4.5500496E+000, 6.3137544E+000, 6.3627698E-003
 4.5600242E+000, 6.2528335E+000, 8.0064831E-003
 4.5700611E+000, 6.3001366E+000, 1.0624294E-002
 4.5800066E+000, 6.2577762E+000,-1.8764274E-003
 4.5900060E+000, 6.1145092E+000,-1.1553904E-002
 4.6000046E+000, 6.0715438E+000,-1.3330467E-002
 4.6100097E+000, 6.0636719E+000,-1.6143398E-002
 4.6200468E+000, 6.0364771E+000,-1.3190418E-002
 4.6300090E+000, 6.1400740E+000, 1.4831525E-003
 4.6400023E+000, 6.2577847E+000, 7.8353272E-003
