m,m/s,m,m/s,m,m/s,m,m/s,m,m/s,m,m/s
u_strm_bot-x,u_strm_bot,u_strm_rib-x,u_strm_rib,urms_strm_bot-x,urms_strm_bot,urms_strm_rib-x,urms_strm_rib,u_prof_rib-z,u_prof_rib,urms_prof_rib-z,urms_prof_rib
-1.2500000E-001, 2.3500724E+000,-1.5000000E-002, 9.0373719E+000,-1.2500000E-001, 1.9994844E+000,-1.5000000E-002, 2.1787500E+000, 3.0000000E-002,-2.0620528E+000, 3.0000000E-002, 2.8762007E+000
-1.2437500E-001, 2.3500724E+000,-1.4375000E-002, 9.1741463E+000,-1.2437500E-001, 1.9994844E+000,-1.4375000E-002, 2.7169648E+000, 3.0729167E-002,-1.8657637E+000, 3.0729167E-002, 2.8638070E+000
-1.2375000E-001, 2.3683905E+000,-1.3750000E-002, 8.6305660E+000,-1.2375000E-001, 1.9868007E+000,-1.3750000E-002, 3.1570054E+000, 3.1458333E-002,-4.9174030E-001, 3.1458333E-002, 3.2443654E+000
-1.2312500E-001, 2.3867086E+000,-1.3125000E-002, 8.0869858E+000,-1.2312500E-001, 2.0021773E+000,-1.3125000E-002, 3.7998867E+000, 3.2187500E-002, 8.6892628E-001, 3.2187500E-002, 3.7736681E+000
-1.2250000E-001, 2.4038882E+000,-1.2500000E-002, 7.3356775E+000,-1.2250000E-001, 1.9903713E+000,-1.2500000E-002, 4.0400194E+000, 3.2916667E-002, 2.2117837E+000, 3.2916667E-002, 4.2809034E+000
-1.2187500E-001, 2.4210679E+000,-1.1875000E-002, 6.5843693E+000,-1.2187500E-001, 2.0060376E+000,-1.1875000E-002, 4.4814578E+000, 3.3645833E-002, 3.4917132E+000, 3.3645833E-002, 4.4548753E+000
-1.2125000E-001, 2.4378120E+000,-1.1250000E-002, 5.9376051E+000,-1.2125000E-001, 1.9950642E+000,-1.1250000E-002, 4.5012738E+000, 3.4375000E-002, 4.7464716E+000, 3.4375000E-002, 4.8169969E+000
-1.2062500E-001, 2.4545561E+000,-1.0625000E-002, 5.2908408E+000,-1.2062500E-001, 2.0108840E+000,-1.0625000E-002, 4.7189891E+000, 3.5104167E-002, 5.9085820E+000, 3.5104167E-002, 4.5555044E+000
-1.2000000E-001, 2.4713452E+000,-1.0000000E-002, 4.7907048E+000,-1.2000000E-001, 1.9964592E+000,-1.0000000E-002, 4.6484098E+000, 3.5833333E-002, 7.0084440E+000, 3.5833333E-002, 4.5093098E+000
-1.1937500E-001, 2.4881343E+000,-9.3750000E-003, 4.2905688E+000,-1.1937500E-001, 2.0090699E+000,-9.3750000E-003, 4.7695263E+000, 3.6562500E-002, 7.9526852E+000, 3.6562500E-002, 4.2217844E+000
-1.1875000E-001, 2.5059536E+000,-8.7500000E-003, 3.9345021E+000,-1.1875000E-001, 1.9939276E+000,-8.7500000E-003, 4.6620052E+000, 3.7291667E-002, 8.7419410E+000, 3.7291667E-002, 3.9353109E+000
-1.1812500E-001, 2.5237728E+000,-8.1250000E-003, 3.5784354E+000,-1.1812500E-001, 2.0050032E+000,-8.1250000E-003, 4.7269878E+000, 3.8020833E-002, 9.4149579E+000, 3.8020833E-002, 3.6789385E+000
-1.1750000E-001, 2.5458985E+000,-7.5000000E-003, 3.3395737E+000,-1.1750000E-001, 1.9851380E+000,-7.5000000E-003, 4.6185179E+000, 3.8750000E-002, 9.8790030E+000, 3.8750000E-002, 3.2866813E+000
-1.1687500E-001, 2.5680241E+000,-6.8750000E-003, 3.1007120E+000,-1.1687500E-001, 1.9916691E+000,-6.8750000E-003, 4.6575920E+000, 3.9479167E-002, 1.0279774E+001, 3.9479167E-002, 3.0431038E+000
-1.1625000E-001, 2.5874125E+000,-6.2500000E-003, 2.9372461E+000,-1.1625000E-001, 1.9756203E+000,-6.2500000E-003, 4.5632056E+000, 4.0208333E-002, 1.0509868E+001, 4.0208333E-002, 2.7428094E+000
-1.1562500E-001, 2.6068009E+000,-5.6250000E-003, 2.7737801E+000,-1.1562500E-001, 1.9865349E+000,-5.6250000E-003, 4.5941230E+000, 4.0937500E-002, 1.0691544E+001, 4.0937500E-002, 2.5368983E+000
-1.1500000E-001, 2.6256856E+000,-5.0000000E-003, 2.6577231E+000,-1.1500000E-001, 1.9716161E+000,-5.0000000E-003, 4.5123318E+000, 4.1666667E-002, 1.0808664E+001, 4.1666667E-002, 2.3359270E+000
-1.1437500E-001, 2.6445702E+000,-4.3750000E-003, 2.5416661E+000,-1.1437500E-001, 1.9831942E+000,-4.3750000E-003, 4.5429693E+000, 4.2395833E-002, 1.0875144E+001, 4.2395833E-002, 2.1496619E+000
-1.1375000E-001, 2.6621333E+000,-3.7500000E-003, 2.4692344E+000,-1.1375000E-001, 1.9708064E+000,-3.7500000E-003, 4.4698445E+000, 4.3125000E-002, 1.0921370E+001, 4.3125000E-002, 2.0479918E+000
-1.1312500E-001, 2.6796965E+000,-3.1250000E-003, 2.3968027E+000,-1.1312500E-001, 1.9851631E+000,-3.1250000E-003, 4.5015009E+000, 4.3854167E-002, 1.0925722E+001, 4.3854167E-002, 1.8932419E+000
