s,m/s,
Time,Ub,FORCE X
 4.6200669E+000, 6.1360440E+000,-2.4536753E-003
 4.6300201E+000, 6.2129864E+000, 5.4418861E-003
 4.6400031E+000, 6.3026290E+000, 1.3287955E-002
 4.6500803E+000, 6.3585386E+000, 1.8325873E-002
 4.6600387E+000, 6.3657469E+000, 1.3677183E-002
 4.6700208E+000, 6.2901325E+000, 5.4557206E-003
 4.6801147E+000, 6.2403807E+000, 2.3785212E-003
 4.6900468E+000, 6.1591613E+000,-1.0171647E-002
 4.7001044E+000, 6.0508996E+000,-1.7790714E-002
 4.7100233E+000, 6.0440706E+000,-1.6575834E-002
 4.7200468E+000, 5.9632946E+000,-2.7253278E-002
 4.7300890E+000, 5.9456351E+000,-2.5771828E-002
 4.7400198E+000, 5.9568501E+000,-2.2639045E-002
 4.7500566E+000, 6.0199408E+000,-1.3293827E-002
 4.7600270E+000, 6.1527967E+000, 4.0806999E-003
 4.7701253E+000, 6.3303645E+000, 2.3826351E-002
 4.7800370E+000, 6.5052512E+000, 3.3449705E-002
 4.7900753E+000, 6.5171986E+000, 3.1900420E-002
 4.8001135E+000, 6.5643829E+000, 4.0016157E-002
 4.8100326E+000, 6.5768093E+000, 3.2953775E-002
 4.8200549E+000, 6.4479724E+000, 1.6903952E-002
 4.8301114E+000, 6.3209966E+000, 1.0511744E-002
 4.8400104E+000, 6.2971896E+000, 1.0285391E-002
 4.8500332E+000, 6.3281741E+000, 1.0759582E-002
 4.8600560E+000, 6.2250336E+000,-4.9254916E-003
 4.8700153E+000, 6.0844325E+000,-1.5494379E-002
 4.8800358E+000, 6.0193777E+000,-2.0146362E-002
 4.8900564E+000, 5.9553957E+000,-2.7382355E-002
 4.9000770E+000, 5.9122947E+000,-2.9102383E-002
 4.9100865E+000, 5.9484929E+000,-2.1374934E-002
 4.9200891E+000, 6.0577710E+000,-8.2289712E-003
 4.9300718E+000, 6.1802516E+000, 3.0192379E-003
 4.9400546E+000, 6.2483143E+000, 6.2004209E-003
 4.9500029E+000, 6.2634330E+000, 5.3834041E-003
 4.9600591E+000, 6.2532122E+000, 3.1359816E-003
 4.9700681E+000, 6.2285134E+000, 1.8606879E-003
 4.9800679E+000, 6.1434949E+000,-1.2992018E-002
 4.9900697E+000, 6.1027794E+000,-4.2555192E-003
 5.0000070E+000, 6.2057514E+000, 4.6810295E-003
 5.0101222E+000, 6.2405866E+000, 1.0172489E-003
 5.0201177E+000, 6.1284474E+000,-1.3635809E-002
 5.0301084E+000, 6.0406656E+000,-1.6274708E-002
 5.0400205E+000, 6.0563632E+000,-1.4256860E-002
 5.0500952E+000, 6.0432768E+000,-1.5204743E-002
 5.0600753E+000, 6.1123184E+000,-4.2789086E-003
 5.0700045E+000, 6.1462949E+000,-5.8400422E-003
 5.0801041E+000, 6.2033876E+000, 5.5479682E-003
 5.0901124E+000, 6.2631069E+000, 6.7174828E-003
 5.1000712E+000, 6.2864290E+000, 1.1171518E-002
 5.1101113E+000, 6.3235013E+000, 1.2126977E-002
 5.1200479E+000, 6.3096931E+000, 9.5575886E-003
 5.1300666E+000, 6.2816754E+000, 1.0529912E-002
 5.1400122E+000, 6.3703582E+000, 1.9253100E-002
 5.1500933E+000, 6.3365810E+000, 9.1919642E-003
 5.1600056E+000, 6.3084560E+000, 1.4511973E-002
 5.1700524E+000, 6.3753935E+000, 2.0904900E-002
 5.1800384E+000, 6.4163316E+000, 1.9923657E-002
 5.1900244E+000, 6.3114564E+000, 2.8238324E-003
 5.2000554E+000, 6.1738630E+000,-5.8120413E-003
 5.2100201E+000, 6.0901273E+000,-1.6205586E-002
 5.2201079E+000, 6.0294310E+000,-1.6594572E-002
 5.2300821E+000, 6.0480680E+000,-1.4569539E-002
 5.2400163E+000, 6.0451620E+000,-1.7080770E-002
 5.2500174E+000, 5.9910863E+000,-2.2249221E-002
 5.2600946E+000, 5.9857804E+000,-1.9694125E-002
 5.2700558E+000, 5.9899160E+000,-2.4509651E-002
 5.2800299E+000, 5.9108875E+000,-3.3436521E-002
 5.2900410E+000, 5.8227452E+000,-3.8330023E-002
 5.3000377E+000, 5.8207205E+000,-3.8933639E-002
 5.3100290E+000, 5.8826209E+000,-2.2862524E-002
 5.3200649E+000, 6.0796752E+000,-6.0725598E-004
 5.3300234E+000, 6.3344103E+000, 2.7723185E-002
 5.3400991E+000, 6.5991311E+000, 4.9119747E-002
 5.3500436E+000, 6.7059803E+000, 4.8826848E-002
 5.3600324E+000, 6.7356228E+000, 5.9100857E-002
 5.3700009E+000, 6.7510324E+000, 4.7214503E-002
 5.3800111E+000, 6.5655354E+000, 3.1353235E-002
 5.3900497E+000, 6.3955830E+000, 4.7442619E-003
 5.4000095E+000, 6.1369277E+000,-1.9087486E-002
 5.4100959E+000, 5.8552269E+000,-4.4319133E-002
 5.4200335E+000, 5.6982651E+000,-5.6043431E-002
 5.4300585E+000, 5.6285777E+000,-5.4200693E-002
 5.4400078E+000, 5.7183430E+000,-4.3881707E-002
 5.4500231E+000, 5.7749636E+000,-3.7855722E-002
 5.4600968E+000, 5.9630021E+000,-7.9152054E-003
 5.4700025E+000, 6.2843881E+000, 1.9252527E-002
 5.4800131E+000, 6.4342717E+000, 2.5381989E-002
 5.4900369E+000, 6.5455115E+000, 4.6000189E-002
 5.5000664E+000, 6.6990417E+000, 5.0665409E-002
 5.5100429E+000, 6.7202881E+000, 5.2132886E-002
 5.5200181E+000, 6.6790033E+000, 4.7446654E-002
 5.5301138E+000, 6.6964028E+000, 4.9266437E-002
 5.5400355E+000, 6.6668445E+000, 4.4781828E-002
 5.5501093E+000, 6.5658080E+000, 2.5422861E-002
 5.5600830E+000, 6.3100696E+000,-6.3000237E-004
 5.5700863E+000, 6.0980043E+000,-2.0201879E-002
 5.5800252E+000, 5.9742156E+000,-2.5694297E-002
 5.5900795E+000, 5.8171324E+000,-5.3349966E-002
 5.6000726E+000, 5.6050084E+000,-6.0591305E-002
 5.6100800E+000, 5.6270813E+000,-5.2338347E-002
 5.6200412E+000, 5.7357120E+000,-4.6592831E-002
 5.6301100E+000, 5.7329225E+000,-4.0591502E-002
 5.6400372E+000, 5.9401318E+000,-1.1673641E-002
 5.6500849E+000, 6.1757442E+000, 4.0101322E-003
 5.6600625E+000, 6.2562363E+000, 7.8565012E-003
 5.6700854E+000, 6.3667778E+000, 2.7243160E-002
 5.6800420E+000, 6.5652263E+000, 4.1808702E-002
 5.6900134E+000, 6.5944257E+000, 3.3908442E-002
 5.7000398E+000, 6.5050955E+000, 3.1174836E-002
 5.7101150E+000, 6.5500237E+000, 3.7088575E-002
 5.7200417E+000, 6.5211509E+000, 2.3860920E-002
 5.7300226E+000, 6.3551408E+000, 1.1080476E-002
 5.7400856E+000, 6.2190213E+000,-1.4070859E-002
 5.7500753E+000, 5.9180189E+000,-3.8662389E-002
 5.7600197E+000, 5.7529893E+000,-4.9063286E-002
 5.7700666E+000, 5.7153121E+000,-4.8707509E-002
 5.7800016E+000, 5.7002084E+000,-4.9924923E-002
 5.7901018E+000, 5.7370282E+000,-4.1550549E-002
 5.8000414E+000, 5.8651369E+000,-2.3854246E-002
 5.8101061E+000, 6.1015622E+000, 2.7831937E-003
 5.8200200E+000, 6.2679982E+000, 1.0899389E-002
 5.8300835E+000, 6.4097134E+000, 3.2748657E-002
 5.8400472E+000, 6.6314460E+000, 4.9250037E-002
 5.8500765E+000, 6.6908891E+000, 4.8886144E-002
 5.8600890E+000, 6.6709989E+000, 4.2490602E-002
 5.8700851E+000, 6.5880150E+000, 3.9006931E-002
 5.8800072E+000, 6.6117363E+000, 3.7063832E-002
 5.8900708E+000, 6.4694235E+000, 1.9135458E-002
 5.9001117E+000, 6.2809229E+000,-2.3243833E-003
 5.9101084E+000, 6.1308141E+000,-1.0208254E-002
 5.9200607E+000, 6.0120203E+000,-2.6662217E-002
 5.9300806E+000, 5.8691321E+000,-3.9491704E-002
 5.9401183E+000, 5.7879060E+000,-4.0645402E-002
 5.9500769E+000, 5.8082539E+000,-3.7419408E-002
 5.9600966E+000, 5.8329648E+000,-3.5072426E-002
 5.9700831E+000, 5.8973825E+000,-2.4594093E-002
 5.9800592E+000, 6.0163195E+000,-1.1284412E-002
 5.9900538E+000, 6.1369659E+000,-9.6276110E-004
 6.0000144E+000, 6.2235010E+000, 7.2808259E-003
 6.0100264E+000, 6.3827284E+000, 2.8409577E-002
 6.0200998E+000, 6.5374996E+000, 3.6371743E-002
 6.0300373E+000, 6.5538472E+000, 3.2020539E-002
 6.0400849E+000, 6.4313571E+000, 1.3655035E-002
 6.0500507E+000, 6.3214870E+000, 1.0456009E-002
 6.0600925E+000, 6.2713085E+000, 5.1906298E-003
 6.0700243E+000, 6.2405906E+000, 2.6824696E-003
 6.0800394E+000, 6.1686528E+000,-8.8934755E-003
 6.0900528E+000, 6.0607848E+000,-2.1461873E-002
 6.1000485E+000, 5.8929375E+000,-3.6868743E-002
 6.1100523E+000, 5.7882443E+000,-4.4228454E-002
 6.1200074E+000, 5.7622234E+000,-4.5787106E-002
 6.1300848E+000, 5.7699038E+000,-3.4711303E-002
 6.1400614E+000, 5.9820967E+000,-7.3556590E-003
 6.1500972E+000, 6.2525464E+000, 1.6651439E-002
 6.1600243E+000, 6.4570685E+000, 2.9270196E-002
 6.1701079E+000, 6.5598653E+000, 4.6687978E-002
 6.1800830E+000, 6.7200076E+000, 5.2163502E-002
 6.1900365E+000, 6.6915419E+000, 4.8479615E-002
 6.2000550E+000, 6.7174328E+000, 5.3607634E-002
 6.2100661E+000, 6.6806023E+000, 3.9948561E-002
 6.2200440E+000, 6.4495562E+000, 9.1883853E-003
 6.2300486E+000, 6.1717368E+000,-9.9945201E-003
 6.2400096E+000, 6.0055753E+000,-3.0030583E-002
 6.2501038E+000, 5.8206678E+000,-4.0223531E-002
 6.2601041E+000, 5.8553345E+000,-3.1833216E-002
 6.2700374E+000, 5.8596851E+000,-3.7628325E-002
 6.2800254E+000, 5.7755472E+000,-4.5610184E-002
 6.2900754E+000, 5.7710738E+000,-3.6491691E-002
 6.3000944E+000, 5.9811488E+000,-1.0165609E-002
 6.3100411E+000, 6.1367981E+000,-3.7964471E-003
 6.3200522E+000, 6.1948360E+000, 4.2872818E-003
 6.3300702E+000, 6.3272974E+000, 2.2047805E-002
 6.3400647E+000, 6.4577978E+000, 2.3540721E-002
 6.3500957E+000, 6.3947926E+000, 1.7629187E-002
 6.3600417E+000, 6.3318358E+000, 9.9682722E-003
 6.3700940E+000, 6.2809038E+000, 1.0381290E-002
 6.3801050E+000, 6.3468093E+000, 1.5561408E-002
 6.3900881E+000, 6.2972405E+000, 2.7743630E-003
 6.4000560E+000, 6.1359096E+000,-1.3919798E-002
 6.4100919E+000, 6.0029460E+000,-2.1655257E-002
 6.4200275E+000, 6.0317734E+000,-1.1310606E-002
 6.4300790E+000, 6.1553587E+000, 4.4586992E-003
 6.4401128E+000, 6.3244482E+000, 1.7016440E-002
 6.4500302E+000, 6.3950482E+000, 1.8043271E-002
 6.4600622E+000, 6.3472842E+000, 1.1103231E-002
 6.4700324E+000, 6.2536046E+000, 4.6407868E-003
 6.4800719E+000, 6.2327152E+000, 4.9016900E-004
 6.4900708E+000, 6.1908167E+000,-1.7266601E-003
 6.5000055E+000, 6.2084290E+000, 4.1320894E-004
 6.5100814E+000, 6.1327873E+000,-1.6332140E-002
 6.5200929E+000, 5.9685597E+000,-2.5488034E-002
 6.5300638E+000, 5.9585115E+000,-2.3280071E-002
 6.5400542E+000, 5.9561073E+000,-2.5749577E-002
 6.5500040E+000, 5.9058580E+000,-3.2431065E-002
 6.5600191E+000, 5.9139902E+000,-1.8789072E-002
 6.5700158E+000, 6.1135403E+000,-7.0793755E-004
 6.5800288E+000, 6.2681776E+000, 1.2833060E-002
 6.5900409E+000, 6.3723417E+000, 2.0057544E-002
 6.6000601E+000, 6.4223146E+000, 2.8304946E-002
 6.6100904E+000, 6.5260912E+000, 3.2239545E-002
 6.6200936E+000, 6.4709152E+000, 2.1974099E-002
 6.6301144E+000, 6.3778889E+000, 1.2725107E-002
 6.6400825E+000, 6.3222365E+000, 1.6823054E-002
 6.6500448E+000, 6.3934212E+000, 1.4734516E-002
 6.6600232E+000, 6.2643321E+000,-1.2607533E-003
 6.6700545E+000, 6.1643316E+000,-4.5142799E-003
 6.6800087E+000, 6.1419338E+000,-6.7047188E-003
 6.6900936E+000, 6.1204247E+000,-9.7420037E-003
 6.7000589E+000, 6.1019470E+000,-9.0977223E-003
 6.7100368E+000, 6.1439035E+000,-1.0466422E-003
 6.7200321E+000, 6.2078173E+000,-1.1380634E-003
 6.7300724E+000, 6.1127032E+000,-1.6272690E-002
 6.7400660E+000, 6.0292416E+000,-1.4557757E-002
 6.7500733E+000, 6.0849742E+000,-8.7711911E-003
 6.7600016E+000, 6.1287477E+000,-7.3330487E-003
 6.7700944E+000, 6.1282673E+000,-7.7779252E-003
 6.7800004E+000, 6.0744361E+000,-1.4314845E-002
 6.7900829E+000, 6.0279219E+000,-2.0653480E-002
 6.8000885E+000, 6.0509483E+000,-6.9459426E-003
 6.8100771E+000, 6.2615220E+000, 1.8944060E-002
 6.8200308E+000, 6.4794672E+000, 3.3289729E-002
 6.8300625E+000, 6.5328785E+000, 3.3091106E-002
 6.8400869E+000, 6.5312228E+000, 3.4062254E-002
 6.8500048E+000, 6.4796897E+000, 1.9989200E-002
 6.8600998E+000, 6.3335208E+000, 7.5202447E-003
 6.8700040E+000, 6.2236580E+000,-2.4355658E-003
 6.8800864E+000, 6.1368513E+000,-1.4047422E-002
 6.8900097E+000, 5.9953650E+000,-2.2219949E-002
 6.9000294E+000, 5.9805854E+000,-2.3026636E-002
 6.9100017E+000, 5.9424513E+000,-2.6925589E-002
 6.9200220E+000, 5.8784908E+000,-3.6632643E-002
 6.9300340E+000, 5.9121529E+000,-2.0356105E-002
 6.9400828E+000, 5.9714835E+000,-2.8402949E-002
 6.9500272E+000, 5.9261972E+000,-2.0810693E-002
 6.9600469E+000, 6.1239506E+000, 4.3593876E-003
 6.9700200E+000, 6.3322498E+000, 2.2049116E-002
 6.9800569E+000, 6.4815851E+000, 3.5823750E-002
 6.9900889E+000, 6.6986403E+000, 6.0342006E-002
 7.0000049E+000, 6.7660319E+000, 5.0874538E-002
 7.0100339E+000, 6.5746820E+000, 2.3398772E-002
 7.0200824E+000, 6.3268524E+000, 4.7265385E-003
 7.0300805E+000, 6.1656158E+000,-1.1527832E-002
 7.0400502E+000, 6.0387563E+000,-2.1539693E-002
 7.0501049E+000, 5.9215323E+000,-3.1528687E-002
 7.0601085E+000, 5.9210302E+000,-2.4605518E-002
 7.0700747E+000, 5.9822000E+000,-1.7635775E-002
 7.0800674E+000, 6.0971612E+000,-5.3134193E-003
 7.0900252E+000, 6.1740487E+000, 8.4973176E-004
 7.1000439E+000, 6.2316557E+000, 2.3912666E-003
 7.1100144E+000, 6.2065527E+000,-8.6315233E-004
 7.1200114E+000, 6.1601703E+000,-4.2049695E-003
 7.1300819E+000, 6.1994470E+000, 4.0026562E-003
 7.1400645E+000, 6.2608442E+000, 8.2624013E-003
 7.1500717E+000, 6.2837812E+000, 7.9517149E-003
 7.1600254E+000, 6.2587188E+000, 5.2310637E-003
 7.1700914E+000, 6.2472643E+000, 1.0051569E-004
 7.1801152E+000, 6.1515383E+000,-6.9710336E-003
 7.1901119E+000, 6.1164850E+000,-6.7612895E-003
 7.2000299E+000, 6.2153553E+000, 1.0242510E-002
 7.2100878E+000, 6.3267701E+000, 1.3765863E-002
 7.2200915E+000, 6.3159847E+000, 5.9050842E-003
 7.2301067E+000, 6.2764991E+000, 8.7232669E-003
 7.2400758E+000, 6.2628530E+000, 4.5325041E-003
 7.2500824E+000, 6.2519142E+000, 3.6094967E-003
 7.2600936E+000, 6.1787911E+000,-6.3224237E-003
 7.2700458E+000, 6.0756224E+000,-1.8355143E-002
 7.2800191E+000, 6.0282840E+000,-1.6348200E-002
 7.2900149E+000, 6.0701586E+000,-1.0172332E-002
 7.3000040E+000, 6.1028549E+000,-8.4675988E-003
 7.3100643E+000, 6.1115770E+000,-1.4337417E-002
 7.3200705E+000, 5.9769472E+000,-2.8699513E-002
 7.3301097E+000, 5.9123759E+000,-2.8623033E-002
 7.3400229E+000, 5.9409173E+000,-2.2415272E-002
 7.3500492E+000, 6.0102365E+000,-1.2837216E-002
 7.3600327E+000, 6.1811238E+000, 9.9686585E-003
 7.3700573E+000, 6.3956471E+000, 2.8897414E-002
 7.3800199E+000, 6.5871537E+000, 4.9830352E-002
 7.3900821E+000, 6.8015230E+000, 6.6010517E-002
 7.4001083E+000, 6.8525820E+000, 6.2352578E-002
 7.4100025E+000, 6.7683246E+000, 4.8806243E-002
 7.4200641E+000, 6.5812650E+000, 2.7203178E-002
 7.4300397E+000, 6.4146764E+000, 1.7894869E-002
 7.4401052E+000, 6.3132645E+000, 3.3184227E-003
 7.4500806E+000, 6.1990181E+000,-1.7769156E-003
 7.4600936E+000, 6.1387298E+000,-1.1294761E-002
 7.4700515E+000, 6.0427501E+000,-2.2066570E-002
 7.4800204E+000, 5.8840629E+000,-3.5839978E-002
 7.4900688E+000, 5.7699029E+000,-4.9527438E-002
 7.5000021E+000, 5.6885833E+000,-4.7290043E-002
 7.5100936E+000, 5.7908415E+000,-3.4465894E-002
 7.5200650E+000, 5.9183246E+000,-2.2872628E-002
 7.5301044E+000, 6.0469396E+000,-5.7672267E-003
 7.5400761E+000, 6.2608635E+000, 1.3551645E-002
 7.5500531E+000, 6.3775596E+000, 2.0200274E-002
 7.5600770E+000, 6.3602948E+000, 1.3865927E-002
 7.5700682E+000, 6.3673934E+000, 2.3293952E-002
 7.5800723E+000, 6.4418579E+000, 2.1031766E-002
 7.5900856E+000, 6.3758669E+000, 1.4110867E-002
 7.6000365E+000, 6.2981872E+000, 5.6378197E-003
 7.6101131E+000, 6.3099077E+000, 1.4254684E-002
 7.6200553E+000, 6.2935799E+000, 3.4200625E-003
 7.6300240E+000, 6.1739304E+000,-9.8938439E-003
 7.6400917E+000, 6.0233430E+000,-2.5136649E-002
 7.6501070E+000, 5.9358865E+000,-2.4049079E-002
 7.6600438E+000, 6.0459950E+000,-3.9484829E-003
 7.6700242E+000, 6.2455659E+000, 8.7298384E-003
 7.6800672E+000, 6.2752169E+000, 5.5549675E-003
 7.6900937E+000, 6.2320355E+000, 1.8496823E-003
 7.7000990E+000, 6.2802682E+000, 1.5517307E-002
 7.7100857E+000, 6.3868288E+000, 1.9547880E-002
 7.7200149E+000, 6.3726510E+000, 1.3037021E-002
 7.7300626E+000, 6.3759731E+000, 2.1214232E-002
 7.7400761E+000, 6.3793310E+000, 1.4876151E-002
 7.7501030E+000, 6.3117064E+000, 6.0297936E-003
 7.7600548E+000, 6.2451843E+000, 5.5164938E-003
 7.7700393E+000, 6.2404957E+000, 9.6925155E-004
 7.7800007E+000, 6.1211275E+000,-1.7391038E-002
 7.7900935E+000, 5.9431337E+000,-2.7248829E-002
 7.8000661E+000, 6.0086463E+000,-1.3321604E-002
 7.8101046E+000, 6.0711675E+000,-1.3690500E-002
 7.8200456E+000, 6.0641345E+000,-1.1109452E-002
 7.8300915E+000, 6.1362428E+000,-6.3276137E-003
 7.8400627E+000, 6.0812688E+000,-1.1821857E-002
 7.8500500E+000, 6.0973933E+000,-1.0942880E-002
 7.8600268E+000, 6.0965511E+000,-8.6733822E-003
 7.8700596E+000, 6.1515104E+000,-5.4688082E-004
 7.8800414E+000, 6.2063170E+000, 2.0656144E-003
 7.8900071E+000, 6.2387052E+000, 6.0322193E-003
 7.9000815E+000, 6.2952477E+000, 1.2069164E-002
 7.9100654E+000, 6.2529544E+000,-1.8952949E-003
 7.9200897E+000, 6.1494253E+000,-2.4272441E-003
 7.9300442E+000, 6.1987207E+000, 4.0881639E-003
 7.9401131E+000, 6.2168699E+000,-1.3134872E-003
 7.9500675E+000, 6.1856391E+000, 3.2509402E-003
 7.9600678E+000, 6.2992612E+000, 1.3909845E-002
 7.9700842E+000, 6.3075969E+000, 6.6971706E-003
 7.9801058E+000, 6.2185544E+000, 2.2816208E-003
 7.9901037E+000, 6.2822005E+000, 1.4113483E-002
 8.0000797E+000, 6.3769643E+000, 2.0720418E-002
 8.0101157E+000, 6.4610213E+000, 2.8032170E-002
 8.0200263E+000, 6.5101662E+000, 2.9586520E-002
 8.0300548E+000, 6.3871067E+000, 8.5869401E-003
 8.0400955E+000, 6.2512929E+000, 2.5100871E-003
 8.0500819E+000, 6.1754363E+000,-7.8107119E-003
 8.0600334E+000, 6.0743232E+000,-1.7739005E-002
 8.0700002E+000, 6.0000539E+000,-2.0160547E-002
 8.0801066E+000, 6.0178553E+000,-1.8125677E-002
 8.0900026E+000, 6.0137786E+000,-1.9623477E-002
 8.1000715E+000, 6.0042757E+000,-2.1954748E-002
 8.1100064E+000, 5.9706421E+000,-1.8182207E-002
 8.1201014E+000, 6.0806506E+000,-1.0725524E-002
 8.1300672E+000, 6.0112786E+000,-2.5703975E-002
 8.1400323E+000, 5.9722978E+000,-1.9828719E-002
 8.1500658E+000, 6.0452944E+000,-1.5367824E-002
 8.1600543E+000, 6.0157316E+000,-2.0239099E-002
 8.1700940E+000, 5.9610296E+000,-2.5590949E-002
 8.1801030E+000, 6.0148579E+000,-1.2234039E-002
 8.1900534E+000, 6.1205362E+000, 2.7542048E-005
 8.2000230E+000, 6.3191757E+000, 2.1571791E-002
 8.2100383E+000, 6.5288139E+000, 4.6903934E-002
 8.2200958E+000, 6.7460311E+000, 5.9608494E-002
 8.2300340E+000, 6.7832927E+000, 5.4627393E-002
 8.2400923E+000, 6.6749611E+000, 4.1827781E-002
 8.2500499E+000, 6.5089867E+000, 1.3756431E-002
 8.2600754E+000, 6.2073941E+000,-3.7162225E-003
 8.2700064E+000, 6.1611604E+000,-5.2744672E-003
 8.2800482E+000, 6.1033858E+000,-1.5883995E-002
 8.2900994E+000, 5.9904796E+000,-2.3404618E-002
 8.3000321E+000, 5.9024267E+000,-3.8048775E-002
 8.3100465E+000, 5.7550502E+000,-5.1935131E-002
 8.3200304E+000, 5.6408400E+000,-5.6601024E-002
 8.3300506E+000, 5.7011141E+000,-3.8730235E-002
 8.3400264E+000, 5.9421634E+000,-1.3622611E-002
 8.3500359E+000, 6.1924720E+000, 1.0680067E-002
 8.3600010E+000, 6.3905690E+000, 2.7276936E-002
 8.3700667E+000, 6.5991439E+000, 5.0751847E-002
 8.3800018E+000, 6.7093056E+000, 4.8872680E-002
 8.3900511E+000, 6.6515123E+000, 4.4673793E-002
 8.4000981E+000, 6.6254109E+000, 4.1113053E-002
 8.4100481E+000, 6.5062975E+000, 1.5668280E-002
 8.4200205E+000, 6.2653184E+000, 3.9564597E-003
 8.4300688E+000, 6.2185405E+000,-2.5435933E-003
 8.4400846E+000, 6.1446486E+000,-9.0097806E-003
 8.4501004E+000, 6.0895957E+000,-1.2516431E-002
 8.4600038E+000, 6.0475197E+000,-2.0114007E-002
 8.4700880E+000, 5.8693294E+000,-4.3760735E-002
 8.4800608E+000, 5.7385403E+000,-4.8067060E-002
 8.4900704E+000, 5.7329828E+000,-4.3730209E-002
 8.5000435E+000, 5.8332319E+000,-2.5000774E-002
 8.5100577E+000, 6.0747626E+000,-1.6137381E-003
 8.5200778E+000, 6.2577762E+000, 1.2216803E-002
 8.5300599E+000, 6.4087058E+000, 2.7478212E-002
 8.5400632E+000, 6.5443881E+000, 4.3233149E-002
 8.5500730E+000, 6.6755489E+000, 4.8102553E-002
 8.5600586E+000, 6.6324927E+000, 3.6283429E-002
 8.5700792E+000, 6.5873545E+000, 4.3604173E-002
 8.5800240E+000, 6.6326454E+000, 3.9584436E-002
 8.5900454E+000, 6.5061524E+000, 2.2465633E-002
 8.6000786E+000, 6.3965510E+000, 1.8317056E-002
 8.6100646E+000, 6.3091800E+000, 6.9825184E-004
 8.6200076E+000, 6.0778922E+000,-2.1534024E-002
 8.6301020E+000, 5.8511792E+000,-5.0948777E-002
 8.6401146E+000, 5.6651457E+000,-4.8037863E-002
 8.6500159E+000, 5.7745456E+000,-4.0360314E-002
 8.6600544E+000, 5.8137028E+000,-3.2869653E-002
 8.6700749E+000, 5.9075847E+000,-2.5812539E-002
 8.6800289E+000, 6.0704898E+000, 2.7181181E-003
 8.6900525E+000, 6.3257122E+000, 1.8246823E-002
 8.7000452E+000, 6.4088891E+000, 2.1970367E-002
 8.7100609E+000, 6.4396500E+000, 2.6724435E-002
 8.7200617E+000, 6.4922839E+000, 3.0812349E-002
 8.7301143E+000, 6.4927008E+000, 2.6810510E-002
 8.7400171E+000, 6.3551046E+000, 2.7622602E-003
 8.7500502E+000, 6.0857310E+000,-2.3089988E-002
 8.7600200E+000, 5.9273521E+000,-2.8428427E-002
 8.7700038E+000, 5.8607018E+000,-4.0757777E-002
 8.7800473E+000, 5.7463805E+000,-5.0255309E-002
 8.7900702E+000, 5.7424030E+000,-3.6680492E-002
 8.8000477E+000, 5.9436560E+000,-1.6179097E-002
 8.8100155E+000, 6.1190880E+000, 1.5442756E-004
 8.8200489E+000, 6.3004755E+000, 1.9183178E-002
 8.8300787E+000, 6.4010654E+000, 1.6821278E-002
 8.8400156E+000, 6.3177552E+000, 8.8429034E-003
 8.8501062E+000, 6.3595879E+000, 2.3713307E-002
 8.8600048E+000, 6.4657532E+000, 2.8726612E-002
 8.8700382E+000, 6.4817594E+000, 2.2682471E-002
 8.8800988E+000, 6.4261792E+000, 2.1268304E-002
 8.8901096E+000, 6.3574413E+000, 1.3506803E-002
 8.9000282E+000, 6.3689166E+000, 1.9657589E-002
 8.9100605E+000, 6.3568864E+000, 1.1316855E-002
 8.9201029E+000, 6.2926770E+000, 3.8845401E-003
 8.9300925E+000, 6.2060618E+000, 5.5467506E-004
 8.9400709E+000, 6.2204133E+000, 3.2678772E-003
 8.9500264E+000, 6.2027138E+000,-1.3867991E-003
 8.9601000E+000, 6.2073171E+000, 6.1128731E-003
 8.9700681E+000, 6.3118093E+000, 1.5752883E-002
 8.9800770E+000, 6.3116435E+000, 1.7252344E-003
 8.9900522E+000, 6.1166092E+000,-1.4252563E-002
 9.0000420E+000, 6.0698997E+000,-7.5366863E-003
 9.0101025E+000, 6.1668059E+000,-1.8800103E-003
 9.0200481E+000, 6.1612297E+000,-6.7035445E-003
 9.0300587E+000, 6.1119330E+000,-8.4308880E-003
 9.0400795E+000, 6.1490220E+000, 1.4617340E-003
 9.0500010E+000, 6.2500687E+000, 7.4617551E-003
 9.0600897E+000, 6.3049786E+000, 1.1354626E-002
 9.0701158E+000, 6.3210081E+000, 9.9610764E-003
 9.0800821E+000, 6.1663448E+000,-1.8314930E-002
 9.0900138E+000, 5.9053260E+000,-3.7258239E-002
 9.1000463E+000, 5.7805373E+000,-4.3712412E-002
 9.1100611E+000, 5.8221557E+000,-3.0564976E-002
 9.1200457E+000, 5.9471980E+000,-1.9006405E-002
 9.1301029E+000, 6.1096415E+000, 1.4955614E-003
 9.1400360E+000, 6.3614088E+000, 2.5687296E-002
 9.1500324E+000, 6.4457244E+000, 2.1970048E-002
 9.1600983E+000, 6.3389499E+000, 5.7736364E-003
 9.1700680E+000, 6.2543697E+000, 5.6868610E-003
 9.1801139E+000, 6.2751445E+000, 1.0160988E-002
 9.1901232E+000, 6.3310472E+000, 1.1945882E-002
 9.2000019E+000, 6.2796107E+000, 6.8078509E-003
 9.2101004E+000, 6.2937648E+000, 1.0403842E-002
 9.2200066E+000, 6.2963113E+000, 8.6217345E-003
 9.2300827E+000, 6.2684974E+000, 4.1796116E-003
 9.2401034E+000, 6.2387132E+000, 4.9501907E-003
 9.2500062E+000, 6.2080687E+000,-3.8890935E-003
 9.2600269E+000, 6.1385068E+000,-8.7402693E-003
 9.2700902E+000, 6.0942956E+000,-1.2476116E-002
