m,m/s,m,m/s,m,m/s,m,m/s,m,m/s,m,m/s
u_strm_bot-x,u_strm_bot,u_strm_rib-x,u_strm_rib,urms_strm_bot-x,urms_strm_bot,urms_strm_rib-x,urms_strm_rib,u_prof_rib-z,u_prof_rib,urms_prof_rib-z,urms_prof_rib
-1.2500000E-001, 2.2964844E+000,-1.5000000E-002, 8.9431571E+000,-1.2500000E-001, 2.0172274E+000,-1.5000000E-002, 2.3168709E+000, 3.0000000E-002, 1.5344843E-001, 3.0000000E-002, 3.3160092E+000
-1.2375000E-001, 2.2964844E+000,-1.3750000E-002, 8.0979069E+000,-1.2375000E-001, 2.0172274E+000,-1.3750000E-002, 2.7515643E+000, 3.1521739E-002, 6.1250991E-001, 3.1521739E-002, 3.2938591E+000
-1.2250000E-001, 2.3413009E+000,-1.2500000E-002, 7.2558499E+000,-1.2250000E-001, 2.0006041E+000,-1.2500000E-002, 3.0208444E+000, 3.3043478E-002, 3.1832542E+000, 3.3043478E-002, 3.7957507E+000
-1.2125000E-001, 2.3861174E+000,-1.1250000E-002, 6.4137929E+000,-1.2125000E-001, 2.0214971E+000,-1.1250000E-002, 3.4580849E+000, 3.4565217E-002, 5.5103214E+000, 3.4565217E-002, 3.9729290E+000
-1.2000000E-001, 2.4351780E+000,-1.0000000E-002, 5.7470734E+000,-1.2000000E-001, 2.0021874E+000,-1.0000000E-002, 3.5622755E+000, 3.6086957E-002, 7.6262021E+000, 3.6086957E-002, 3.8651834E+000
-1.1875000E-001, 2.4842386E+000,-8.7500000E-003, 5.0803540E+000,-1.1875000E-001, 2.0183880E+000,-8.7500000E-003, 3.8205421E+000, 3.7608696E-002, 8.9183638E+000, 3.7608696E-002, 3.2124380E+000
-1.1750000E-001, 2.5341913E+000,-7.5000000E-003, 4.6259566E+000,-1.1750000E-001, 2.0005365E+000,-7.5000000E-003, 3.7953538E+000, 3.9130435E-002, 9.9431974E+000, 3.9130435E-002, 2.7730566E+000
-1.1625000E-001, 2.5841440E+000,-6.2500000E-003, 4.1715592E+000,-1.1625000E-001, 2.0167428E+000,-6.2500000E-003, 3.9147519E+000, 4.0652174E-002, 1.0462586E+001, 4.0652174E-002, 2.2535383E+000
-1.1500000E-001, 2.6250422E+000,-5.0000000E-003, 3.8746273E+000,-1.1500000E-001, 2.0034309E+000,-5.0000000E-003, 3.8525421E+000, 4.2173913E-002, 1.0758258E+001, 4.2173913E-002, 1.9352216E+000
-1.1375000E-001, 2.6659405E+000,-3.7500000E-003, 3.5776954E+000,-1.1375000E-001, 2.0243278E+000,-3.7500000E-003, 3.9094742E+000, 4.3695652E-002, 1.0909172E+001, 4.3695652E-002, 1.7457936E+000
-1.1250000E-001, 2.7124107E+000,-2.5000000E-003, 3.3969269E+000,-1.1250000E-001, 2.0027395E+000,-2.5000000E-003, 3.8328388E+000, 4.5217391E-002, 1.0926639E+001, 4.5217391E-002, 1.5588177E+000
-1.1125000E-001, 2.7588810E+000,-1.2500000E-003, 3.2161583E+000,-1.1125000E-001, 2.0150904E+000,-1.2500000E-003, 3.8593985E+000, 4.6739130E-002, 1.0930574E+001, 4.6739130E-002, 1.4674450E+000
-1.1000000E-001, 2.8071903E+000, 0.0000000E+000, 3.1098043E+000,-1.1000000E-001, 1.9869184E+000, 0.0000000E+000, 3.7686810E+000, 4.8260870E-002, 1.0916377E+001, 4.8260870E-002, 1.3898394E+000
-1.0875000E-001, 2.8554995E+000, 1.2500000E-003, 3.0034503E+000,-1.0875000E-001, 1.9927243E+000, 1.2500000E-003, 3.7725035E+000, 4.9782609E-002, 1.0911814E+001, 4.9782609E-002, 1.4016397E+000
-1.0750000E-001, 2.8959463E+000, 2.5000000E-003, 2.9358633E+000,-1.0750000E-001, 1.9709377E+000, 2.5000000E-003, 3.6841782E+000, 5.1304348E-002, 1.0876340E+001, 5.1304348E-002, 1.3109520E+000
-1.0625000E-001, 2.9363931E+000, 3.7500000E-003, 2.8682762E+000,-1.0625000E-001, 1.9845033E+000, 3.7500000E-003, 3.6869678E+000, 5.2826087E-002, 1.0852154E+001, 5.2826087E-002, 1.2180343E+000
-1.0500000E-001, 2.9682364E+000, 5.0000000E-003, 2.8435340E+000,-1.0500000E-001, 1.9694509E+000, 5.0000000E-003, 3.6005774E+000, 5.4347826E-002, 1.0824591E+001, 5.4347826E-002, 1.1934997E+000
-1.0375000E-001, 3.0000797E+000, 6.2500000E-003, 2.8187918E+000,-1.0375000E-001, 1.9896454E+000, 6.2500000E-003, 3.5965841E+000, 5.5869565E-002, 1.0791811E+001, 5.5869565E-002, 1.1834228E+000
-1.0250000E-001, 3.0321995E+000, 7.5000000E-003, 2.8182347E+000,-1.0250000E-001, 1.9733335E+000, 7.5000000E-003, 3.5080474E+000, 5.7391304E-002, 1.0756025E+001, 5.7391304E-002, 1.1317400E+000
-1.0125000E-001, 3.0643192E+000, 8.7500000E-003, 2.8176775E+000,-1.0125000E-001, 1.9917773E+000, 8.7500000E-003, 3.4996685E+000, 5.8913043E-002, 1.0718519E+001, 5.8913043E-002, 1.1515094E+000
-1.0000000E-001, 3.0967141E+000, 1.0000000E-002, 2.8361863E+000,-1.0000000E-001, 1.9727502E+000, 1.0000000E-002, 3.4272997E+000, 6.0434783E-002, 1.0675024E+001, 6.0434783E-002, 1.1045788E+000
-9.8750000E-002, 3.1291090E+000, 1.1250000E-002, 2.8546951E+000,-9.8750000E-002, 1.9875221E+000, 1.1250000E-002, 3.4349169E+000, 6.1956522E-002, 1.0631663E+001, 6.1956522E-002, 1.1057462E+000
-9.7500000E-002, 3.1584338E+000, 1.2500000E-002, 2.8619599E+000,-9.7500000E-002, 1.9703971E+000, 1.2500000E-002, 3.3659864E+000, 6.3478261E-002, 1.0588456E+001, 6.3478261E-002, 1.1288153E+000
