m,m/s,m,m/s,m,m/s,m,m/s,m,m/s,m,m/s
u_strm_bot-x,u_strm_bot,u_strm_rib-x,u_strm_rib,urms_strm_bot-x,urms_strm_bot,urms_strm_rib-x,urms_strm_rib,u_prof_rib-z,u_prof_rib,urms_prof_rib-z,urms_prof_rib
-1.2500000E-001,-5.3843482E-001,-1.5000000E-002, 3.9834151E+000,-1.2500000E-001, 1.1950013E+000,-1.5000000E-002, 1.0353842E+000, 3.0000000E-002, 0.0000000E+000, 3.0000000E-002, 0.0000000E+000
-1.2000000E-001,-5.3843482E-001,-1.0000000E-002, 2.4813188E+000,-1.2000000E-001, 1.1950013E+000,-1.0000000E-002, 8.0366018E-001, 3.5000000E-002, 4.1261535E+000, 3.5000000E-002, 1.9091508E+000
-1.1500000E-001,-3.3581909E-001,-5.0000000E-003, 2.2309362E+000,-1.1500000E-001, 1.1674093E+000,-5.0000000E-003, 8.1452258E-001, 4.0000000E-002, 6.7822781E+000, 4.0000000E-002, 1.6015371E+000
-1.1000000E-001,-1.3320337E-001, 0.0000000E+000, 1.9805537E+000,-1.1000000E-001, 1.2277572E+000, 0.0000000E+000, 9.1639236E-001, 4.5000000E-002, 9.4384027E+000, 4.5000000E-002, 1.8346629E+000
-1.0500000E-001,-2.0475343E-001, 5.0000000E-003, 1.8155985E+000,-1.0500000E-001, 1.2083910E+000, 5.0000000E-003, 8.8745628E-001, 5.0000000E-002, 1.0099378E+001, 5.0000000E-002, 1.5721496E+000
-1.0000000E-001,-2.7630349E-001, 1.0000000E-002, 1.6506433E+000,-1.0000000E-001, 1.2440540E+000, 1.0000000E-002, 9.2739872E-001, 5.5000000E-002, 1.0760353E+001, 5.5000000E-002, 1.5991359E+000
-9.5000000E-002,-3.9838450E-002, 1.5000000E-002, 2.2176960E+000,-9.5000000E-002, 1.2084518E+000, 1.5000000E-002, 1.2782898E+000, 6.0000000E-002, 1.0931969E+001, 6.0000000E-002, 1.4135150E+000
-9.0000000E-002, 1.9662659E-001,NaN,NaN,-9.0000000E-002, 1.2684947E+000,NaN,NaN, 6.5000000E-002, 1.1103584E+001, 6.5000000E-002, 1.5179300E+000
-8.5000000E-002, 1.0423435E-001,NaN,NaN,-8.5000000E-002, 1.2616406E+000,NaN,NaN, 7.0000000E-002, 1.1080424E+001, 7.0000000E-002, 1.3985900E+000
-8.0000000E-002, 1.1842103E-002,NaN,NaN,-8.0000000E-002, 1.3145709E+000,NaN,NaN, 7.5000000E-002, 1.1057263E+001, 7.5000000E-002, 1.5080956E+000
-7.5000000E-002, 2.0933431E-001,NaN,NaN,-7.5000000E-002, 1.2278082E+000,NaN,NaN, 8.0000000E-002, 1.0860997E+001, 8.0000000E-002, 1.4540859E+000
-7.0000000E-002, 4.0682653E-001,NaN,NaN,-7.0000000E-002, 1.2461413E+000,NaN,NaN, 8.5000000E-002, 1.0664731E+001, 8.5000000E-002, 1.5851655E+000
-6.5000000E-002, 2.5511118E-001,NaN,NaN,-6.5000000E-002, 1.2544892E+000,NaN,NaN, 9.0000000E-002, 1.0233069E+001, 9.0000000E-002, 1.4831650E+000
-6.0000000E-002, 1.0339584E-001,NaN,NaN,-6.0000000E-002, 1.3299537E+000,NaN,NaN, 9.5000000E-002, 9.8014080E+000, 9.5000000E-002, 1.5398037E+000
-5.5000000E-002, 1.3648862E-001,NaN,NaN,-5.5000000E-002, 1.1967132E+000,NaN,NaN, 1.0000000E-001, 0.0000000E+000, 1.0000000E-001, 0.0000000E+000
-5.0000000E-002, 1.6958140E-001,NaN,NaN,-5.0000000E-002, 1.1704045E+000,NaN,NaN,NaN,NaN,NaN,NaN
-4.5000000E-002,-7.6199772E-002,NaN,NaN,-4.5000000E-002, 1.1350074E+000,NaN,NaN,NaN,NaN,NaN,NaN
-4.0000000E-002,-3.2198094E-001,NaN,NaN,-4.0000000E-002, 1.1861797E+000,NaN,NaN,NaN,NaN,NaN,NaN
-3.5000000E-002,-4.5802200E-001,NaN,NaN,-3.5000000E-002, 9.1481891E-001,NaN,NaN,NaN,NaN,NaN,NaN
-3.0000000E-002,-5.9406305E-001,NaN,NaN,-3.0000000E-002, 7.7934492E-001,NaN,NaN,NaN,NaN,NaN,NaN
-2.5000000E-002,-2.9703153E-001,NaN,NaN,-2.5000000E-002, 3.8967246E-001,NaN,NaN,NaN,NaN,NaN,NaN
-2.0000000E-002, 0.0000000E+000,NaN,NaN,-2.0000000E-002, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN
-1.5000000E-002, 0.0000000E+000,NaN,NaN,-1.5000000E-002, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN
-1.0000000E-002, 0.0000000E+000,NaN,NaN,-1.0000000E-002, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN
-5.0000000E-003, 0.0000000E+000,NaN,NaN,-5.0000000E-003, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN
 0.0000000E+000, 0.0000000E+000,NaN,NaN, 0.0000000E+000, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN
 5.0000000E-003, 0.0000000E+000,NaN,NaN, 5.0000000E-003, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN
 1.0000000E-002, 0.0000000E+000,NaN,NaN, 1.0000000E-002, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN
 1.5000000E-002, 0.0000000E+000,NaN,NaN, 1.5000000E-002, 0.0000000E+000,NaN,NaN,NaN,NaN,NaN,NaN
 2.0000000E-002,-2.7024479E-001,NaN,NaN, 2.0000000E-002, 6.0646259E-001,NaN,NaN,NaN,NaN,NaN,NaN
 2.5000000E-002,-3.9133609E-001,NaN,NaN, 2.5000000E-002, 6.1269296E-001,NaN,NaN,NaN,NaN,NaN,NaN
 3.0000000E-002,-5.1242740E-001,NaN,NaN, 3.0000000E-002, 6.9043428E-001,NaN,NaN,NaN,NaN,NaN,NaN
 3.5000000E-002,-6.6143466E-001,NaN,NaN, 3.5000000E-002, 6.7674921E-001,NaN,NaN,NaN,NaN,NaN,NaN
 4.0000000E-002,-8.1044193E-001,NaN,NaN, 4.0000000E-002, 7.2892925E-001,NaN,NaN,NaN,NaN,NaN,NaN
 4.5000000E-002,-9.0225415E-001,NaN,NaN, 4.5000000E-002, 7.2139878E-001,NaN,NaN,NaN,NaN,NaN,NaN
 5.0000000E-002,-9.9406637E-001,NaN,NaN, 5.0000000E-002, 7.8253886E-001,NaN,NaN,NaN,NaN,NaN,NaN
 5.5000000E-002,-1.0686993E+000,NaN,NaN, 5.5000000E-002, 7.9072041E-001,NaN,NaN,NaN,NaN,NaN,NaN
 6.0000000E-002,-1.1433323E+000,NaN,NaN, 6.0000000E-002, 8.4903995E-001,NaN,NaN,NaN,NaN,NaN,NaN
 6.5000000E-002,-1.1926510E+000,NaN,NaN, 6.5000000E-002, 8.2609103E-001,NaN,NaN,NaN,NaN,NaN,NaN
 7.0000000E-002,-1.2419697E+000,NaN,NaN, 7.0000000E-002, 8.5370037E-001,NaN,NaN,NaN,NaN,NaN,NaN
 7.5000000E-002,-1.2757144E+000,NaN,NaN, 7.5000000E-002, 8.3661389E-001,NaN,NaN,NaN,NaN,NaN,NaN
 8.0000000E-002,-1.3094591E+000,NaN,NaN, 8.0000000E-002, 8.6628803E-001,NaN,NaN,NaN,NaN,NaN,NaN
 8.5000000E-002,-1.3192008E+000,NaN,NaN, 8.5000000E-002, 8.6088258E-001,NaN,NaN,NaN,NaN,NaN,NaN
 9.0000000E-002,-1.3289426E+000,NaN,NaN, 9.0000000E-002, 8.9648881E-001,NaN,NaN,NaN,NaN,NaN,NaN
 9.5000000E-002,-1.3318725E+000,NaN,NaN, 9.5000000E-002, 8.9678528E-001,NaN,NaN,NaN,NaN,NaN,NaN
 1.0000000E-001,-1.3348025E+000,NaN,NaN, 1.0000000E-001, 9.3945767E-001,NaN,NaN,NaN,NaN,NaN,NaN
 1.0500000E-001,-1.3090811E+000,NaN,NaN, 1.0500000E-001, 9.3670635E-001,NaN,NaN,NaN,NaN,NaN,NaN
 1.1000000E-001,-1.2833598E+000,NaN,NaN, 1.1000000E-001, 9.7472006E-001,NaN,NaN,NaN,NaN,NaN,NaN
 1.1500000E-001,-1.2543787E+000,NaN,NaN, 1.1500000E-001, 9.7451300E-001,NaN,NaN,NaN,NaN,NaN,NaN
 1.2000000E-001,-1.2253976E+000,NaN,NaN, 1.2000000E-001, 1.0095283E+000,NaN,NaN,NaN,NaN,NaN,NaN
 1.2500000E-001,-1.1657300E+000,NaN,NaN, 1.2500000E-001, 1.0021673E+000,NaN,NaN,NaN,NaN,NaN,NaN
 1.3000000E-001,-1.1060623E+000,NaN,NaN, 1.3000000E-001, 1.0391234E+000,NaN,NaN,NaN,NaN,NaN,NaN
 1.3500000E-001,-1.0819805E+000,NaN,NaN, 1.3500000E-001, 1.0220604E+000,NaN,NaN,NaN,NaN,NaN,NaN
 1.4000000E-001,-1.0578986E+000,NaN,NaN, 1.4000000E-001, 1.0461619E+000,NaN,NaN,NaN,NaN,NaN,NaN
 1.4500000E-001,-9.5029110E-001,NaN,NaN, 1.4500000E-001, 1.0441298E+000,NaN,NaN,NaN,NaN,NaN,NaN
 1.5000000E-001,-8.4268359E-001,NaN,NaN, 1.5000000E-001, 1.1054301E+000,NaN,NaN,NaN,NaN,NaN,NaN
 1.5500000E-001,-8.4688158E-001,NaN,NaN, 1.5500000E-001, 1.0939287E+000,NaN,NaN,NaN,NaN,NaN,NaN
