s,m/s,
 1.7804241E+000, 6.5483905E+000, 3.8603700E-002
 1.7902168E+000, 6.6708483E+000, 5.7132575E-002
 1.8002287E+000, 6.8948219E+000, 8.0115601E-002
 1.8104938E+000, 7.0789857E+000, 9.1991289E-002
 1.8202186E+000, 7.1556792E+000, 1.0024803E-001
 1.8304837E+000, 7.2890754E+000, 1.1547921E-001
 1.8400426E+000, 7.3852555E+000, 1.2093703E-001
 1.8502271E+000, 7.3996390E+000, 1.1806135E-001
 1.8604116E+000, 7.3644721E+000, 1.1601287E-001
 1.8701596E+000, 7.2948523E+000, 1.0363492E-001
 1.8802956E+000, 7.2035014E+000, 9.7662264E-002
 1.8904315E+000, 7.1483133E+000, 9.1205581E-002
 1.9000341E+000, 7.0534476E+000, 7.9632696E-002
 1.9101700E+000, 6.9309200E+000, 6.4478342E-002
 1.9203060E+000, 6.7638834E+000, 5.1368594E-002
 1.9304420E+000, 6.6475232E+000, 3.7210436E-002
 1.9400445E+000, 6.4816663E+000, 1.9348934E-002
 1.9501805E+000, 6.2839935E+000,-1.1881632E-003
 1.9601031E+000, 6.0954725E+000,-1.7979722E-002
 1.9700790E+000, 5.9032276E+000,-4.0096606E-002
 1.9800550E+000, 5.6530126E+000,-6.8052143E-002
 1.9900309E+000, 5.4400925E+000,-7.9059018E-002
 2.0000068E+000, 5.4183124E+000,-7.6922694E-002
 2.0103935E+000, 5.4241601E+000,-7.8591471E-002
 2.0200761E+000, 5.4061997E+000,-7.8373231E-002
 2.0303775E+000, 5.4785223E+000,-6.6933556E-002
 2.0403672E+000, 5.5452784E+000,-6.5254802E-002
 2.0501697E+000, 5.5507510E+000,-6.3785524E-002
 2.0604716E+000, 5.5878259E+000,-5.9699715E-002
 2.0700868E+000, 5.6319899E+000,-5.4811685E-002
 2.0803887E+000, 5.6102549E+000,-6.4720256E-002
 2.0900039E+000, 5.5189490E+000,-6.9196760E-002
 2.1003058E+000, 5.5277097E+000,-6.3721402E-002
 2.1104593E+000, 5.6142684E+000,-5.4023951E-002
 2.1202332E+000, 5.7212298E+000,-4.2118232E-002
 2.1300070E+000, 5.8576197E+000,-2.5524886E-002
 2.1403917E+000, 6.0863354E+000, 4.5033925E-004
 2.1501655E+000, 6.2927770E+000, 1.6501838E-002
 2.1605502E+000, 6.4474492E+000, 3.1674445E-002
 2.1703240E+000, 6.6039517E+000, 4.7294010E-002
 2.1802817E+000, 6.6647704E+000, 3.9004271E-002
 2.1903714E+000, 6.4513670E+000, 1.3035653E-002
 2.2004610E+000, 6.2777809E+000, 5.3027032E-003
 2.2100196E+000, 6.2040367E+000,-3.8141426E-003
 2.2201092E+000, 6.0995602E+000,-1.2783687E-002
 2.2301988E+000, 6.1559263E+000, 5.0327746E-003
 2.2402884E+000, 6.2828289E+000, 5.9788715E-003
 2.2503781E+000, 6.1888017E+000,-5.0346548E-003
 2.2603615E+000, 6.1498455E+000,-6.0864476E-003
 2.2702918E+000, 6.0992759E+000,-1.3947520E-002
 2.2802221E+000, 5.9940087E+000,-2.7674490E-002
 2.2901524E+000, 5.7964923E+000,-5.3583567E-002
 2.3000827E+000, 5.5466840E+000,-7.3396640E-002
 2.3100131E+000, 5.4210652E+000,-8.0049716E-002
 2.3205275E+000, 5.4170087E+000,-7.5376878E-002
 2.3304578E+000, 5.4681464E+000,-7.3027531E-002
 2.3403881E+000, 5.5028149E+000,-6.4107132E-002
 2.3503185E+000, 5.6331449E+000,-4.9226926E-002
 2.3602488E+000, 5.8212917E+000,-2.5926554E-002
 2.3703992E+000, 6.0498414E+000,-8.1831365E-003
 2.3801880E+000, 6.1127158E+000,-1.0150184E-002
 2.3905526E+000, 6.0464530E+000,-1.9699229E-002
 2.4003414E+000, 5.9659593E+000,-2.7316047E-002
 2.4101301E+000, 5.8996829E+000,-3.2473426E-002
 2.4204947E+000, 5.8295715E+000,-3.7803772E-002
 2.4302835E+000, 5.9109266E+000,-2.0058310E-002
 2.4400723E+000, 6.1289257E+000, 5.1504697E-003
 2.4504369E+000, 6.4065556E+000, 3.5321633E-002
 2.4602257E+000, 6.6762631E+000, 5.6429640E-002
 2.4700145E+000, 6.8789537E+000, 7.7267978E-002
 2.4803791E+000, 6.9894470E+000, 7.4988421E-002
 2.4901601E+000, 6.8822383E+000, 6.4278943E-002
 2.5003124E+000, 6.7973002E+000, 5.4881581E-002
 2.5104646E+000, 6.6991690E+000, 4.3304895E-002
 2.5201093E+000, 6.5843841E+000, 3.5291660E-002
 2.5302616E+000, 6.5841399E+000, 4.2267557E-002
 2.5404138E+000, 6.7292813E+000, 6.3929267E-002
 2.5500585E+000, 6.9171711E+000, 7.3117318E-002
 2.5602107E+000, 6.8990578E+000, 6.8431799E-002
 2.5703630E+000, 6.8102521E+000, 5.2989272E-002
 2.5800076E+000, 6.6250912E+000, 3.3104527E-002
 2.5901599E+000, 6.3991464E+000, 8.5083671E-003
 2.6003121E+000, 6.1645813E+000,-1.6041127E-002
 2.6102613E+000, 5.9050528E+000,-3.9959589E-002
 2.6203121E+000, 5.7452993E+000,-4.8309966E-002
 2.6303628E+000, 5.7622095E+000,-3.6672494E-002
 2.6404135E+000, 5.9609430E+000,-1.0024202E-002
 2.6504643E+000, 6.1792102E+000, 1.0029387E-003
 2.6605150E+000, 6.2333846E+000, 5.2229811E-003
 2.6700074E+000, 6.2098841E+000,-5.4020673E-003
 2.6800581E+000, 6.0186971E+000,-2.9178683E-002
 2.6901088E+000, 5.8307647E+000,-4.2085137E-002
 2.7001596E+000, 5.7650158E+000,-4.3154722E-002
 2.7102103E+000, 5.7653765E+000,-4.3381269E-002
 2.7202611E+000, 5.7867255E+000,-3.9130655E-002
 2.7303118E+000, 5.8312182E+000,-3.5649219E-002
 2.7403625E+000, 5.8195319E+000,-4.2036069E-002
 2.7504133E+000, 5.7156146E+000,-5.2095299E-002
 2.7604640E+000, 5.7265334E+000,-4.4194370E-002
 2.7705706E+000, 5.7462994E+000,-4.8335885E-002
 2.7803979E+000, 5.6698618E+000,-5.4124352E-002
 2.7902253E+000, 5.7207661E+000,-4.0602260E-002
 2.8000527E+000, 5.8469018E+000,-3.3389189E-002
 2.8104943E+000, 5.8498124E+000,-3.7513287E-002
 2.8203217E+000, 5.8715918E+000,-2.4075060E-002
 2.8305895E+000, 6.1222285E+000, 7.8642229E-003
 2.8401161E+000, 6.3842265E+000, 2.1809526E-002
 2.8502381E+000, 6.4170198E+000, 2.2155082E-002
 2.8603601E+000, 6.4589147E+000, 3.1952207E-002
 2.8704821E+000, 6.5906935E+000, 4.3511747E-002
 2.8800086E+000, 6.6644423E+000, 4.9286076E-002
 2.8901306E+000, 6.7336189E+000, 5.8870411E-002
 2.9002526E+000, 6.8758034E+000, 7.3403168E-002
 2.9103699E+000, 6.9204657E+000, 6.9382601E-002
 2.9204872E+000, 6.8605821E+000, 6.3860650E-002
 2.9300720E+000, 6.8472241E+000, 6.7741641E-002
 2.9401894E+000, 6.9508915E+000, 8.0153271E-002
 2.9503067E+000, 7.0810442E+000, 9.7462581E-002
 2.9604240E+000, 7.2508290E+000, 1.0668441E-001
 2.9700088E+000, 7.1387252E+000, 8.0883987E-002
 2.9801261E+000, 6.8890339E+000, 5.8917500E-002
 2.9902435E+000, 6.6956006E+000, 4.0544111E-002
 3.0003608E+000, 6.5110543E+000, 2.2560267E-002
 3.0104781E+000, 6.3756255E+000, 1.5982906E-002
 3.0200629E+000, 6.3709517E+000, 2.0146339E-002
 3.0301802E+000, 6.4308119E+000, 2.6052906E-002
 3.0400846E+000, 6.4319927E+000, 1.3950699E-002
 3.0500421E+000, 6.1665060E+000,-1.9448647E-002
 3.0605854E+000, 5.8083759E+000,-5.7931698E-002
 3.0705430E+000, 5.4729485E+000,-8.2865651E-002
 3.0805006E+000, 5.3104178E+000,-9.3282695E-002
 3.0904581E+000, 5.2336300E+000,-9.6562770E-002
 3.1004157E+000, 5.2945211E+000,-8.4493144E-002
 3.1103733E+000, 5.4119246E+000,-7.2700625E-002
 3.1206237E+000, 5.5577664E+000,-5.6783597E-002
 3.1302884E+000, 5.6360282E+000,-5.8062248E-002
 3.1402021E+000, 5.5647520E+000,-7.0937271E-002
 3.1503288E+000, 5.3841657E+000,-8.9174977E-002
 3.1603526E+000, 5.2941354E+000,-9.2752094E-002
 3.1703763E+000, 5.2222598E+000,-1.0243169E-001
 3.1802613E+000, 5.0842314E+000,-1.1916924E-001
 3.1900111E+000, 4.9877461E+000,-1.1962067E-001
 3.2004295E+000, 5.0591595E+000,-1.0928890E-001
 3.2102350E+000, 5.1612863E+000,-9.6596992E-002
 3.2200405E+000, 5.3858753E+000,-6.4544189E-002
 3.2304588E+000, 5.7944993E+000,-1.9799408E-002
 3.2402643E+000, 6.1584187E+000, 5.5718844E-003
 3.2504527E+000, 6.3322719E+000, 2.2650589E-002
 3.2601040E+000, 6.5794885E+000, 4.7770637E-002
 3.2702916E+000, 6.6560181E+000, 4.1817020E-002
 3.2801627E+000, 6.5697529E+000, 3.4467935E-002
 3.2904207E+000, 6.5639220E+000, 3.9035241E-002
 3.3004391E+000, 6.5946499E+000, 3.8315704E-002
 3.3102885E+000, 6.6104014E+000, 4.5416889E-002
 3.3201789E+000, 6.7168620E+000, 5.8627242E-002
 3.3303518E+000, 6.8632605E+000, 7.4403024E-002
 3.3401952E+000, 7.0573253E+000, 9.1659700E-002
 3.3500385E+000, 7.1154690E+000, 9.1422581E-002
 3.3603998E+000, 7.0981700E+000, 8.5032399E-002
 3.3702431E+000, 6.9587271E+000, 6.6398040E-002
 3.3800864E+000, 6.7982146E+000, 5.7697882E-002
 3.3904478E+000, 6.7563014E+000, 5.4224649E-002
 3.4002911E+000, 6.6826626E+000, 4.3033873E-002
 3.4101344E+000, 6.6147960E+000, 4.2370816E-002
 3.4204958E+000, 6.6268395E+000, 3.8813460E-002
 3.4303391E+000, 6.5540450E+000, 3.4989066E-002
 3.4401824E+000, 6.5466991E+000, 3.4065819E-002
 3.4500257E+000, 6.4590001E+000, 1.2492060E-002
 3.4604907E+000, 6.1450783E+000,-1.9568228E-002
 3.4704700E+000, 5.8786704E+000,-4.1479100E-002
 3.4804750E+000, 5.7269146E+000,-5.1327023E-002
 3.4903800E+000, 5.6633213E+000,-5.5089633E-002
 3.5000099E+000, 5.6403946E+000,-5.4790965E-002
 3.5103001E+000, 5.7425873E+000,-3.7962325E-002
 3.5205903E+000, 5.8086804E+000,-4.3277260E-002
 3.5302752E+000, 5.6918521E+000,-5.9734168E-002
 3.5405654E+000, 5.5333376E+000,-7.1403514E-002
 3.5500535E+000, 5.4575324E+000,-7.6162000E-002
 3.5601995E+000, 5.4097447E+000,-8.3701493E-002
 3.5702915E+000, 5.2712925E+000,-9.8667296E-002
 3.5803835E+000, 5.2007864E+000,-9.8090379E-002
 3.5904755E+000, 5.3010312E+000,-7.9460628E-002
 3.6005676E+000, 5.5883502E+000,-4.2535454E-002
 3.6100659E+000, 6.0018853E+000,-6.9474769E-004
 3.6201580E+000, 6.3608517E+000, 2.7017684E-002
 3.6302500E+000, 6.5747046E+000, 4.4888247E-002
 3.6402422E+000, 6.6830645E+000, 4.8225631E-002
 3.6503238E+000, 6.6372377E+000, 3.9278321E-002
 3.6604053E+000, 6.5767123E+000, 3.8132676E-002
 3.6704869E+000, 6.5905780E+000, 3.9707298E-002
 3.6800379E+000, 6.5893123E+000, 3.9344186E-002
 3.6900517E+000, 6.6469674E+000, 5.3046952E-002
 3.7000965E+000, 6.7329438E+000, 4.6240108E-002
 3.7102801E+000, 6.5565955E+000, 2.6711550E-002
 3.7204638E+000, 6.3238229E+000,-5.4856280E-004
 3.7301891E+000, 6.1587341E+000,-3.7827529E-003
 3.7402709E+000, 6.1560398E+000,-6.5788528E-003
 3.7503527E+000, 6.0793102E+000,-1.6911794E-002
 3.7604346E+000, 6.0444336E+000,-1.0737896E-002
 3.7705164E+000, 6.1861842E+000, 7.3814650E-003
 3.7800381E+000, 6.3592108E+000, 2.0669585E-002
 3.7901199E+000, 6.4208541E+000, 2.2749397E-002
 3.8002017E+000, 6.4395049E+000, 2.6138230E-002
 3.8102835E+000, 6.4556185E+000, 2.3448660E-002
 3.8203653E+000, 6.4177875E+000, 2.0898254E-002
 3.8304471E+000, 6.3903472E+000, 1.8735094E-002
 3.8405289E+000, 6.4470818E+000, 3.1876948E-002
 3.8500506E+000, 6.5886183E+000, 4.5574212E-002
 3.8601324E+000, 6.7511411E+000, 6.5092896E-002
 3.8702142E+000, 6.9764958E+000, 8.5827953E-002
 3.8802960E+000, 7.0633567E+000, 8.5732001E-002
 3.8903778E+000, 7.0111347E+000, 7.5072557E-002
 3.9002762E+000, 6.8507220E+000, 5.4718325E-002
 3.9103344E+000, 6.6670865E+000, 4.1552056E-002
 3.9203925E+000, 6.5596081E+000, 2.9408777E-002
 3.9304507E+000, 6.3795790E+000, 9.0411337E-003
 3.9404082E+000, 6.2738189E+000, 6.4700111E-003
 3.9503658E+000, 6.2043386E+000,-5.1430968E-003
 3.9603234E+000, 6.0460756E+000,-2.5073600E-002
 3.9702809E+000, 5.7914142E+000,-6.0134714E-002
 3.9802385E+000, 5.3704102E+000,-1.0016858E-001
 3.9905833E+000, 5.0455461E+000,-1.2799502E-001
 4.0002955E+000, 4.7830463E+000,-1.5371545E-001
 4.0100066E+000, 4.5833338E+000,-1.6542922E-001
 4.0205036E+000, 4.5641903E+000,-1.6042479E-001
 4.0303831E+000, 4.6269144E+000,-1.5400734E-001
 4.0402626E+000, 4.7236425E+000,-1.3967157E-001
 4.0502657E+000, 4.9496514E+000,-1.0903663E-001
 4.0604539E+000, 5.3140821E+000,-7.4506144E-002
 4.0703826E+000, 5.5367928E+000,-6.0814342E-002
 4.0804581E+000, 5.6390117E+000,-5.3315815E-002
 4.0905337E+000, 5.7311650E+000,-3.8085100E-002
 4.1000166E+000, 5.9338595E+000,-1.8437031E-002
 4.1100922E+000, 6.1105011E+000, 4.5585744E-004
 4.1201677E+000, 6.3251551E+000, 2.2314788E-002
 4.1304851E+000, 6.5332083E+000, 4.5004413E-002
 4.1405172E+000, 6.7557551E+000, 6.3382838E-002
 4.1501478E+000, 6.9197307E+000, 7.8998728E-002
 4.1604513E+000, 7.0442838E+000, 8.7005714E-002
 4.1702396E+000, 7.0980579E+000, 9.4136314E-002
 4.1800278E+000, 7.1604346E+000, 9.7035150E-002
 4.1903313E+000, 7.2052732E+000, 1.0538754E-001
 4.2001196E+000, 7.3174790E+000, 1.1765592E-001
 4.2104230E+000, 7.4726236E+000, 1.3681414E-001
 4.2202113E+000, 7.6126920E+000, 1.3931765E-001
 4.2305147E+000, 7.4661252E+000, 1.1199266E-001
 4.2402822E+000, 7.2091087E+000, 9.0421852E-002
 4.2503458E+000, 6.9554553E+000, 6.3505463E-002
 4.2604094E+000, 6.7650139E+000, 5.1575395E-002
 4.2704730E+000, 6.6719145E+000, 3.5641397E-002
 4.2800335E+000, 6.3882196E+000, 8.1581805E-003
 4.2902207E+000, 6.2145130E+000,-7.2460734E-003
 4.3001447E+000, 5.9061068E+000,-5.3690732E-002
 4.3103621E+000, 5.4061403E+000,-9.8867784E-002
 4.3202030E+000, 5.0760822E+000,-1.2214379E-001
 4.3302590E+000, 4.8891289E+000,-1.3811860E-001
 4.3403151E+000, 4.7373062E+000,-1.5304515E-001
 4.3506077E+000, 4.6314556E+000,-1.5810294E-001
 4.3603680E+000, 4.6183582E+000,-1.5823200E-001
 4.3701283E+000, 4.6450143E+000,-1.5166276E-001
 4.3800838E+000, 4.7187865E+000,-1.4328075E-001
 4.3903853E+000, 4.8844168E+000,-1.2111411E-001
 4.4002304E+000, 5.0675656E+000,-1.0804150E-001
 4.4103255E+000, 5.1899027E+000,-9.3566584E-002
 4.4204207E+000, 5.3887828E+000,-6.9411495E-002
 4.4305159E+000, 5.6386033E+000,-4.4286798E-002
 4.4406111E+000, 5.8703898E+000,-2.3540700E-002
 4.4500753E+000, 6.0610772E+000,-5.0937280E-003
 4.4601705E+000, 6.2782310E+000, 2.1025681E-002
 4.4702656E+000, 6.5354457E+000, 4.2399879E-002
 4.4804844E+000, 6.7436899E+000, 6.5527104E-002
 4.4905369E+000, 6.9364472E+000, 8.0099612E-002
 4.5000308E+000, 7.1141703E+000, 1.0158350E-001
 4.5102002E+000, 7.2587984E+000, 1.0572950E-001
 4.5201081E+000, 7.1723497E+000, 8.8735974E-002
 4.5302141E+000, 7.0376163E+000, 8.3224705E-002
 4.5400229E+000, 7.0746357E+000, 9.2006649E-002
 4.5503767E+000, 7.1209210E+000, 9.0839677E-002
 4.5601855E+000, 7.1798076E+000, 1.0816934E-001
 4.5705392E+000, 7.4403165E+000, 1.3854393E-001
 4.5803480E+000, 7.6181308E+000, 1.3777890E-001
 4.5903571E+000, 7.4758999E+000, 1.1654180E-001
 4.6001438E+000, 7.2167690E+000, 9.1932291E-002
 4.6104199E+000, 7.0038271E+000, 6.8278955E-002
 4.6203044E+000, 6.7668839E+000, 4.6676625E-002
 4.6305316E+000, 6.6097798E+000, 3.8148972E-002
 4.6402204E+000, 6.5812681E+000, 3.7146598E-002
