s,m/s,
 6.2002469E-001, 6.2410393E+000, 3.6394503E-003
 6.3001478E-001, 6.2158727E+000,-6.7403883E-004
 6.4003606E-001, 6.1750444E+000,-3.0763807E-003
 6.5002367E-001, 6.1630807E+000,-7.5840583E-004
 6.6002625E-001, 6.2547750E+000, 8.4250083E-003
 6.7002639E-001, 6.2645588E+000, 4.5453244E-003
 6.8001904E-001, 6.2815251E+000, 6.6219089E-003
 6.9001066E-001, 6.1869484E+000,-1.0336540E-002
 7.0003832E-001, 6.0330695E+000,-1.8802808E-002
 7.1002058E-001, 5.9993963E+000,-2.2711623E-002
 7.2000090E-001, 5.9578299E+000,-2.4084690E-002
 7.3000014E-001, 5.9999364E+000,-9.9404480E-003
 7.4002728E-001, 6.2752994E+000, 2.1558438E-002
 7.5000476E-001, 6.4421279E+000, 2.3271721E-002
 7.6003656E-001, 6.3810487E+000, 1.4728293E-002
 7.7001652E-001, 6.3542796E+000, 1.4962307E-002
 7.8003920E-001, 6.3456481E+000, 1.1508531E-002
 7.9000310E-001, 6.2596410E+000,-3.3081717E-003
 8.0005049E-001, 6.0782138E+000,-1.5995342E-002
 8.1000018E-001, 6.0664192E+000,-1.0498901E-002
 8.2003273E-001, 6.1276302E+000,-4.6923985E-003
 8.3002323E-001, 6.1509761E+000,-3.0061511E-003
 8.4002415E-001, 6.2269383E+000, 8.4106017E-003
 8.5000944E-001, 6.3373566E+000, 1.7573789E-002
 8.6003877E-001, 6.3727546E+000, 1.6361685E-002
 8.7000736E-001, 6.3581064E+000, 1.3233049E-002
 8.8002967E-001, 6.2857098E+000, 3.0778870E-003
 8.9004080E-001, 6.1671608E+000,-8.2260980E-003
 9.0002929E-001, 6.0900053E+000,-1.5559581E-002
 9.1001947E-001, 5.9918231E+000,-2.4019469E-002
 9.2001951E-001, 6.0126910E+000,-1.0796618E-002
 9.3002271E-001, 6.1775460E+000, 4.5595199E-003
 9.4002225E-001, 6.2777553E+000, 9.2710067E-003
 9.5003570E-001, 6.2739376E+000, 4.7265547E-003
 9.6000695E-001, 6.2340935E+000, 4.0621290E-003
 9.7000698E-001, 6.2500535E+000, 3.5534520E-003
 9.8003870E-001, 6.2057892E+000,-2.9763716E-003
 9.9001769E-001, 6.1581835E+000,-3.3896810E-003
 1.0000028E+000, 6.2083042E+000, 6.2597433E-003
 1.0100003E+000, 6.2679355E+000, 7.1348464E-003
 1.0200181E+000, 6.2709135E+000, 5.9427256E-003
 1.0300025E+000, 6.1921695E+000,-7.7105555E-003
 1.0400191E+000, 6.0922360E+000,-1.3227533E-002
 1.0500383E+000, 6.0462774E+000,-1.7540184E-002
 1.0600122E+000, 6.0234954E+000,-1.7126505E-002
 1.0700163E+000, 6.0362434E+000,-1.2639631E-002
 1.0800126E+000, 6.1286929E+000,-1.0202578E-004
 1.0900125E+000, 6.2564462E+000, 1.1569673E-002
 1.1000135E+000, 6.3257884E+000, 8.3588479E-003
 1.1100262E+000, 6.2672964E+000, 8.7650189E-003
 1.1200122E+000, 6.2423489E+000,-3.5367019E-003
 1.1300279E+000, 6.0909712E+000,-1.4497840E-002
 1.1400444E+000, 6.0509847E+000,-1.2398784E-002
 1.1500238E+000, 6.1570309E+000, 4.0007480E-003
 1.1600112E+000, 6.2624463E+000, 6.8576966E-003
 1.1700268E+000, 6.3082226E+000, 1.3502791E-002
 1.1800283E+000, 6.3632110E+000, 2.2259923E-002
 1.1900366E+000, 6.4676025E+000, 2.7163114E-002
 1.2000086E+000, 6.4425401E+000, 1.7645943E-002
 1.2100294E+000, 6.2601569E+000,-7.3809867E-003
 1.2200124E+000, 5.9647150E+000,-3.7788371E-002
 1.2300373E+000, 5.7819555E+000,-4.0696761E-002
 1.2400041E+000, 5.8905538E+000,-2.1837547E-002
 1.2500165E+000, 6.0718015E+000,-4.1146806E-003
 1.2600263E+000, 6.2941379E+000, 2.2357705E-002
 1.2700156E+000, 6.5154504E+000, 3.9667155E-002
 1.2800352E+000, 6.6225652E+000, 4.0273754E-002
 1.2900118E+000, 6.5308463E+000, 2.5614427E-002
 1.3000347E+000, 6.3306977E+000,-1.9331711E-005
 1.3100229E+000, 6.1110691E+000,-1.5823304E-002
 1.3200246E+000, 5.9626476E+000,-3.2113578E-002
 1.3300492E+000, 5.8641652E+000,-3.1089053E-002
 1.3400295E+000, 5.9655434E+000,-1.3670616E-002
 1.3500260E+000, 6.1488015E+000,-9.3808468E-004
 1.3600069E+000, 6.2233512E+000, 4.1381449E-003
 1.3700061E+000, 6.2349346E+000, 3.0403892E-003
 1.3800062E+000, 6.2358426E+000, 4.6025037E-003
 1.3900369E+000, 6.2865500E+000, 1.0912383E-002
 1.4000347E+000, 6.3133964E+000, 9.3468478E-003
 1.4100296E+000, 6.2500407E+000,-1.7615935E-005
 1.4200197E+000, 6.1839340E+000, 4.8651921E-004
 1.4300053E+000, 6.2026943E+000,-4.8800900E-003
 1.4400382E+000, 6.0808344E+000,-1.7587088E-002
 1.4500377E+000, 6.0657901E+000,-5.5903327E-003
 1.4600282E+000, 6.2228158E+000, 6.7443183E-003
 1.4700072E+000, 6.2537921E+000, 4.5187298E-005
 1.4800096E+000, 6.1752350E+000,-3.2211195E-003
 1.4900291E+000, 6.1427432E+000,-7.3242029E-003
 1.5000239E+000, 6.1310240E+000,-4.8694015E-003
 1.5100386E+000, 6.1452696E+000,-5.0578208E-003
 1.5200292E+000, 6.1930759E+000, 2.8222358E-003
 1.5300050E+000, 6.2492236E+000, 7.4563107E-003
 1.5400142E+000, 6.3307615E+000, 1.7928201E-002
 1.5500011E+000, 6.3687354E+000, 1.4898992E-002
 1.5600287E+000, 6.3327295E+000, 1.3857066E-002
 1.5700416E+000, 6.3456144E+000, 1.2061463E-002
 1.5800421E+000, 6.2548178E+000, 5.2729366E-006
 1.5900038E+000, 6.1716826E+000,-5.1546598E-003
 1.6000095E+000, 6.1154793E+000,-9.9022940E-003
 1.6100118E+000, 6.0608521E+000,-1.8601282E-002
 1.6200362E+000, 6.0013251E+000,-1.7444237E-002
 1.6300258E+000, 6.0980418E+000,-3.6038506E-003
 1.6400314E+000, 6.2076391E+000, 3.8924901E-003
 1.6500358E+000, 6.2646756E+000, 7.9673477E-003
 1.6600433E+000, 6.2874866E+000, 1.0975315E-002
 1.6700103E+000, 6.3147064E+000, 1.2605193E-002
 1.6800206E+000, 6.2844347E+000, 2.3009557E-003
 1.6900108E+000, 6.1345515E+000,-1.6118412E-002
 1.7000021E+000, 6.0203960E+000,-1.5090132E-002
 1.7100189E+000, 6.0958409E+000,-7.6273162E-003
 1.7200109E+000, 6.0935493E+000,-1.2907148E-002
 1.7300303E+000, 6.1090274E+000,-4.4110328E-003
 1.7400290E+000, 6.2296331E+000, 9.4752115E-003
 1.7500254E+000, 6.3444066E+000, 1.8770751E-002
 1.7600121E+000, 6.4387834E+000, 2.6402286E-002
 1.7700303E+000, 6.4250215E+000, 1.5536592E-002
 1.7800116E+000, 6.2405676E+000,-8.6512893E-003
 1.7900056E+000, 5.9882491E+000,-2.9874997E-002
 1.8000408E+000, 5.8912556E+000,-2.8478719E-002
 1.8100229E+000, 5.9834357E+000,-1.4270383E-002
 1.8200334E+000, 6.1257667E+000,-1.4148765E-003
 1.8300054E+000, 6.1956063E+000, 2.4423315E-003
 1.8400031E+000, 6.3107448E+000, 2.0152746E-002
 1.8500260E+000, 6.4415608E+000, 2.6132623E-002
 1.8600108E+000, 6.4055991E+000, 1.2359033E-002
 1.8700381E+000, 6.2554803E+000, 1.3332385E-003
 1.8800026E+000, 6.1815588E+000,-5.9710092E-003
 1.8900221E+000, 6.0818877E+000,-1.7348934E-002
 1.9000041E+000, 5.9413663E+000,-3.1836548E-002
 1.9100326E+000, 5.9221633E+000,-1.8689735E-002
 1.9200102E+000, 6.1094798E+000, 1.1553238E-003
 1.9300151E+000, 6.2659490E+000, 8.0049626E-003
 1.9400158E+000, 6.2772328E+000, 1.0542724E-002
 1.9500180E+000, 6.3580963E+000, 1.4482548E-002
 1.9600080E+000, 6.2522449E+000, 2.4935069E-005
 1.9700198E+000, 6.1644206E+000,-4.9857850E-003
 1.9800284E+000, 6.1519711E+000,-4.6267700E-003
 1.9900284E+000, 6.1308002E+000,-9.8224264E-003
 2.0000441E+000, 6.1316902E+000,-7.9726537E-004
 2.0100229E+000, 6.2505151E+000, 9.4180645E-003
 2.0200383E+000, 6.2751743E+000, 5.1837424E-003
 2.0300329E+000, 6.2870426E+000, 1.4256280E-002
 2.0400240E+000, 6.3751191E+000, 1.8582998E-002
 2.0500110E+000, 6.3327240E+000, 5.8408416E-003
 2.0600016E+000, 6.1937378E+000,-6.1838429E-003
 2.0700254E+000, 6.1084334E+000,-8.2998207E-003
 2.0800071E+000, 6.1112458E+000,-1.1441557E-002
 2.0900380E+000, 6.0679293E+000,-1.4929985E-002
 2.1000019E+000, 6.0766027E+000,-1.2114488E-002
 2.1100168E+000, 6.0900458E+000,-9.2922651E-003
 2.1200250E+000, 6.1051097E+000,-1.1681055E-002
 2.1300069E+000, 6.1068114E+000,-3.2638547E-003
 2.1400018E+000, 6.2851646E+000, 1.8658465E-002
 2.1500251E+000, 6.4043478E+000, 1.8218207E-002
 2.1600109E+000, 6.3394225E+000, 1.1883593E-002
 2.1700135E+000, 6.3316215E+000, 1.4112786E-002
 2.1800040E+000, 6.3134704E+000, 7.0537091E-003
 2.1900123E+000, 6.2042057E+000,-7.6645400E-003
 2.2000108E+000, 6.0868666E+000,-1.1977558E-002
 2.2100139E+000, 6.0448226E+000,-1.9300775E-002
 2.2200240E+000, 5.9831975E+000,-2.1800453E-002
 2.2300190E+000, 6.0358960E+000,-1.0063486E-002
 2.2400246E+000, 6.1625741E+000, 2.6199356E-003
 2.2500172E+000, 6.2724720E+000, 1.0477789E-002
 2.2600069E+000, 6.3536373E+000, 1.7275097E-002
 2.2700227E+000, 6.3225865E+000, 6.6358366E-003
 2.2800190E+000, 6.2457312E+000, 7.0018670E-003
 2.2900365E+000, 6.3023846E+000, 9.6206788E-003
 2.3000105E+000, 6.2688065E+000, 5.4647795E-003
 2.3100185E+000, 6.2130366E+000,-2.6984106E-003
 2.3200459E+000, 6.1715315E+000,-1.7228645E-004
 2.3300245E+000, 6.2289967E+000, 2.4010212E-003
 2.3400446E+000, 6.1985169E+000,-1.0719005E-003
 2.3500049E+000, 6.1555813E+000,-8.8890215E-003
 2.3600240E+000, 6.0832441E+000,-1.0698062E-002
 2.3700204E+000, 6.1297925E+000,-7.6158201E-003
 2.3800361E+000, 6.1308727E+000,-2.2380401E-003
 2.3900261E+000, 6.2106592E+000, 2.1750297E-003
 2.4000271E+000, 6.2296838E+000, 2.1321161E-003
 2.4100227E+000, 6.1981013E+000, 2.6866042E-004
 2.4200268E+000, 6.2516425E+000, 7.8657174E-003
 2.4300158E+000, 6.2998674E+000, 1.1032223E-002
 2.4400038E+000, 6.2636194E+000, 1.0036183E-003
 2.4500135E+000, 6.1484546E+000,-9.7856349E-003
 2.4600442E+000, 6.0844723E+000,-1.1233229E-002
 2.4700337E+000, 6.1340244E+000,-8.5852085E-004
 2.4800031E+000, 6.2445226E+000, 9.6368928E-003
 2.4900390E+000, 6.3556695E+000, 2.1711108E-002
 2.5000100E+000, 6.4450047E+000, 2.3839933E-002
 2.5100097E+000, 6.3893248E+000, 1.2179022E-002
 2.5200047E+000, 6.1882589E+000,-1.4656523E-002
 2.5300086E+000, 5.9819418E+000,-2.5417330E-002
 2.5400382E+000, 5.9316408E+000,-2.8636883E-002
 2.5500486E+000, 5.9535056E+000,-1.7938127E-002
 2.5600009E+000, 6.1189180E+000, 7.9268495E-004
 2.5700016E+000, 6.2691667E+000, 1.1062648E-002
 2.5800325E+000, 6.3613655E+000, 2.0387341E-002
 2.5900305E+000, 6.4178125E+000, 2.2531912E-002
 2.6000358E+000, 6.4211603E+000, 1.9251901E-002
 2.6100248E+000, 6.3418015E+000, 9.2710498E-003
 2.6200100E+000, 6.2247933E+000,-3.9233522E-003
 2.6300130E+000, 6.0985734E+000,-1.5159272E-002
 2.6400088E+000, 6.0328679E+000,-1.5630696E-002
 2.6500245E+000, 6.0218252E+000,-2.0348706E-002
 2.6600316E+000, 5.9730016E+000,-2.5604308E-002
 2.6700069E+000, 5.9510488E+000,-1.8965224E-002
 2.6800251E+000, 6.1335857E+000, 3.7020637E-003
 2.6900124E+000, 6.2520060E+000, 1.8333506E-003
 2.7000123E+000, 6.1705923E+000,-3.3613064E-003
 2.7100156E+000, 6.2352414E+000, 8.3411022E-003
 2.7200267E+000, 6.3330576E+000, 1.9031804E-002
 2.7300211E+000, 6.4096145E+000, 1.9275882E-002
 2.7400271E+000, 6.3382876E+000, 1.0157600E-002
 2.7500000E+000, 6.2945617E+000, 5.2521774E-003
 2.7600203E+000, 6.1865010E+000,-7.6402582E-003
 2.7700371E+000, 6.0878494E+000,-1.1593236E-002
 2.7800141E+000, 6.0842182E+000,-1.1801320E-002
 2.7900321E+000, 6.0911194E+000,-1.0803881E-002
 2.8000043E+000, 6.1368381E+000, 1.6833723E-003
 2.8100057E+000, 6.3054633E+000, 1.6163531E-002
 2.8200310E+000, 6.3336001E+000, 7.1778393E-003
 2.8300316E+000, 6.1996543E+000,-4.7457309E-003
 2.8400142E+000, 6.1423658E+000,-9.3951551E-003
 2.8500208E+000, 6.0187719E+000,-2.5474051E-002
 2.8600048E+000, 5.9248216E+000,-2.7495424E-002
 2.8700375E+000, 5.9884954E+000,-1.1712980E-002
 2.8800360E+000, 6.2261861E+000, 1.6701626E-002
 2.8900260E+000, 6.4826597E+000, 3.7120987E-002
 2.9000345E+000, 6.6154796E+000, 4.2346139E-002
 2.9100442E+000, 6.5799966E+000, 3.4712324E-002
 2.9200241E+000, 6.4953137E+000, 2.1044644E-002
 2.9300102E+000, 6.3043329E+000, 3.2941566E-003
 2.9400343E+000, 6.1669100E+000,-1.1360820E-002
 2.9500410E+000, 5.9824718E+000,-2.9130306E-002
 2.9600315E+000, 5.8549639E+000,-3.7950178E-002
 2.9700012E+000, 5.8389992E+000,-3.3178427E-002
 2.9800427E+000, 5.9142801E+000,-2.2225745E-002
 2.9900149E+000, 6.1006979E+000, 4.8197020E-003
 3.0000168E+000, 6.3571900E+000, 2.3907934E-002
 3.0100061E+000, 6.4752822E+000, 2.7634185E-002
 3.0200162E+000, 6.3887521E+000, 8.1859247E-003
 3.0300127E+000, 6.2075201E+000,-4.1573495E-003
 3.0400324E+000, 6.1470321E+000,-5.2912504E-003
 3.0500277E+000, 6.1946536E+000, 3.5614022E-003
 3.0600128E+000, 6.2608320E+000, 7.6528884E-003
 3.0700022E+000, 6.2795380E+000, 6.9056405E-003
 3.0800258E+000, 6.2634031E+000, 5.9899766E-003
 3.0900275E+000, 6.2440556E+000, 4.3655371E-003
 3.1000327E+000, 6.2519790E+000, 3.6499749E-003
 3.1100102E+000, 6.2101071E+000,-1.9415426E-003
 3.1200383E+000, 6.1611394E+000,-3.5837692E-003
 3.1300200E+000, 6.1616270E+000,-6.5063561E-003
 3.1400119E+000, 6.0955651E+000,-1.4519431E-002
 3.1500140E+000, 6.0749012E+000,-8.9097388E-003
 3.1600113E+000, 6.1626521E+000, 3.4725388E-003
 3.1700207E+000, 6.2784164E+000, 7.8442543E-003
 3.1800393E+000, 6.2434260E+000, 1.1477863E-003
 3.1900099E+000, 6.1895116E+000,-4.2724125E-003
 3.2000223E+000, 6.1411862E+000,-4.2873749E-003
 3.2100232E+000, 6.1809643E+000,-9.5092587E-004
 3.2200007E+000, 6.1881234E+000,-3.6167447E-003
 3.2300168E+000, 6.0960405E+000,-1.6532704E-002
 3.2400282E+000, 6.0666920E+000,-9.1713100E-003
 3.2500065E+000, 6.1240084E+000,-6.9755593E-003
 3.2600228E+000, 6.1501386E+000,-1.4362997E-003
 3.2700040E+000, 6.2556693E+000, 1.3053893E-002
 3.2800150E+000, 6.3762580E+000, 2.0861025E-002
 3.2900036E+000, 6.4106961E+000, 1.8217069E-002
 3.3000396E+000, 6.3413346E+000, 1.2224685E-002
 3.3100148E+000, 6.3590606E+000, 1.8195245E-002
 3.3200008E+000, 6.3601786E+000, 1.1734092E-002
 3.3300424E+000, 6.2284078E+000,-8.9917469E-003
 3.3400137E+000, 6.0362257E+000,-1.9880915E-002
 3.3500345E+000, 5.9947990E+000,-2.3426931E-002
 3.3600288E+000, 5.9469311E+000,-2.6596780E-002
 3.3700243E+000, 5.9617043E+000,-1.6873240E-002
 3.3800445E+000, 6.1296751E+000, 2.5952565E-003
 3.3900252E+000, 6.2910049E+000, 1.6861345E-002
 3.4000317E+000, 6.4259367E+000, 2.3870982E-002
 3.4100018E+000, 6.3982150E+000, 1.4684269E-002
 3.4200304E+000, 6.2983697E+000, 3.0702536E-003
 3.4300048E+000, 6.1345943E+000,-1.5982211E-002
 3.4400097E+000, 5.9985428E+000,-2.0736220E-002
 3.4500316E+000, 6.0204368E+000,-1.3409368E-002
 3.4600267E+000, 6.1235852E+000,-1.0029601E-004
 3.4700144E+000, 6.2927416E+000, 1.7098444E-002
 3.4800380E+000, 6.4547620E+000, 3.0725288E-002
 3.4900169E+000, 6.4995424E+000, 2.7452757E-002
 3.5000309E+000, 6.4153105E+000, 1.6061447E-002
 3.5100218E+000, 6.2914742E+000,-1.1130053E-003
 3.5200030E+000, 6.0558329E+000,-2.7081097E-002
 3.5300060E+000, 5.8722704E+000,-3.4485635E-002
 3.5400446E+000, 5.8792034E+000,-2.8255584E-002
 3.5500259E+000, 5.9716176E+000,-1.6236811E-002
 3.5600252E+000, 6.1029778E+000,-3.8884708E-003
 3.5700434E+000, 6.2367365E+000, 1.2546682E-002
 3.5800246E+000, 6.4165603E+000, 2.8231001E-002
 3.5900285E+000, 6.5259033E+000, 3.3547403E-002
 3.6000064E+000, 6.4384380E+000, 1.1502481E-002
 3.6100399E+000, 6.2124434E+000,-6.9416185E-003
 3.6200118E+000, 6.0613292E+000,-2.0257756E-002
 3.6300004E+000, 5.9656754E+000,-2.7277262E-002
 3.6400090E+000, 5.9374174E+000,-2.3528092E-002
 3.6500296E+000, 6.0461549E+000,-7.5870720E-003
 3.6600018E+000, 6.2033897E+000, 8.2214737E-003
 3.6700238E+000, 6.3536970E+000, 2.3591718E-002
 3.6800300E+000, 6.4242902E+000, 1.9447310E-002
 3.6900353E+000, 6.3557575E+000, 9.3553950E-003
 3.7000035E+000, 6.2022531E+000,-7.0236602E-003
 3.7100058E+000, 6.1254441E+000,-4.8762251E-003
 3.7200241E+000, 6.1719261E+000,-5.5896328E-004
 3.7300133E+000, 6.2193718E+000, 3.1444437E-003
 3.7400193E+000, 6.2313009E+000, 3.2376836E-003
 3.7500468E+000, 6.2589109E+000, 9.4734371E-003
 3.7600403E+000, 6.3333735E+000, 1.6592166E-002
 3.7700140E+000, 6.3573285E+000, 8.7138829E-003
 3.7800246E+000, 6.1498210E+000,-1.9912088E-002
 3.7900261E+000, 5.9315801E+000,-3.0422614E-002
 3.8000269E+000, 5.8797354E+000,-3.0100387E-002
 3.8100228E+000, 5.9717786E+000,-1.3286465E-002
 3.8200167E+000, 6.1749796E+000, 9.5493724E-003
 3.8300231E+000, 6.4206183E+000, 3.2546831E-002
 3.8400008E+000, 6.5462145E+000, 3.2575831E-002
 3.8500057E+000, 6.4394990E+000, 1.4047825E-002
 3.8600392E+000, 6.2495066E+000,-2.3067745E-003
 3.8700019E+000, 6.0912200E+000,-2.0493746E-002
 3.8800079E+000, 5.9285984E+000,-3.1191969E-002
 3.8900160E+000, 5.8900611E+000,-2.5728646E-002
 3.9000390E+000, 6.0682987E+000,-3.2684523E-003
 3.9100256E+000, 6.2492472E+000, 1.7284873E-002
 3.9200184E+000, 6.4867337E+000, 3.5708999E-002
 3.9300258E+000, 6.5330163E+000, 2.4892151E-002
 3.9400276E+000, 6.2790894E+000,-6.1905876E-003
 3.9500405E+000, 6.0705411E+000,-1.4677132E-002
 3.9600101E+000, 6.0333224E+000,-1.8941834E-002
 3.9700079E+000, 5.9697295E+000,-2.6359490E-002
 3.9800035E+000, 5.9451412E+000,-2.2038673E-002
 3.9900126E+000, 6.0605330E+000,-3.5042064E-003
 4.0000350E+000, 6.2386633E+000, 8.5293000E-003
 4.0100120E+000, 6.3701949E+000, 2.2228547E-002
 4.0200017E+000, 6.4166029E+000, 2.0393801E-002
 4.0300338E+000, 6.3498335E+000, 9.4158216E-003
 4.0400105E+000, 6.2282158E+000,-5.8577586E-003
 4.0500347E+000, 6.0594691E+000,-2.1636302E-002
 4.0600305E+000, 5.9132711E+000,-3.1920219E-002
 4.0700080E+000, 5.9083645E+000,-2.4707564E-002
 4.0800442E+000, 6.0471142E+000,-4.8631555E-003
 4.0900243E+000, 6.2839264E+000, 2.0093408E-002
 4.1000082E+000, 6.4550869E+000, 3.0735749E-002
 4.1100360E+000, 6.5587797E+000, 3.7308503E-002
 4.1200414E+000, 6.5000394E+000, 2.2481324E-002
 4.1300207E+000, 6.3796338E+000, 1.2850968E-002
 4.1400224E+000, 6.2549452E+000,-2.7949137E-003
 4.1500318E+000, 6.0890082E+000,-1.7454155E-002
 4.1600240E+000, 5.9895036E+000,-2.0825319E-002
 4.1700329E+000, 6.0301720E+000,-1.3084589E-002
 4.1800195E+000, 6.1257443E+000,-3.0411901E-003
 4.1900053E+000, 6.1969925E+000, 3.5996823E-003
 4.2000394E+000, 6.2621564E+000, 8.5240470E-003
 4.2100370E+000, 6.2531923E+000, 1.6336522E-003
 4.2200108E+000, 6.2348559E+000, 4.6213470E-003
 4.2300001E+000, 6.2226005E+000,-1.5947346E-003
 4.2400463E+000, 6.1737610E+000,-4.2406567E-004
 4.2500240E+000, 6.2487187E+000, 9.7923966E-003
 4.2600346E+000, 6.3181659E+000, 1.4247974E-002
 4.2700287E+000, 6.3238281E+000, 8.7468223E-003
 4.2800384E+000, 6.2430427E+000, 1.0823284E-003
 4.2900114E+000, 6.1913365E+000,-2.5830367E-003
 4.3000223E+000, 6.1369704E+000,-9.7159135E-003
 4.3100524E+000, 6.0804446E+000,-1.1639747E-002
 4.3200297E+000, 6.0980766E+000,-7.9704468E-003
 4.3300143E+000, 6.1403969E+000,-4.3579768E-003
 4.3400048E+000, 6.1883305E+000, 2.4991522E-003
 4.3500083E+000, 6.2902593E+000, 1.4432439E-002
 4.3600152E+000, 6.3334819E+000, 1.1202577E-002
 4.3700249E+000, 6.2857408E+000, 6.2646109E-003
 4.3800395E+000, 6.2434263E+000, 2.0894575E-003
 4.3900073E+000, 6.2012690E+000,-1.6570633E-003
 4.4000078E+000, 6.1543038E+000,-7.0581884E-003
 4.4100279E+000, 6.1303891E+000,-6.3370288E-003
 4.4200048E+000, 6.1236148E+000,-1.0287292E-002
 4.4300010E+000, 6.0458239E+000,-1.8128685E-002
 4.4400354E+000, 6.0276801E+000,-1.2428173E-002
 4.4500147E+000, 6.1508524E+000, 3.2811650E-005
 4.4600097E+000, 6.1972086E+000,-1.9920868E-003
 4.4700419E+000, 6.1743154E+000,-2.6782868E-004
 4.4800026E+000, 6.2240024E+000, 2.2265676E-003
 4.4900089E+000, 6.2025801E+000, 2.1135177E-004
 4.5000153E+000, 6.2026164E+000,-2.7110775E-003
 4.5100193E+000, 6.1812047E+000, 7.4605412E-004
 4.5200319E+000, 6.2369638E+000, 6.2009912E-003
 4.5300456E+000, 6.3005584E+000, 1.3216659E-002
 4.5400384E+000, 6.3376154E+000, 1.2749605E-002
 4.5500337E+000, 6.3418746E+000, 1.6168360E-002
 4.5600331E+000, 6.3678957E+000, 1.5324132E-002
 4.5700364E+000, 6.2605135E+000,-5.6758567E-003
 4.5800275E+000, 6.0258281E+000,-2.7046794E-002
 4.5900296E+000, 5.9043233E+000,-2.7921817E-002
 4.6000306E+000, 5.9826501E+000,-1.4648512E-002
 4.6100109E+000, 6.1192202E+000,-2.8322443E-003
 4.6200072E+000, 6.2164838E+000, 5.7589312E-003
 4.6300310E+000, 6.3232074E+000, 2.1862839E-002
 4.6400135E+000, 6.5204344E+000, 3.8830207E-002
