s,m/s,
 4.6505371E+000, 6.1554862E+000,-3.5171177E-003
 4.6601771E+000, 6.1794087E+000,-5.7809458E-004
 4.6704197E+000, 6.2064783E+000, 1.0860940E-003
 4.6800598E+000, 6.2457170E+000, 8.6536875E-003
 4.6903024E+000, 6.3368736E+000, 1.8123275E-002
 4.7003162E+000, 6.4192305E+000, 2.4807764E-002
 4.7104573E+000, 6.4883035E+000, 3.2864489E-002
 4.7202322E+000, 6.5971744E+000, 4.6850689E-002
 4.7300939E+000, 6.7256752E+000, 5.5864045E-002
 4.7402627E+000, 6.7470850E+000, 5.0631215E-002
 4.7504334E+000, 6.6125805E+000, 3.3099493E-002
 4.7600968E+000, 6.4574885E+000, 1.8769914E-002
 4.7703425E+000, 6.3084061E+000, 4.0577821E-003
 4.7800583E+000, 6.1626071E+000,-9.9734348E-003
 4.7904881E+000, 6.0665747E+000,-1.4087442E-002
 4.8005983E+000, 6.0782800E+000,-1.0040113E-002
 4.8102971E+000, 6.1353080E+000,-2.5972962E-003
 4.8206424E+000, 6.2289319E+000, 7.1668311E-003
 4.8301831E+000, 6.2596274E+000, 3.5353170E-003
 4.8405047E+000, 6.1991076E+000,-3.6826051E-003
 4.8502530E+000, 6.1087195E+000,-1.3418116E-002
 4.8600012E+000, 6.0373784E+000,-1.7756894E-002
 4.8703229E+000, 5.9969264E+000,-2.1909312E-002
 4.8800712E+000, 5.9711631E+000,-2.5253570E-002
 4.8901548E+000, 5.8998913E+000,-3.4992137E-002
 4.9001296E+000, 5.8456618E+000,-3.5839391E-002
 4.9104164E+000, 5.8418269E+000,-3.5653051E-002
 4.9202134E+000, 5.8203794E+000,-4.0056553E-002
 4.9303918E+000, 5.7744988E+000,-4.3579185E-002
 4.9401044E+000, 5.7895402E+000,-3.7666655E-002
 4.9504681E+000, 5.8572987E+000,-3.2180862E-002
 4.9602561E+000, 5.8833766E+000,-3.0160957E-002
 4.9700440E+000, 5.9461064E+000,-2.0885580E-002
 4.9804077E+000, 6.0501510E+000,-8.7729424E-003
 4.9900737E+000, 6.1598751E+000,-4.2033214E-004
 5.0002657E+000, 6.2259994E+000, 3.8094969E-003
 5.0101748E+000, 6.2558063E+000, 8.1587489E-003
 5.0201072E+000, 6.3254363E+000, 1.6749830E-002
 5.0301923E+000, 6.4085400E+000, 2.3419314E-002
 5.0402775E+000, 6.4536937E+000, 2.7905762E-002
 5.0502398E+000, 6.4980570E+000, 3.0592810E-002
 5.0604478E+000, 6.5220747E+000, 3.4097502E-002
 5.0703439E+000, 6.5439674E+000, 3.5136105E-002
 5.0801518E+000, 6.5796131E+000, 4.0165172E-002
 5.0901784E+000, 6.5978911E+000, 3.8382324E-002
 5.1002476E+000, 6.5903740E+000, 3.8893132E-002
 5.1103572E+000, 6.5856730E+000, 3.7149305E-002
 5.1201306E+000, 6.5451736E+000, 3.3135576E-002
 5.1301684E+000, 6.5215953E+000, 3.1719021E-002
 5.1400953E+000, 6.5077811E+000, 2.9752479E-002
 5.1501389E+000, 6.4668518E+000, 2.4244611E-002
 5.1602096E+000, 6.4557792E+000, 2.6640369E-002
 5.1703675E+000, 6.4329013E+000, 1.9087608E-002
 5.1805255E+000, 6.3310332E+000, 7.0532672E-003
 5.1904235E+000, 6.2169185E+000,-1.7622913E-003
 5.2003845E+000, 6.1775039E+000,-1.7310506E-003
 5.2104413E+000, 6.1589508E+000,-7.6459556E-003
 5.2205673E+000, 6.0966424E+000,-1.2274826E-002
 5.2302284E+000, 6.0533207E+000,-1.7152646E-002
 5.2402682E+000, 6.0012928E+000,-2.4507112E-002
 5.2502185E+000, 5.8849939E+000,-3.9066470E-002
 5.2602326E+000, 5.7331806E+000,-5.2597321E-002
 5.2701377E+000, 5.6377291E+000,-5.8107252E-002
 5.2803347E+000, 5.6086479E+000,-6.0484484E-002
 5.2905321E+000, 5.6122279E+000,-5.5471053E-002
 5.3004828E+000, 5.6913323E+000,-4.6775686E-002
 5.3105146E+000, 5.7534038E+000,-4.4206601E-002
 5.3204382E+000, 5.7627429E+000,-4.1183030E-002
 5.3302418E+000, 5.8378067E+000,-3.2680379E-002
 5.3400241E+000, 5.9057304E+000,-2.5216818E-002
 5.3503743E+000, 6.0227349E+000,-1.0737339E-002
 5.3602109E+000, 6.1423392E+000,-7.2230827E-004
 5.3701926E+000, 6.2682058E+000, 1.2974423E-002
 5.3802889E+000, 6.3876031E+000, 2.3073336E-002
 5.3900945E+000, 6.4478245E+000, 2.7681394E-002
 5.4000352E+000, 6.5170441E+000, 3.3021685E-002
 5.4104299E+000, 6.5258453E+000, 3.4288734E-002
 5.4204696E+000, 6.5834256E+000, 4.0390351E-002
 5.4305093E+000, 6.6372565E+000, 4.7702188E-002
 5.4403639E+000, 6.7003095E+000, 4.9144097E-002
 5.4502650E+000, 6.6788138E+000, 4.6623710E-002
 5.4604415E+000, 6.6176954E+000, 3.6867325E-002
 5.4703340E+000, 6.5405136E+000, 3.4008693E-002
 5.4802264E+000, 6.5322239E+000, 3.0382853E-002
 5.4902751E+000, 6.4776803E+000, 2.8137297E-002
 5.5000114E+000, 6.4981960E+000, 3.0903881E-002
 5.5103854E+000, 6.4709388E+000, 2.2136929E-002
 5.5201478E+000, 6.3598611E+000, 1.1919365E-002
 5.5300143E+000, 6.3326590E+000, 1.5138864E-002
 5.5403839E+000, 6.3390079E+000, 1.0712629E-002
 5.5500878E+000, 6.2683600E+000, 4.1216400E-003
 5.5601649E+000, 6.2006458E+000,-3.3745499E-003
 5.5700428E+000, 6.1399526E+000,-7.3947211E-003
 5.5805018E+000, 6.1384865E+000,-5.3480967E-003
 5.5900941E+000, 6.1540393E+000,-3.3720896E-003
 5.6004361E+000, 6.1570809E+000,-5.7153388E-003
 5.6102105E+000, 6.1285704E+000,-7.9801784E-003
 5.6204021E+000, 6.1359934E+000,-4.3819464E-003
 5.6304538E+000, 6.1465640E+000,-8.2648866E-003
 5.6404517E+000, 6.0633581E+000,-1.8129446E-002
 5.6500402E+000, 5.9743358E+000,-2.6070730E-002
 5.6601613E+000, 5.9213966E+000,-2.8211252E-002
 5.6700162E+000, 5.9374402E+000,-2.4273070E-002
 5.6805635E+000, 5.9642717E+000,-2.1783036E-002
 5.6903491E+000, 6.0226938E+000,-1.4378381E-002
 5.7003609E+000, 6.0569119E+000,-1.5411079E-002
 5.7104644E+000, 6.0461408E+000,-1.5281875E-002
 5.7202348E+000, 6.0408769E+000,-1.6172865E-002
 5.7300052E+000, 6.0530526E+000,-1.4203413E-002
 5.7404422E+000, 6.0793085E+000,-1.0739481E-002
 5.7504566E+000, 6.1105367E+000,-7.4977408E-003
 5.7604602E+000, 6.1477999E+000,-3.5259386E-003
 5.7702599E+000, 6.1913047E+000, 1.2887156E-003
 5.7804141E+000, 6.1960469E+000,-1.8473502E-003
 5.7901020E+000, 6.1749763E+000,-4.3199625E-003
 5.8004738E+000, 6.1466961E+000,-4.7143196E-003
 5.8105036E+000, 6.1619176E+000,-3.3053814E-003
 5.8205335E+000, 6.1754611E+000,-6.1366940E-004
 5.8305633E+000, 6.2009779E+000, 1.6308398E-003
 5.8405932E+000, 6.2508313E+000, 7.0927995E-003
 5.8506230E+000, 6.2757795E+000, 8.4444100E-003
 5.8600804E+000, 6.2966452E+000, 1.0159114E-002
 5.8701205E+000, 6.3464302E+000, 2.0072973E-002
 5.8801658E+000, 6.4609803E+000, 3.1541551E-002
 5.8901896E+000, 6.5605764E+000, 3.6015084E-002
 5.9002840E+000, 6.5086867E+000, 2.4980286E-002
 5.9103727E+000, 6.3700119E+000, 7.2715054E-003
 5.9202465E+000, 6.1626136E+000,-1.2067839E-002
 5.9302240E+000, 5.9896797E+000,-3.0682609E-002
 5.9402969E+000, 5.7888273E+000,-4.9520990E-002
 5.9503267E+000, 5.6540437E+000,-5.7468886E-002
 5.9602491E+000, 5.6244082E+000,-5.5105136E-002
 5.9704645E+000, 5.7079176E+000,-4.3190498E-002
 5.9802259E+000, 5.8530158E+000,-2.7390588E-002
 5.9902673E+000, 5.9547204E+000,-2.4748458E-002
 6.0001258E+000, 5.8968076E+000,-3.8018689E-002
 6.0101251E+000, 5.7742046E+000,-4.4521917E-002
 6.0204530E+000, 5.7541224E+000,-4.3289957E-002
 6.0302624E+000, 5.7668925E+000,-4.5122077E-002
 6.0400527E+000, 5.7417060E+000,-4.4197216E-002
 6.0504452E+000, 5.7960991E+000,-3.7701192E-002
 6.0603407E+000, 5.8837949E+000,-2.6426118E-002
 6.0702814E+000, 5.9727018E+000,-1.8287477E-002
 6.0800232E+000, 6.0848267E+000,-5.9142537E-003
 6.0901415E+000, 6.1740663E+000, 1.0204790E-003
 6.1002516E+000, 6.2811078E+000, 1.4324392E-002
 6.1104595E+000, 6.4087788E+000, 2.6539363E-002
 6.1203664E+000, 6.5046768E+000, 3.2428738E-002
 6.1301336E+000, 6.5306440E+000, 3.2886871E-002
 6.1400395E+000, 6.5394866E+000, 3.4428249E-002
 6.1502960E+000, 6.5470870E+000, 3.5835240E-002
 6.1600610E+000, 6.5687996E+000, 3.5491908E-002
 6.1703578E+000, 6.5195072E+000, 2.9218876E-002
 6.1802662E+000, 6.4576148E+000, 2.2417066E-002
 6.1901457E+000, 6.4258347E+000, 2.3800760E-002
 6.2001367E+000, 6.4347946E+000, 2.2911053E-002
 6.2101276E+000, 6.4313318E+000, 2.2155750E-002
 6.2201186E+000, 6.3917698E+000, 1.6431870E-002
 6.2301096E+000, 6.3636337E+000, 1.6020947E-002
 6.2403367E+000, 6.3613002E+000, 1.5569627E-002
 6.2500816E+000, 6.3786931E+000, 2.0511963E-002
 6.2603083E+000, 6.4249356E+000, 2.2322363E-002
 6.2701228E+000, 6.4161185E+000, 2.0607984E-002
 6.2804348E+000, 6.3789477E+000, 1.5971879E-002
 6.2904928E+000, 6.3718303E+000, 1.8123380E-002
 6.3001596E+000, 6.3974718E+000, 1.9107978E-002
 6.3102142E+000, 6.3619607E+000, 1.5781045E-002
 6.3205073E+000, 6.3851492E+000, 2.1495178E-002
 6.3301949E+000, 6.4661854E+000, 3.0742253E-002
 6.3404881E+000, 6.4965810E+000, 2.5701943E-002
 6.3501757E+000, 6.4288828E+000, 2.1649350E-002
 6.3604688E+000, 6.4191285E+000, 2.1401786E-002
 6.3701564E+000, 6.3981578E+000, 1.8989595E-002
 6.3804496E+000, 6.3978867E+000, 2.0415657E-002
 6.3901372E+000, 6.4263412E+000, 2.4859391E-002
 6.4002663E+000, 6.4694583E+000, 2.7272224E-002
 6.4101948E+000, 6.4433249E+000, 2.0456818E-002
 6.4201234E+000, 6.3901055E+000, 1.9001597E-002
 6.4302271E+000, 6.3841008E+000, 1.7347534E-002
 6.4405061E+000, 6.3777483E+000, 1.9082555E-002
 6.4500756E+000, 6.3785850E+000, 1.6330525E-002
 6.4602013E+000, 6.3537801E+000, 1.5561116E-002
 6.4703269E+000, 6.3433897E+000, 1.2109279E-002
 6.4804526E+000, 6.2854919E+000, 5.6626275E-003
 6.4905783E+000, 6.2431543E+000, 2.7915837E-003
 6.5000711E+000, 6.2153134E+000, 2.1479941E-003
 6.5101968E+000, 6.2298250E+000, 3.2785719E-003
 6.5203224E+000, 6.2165508E+000,-1.0542879E-003
 6.5304481E+000, 6.1738193E+000,-3.6516134E-003
 6.5405738E+000, 6.1365846E+000,-8.6605873E-003
 6.5500666E+000, 6.1059484E+000,-8.8995129E-003
 6.5601923E+000, 6.1015213E+000,-1.1819598E-002
 6.5703180E+000, 6.0576506E+000,-1.5667321E-002
 6.5804436E+000, 6.0425443E+000,-1.5131848E-002
 6.5905693E+000, 6.0604899E+000,-1.2734129E-002
 6.6000621E+000, 6.0787568E+000,-1.1400998E-002
 6.6101878E+000, 6.1115610E+000,-6.1012385E-003
 6.6203135E+000, 6.1674881E+000,-1.0533601E-003
 6.6304391E+000, 6.1914756E+000,-1.2211302E-003
 6.6405648E+000, 6.1844189E+000,-1.8686143E-003
 6.6500576E+000, 6.1621162E+000,-4.9697435E-003
 6.6606263E+000, 6.1476724E+000,-4.7965230E-003
 6.6702103E+000, 6.1517968E+000,-5.3285188E-003
 6.6802239E+000, 6.1507725E+000,-4.2244916E-003
 6.6903547E+000, 6.1652999E+000,-3.0546346E-003
 6.7001411E+000, 6.1713728E+000,-2.4968984E-003
 6.7101722E+000, 6.1898853E+000,-2.4388247E-004
 6.7205418E+000, 6.1980333E+000,-1.5089991E-004
 6.7301675E+000, 6.1949093E+000,-7.8987502E-004
 6.7403947E+000, 6.1728881E+000,-4.3024996E-003
 6.7500203E+000, 6.1510272E+000,-5.0215701E-003
 6.7602476E+000, 6.1524296E+000,-5.2393116E-003
 6.7704748E+000, 6.1233697E+000,-8.1697871E-003
 6.7801004E+000, 6.1198293E+000,-8.8876341E-003
 6.7903878E+000, 6.1220313E+000,-5.6903616E-003
 6.8000383E+000, 6.1440557E+000,-7.8306962E-003
 6.8102336E+000, 6.0594703E+000,-1.9794536E-002
 6.8202844E+000, 5.9477428E+000,-2.9355830E-002
 6.8303033E+000, 5.8845792E+000,-3.2711753E-002
 6.8402537E+000, 5.8814463E+000,-3.1850705E-002
 6.8502041E+000, 5.8841047E+000,-3.1690770E-002
 6.8603203E+000, 5.9047411E+000,-2.7890247E-002
 6.8700495E+000, 5.9351545E+000,-2.5108959E-002
 6.8806300E+000, 5.9858555E+000,-1.6629629E-002
 6.8905837E+000, 6.0901560E+000,-7.0643335E-003
 6.9003064E+000, 6.1659660E+000, 3.2577720E-004
 6.9105718E+000, 6.2402221E+000, 6.0794098E-003
 6.9203096E+000, 6.2871926E+000, 1.1063134E-002
 6.9300473E+000, 6.2975554E+000, 7.2322885E-003
 6.9402998E+000, 6.2235298E+000,-2.1423048E-003
 6.9500397E+000, 6.1478790E+000,-7.5355380E-003
 6.9602921E+000, 6.0781951E+000,-1.6759021E-002
 6.9700320E+000, 5.9987718E+000,-2.3122779E-002
 6.9802332E+000, 5.9490481E+000,-2.5379852E-002
 6.9904740E+000, 5.9645867E+000,-2.1204364E-002
 7.0001148E+000, 6.0220939E+000,-1.4876574E-002
 7.0101089E+000, 6.0591927E+000,-1.2332212E-002
 7.0201485E+000, 6.0790808E+000,-1.2678992E-002
 7.0302116E+000, 6.0903915E+000,-8.6567994E-003
 7.0403279E+000, 6.1574499E+000,-5.4677666E-004
 7.0501480E+000, 6.2157606E+000, 2.7251745E-003
 7.0605458E+000, 6.2399317E+000, 6.8131546E-003
 7.0700770E+000, 6.3043215E+000, 1.3440365E-002
 7.0802437E+000, 6.3778039E+000, 2.2085198E-002
 7.0904104E+000, 6.4720079E+000, 3.2124980E-002
 7.1005771E+000, 6.5495942E+000, 3.6782507E-002
 7.1101084E+000, 6.5964617E+000, 4.1412744E-002
 7.1201437E+000, 6.6120119E+000, 4.1334763E-002
 7.1301142E+000, 6.6255642E+000, 4.4511699E-002
 7.1402561E+000, 6.6718993E+000, 4.9854816E-002
 7.1502556E+000, 6.7136552E+000, 5.1304439E-002
 7.1605329E+000, 6.7091235E+000, 4.9497508E-002
 7.1703102E+000, 6.6846667E+000, 4.9628667E-002
 7.1802059E+000, 6.7063072E+000, 4.9971157E-002
 7.1904793E+000, 6.6662028E+000, 4.3270119E-002
 7.2004684E+000, 6.5689713E+000, 3.0719256E-002
 7.2103031E+000, 6.4385832E+000, 1.7881368E-002
 7.2201379E+000, 6.3184002E+000, 6.3966545E-003
 7.2304903E+000, 6.1947703E+000,-6.0185368E-003
 7.2402215E+000, 6.0904005E+000,-1.4860071E-002
 7.2504704E+000, 6.0099361E+000,-2.2683958E-002
 7.2601499E+000, 5.9406938E+000,-2.8543853E-002
 7.2703987E+000, 5.8585742E+000,-3.9563894E-002
 7.2800782E+000, 5.7533828E+000,-4.9133539E-002
 7.2906117E+000, 5.6730283E+000,-5.5174284E-002
 7.3002517E+000, 5.6433597E+000,-5.5582662E-002
 7.3101230E+000, 5.6182029E+000,-6.1616364E-002
 7.3204247E+000, 5.5583212E+000,-6.5462138E-002
 7.3302808E+000, 5.5458903E+000,-6.4702393E-002
 7.3402671E+000, 5.5780473E+000,-6.1369852E-002
 7.3500182E+000, 5.5871617E+000,-6.1471814E-002
 7.3604450E+000, 5.6208359E+000,-5.3094471E-002
 7.3702051E+000, 5.7302281E+000,-4.1095360E-002
 7.3800455E+000, 5.8477347E+000,-3.1358150E-002
 7.3902189E+000, 5.9405514E+000,-2.1740377E-002
 7.4002532E+000, 6.0018790E+000,-1.7594448E-002
 7.4105534E+000, 6.0648922E+000,-9.3124087E-003
 7.4200120E+000, 6.1679934E+000, 2.9927807E-003
 7.4302837E+000, 6.2914497E+000, 1.4454075E-002
 7.4400312E+000, 6.4167507E+000, 2.7341402E-002
 7.4504119E+000, 6.5219806E+000, 3.7694492E-002
 7.4605275E+000, 6.6191336E+000, 4.5341725E-002
 7.4704055E+000, 6.6765204E+000, 4.8329213E-002
 7.4800545E+000, 6.6994523E+000, 4.9209038E-002
 7.4902448E+000, 6.6253230E+000, 3.5504590E-002
 7.5000646E+000, 6.5161590E+000, 2.8173816E-002
 7.5103024E+000, 6.4490740E+000, 2.2924043E-002
 7.5203234E+000, 6.3982992E+000, 1.7702665E-002
 7.5300198E+000, 6.3654790E+000, 1.6412674E-002
 7.5404130E+000, 6.3877930E+000, 1.9896175E-002
 7.5502287E+000, 6.4083281E+000, 2.1965100E-002
 7.5600445E+000, 6.4196048E+000, 2.0103789E-002
 7.5703978E+000, 6.3345031E+000, 7.5869628E-003
 7.5804137E+000, 6.2338771E+000, 1.0498849E-003
 7.5900162E+000, 6.1830803E+000,-4.9648691E-003
 7.6000802E+000, 6.0823545E+000,-1.7697399E-002
 7.6100388E+000, 5.9921748E+000,-2.3738461E-002
 7.6204953E+000, 5.9426602E+000,-2.6419113E-002
 7.6304539E+000, 5.9263053E+000,-2.8863937E-002
 7.6404773E+000, 5.9044926E+000,-2.9142590E-002
 7.6501783E+000, 5.9029478E+000,-3.1190606E-002
 7.6604798E+000, 5.8953716E+000,-2.7121980E-002
 7.6704095E+000, 5.9734520E+000,-2.0459890E-002
 7.6803393E+000, 6.0202627E+000,-1.5581393E-002
 7.6902691E+000, 6.0802444E+000,-8.1043252E-003
 7.7002149E+000, 6.1218238E+000,-1.0295830E-002
 7.7100252E+000, 6.0872381E+000,-1.0408223E-002
 7.7202486E+000, 6.1114767E+000,-8.8055486E-003
 7.7304720E+000, 6.1098272E+000,-7.7496929E-003
 7.7404704E+000, 6.1386435E+000,-5.1888546E-003
 7.7500552E+000, 6.1161966E+000,-1.1258141E-002
 7.7603847E+000, 6.1073808E+000,-5.8052280E-003
 7.7703416E+000, 6.1717800E+000,-3.1490666E-004
 7.7802359E+000, 6.2377368E+000, 6.3917983E-003
 7.7901771E+000, 6.2458704E+000, 4.3294217E-003
 7.8001707E+000, 6.2804931E+000, 1.0923397E-002
 7.8101840E+000, 6.3262443E+000, 1.3128292E-002
 7.8203923E+000, 6.3183834E+000, 1.1648294E-002
 7.8300182E+000, 6.3363105E+000, 1.5000859E-002
 7.8403117E+000, 6.3740938E+000, 2.0572821E-002
 7.8501233E+000, 6.4292767E+000, 2.2807289E-002
 7.8602205E+000, 6.4108350E+000, 1.9099807E-002
 7.8704555E+000, 6.3733986E+000, 1.6128340E-002
 7.8801057E+000, 6.3127905E+000, 8.6006595E-003
 7.8902920E+000, 6.2537512E+000, 2.1927581E-003
 7.9004783E+000, 6.2232001E+000, 4.4579032E-003
 7.9101840E+000, 6.2267796E+000,-1.7601368E-003
 7.9202026E+000, 6.1370690E+000,-8.2860486E-003
 7.9302212E+000, 6.1160914E+000,-8.5438863E-003
 7.9401296E+000, 6.0934815E+000,-1.4091496E-002
 7.9504073E+000, 6.0306255E+000,-1.8102222E-002
 7.9600379E+000, 6.0202996E+000,-1.7067395E-002
 7.9703757E+000, 6.0488773E+000,-1.2592477E-002
 7.9801417E+000, 6.0962953E+000,-8.4870104E-003
 7.9904221E+000, 6.1344394E+000,-5.3570508E-003
 8.0000660E+000, 6.1470571E+000,-5.0180656E-003
 8.0102974E+000, 6.1861923E+000, 2.5694092E-003
 8.0201519E+000, 6.2570200E+000, 8.4566542E-003
 8.0302905E+000, 6.2844002E+000, 6.6268741E-003
 8.0403014E+000, 6.2427958E+000, 3.7469188E-003
 8.0503123E+000, 6.2566544E+000, 7.8650318E-003
 8.0604286E+000, 6.2904690E+000, 8.9902706E-003
 8.0703234E+000, 6.2875852E+000, 9.5766780E-003
 8.0802182E+000, 6.3077713E+000, 1.1174060E-002
 8.0901130E+000, 6.3011990E+000, 8.8565502E-003
 8.1004244E+000, 6.2937336E+000, 1.0244894E-002
 8.1100668E+000, 6.2966775E+000, 8.1468686E-003
 8.1203588E+000, 6.2491605E+000, 2.3865107E-003
 8.1304971E+000, 6.2382721E+000, 5.0165426E-003
 8.1402043E+000, 6.2783882E+000, 1.0497539E-002
 8.1501630E+000, 6.2896488E+000, 5.5496746E-003
 8.1600905E+000, 6.2435939E+000, 4.1499334E-003
 8.1701080E+000, 6.2219243E+000, 1.0196918E-004
 8.1802318E+000, 6.1972206E+000,-5.9587482E-004
 8.1902258E+000, 6.1979397E+000, 1.0357084E-003
 8.2002769E+000, 6.2164149E+000, 3.4693097E-003
 8.2103280E+000, 6.2961476E+000, 1.3599612E-002
 8.2203792E+000, 6.3554739E+000, 1.6264821E-002
 8.2300435E+000, 6.3548988E+000, 1.5001428E-002
 8.2403308E+000, 6.3541997E+000, 1.5955663E-002
 8.2500130E+000, 6.3835849E+000, 2.0225645E-002
 8.2605164E+000, 6.3921985E+000, 1.8860368E-002
 8.2702966E+000, 6.3857572E+000, 1.8574014E-002
 8.2801826E+000, 6.3891976E+000, 1.8559679E-002
 8.2900685E+000, 6.3748300E+000, 1.6861894E-002
 8.3003282E+000, 6.3516321E+000, 1.2818884E-002
 8.3101435E+000, 6.3037915E+000, 8.6767038E-003
 8.3203680E+000, 6.2764276E+000, 6.7567857E-003
 8.3301455E+000, 6.2808306E+000, 1.0467917E-002
 8.3400926E+000, 6.3060362E+000, 8.8604361E-003
 8.3500396E+000, 6.2754954E+000, 7.2937847E-003
 8.3605119E+000, 6.2493042E+000, 1.4551580E-003
 8.3704006E+000, 6.1466783E+000,-1.1822723E-002
 8.3800412E+000, 5.9952331E+000,-2.7187827E-002
 8.3901638E+000, 5.8975042E+000,-3.2676059E-002
 8.4002864E+000, 5.8435669E+000,-3.7338405E-002
 8.4104138E+000, 5.8152161E+000,-3.9107023E-002
 8.4203291E+000, 5.8047861E+000,-4.0250518E-002
 8.4302444E+000, 5.8006317E+000,-4.0610180E-002
 8.4401598E+000, 5.7901634E+000,-3.9858910E-002
 8.4500751E+000, 5.8352606E+000,-3.3118207E-002
 8.4602237E+000, 5.9103390E+000,-2.5950131E-002
 8.4704890E+000, 5.9800626E+000,-1.8522941E-002
 8.4801127E+000, 6.0499854E+000,-1.0235487E-002
 8.4903780E+000, 6.1680108E+000, 2.2640009E-003
 8.5000017E+000, 6.2536059E+000, 7.3978713E-003
 8.5102670E+000, 6.3193821E+000, 1.7520908E-002
 8.5205322E+000, 6.4302921E+000, 2.7481181E-002
 8.5304976E+000, 6.5352337E+000, 3.9124889E-002
 8.5403504E+000, 6.6249661E+000, 4.4640626E-002
 8.5503877E+000, 6.6911247E+000, 5.1281764E-002
 8.5604251E+000, 6.7095644E+000, 4.9572040E-002
 8.5704745E+000, 6.6418893E+000, 3.9124405E-002
 8.5801162E+000, 6.5503639E+000, 3.0219812E-002
 8.5905035E+000, 6.4585934E+000, 2.1039382E-002
 8.6003441E+000, 6.3739189E+000, 1.6713373E-002
 8.6103270E+000, 6.3681316E+000, 1.6606415E-002
 8.6202534E+000, 6.3580562E+000, 1.5260489E-002
 8.6303416E+000, 6.3157829E+000, 8.4860270E-003
 8.6404426E+000, 6.2538821E+000, 2.6369596E-003
 8.6501905E+000, 6.2195411E+000, 2.2039253E-003
 8.6600324E+000, 6.2262621E+000, 2.2925475E-003
 8.6701676E+000, 6.2179124E+000, 1.2320350E-003
 8.6803029E+000, 6.1940216E+000,-1.4994854E-003
 8.6902970E+000, 6.1785415E+000,-3.3491612E-003
 8.7004296E+000, 6.1256645E+000,-1.3034923E-002
 8.7100329E+000, 5.9950547E+000,-2.7755315E-002
 8.7204650E+000, 5.8364484E+000,-4.4017471E-002
 8.7304003E+000, 5.6924798E+000,-5.4514148E-002
 8.7401369E+000, 5.6589029E+000,-5.3086928E-002
 8.7500050E+000, 5.6835160E+000,-5.1151705E-002
 8.7603078E+000, 5.6699510E+000,-5.4517548E-002
 8.7701201E+000, 5.6304243E+000,-5.8339792E-002
 8.7804229E+000, 5.6063736E+000,-6.0358090E-002
 8.7900389E+000, 5.6021461E+000,-5.8771488E-002
 8.8002927E+000, 5.6438212E+000,-5.2670393E-002
 8.8100068E+000, 5.7158143E+000,-4.4205243E-002
 8.8200987E+000, 5.8168121E+000,-3.3769235E-002
 8.8301906E+000, 5.9244457E+000,-2.1220844E-002
 8.8406387E+000, 6.0720850E+000,-4.7829957E-003
 8.8504338E+000, 6.2554422E+000, 1.5485823E-002
 8.8602288E+000, 6.4694641E+000, 3.5546820E-002
 8.8705525E+000, 6.6258405E+000, 4.8356173E-002
 8.8800060E+000, 6.6957388E+000, 4.8593559E-002
 8.8901612E+000, 6.7077485E+000, 5.3174380E-002
 8.9005100E+000, 6.7543793E+000, 5.7928536E-002
 8.9103141E+000, 6.8006595E+000, 6.0957338E-002
 8.9201181E+000, 6.8236400E+000, 6.2498373E-002
 8.9303575E+000, 6.8108507E+000, 6.0257372E-002
 8.9404493E+000, 6.8064386E+000, 5.8791207E-002
 8.9502234E+000, 6.7263574E+000, 4.4206238E-002
 8.9601110E+000, 6.5527398E+000, 2.8382540E-002
 8.9701614E+000, 6.4167012E+000, 1.4532062E-002
 8.9804595E+000, 6.2807880E+000, 4.7414572E-003
 8.9901217E+000, 6.2416796E+000, 3.8319416E-003
 9.0005057E+000, 6.2266374E+000, 6.9669961E-004
 9.0102788E+000, 6.1889277E+000,-1.2831239E-003
 9.0200520E+000, 6.2099877E+000, 2.9538885E-003
 9.0303600E+000, 6.2097990E+000,-8.7937225E-004
 9.0400572E+000, 6.1734068E+000,-4.3264753E-003
 9.0501998E+000, 6.1064488E+000,-1.4140661E-002
 9.0601330E+000, 6.0229655E+000,-2.1407472E-002
 9.0702230E+000, 5.9650536E+000,-2.4187307E-002
 9.0800635E+000, 5.9445655E+000,-2.9038111E-002
 9.0905433E+000, 5.8741941E+000,-3.2754298E-002
 9.1001029E+000, 5.8689848E+000,-3.4712644E-002
 9.1102248E+000, 5.8301459E+000,-3.8794633E-002
 9.1203467E+000, 5.8217392E+000,-3.6244446E-002
 9.1303529E+000, 5.8679061E+000,-2.9766644E-002
 9.1403346E+000, 5.9365806E+000,-2.3939069E-002
 9.1504791E+000, 5.9701104E+000,-2.2558622E-002
 9.1606236E+000, 6.0040364E+000,-1.5626013E-002
 9.1704698E+000, 6.0917993E+000,-7.6986013E-003
 9.1804025E+000, 6.1551617E+000,-1.1556414E-003
 9.1905484E+000, 6.2396673E+000, 9.2946939E-003
 9.2001146E+000, 6.3576843E+000, 2.0390740E-002
 9.2103186E+000, 6.4528975E+000, 3.0650304E-002
 9.2203214E+000, 6.5801047E+000, 4.2409427E-002
 9.2300660E+000, 6.6420170E+000, 4.7124219E-002
 9.2403265E+000, 6.6994242E+000, 5.0587933E-002
 9.2502824E+000, 6.6901021E+000, 4.9239974E-002
 9.2604961E+000, 6.6910603E+000, 4.9220412E-002
 9.2701425E+000, 6.6719120E+000, 4.5811643E-002
 9.2800158E+000, 6.6569825E+000, 4.4998883E-002
 9.2900026E+000, 6.6584118E+000, 4.6973754E-002
 9.3002684E+000, 6.6367716E+000, 3.8279102E-002
