cm,K,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg
 6.9250000E+001, 7.6987492E+002, 1.5695814E-001, 3.4019839E-002, 2.2674836E-003, 7.5114613E-004, 3.8242861E-002, 1.3338139E-003, 7.6598212E-001, 1.7276040E-004
 6.9750000E+001, 7.6477051E+002, 1.5763925E-001, 3.3616458E-002, 2.1845633E-003, 7.1749817E-004, 3.7792861E-002, 1.2850373E-003, 7.6633599E-001, 1.6644896E-004
 7.0250000E+001, 7.5999349E+002, 1.5828716E-001, 3.3234501E-002, 2.1037816E-003, 6.8186559E-004, 3.7365474E-002, 1.2375186E-003, 7.6667719E-001, 1.6032148E-004
 7.0750000E+001, 7.5478127E+002, 1.5898280E-001, 3.2815954E-002, 2.0280468E-003, 6.5247097E-004, 3.6904444E-002, 1.1929687E-003, 7.6702566E-001, 1.5454910E-004
 7.1250000E+001, 7.4999607E+002, 1.5962562E-001, 3.2431170E-002, 1.9557189E-003, 6.2210225E-004, 3.6479065E-002, 1.1504229E-003, 7.6735242E-001, 1.4905211E-004
 7.1750000E+001, 7.4483484E+002, 1.6031181E-001, 3.2015996E-002, 1.8837729E-003, 5.9665261E-004, 3.6023561E-002, 1.1081017E-003, 7.6769073E-001, 1.4356176E-004
 7.2250000E+001, 7.3981748E+002, 1.6095046E-001, 3.1630388E-002, 1.8162112E-003, 5.7010221E-004, 3.5600081E-002, 1.0683595E-003, 7.6800828E-001, 1.3842598E-004
 7.2750000E+001, 7.3457598E+002, 1.6161630E-001, 3.1228649E-002, 1.7441227E-003, 5.4801229E-004, 3.5157893E-002, 1.0259546E-003, 7.6833709E-001, 1.3291112E-004
 7.3250000E+001, 7.2958517E+002, 1.6223630E-001, 3.0849735E-002, 1.6851786E-003, 5.2373407E-004, 3.4746026E-002, 9.9128152E-004, 7.6863731E-001, 1.2844106E-004
 7.3750000E+001, 7.2459778E+002, 1.6286683E-001, 3.0468737E-002, 1.6175613E-003, 5.0377505E-004, 3.4327093E-002, 9.5150666E-004, 7.6894732E-001, 1.2326759E-004
 7.4250000E+001, 7.2017381E+002, 1.6342466E-001, 3.0126328E-002, 1.5663179E-003, 4.8425034E-004, 3.3956057E-002, 9.2136346E-004, 7.6921391E-001, 1.1938618E-004
 7.4750000E+001, 7.1530177E+002, 1.6400305E-001, 2.9775267E-002, 1.5065806E-003, 4.6640140E-004, 3.3571513E-002, 8.8622391E-004, 7.6949555E-001, 1.1483549E-004
 7.5250000E+001, 7.1144283E+002, 1.6450432E-001, 2.9464395E-002, 1.4651689E-003, 4.4989378E-004, 3.3237576E-002, 8.6186408E-004, 7.6972950E-001, 1.1170028E-004
 7.5750000E+001, 7.0706788E+002, 1.6502933E-001, 2.9145503E-002, 1.4115820E-003, 4.3238217E-004, 3.2888660E-002, 8.3034234E-004, 7.6998542E-001, 1.0761749E-004
 7.6250000E+001, 7.0328223E+002, 1.6549490E-001, 2.8856708E-002, 1.3735364E-003, 4.1553303E-004, 3.2578687E-002, 8.0796258E-004, 7.7020335E-001, 1.0472247E-004
 7.6750000E+001, 6.9884915E+002, 1.6602196E-001, 2.8537217E-002, 1.3189391E-003, 3.9714926E-004, 3.2228597E-002, 7.7584652E-004, 7.7046167E-001, 1.0055038E-004
 7.7250000E+001, 6.9485882E+002, 1.6650822E-001, 2.8236245E-002, 1.2779968E-003, 3.8046780E-004, 3.1904810E-002, 7.5176283E-004, 7.7068991E-001, 9.7425451E-005
 7.7750000E+001, 6.9037965E+002, 1.6704312E-001, 2.7912392E-002, 1.2218150E-003, 3.6264500E-004, 3.1549457E-002, 7.1871472E-004, 7.7095229E-001, 9.3136262E-005
 7.8250000E+001, 6.8633205E+002, 1.6753495E-001, 2.7609829E-002, 1.1771076E-003, 3.4788728E-004, 3.1221919E-002, 6.9241623E-004, 7.7118509E-001, 8.9721787E-005
 7.8750000E+001, 6.8192219E+002, 1.6806155E-001, 2.7288276E-002, 1.1255971E-003, 3.3196598E-004, 3.0871533E-002, 6.6211595E-004, 7.7143826E-001, 8.5807301E-005
 7.9250000E+001, 6.7798595E+002, 1.6854296E-001, 2.6992447E-002, 1.0812993E-003, 3.1774172E-004, 3.0550948E-002, 6.3605843E-004, 7.7166653E-001, 8.2438663E-005
 7.9750000E+001, 6.7370284E+002, 1.6905748E-001, 2.6674573E-002, 1.0365634E-003, 3.0245998E-004, 3.0208115E-002, 6.0974316E-004, 7.7190782E-001, 7.9052901E-005
 8.0250000E+001, 6.6982893E+002, 1.6953393E-001, 2.6382741E-002, 9.9152281E-004, 2.8721509E-004, 2.9891096E-002, 5.8324871E-004, 7.7213583E-001, 7.5630507E-005
 8.0750000E+001, 6.6569620E+002, 1.7001950E-001, 2.6080605E-002, 9.5297585E-004, 2.7099930E-004, 2.9567520E-002, 5.6057403E-004, 7.7236097E-001, 7.2720223E-005
 8.1250000E+001, 6.6188310E+002, 1.7047435E-001, 2.5802241E-002, 9.0999430E-004, 2.5467781E-004, 2.9265126E-002, 5.3529076E-004, 7.7257988E-001, 6.9464056E-005
 8.1750000E+001, 6.5789768E+002, 1.7093373E-001, 2.5513986E-002, 8.7745705E-004, 2.3825457E-004, 2.8958847E-002, 5.1615121E-004, 7.7278952E-001, 6.7017601E-005
 8.2250000E+001, 6.5415456E+002, 1.7136801E-001, 2.5248455E-002, 8.3616678E-004, 2.2213529E-004, 2.8670229E-002, 4.9186281E-004, 7.7299918E-001, 6.3868038E-005
 8.2750000E+001, 6.5049233E+002, 1.7177808E-001, 2.4991915E-002, 8.0595796E-004, 2.0738844E-004, 2.8396931E-002, 4.7409292E-004, 7.7318760E-001, 6.1565641E-005
 8.3250000E+001, 6.4716357E+002, 1.7216306E-001, 2.4761462E-002, 7.6177972E-004, 1.9326314E-004, 2.8141661E-002, 4.4810572E-004, 7.7338130E-001, 5.8166080E-005
 8.3750000E+001, 6.4377811E+002, 1.7254428E-001, 2.4522706E-002, 7.3359428E-004, 1.8186035E-004, 2.7887262E-002, 4.3152605E-004, 7.7355493E-001, 5.6008673E-005
 8.4250000E+001, 6.4042166E+002, 1.7293561E-001, 2.4286018E-002, 6.9154405E-004, 1.7146449E-004, 2.7626976E-002, 4.0679062E-004, 7.7374600E-001, 5.2776162E-005
 8.4750000E+001, 6.3674059E+002, 1.7334576E-001, 2.4024867E-002, 6.6678888E-004, 1.6363722E-004, 2.7352182E-002, 3.9222875E-004, 7.7392379E-001, 5.0889993E-005
 8.5250000E+001, 6.3302161E+002, 1.7377120E-001, 2.3764885E-002, 6.2445221E-004, 1.5554974E-004, 2.7068479E-002, 3.6732483E-004, 7.7412567E-001, 4.7634396E-005
 8.5750000E+001, 6.2911146E+002, 1.7420000E-001, 2.3489280E-002, 6.0202848E-004, 1.4959150E-004, 2.6780589E-002, 3.5413440E-004, 7.7430633E-001, 4.5933932E-005
 8.6250000E+001, 6.2535903E+002, 1.7462029E-001, 2.3232803E-002, 5.5948023E-004, 1.4237118E-004, 2.6500260E-002, 3.2910602E-004, 7.7450598E-001, 4.2653483E-005
 8.6750000E+001, 6.2149894E+002, 1.7502917E-001, 2.2970186E-002, 5.3770059E-004, 1.3728528E-004, 2.6225700E-002, 3.1629447E-004, 7.7467823E-001, 4.1007603E-005
 8.7250000E+001, 6.1766053E+002, 1.7544227E-001, 2.2715420E-002, 5.0010328E-004, 1.2960116E-004, 2.5949917E-002, 2.9417840E-004, 7.7487045E-001, 3.8108438E-005
 8.7750000E+001, 6.1382551E+002, 1.7584153E-001, 2.2455590E-002, 4.8408020E-004, 1.2432108E-004, 2.5681438E-002, 2.8475306E-004, 7.7503337E-001, 3.6903627E-005
 8.8250000E+001, 6.1013554E+002, 1.7624818E-001, 2.2202127E-002, 4.5120925E-004, 1.1650558E-004, 2.5409665E-002, 2.6541720E-004, 7.7521843E-001, 3.4365463E-005
 8.8750000E+001, 6.0624061E+002, 1.7665793E-001, 2.1933965E-002, 4.3712119E-004, 1.1083699E-004, 2.5133981E-002, 2.5713011E-004, 7.7538333E-001, 3.3313018E-005
 8.9250000E+001, 6.0263237E+002, 1.7705824E-001, 2.1683103E-002, 4.0690052E-004, 1.0277861E-004, 2.4866323E-002, 2.3935324E-004, 7.7556351E-001, 3.0987421E-005
 8.9750000E+001, 5.9904554E+002, 1.7744139E-001, 2.1432710E-002, 3.9343924E-004, 9.6307328E-005, 2.4608734E-002, 2.3143484E-004, 7.7571884E-001, 2.9980217E-005
 9.0250000E+001, 5.9580782E+002, 1.7780371E-001, 2.1206317E-002, 3.6528803E-004, 8.8048701E-005, 2.4366683E-002, 2.1487531E-004, 7.7588345E-001, 2.7817396E-005
 9.0750000E+001, 5.9251222E+002, 1.7816021E-001, 2.0974311E-002, 3.5125026E-004, 8.2099902E-005, 2.4127112E-002, 2.0661780E-004, 7.7602952E-001, 2.6752748E-005
 9.1250000E+001, 5.8934861E+002, 1.7851829E-001, 2.0750389E-002, 3.2367246E-004, 7.4083454E-005, 2.3887856E-002, 1.9039556E-004, 7.7619185E-001, 2.4637222E-005
 9.1750000E+001, 5.8607632E+002, 1.7887803E-001, 2.0516817E-002, 3.0848671E-004, 6.8987007E-005, 2.3646061E-002, 1.8146277E-004, 7.7633967E-001, 2.3482222E-005
 9.2250000E+001, 5.8307060E+002, 1.7921931E-001, 2.0302953E-002, 2.8276413E-004, 6.1929395E-005, 2.3417903E-002, 1.6633184E-004, 7.7649337E-001, 2.1516112E-005
 9.2750000E+001, 5.7988389E+002, 1.7956192E-001, 2.0079432E-002, 2.6976741E-004, 5.7843827E-005, 2.3187392E-002, 1.5868671E-004, 7.7663206E-001, 2.0528989E-005
 9.3250000E+001, 5.7692511E+002, 1.7988491E-001, 1.9873586E-002, 2.5042912E-004, 5.2358084E-005, 2.2970889E-002, 1.4731125E-004, 7.7677142E-001, 1.9051674E-005
 9.3750000E+001, 5.7390005E+002, 1.8020349E-001, 1.9664030E-002, 2.4071623E-004, 4.9685686E-005, 2.2756193E-002, 1.4159778E-004, 7.7689709E-001, 1.8308423E-005
 9.4250000E+001, 5.7123649E+002, 1.8048437E-001, 1.9483296E-002, 2.2638615E-004, 4.5575739E-005, 2.2567619E-002, 1.3316832E-004, 7.7701520E-001, 1.7214601E-005
 9.4750000E+001, 5.6849663E+002, 1.8075345E-001, 1.9306543E-002, 2.1766020E-004, 4.4035434E-005, 2.2386222E-002, 1.2803541E-004, 7.7712138E-001, 1.6546105E-005
 9.5250000E+001, 5.6618846E+002, 1.8099410E-001, 1.9151079E-002, 2.0618152E-004, 4.1173740E-005, 2.2224498E-002, 1.2128324E-004, 7.7722126E-001, 1.5677840E-005
 9.5750000E+001, 5.6399490E+002, 1.8121323E-001, 1.9007105E-002, 1.9910217E-004, 4.0009248E-005, 2.2076757E-002, 1.1711892E-004, 7.7730764E-001, 1.5140256E-005
 9.6250000E+001, 5.6183072E+002, 1.8142470E-001, 1.8869539E-002, 1.9041417E-004, 3.7756278E-005, 2.1934493E-002, 1.1200834E-004, 7.7739375E-001, 1.4487981E-005
 9.6750000E+001, 5.5974655E+002, 1.8162443E-001, 1.8737736E-002, 1.8485742E-004, 3.6632797E-005, 2.1799772E-002, 1.0873966E-004, 7.7747159E-001, 1.4067524E-005
 9.7250000E+001, 5.5756208E+002, 1.8183436E-001, 1.8599789E-002, 1.7829652E-004, 3.4630202E-005, 2.1658346E-002, 1.0488031E-004, 7.7755474E-001, 1.3576280E-005
 9.7750000E+001, 5.5527940E+002, 1.8205380E-001, 1.8454642E-002, 1.7267822E-004, 3.3494287E-005, 2.1510272E-002, 1.0157542E-004, 7.7763968E-001, 1.3148962E-005
 9.8250000E+001, 5.5278460E+002, 1.8229582E-001, 1.8295309E-002, 1.6552610E-004, 3.1405303E-005, 2.1347164E-002, 9.7368291E-005, 7.7773495E-001, 1.2608250E-005
 9.8750000E+001, 5.5026272E+002, 1.8254148E-001, 1.8133451E-002, 1.5829664E-004, 3.0065590E-005, 2.1181489E-002, 9.3115668E-005, 7.7783107E-001, 1.2057368E-005
 9.9250000E+001, 5.4780636E+002, 1.8278408E-001, 1.7974470E-002, 1.4994444E-004, 2.8206844E-005, 2.1018044E-002, 8.8202613E-005, 7.7792765E-001, 1.1420286E-005
 9.9750000E+001, 5.4547141E+002, 1.8300912E-001, 1.7827377E-002, 1.4156532E-004, 2.6754198E-005, 2.0866447E-002, 8.3273716E-005, 7.7801770E-001, 1.0778804E-005
