cm,K,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg
 1.0750000E+001, 1.1220399E+003, 1.6074259E-002, 6.8148875E-002, 5.1686213E-002, 1.0813435E-001, 1.4489306E-001, 4.0804905E-002, 5.6723574E-001, 1.1522123E-003
 1.1250000E+001, 1.1303906E+003, 1.7614422E-002, 6.8607380E-002, 5.0710525E-002, 1.0193169E-001, 1.4483495E-001, 4.0034625E-002, 5.7330087E-001, 1.1337559E-003
 1.1750000E+001, 1.1377829E+003, 1.9419223E-002, 6.8968724E-002, 4.9584460E-002, 9.6012389E-002, 1.4451314E-001, 3.9145626E-002, 5.7945676E-001, 1.1114592E-003
 1.2250000E+001, 1.1438650E+003, 2.1431760E-002, 6.9224250E-002, 4.8368465E-002, 9.0415692E-002, 1.4396176E-001, 3.8185630E-002, 5.8558387E-001, 1.0868058E-003
 1.2750000E+001, 1.1499123E+003, 2.3504145E-002, 6.9433038E-002, 4.7115857E-002, 8.5098222E-002, 1.4331104E-001, 3.7196729E-002, 5.9158566E-001, 1.0610194E-003
 1.3250000E+001, 1.1562017E+003, 2.5524517E-002, 6.9651013E-002, 4.5848452E-002, 8.0028208E-002, 1.4266182E-001, 3.6196146E-002, 5.9740865E-001, 1.0346364E-003
 1.3750000E+001, 1.1621900E+003, 2.7539578E-002, 6.9874365E-002, 4.4534932E-002, 7.5170812E-002, 1.4198404E-001, 3.5159157E-002, 6.0313273E-001, 1.0069562E-003
 1.4250000E+001, 1.1666396E+003, 2.9771300E-002, 6.9929981E-002, 4.3239464E-002, 7.0557466E-002, 1.4106854E-001, 3.4136419E-002, 6.0876821E-001, 9.7955445E-004
 1.4750000E+001, 1.1704330E+003, 3.2104771E-002, 6.9868437E-002, 4.1985907E-002, 6.6204385E-002, 1.4000964E-001, 3.3146769E-002, 6.1422478E-001, 9.5290323E-004
 1.5250000E+001, 1.1743489E+003, 3.4340969E-002, 6.9804996E-002, 4.0779745E-002, 6.2093551E-002, 1.3898422E-001, 3.2194535E-002, 6.1941720E-001, 9.2719949E-004
 1.5750000E+001, 1.1781794E+003, 3.6549607E-002, 6.9755674E-002, 3.9523598E-002, 5.8249580E-002, 1.3794016E-001, 3.1202840E-002, 6.2446722E-001, 9.0010995E-004
 1.6250000E+001, 1.1812514E+003, 3.8749115E-002, 6.9665477E-002, 3.8291120E-002, 5.4664094E-002, 1.3685267E-001, 3.0229831E-002, 6.2930845E-001, 8.7347739E-004
 1.6750000E+001, 1.1834508E+003, 4.0940470E-002, 6.9492609E-002, 3.7155016E-002, 5.1309074E-002, 1.3571602E-001, 2.9332907E-002, 6.3388110E-001, 8.4899172E-004
 1.7250000E+001, 1.1850093E+003, 4.3158231E-002, 6.9272979E-002, 3.6024805E-002, 4.8180041E-002, 1.3451332E-001, 2.8440636E-002, 6.3830327E-001, 8.2438690E-004
 1.7750000E+001, 1.1859274E+003, 4.5430478E-002, 6.9032660E-002, 3.4829676E-002, 4.5285134E-002, 1.3322830E-001, 2.7497113E-002, 6.4265982E-001, 7.9800831E-004
 1.8250000E+001, 1.1857365E+003, 4.7855265E-002, 6.8678268E-002, 3.3630119E-002, 4.2615123E-002, 1.3176840E-001, 2.6550094E-002, 6.4693606E-001, 7.7136691E-004
 1.8750000E+001, 1.1843717E+003, 5.0483691E-002, 6.8150047E-002, 3.2479598E-002, 4.0145753E-002, 1.3008597E-001, 2.5641788E-002, 6.5111376E-001, 7.4572790E-004
 1.9250000E+001, 1.1829759E+003, 5.3052826E-002, 6.7610040E-002, 3.1371045E-002, 3.7845210E-002, 1.2841820E-001, 2.4766614E-002, 6.5510150E-001, 7.2092590E-004
 1.9750000E+001, 1.1807492E+003, 5.5655018E-002, 6.7008835E-002, 3.0300801E-002, 3.5694236E-002, 1.2668830E-001, 2.3921685E-002, 6.5895915E-001, 6.9693470E-004
 2.0250000E+001, 1.1780785E+003, 5.8242806E-002, 6.6382052E-002, 2.9261676E-002, 3.3664762E-002, 1.2494407E-001, 2.3101323E-002, 6.6269210E-001, 6.7363316E-004
 2.0750000E+001, 1.1748279E+003, 6.0817152E-002, 6.5716255E-002, 2.8271638E-002, 3.1771759E-002, 1.2317938E-001, 2.2319714E-002, 6.6627079E-001, 6.5141264E-004
 2.1250000E+001, 1.1712851E+003, 6.3304251E-002, 6.5063313E-002, 2.7325035E-002, 2.9972621E-002, 1.2146759E-001, 2.1572396E-002, 6.6969683E-001, 6.3016488E-004
 2.1750000E+001, 1.1670895E+003, 6.5721946E-002, 6.4407695E-002, 2.6420328E-002, 2.8316606E-002, 1.1978412E-001, 2.0858154E-002, 6.7294610E-001, 6.0980883E-004
 2.2250000E+001, 1.1623670E+003, 6.8178069E-002, 6.3706238E-002, 2.5538429E-002, 2.6736903E-002, 1.1804961E-001, 2.0161917E-002, 6.7613536E-001, 5.8994088E-004
 2.2750000E+001, 1.1569824E+003, 7.0716141E-002, 6.2932282E-002, 2.4667853E-002, 2.5300861E-002, 1.1621500E-001, 1.9474620E-002, 6.7925068E-001, 5.7023679E-004
 2.3250000E+001, 1.1511234E+003, 7.3299964E-002, 6.2117197E-002, 2.3805591E-002, 2.3940368E-002, 1.1432509E-001, 1.8793888E-002, 6.8232577E-001, 5.5067996E-004
 2.3750000E+001, 1.1448095E+003, 7.5898221E-002, 6.1255362E-002, 2.2980768E-002, 2.2704809E-002, 1.1239407E-001, 1.8142712E-002, 6.8528015E-001, 5.3192147E-004
 2.4250000E+001, 1.1388056E+003, 7.8423082E-002, 6.0412544E-002, 2.2185428E-002, 2.1516641E-002, 1.1051442E-001, 1.7514811E-002, 6.8813568E-001, 5.1383419E-004
 2.4750000E+001, 1.1329814E+003, 8.0850998E-002, 5.9600586E-002, 2.1418179E-002, 2.0398604E-002, 1.0870271E-001, 1.6909089E-002, 6.9086731E-001, 4.9633608E-004
 2.5250000E+001, 1.1275352E+003, 8.3202024E-002, 5.8836305E-002, 2.0637283E-002, 1.9326949E-002, 1.0695159E-001, 1.6292592E-002, 6.9354640E-001, 4.7845465E-004
 2.5750000E+001, 1.1221604E+003, 8.5493995E-002, 5.8094192E-002, 1.9864487E-002, 1.8315684E-002, 1.0523983E-001, 1.5682490E-002, 6.9614766E-001, 4.6071380E-004
 2.6250000E+001, 1.1165546E+003, 8.7779006E-002, 5.7344792E-002, 1.9102023E-002, 1.7345321E-002, 1.0352510E-001, 1.5080544E-002, 6.9870613E-001, 4.4318388E-004
 2.6750000E+001, 1.1106111E+003, 9.0040500E-002, 5.6586666E-002, 1.8365631E-002, 1.6427736E-002, 1.0181753E-001, 1.4499182E-002, 7.0118874E-001, 4.2622437E-004
 2.7250000E+001, 1.1042431E+003, 9.2280566E-002, 5.5830111E-002, 1.7642568E-002, 1.5532798E-002, 1.0012265E-001, 1.3928344E-002, 7.0363123E-001, 4.0955853E-004
 2.7750000E+001, 1.0980335E+003, 9.4413693E-002, 5.5102991E-002, 1.6964465E-002, 1.4682786E-002, 9.8506833E-002, 1.3392999E-002, 7.0594416E-001, 3.9394866E-004
 2.8250000E+001, 1.0914569E+003, 9.6543040E-002, 5.4373185E-002, 1.6290721E-002, 1.3850893E-002, 9.6890343E-002, 1.2861095E-002, 7.0823805E-001, 3.7841812E-004
 2.8750000E+001, 1.0850058E+003, 9.8560217E-002, 5.3694642E-002, 1.5626145E-002, 1.3090156E-002, 9.5357564E-002, 1.2336430E-002, 7.1042104E-001, 3.6305578E-004
 2.9250000E+001, 1.0781483E+003, 1.0060426E-001, 5.2998088E-002, 1.4962780E-002, 1.2342053E-002, 9.3798731E-002, 1.1812721E-002, 7.1260635E-001, 3.4775069E-004
 2.9750000E+001, 1.0713257E+003, 1.0253221E-001, 5.2323814E-002, 1.4359921E-002, 1.1663072E-002, 9.2320313E-002, 1.1336780E-002, 7.1462413E-001, 3.3387125E-004
 3.0250000E+001, 1.0640597E+003, 1.0456363E-001, 5.1582834E-002, 1.3768881E-002, 1.0975249E-002, 9.0751277E-002, 1.0870169E-002, 7.1668276E-001, 3.2025782E-004
 3.0750000E+001, 1.0571089E+003, 1.0649706E-001, 5.0874692E-002, 1.3202324E-002, 1.0364513E-002, 8.9250310E-002, 1.0422888E-002, 7.1861615E-001, 3.0717628E-004
 3.1250000E+001, 1.0501916E+003, 1.0845462E-001, 5.0152621E-002, 1.2638356E-002, 9.7392637E-003, 8.7730550E-002, 9.9776491E-003, 7.2056785E-001, 2.9412206E-004
 3.1750000E+001, 1.0435159E+003, 1.1030220E-001, 4.9484582E-002, 1.2074730E-002, 9.1964015E-003, 8.6291724E-002, 9.5326813E-003, 7.2241156E-001, 2.8102114E-004
 3.2250000E+001, 1.0365129E+003, 1.1215897E-001, 4.8811178E-002, 1.1513457E-002, 8.6415891E-003, 8.4846737E-002, 9.0895715E-003, 7.2426519E-001, 2.6796966E-004
 3.2750000E+001, 1.0293383E+003, 1.1393748E-001, 4.8147817E-002, 1.0992109E-002, 8.1783264E-003, 8.3447710E-002, 8.6779810E-003, 7.2597576E-001, 2.5586189E-004
 3.3250000E+001, 1.0216135E+003, 1.1572267E-001, 4.7463260E-002, 1.0498468E-002, 7.7172555E-003, 8.2038579E-002, 8.2882640E-003, 7.2765756E-001, 2.4439382E-004
 3.3750000E+001, 1.0139997E+003, 1.1741050E-001, 4.6787168E-002, 1.0067660E-002, 7.3368848E-003, 8.0690964E-002, 7.9481525E-003, 7.2916992E-001, 2.3441764E-004
 3.4250000E+001, 1.0060459E+003, 1.1910038E-001, 4.6108789E-002, 9.6417701E-003, 6.9407625E-003, 7.9343809E-002, 7.6119238E-003, 7.3068872E-001, 2.2454388E-004
 3.4750000E+001, 9.9821893E+002, 1.2069052E-001, 4.5452557E-002, 9.2632058E-003, 6.6028274E-003, 7.8066609E-002, 7.3130572E-003, 7.3206952E-001, 2.1578262E-004
 3.5250000E+001, 9.9059537E+002, 1.2233205E-001, 4.4766417E-002, 8.8857519E-003, 6.2580619E-003, 7.6745516E-002, 7.0150673E-003, 7.3347750E-001, 2.0702334E-004
 3.5750000E+001, 9.8334652E+002, 1.2386348E-001, 4.4107765E-002, 8.5593762E-003, 5.9585058E-003, 7.5505341E-002, 6.7574022E-003, 7.3474758E-001, 1.9947612E-004
 3.6250000E+001, 9.7574323E+002, 1.2541004E-001, 4.3441096E-002, 8.2336403E-003, 5.6489294E-003, 7.4253692E-002, 6.5002424E-003, 7.3603086E-001, 1.9191419E-004
 3.6750000E+001, 9.6864367E+002, 1.2682395E-001, 4.2830426E-002, 7.9352453E-003, 5.3785833E-003, 7.3107125E-002, 6.2646673E-003, 7.3719596E-001, 1.8498918E-004
 3.7250000E+001, 9.6154463E+002, 1.2823355E-001, 4.2218997E-002, 7.6430640E-003, 5.1038234E-003, 7.1964286E-002, 6.0339979E-003, 7.3835532E-001, 1.7820173E-004
 3.7750000E+001, 9.5486121E+002, 1.2951198E-001, 4.1666023E-002, 7.3730112E-003, 4.8673233E-003, 7.0926140E-002, 5.8207983E-003, 7.3940356E-001, 1.7192551E-004
 3.8250000E+001, 9.4851602E+002, 1.3076151E-001, 4.1128857E-002, 7.1044523E-003, 4.6322586E-003, 6.9912825E-002, 5.6087781E-003, 7.4043586E-001, 1.6567098E-004
 3.8750000E+001, 9.4260736E+002, 1.3189962E-001, 4.0627461E-002, 6.8795372E-003, 4.4183651E-003, 6.8987090E-002, 5.4312135E-003, 7.4135440E-001, 1.6046749E-004
 3.9250000E+001, 9.3674425E+002, 1.3305855E-001, 4.0121521E-002, 6.6420769E-003, 4.2050861E-003, 6.8044752E-002, 5.2437449E-003, 7.4229584E-001, 1.5494580E-004
 3.9750000E+001, 9.3105900E+002, 1.3415516E-001, 3.9631913E-002, 6.4331089E-003, 4.0132305E-003, 6.7149055E-002, 5.0787702E-003, 7.4316256E-001, 1.5010301E-004
 4.0250000E+001, 9.2451522E+002, 1.3534456E-001, 3.9098353E-002, 6.2056242E-003, 3.8298839E-003, 6.6173071E-002, 4.8991770E-003, 7.4408643E-001, 1.4480288E-004
 4.0750000E+001, 9.1835154E+002, 1.3646275E-001, 3.8592209E-002, 5.9988449E-003, 3.6589439E-003, 6.5254268E-002, 4.7359302E-003, 7.4494624E-001, 1.3999092E-004
 4.1250000E+001, 9.1171769E+002, 1.3761146E-001, 3.8083648E-002, 5.7655862E-003, 3.4947988E-003, 6.4311150E-002, 4.5517786E-003, 7.4584441E-001, 1.3453270E-004
 4.1750000E+001, 9.0525751E+002, 1.3870536E-001, 3.7596067E-002, 5.5488693E-003, 3.3381432E-003, 6.3412339E-002, 4.3806863E-003, 7.4669404E-001, 1.2947585E-004
 4.2250000E+001, 8.9829528E+002, 1.3982080E-001, 3.7104538E-002, 5.3170270E-003, 3.1867017E-003, 6.2495791E-002, 4.1976529E-003, 7.4756655E-001, 1.2404973E-004
 4.2750000E+001, 8.9121051E+002, 1.4094523E-001, 3.6591608E-002, 5.1093931E-003, 3.0456528E-003, 6.1566078E-002, 4.0337314E-003, 7.4840951E-001, 1.1920319E-004
 4.3250000E+001, 8.8407287E+002, 1.4207321E-001, 3.6092124E-002, 4.8761095E-003, 2.9064726E-003, 6.0636460E-002, 3.8495602E-003, 7.4928091E-001, 1.1373678E-004
 4.3750000E+001, 8.7671999E+002, 1.4321878E-001, 3.5567727E-002, 4.6650899E-003, 2.7750423E-003, 5.9686906E-002, 3.6829657E-003, 7.5013067E-001, 1.0881904E-004
 4.4250000E+001, 8.6943443E+002, 1.4434932E-001, 3.5059489E-002, 4.4434139E-003, 2.6369558E-003, 5.8753245E-002, 3.5079584E-003, 7.5098977E-001, 1.0364500E-004
 4.4750000E+001, 8.6199767E+002, 1.4547766E-001, 3.4527613E-002, 4.2610985E-003, 2.5049297E-003, 5.7814912E-002, 3.3640251E-003, 7.5180058E-001, 9.9419837E-005
 4.5250000E+001, 8.5487300E+002, 1.4656180E-001, 3.4033328E-002, 4.0606170E-003, 2.3681866E-003, 5.6918687E-002, 3.2057502E-003, 7.5261417E-001, 9.4743950E-005
 4.5750000E+001, 8.4777195E+002, 1.4761590E-001, 3.3525537E-002, 3.9057260E-003, 2.2565388E-003, 5.6037775E-002, 3.0834679E-003, 7.5334665E-001, 9.1151425E-005
 4.6250000E+001, 8.4121765E+002, 1.4859964E-001, 3.3075748E-002, 3.7260063E-003, 2.1319235E-003, 5.5224349E-002, 2.9415839E-003, 7.5408286E-001, 8.6960317E-005
 4.6750000E+001, 8.3458367E+002, 1.4957612E-001, 3.2602579E-002, 3.5860229E-003, 2.0335269E-003, 5.4406877E-002, 2.8310707E-003, 7.5475409E-001, 8.3709845E-005
 4.7250000E+001, 8.2816242E+002, 1.5051641E-001, 3.2169528E-002, 3.4190258E-003, 1.9159266E-003, 5.3628428E-002, 2.6992309E-003, 7.5545150E-001, 7.9811482E-005
 4.7750000E+001, 8.2106253E+002, 1.5153038E-001, 3.1674419E-002, 3.2779915E-003, 1.8229190E-003, 5.2777272E-002, 2.5878880E-003, 7.5613743E-001, 7.6517486E-005
 4.8250000E+001, 8.1429627E+002, 1.5253021E-001, 3.1199352E-002, 3.1211619E-003, 1.7130056E-003, 5.1943834E-002, 2.4640752E-003, 7.5684583E-001, 7.2861677E-005
 4.8750000E+001, 8.0704742E+002, 1.5359217E-001, 3.0669413E-002, 2.9888965E-003, 1.6311801E-003, 5.1047348E-002, 2.3596551E-003, 7.5753655E-001, 6.9777575E-005
 4.9250000E+001, 8.0042514E+002, 1.5460293E-001, 3.0177721E-002, 2.8461406E-003, 1.5342220E-003, 5.0199974E-002, 2.2469531E-003, 7.5822562E-001, 6.6456135E-005
 4.9750000E+001, 7.9316025E+002, 1.5563348E-001, 2.9652527E-002, 2.7345215E-003, 1.4601098E-003, 4.9326692E-002, 2.1588328E-003, 7.5887392E-001, 6.3860981E-005
 5.0250000E+001, 7.8630312E+002, 1.5662011E-001, 2.9164345E-002, 2.6058271E-003, 1.3792398E-003, 4.8495510E-002, 2.0572319E-003, 7.5952535E-001, 6.0853188E-005
 5.0750000E+001, 7.7963725E+002, 1.5754402E-001, 2.8698621E-002, 2.4969142E-003, 1.3152910E-003, 4.7713353E-002, 1.9712481E-003, 7.6011453E-001, 5.8302037E-005
 5.1250000E+001, 7.7362067E+002, 1.5841386E-001, 2.8280042E-002, 2.3637864E-003, 1.2461276E-003, 4.6982885E-002, 1.8661471E-003, 7.6070891E-001, 5.5176629E-005
 5.1750000E+001, 7.6782394E+002, 1.5923868E-001, 2.7873520E-002, 2.2517157E-003, 1.1879555E-003, 4.6286883E-002, 1.7776703E-003, 7.6125190E-001, 5.2559346E-005
 5.2250000E+001, 7.6246455E+002, 1.6001364E-001, 2.7488881E-002, 2.1510940E-003, 1.1318233E-003, 4.5632579E-002, 1.6982321E-003, 7.6175796E-001, 5.0210203E-005
 5.2750000E+001, 7.5706431E+002, 1.6080527E-001, 2.7087049E-002, 2.0614021E-003, 1.0816038E-003, 4.4961052E-002, 1.6274227E-003, 7.6225565E-001, 4.8117039E-005
 5.3250000E+001, 7.5189036E+002, 1.6157907E-001, 2.6692963E-002, 1.9763330E-003, 1.0301459E-003, 4.4304737E-002, 1.5602629E-003, 7.6274091E-001, 4.6129972E-005
 5.3750000E+001, 7.4660662E+002, 1.6237533E-001, 2.6287848E-002, 1.8872252E-003, 9.8170452E-004, 4.3628746E-002, 1.4899147E-003, 7.6323887E-001, 4.4047384E-005
 5.4250000E+001, 7.4128911E+002, 1.6316711E-001, 2.5890928E-002, 1.7900001E-003, 9.2846430E-004, 4.2958700E-002, 1.4131580E-003, 7.6374696E-001, 4.1767520E-005
 5.4750000E+001, 7.3557015E+002, 1.6397104E-001, 2.5491352E-002, 1.6851623E-003, 8.7705107E-004, 4.2278726E-002, 1.3303913E-003, 7.6426773E-001, 3.9318473E-005
 5.5250000E+001, 7.3003888E+002, 1.6477163E-001, 2.5090943E-002, 1.5868364E-003, 8.1575593E-004, 4.1602619E-002, 1.2527656E-003, 7.6478666E-001, 3.7030836E-005
 5.5750000E+001, 7.2438160E+002, 1.6554442E-001, 2.4705487E-002, 1.4890237E-003, 7.6252109E-004, 4.0949278E-002, 1.1755450E-003, 7.6528664E-001, 3.4753054E-005
 5.6250000E+001, 7.1805962E+002, 1.6634815E-001, 2.4293771E-002, 1.4058059E-003, 7.0279595E-004, 4.0268036E-002, 1.1098468E-003, 7.6578939E-001, 3.2825560E-005
 5.6750000E+001, 7.1212822E+002, 1.6710045E-001, 2.3905513E-002, 1.3301727E-003, 6.5911167E-004, 3.9627793E-002, 1.0501364E-003, 7.6624904E-001, 3.1064153E-005
 5.7250000E+001, 7.0619666E+002, 1.6783850E-001, 2.3524352E-002, 1.2580408E-003, 6.0795474E-004, 3.9000931E-002, 9.9319007E-004, 7.6670346E-001, 2.9393799E-005
 5.7750000E+001, 7.0078914E+002, 1.6851669E-001, 2.3170498E-002, 1.1959357E-003, 5.6944386E-004, 3.8422748E-002, 9.4415979E-004, 7.6711058E-001, 2.7941715E-005
 5.8250000E+001, 6.9525437E+002, 1.6918695E-001, 2.2822454E-002, 1.1333737E-003, 5.2369857E-004, 3.7852928E-002, 8.9476867E-004, 7.6751955E-001, 2.6488609E-005
 5.8750000E+001, 6.9025392E+002, 1.6980871E-001, 2.2497565E-002, 1.0769747E-003, 4.8964380E-004, 3.7322555E-002, 8.5024322E-004, 7.6789133E-001, 2.5156016E-005
 5.9250000E+001, 6.8520889E+002, 1.7042638E-001, 2.2180327E-002, 1.0128968E-003, 4.5111468E-004, 3.6797653E-002, 7.9965534E-004, 7.6827274E-001, 2.3656320E-005
 5.9750000E+001, 6.8036687E+002, 1.7101331E-001, 2.1876806E-002, 9.5376125E-004, 4.2264134E-004, 3.6297120E-002, 7.5296941E-004, 7.6862762E-001, 2.2259323E-005
 6.0250000E+001, 6.7518710E+002, 1.7162258E-001, 2.1560990E-002, 8.9369239E-004, 3.9253467E-004, 3.5777455E-002, 7.0554663E-004, 7.6899494E-001, 2.0854606E-005
 6.0750000E+001, 6.6999081E+002, 1.7222413E-001, 2.1243848E-002, 8.4162743E-004, 3.6997454E-004, 3.5262033E-002, 6.6444271E-004, 7.6934472E-001, 1.9630536E-005
 6.1250000E+001, 6.6478209E+002, 1.7281426E-001, 2.0935048E-002, 7.8739482E-004, 3.4473571E-004, 3.4757415E-002, 6.2162749E-004, 7.6969347E-001, 1.8361636E-005
 6.1750000E+001, 6.5948549E+002, 1.7341729E-001, 2.0616814E-002, 7.3531092E-004, 3.2414825E-004, 3.4240339E-002, 5.8050862E-004, 7.7004259E-001, 1.7133830E-005
 6.2250000E+001, 6.5415661E+002, 1.7399790E-001, 2.0314691E-002, 6.7906881E-004, 2.9991968E-004, 3.3744146E-002, 5.3610695E-004, 7.7038846E-001, 1.5816555E-005
 6.2750000E+001, 6.4881848E+002, 1.7456036E-001, 2.0018256E-002, 6.2940345E-004, 2.8293355E-004, 3.3261586E-002, 4.9689746E-004, 7.7071375E-001, 1.4656418E-005
 6.3250000E+001, 6.4373216E+002, 1.7507574E-001, 1.9747508E-002, 5.8390561E-004, 2.6023120E-004, 3.2820754E-002, 4.6097811E-004, 7.7101674E-001, 1.3600532E-005
 6.3750000E+001, 6.3907804E+002, 1.7554219E-001, 1.9497262E-002, 5.4996149E-004, 2.4586217E-004, 3.2419617E-002, 4.3418013E-004, 7.7127877E-001, 1.2812737E-005
 6.4250000E+001, 6.3458296E+002, 1.7599592E-001, 1.9257217E-002, 5.1272885E-004, 2.2542661E-004, 3.2031203E-002, 4.0478593E-004, 7.7154273E-001, 1.1946503E-005
 6.4750000E+001, 6.3051527E+002, 1.7641340E-001, 1.9031792E-002, 4.8479815E-004, 2.1213195E-004, 3.1671921E-002, 3.8273538E-004, 7.7177487E-001, 1.1295530E-005
 6.5250000E+001, 6.2639648E+002, 1.7684558E-001, 1.8800472E-002, 4.5347992E-004, 1.9375454E-004, 3.1301182E-002, 3.5801046E-004, 7.7202100E-001, 1.0564697E-005
 6.5750000E+001, 6.2261455E+002, 1.7724402E-001, 1.8582045E-002, 4.3221650E-004, 1.8080551E-004, 3.0957584E-002, 3.4122355E-004, 7.7223683E-001, 1.0069812E-005
 6.6250000E+001, 6.1856225E+002, 1.7766354E-001, 1.8353255E-002, 4.0824604E-004, 1.6537438E-004, 3.0596363E-002, 3.2229951E-004, 7.7246705E-001, 9.5102796E-006
 6.6750000E+001, 6.1481059E+002, 1.7804331E-001, 1.8142201E-002, 3.9244242E-004, 1.5400779E-004, 3.0268064E-002, 3.0982296E-004, 7.7266720E-001, 9.1428370E-006
 6.7250000E+001, 6.1076896E+002, 1.7843956E-001, 1.7924174E-002, 3.7270833E-004, 1.4057953E-004, 2.9926261E-002, 2.9424342E-004, 7.7288067E-001, 8.6792946E-006
 6.7750000E+001, 6.0713423E+002, 1.7878936E-001, 1.7731747E-002, 3.5514546E-004, 1.2912925E-004, 2.9624475E-002, 2.8037800E-004, 7.7306900E-001, 8.2670877E-006
 6.8250000E+001, 6.0310254E+002, 1.7916374E-001, 1.7526129E-002, 3.3552719E-004, 1.1828304E-004, 2.9301333E-002, 2.6488989E-004, 7.7327048E-001, 7.8063027E-006
 6.8750000E+001, 5.9948852E+002, 1.7949216E-001, 1.7347372E-002, 3.1623320E-004, 1.0598141E-004, 2.9018665E-002, 2.4965779E-004, 7.7345144E-001, 7.3542877E-006
