cm,K,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg
 1.9500000E+001, 1.0590173E+003, 3.5961591E-002, 6.2498741E-002, 7.1213988E-002, 6.0941095E-002, 1.0600032E-001, 4.1890581E-002, 6.0753016E-001, 5.3148149E-003
 2.0500000E+001, 1.0648578E+003, 3.8745931E-002, 6.3045169E-002, 6.8547842E-002, 5.6071197E-002, 1.0503218E-001, 4.0322260E-002, 6.1479467E-001, 5.1327735E-003
 2.1500000E+001, 1.0696920E+003, 4.1644251E-002, 6.3454906E-002, 6.5897851E-002, 5.1544124E-002, 1.0393585E-001, 3.8763442E-002, 6.2183843E-001, 4.9495470E-003
 2.2500000E+001, 1.0737439E+003, 4.4607261E-002, 6.3747922E-002, 6.3287145E-002, 4.7348330E-002, 1.0274456E-001, 3.7227732E-002, 6.2862781E-001, 4.7670382E-003
 2.3500000E+001, 1.0776514E+003, 4.7569166E-002, 6.3989918E-002, 6.0694269E-002, 4.3434629E-002, 1.0151172E-001, 3.5702511E-002, 6.3519695E-001, 4.5837251E-003
 2.4500000E+001, 1.0807615E+003, 5.0597269E-002, 6.4160660E-002, 5.8072836E-002, 3.9837407E-002, 1.0019046E-001, 3.4160492E-002, 6.4159405E-001, 4.3956748E-003
 2.5500000E+001, 1.0831717E+003, 5.3664235E-002, 6.4254569E-002, 5.5463534E-002, 3.6539197E-002, 9.8798574E-002, 3.2625608E-002, 6.4777908E-001, 4.2066171E-003
 2.6500000E+001, 1.0841236E+003, 5.6800182E-002, 6.4200933E-002, 5.2942883E-002, 3.3541409E-002, 9.7309349E-002, 3.1142872E-002, 6.5368141E-001, 4.0230181E-003
 2.7500000E+001, 1.0834690E+003, 6.0120765E-002, 6.3952391E-002, 5.0478584E-002, 3.0773512E-002, 9.5657216E-002, 2.9693285E-002, 6.5942649E-001, 3.8425514E-003
 2.8500000E+001, 1.0809676E+003, 6.3715276E-002, 6.3456875E-002, 4.8061718E-002, 2.8216383E-002, 9.3785157E-002, 2.8271599E-002, 6.6506912E-001, 3.6644101E-003
 2.9500000E+001, 1.0777367E+003, 6.7453529E-002, 6.2840028E-002, 4.5650529E-002, 2.5800145E-002, 9.1794839E-002, 2.6853252E-002, 6.7065660E-001, 3.4856588E-003
 3.0500000E+001, 1.0733904E+003, 7.1336642E-002, 6.2076264E-002, 4.3269877E-002, 2.3584988E-002, 8.9674798E-002, 2.5452869E-002, 6.7612027E-001, 3.3082304E-003
 3.1500000E+001, 1.0685408E+003, 7.5159147E-002, 6.1250973E-002, 4.1005812E-002, 2.1555486E-002, 8.7559617E-002, 2.4121066E-002, 6.8130754E-001, 3.1392798E-003
 3.2500000E+001, 1.0630792E+003, 7.8906520E-002, 6.0366317E-002, 3.8871810E-002, 1.9703759E-002, 8.5459202E-002, 2.2865771E-002, 6.8620470E-001, 2.9797359E-003
 3.3500000E+001, 1.0569873E+003, 8.2537668E-002, 5.9468305E-002, 3.6844226E-002, 1.8011259E-002, 8.3405972E-002, 2.1673074E-002, 6.9083514E-001, 2.8277041E-003
 3.4500000E+001, 1.0499217E+003, 8.6013561E-002, 5.8550609E-002, 3.4969902E-002, 1.6493301E-002, 8.1420412E-002, 2.0570531E-002, 6.9512484E-001, 2.6870442E-003
 3.5500000E+001, 1.0438902E+003, 8.9262287E-002, 5.7705376E-002, 3.3195032E-002, 1.5092757E-002, 7.9563821E-002, 1.9526489E-002, 6.9914541E-001, 2.5534727E-003
 3.6500000E+001, 1.0381652E+003, 9.2266435E-002, 5.6960234E-002, 3.1496183E-002, 1.3806285E-002, 7.7850349E-002, 1.8527167E-002, 7.0291763E-001, 2.4252404E-003
 3.7500000E+001, 1.0320728E+003, 9.5263410E-002, 5.6196216E-002, 2.9811943E-002, 1.2619601E-002, 7.6126113E-002, 1.7536437E-002, 7.0660080E-001, 2.2974589E-003
 3.8500000E+001, 1.0255829E+003, 9.8211966E-002, 5.5410434E-002, 2.8186577E-002, 1.1546275E-002, 7.4413561E-002, 1.6580340E-002, 7.1012407E-001, 2.1738121E-003
 3.9500000E+001, 1.0191861E+003, 1.0104715E-001, 5.4645783E-002, 2.6624277E-002, 1.0575497E-002, 7.2757934E-002, 1.5661339E-002, 7.1346758E-001, 2.0547408E-003
 4.0500000E+001, 1.0122149E+003, 1.0387892E-001, 5.3829414E-002, 2.5128291E-002, 9.6795641E-003, 7.1088477E-002, 1.4781347E-002, 7.1668687E-001, 1.9404888E-003
 4.1500000E+001, 1.0048386E+003, 1.0670436E-001, 5.2991687E-002, 2.3656746E-002, 8.8516496E-003, 6.9411508E-002, 1.3915733E-002, 7.1982974E-001, 1.8276548E-003
 4.2500000E+001, 9.9671217E+002, 1.0955064E-001, 5.2093723E-002, 2.2243526E-002, 8.0794808E-003, 6.7707683E-002, 1.3084427E-002, 7.2287904E-001, 1.7191489E-003
 4.3500000E+001, 9.8807711E+002, 1.1238587E-001, 5.1166734E-002, 2.0870545E-002, 7.3790820E-003, 6.5997739E-002, 1.2276791E-002, 7.2583098E-001, 1.6135826E-003
 4.4500000E+001, 9.7886133E+002, 1.1517588E-001, 5.0211336E-002, 1.9568801E-002, 6.7665959E-003, 6.4300007E-002, 1.1511059E-002, 7.2862930E-001, 1.5132621E-003
 4.5500000E+001, 9.6896703E+002, 1.1794827E-001, 4.9211868E-002, 1.8341100E-002, 6.2074828E-003, 6.2600570E-002, 1.0788882E-002, 7.3130554E-001, 1.4187847E-003
 4.6500000E+001, 9.5927077E+002, 1.2059605E-001, 4.8225261E-002, 1.7211477E-002, 5.7015926E-003, 6.0970022E-002, 1.0124398E-002, 7.3379640E-001, 1.3318081E-003
 4.7500000E+001, 9.4919256E+002, 1.2321839E-001, 4.7245339E-002, 1.6094165E-002, 5.2134959E-003, 5.9353148E-002, 9.4671561E-003, 7.3625259E-001, 1.2455942E-003
 4.8500000E+001, 9.3959846E+002, 1.2569035E-001, 4.6320842E-002, 1.5042014E-002, 4.7538193E-003, 5.7828847E-002, 8.8482433E-003, 7.3856647E-001, 1.1644283E-003
 4.9500000E+001, 9.2952122E+002, 1.2815768E-001, 4.5390222E-002, 1.4002704E-002, 4.3001975E-003, 5.6305779E-002, 8.2368848E-003, 7.4086090E-001, 1.0841572E-003
 5.0500000E+001, 9.2049161E+002, 1.3035696E-001, 4.4565963E-002, 1.3068835E-002, 3.8932901E-003, 5.4949151E-002, 7.6875503E-003, 7.4291574E-001, 1.0121540E-003
 5.1500000E+001, 9.1137479E+002, 1.3247016E-001, 4.3752964E-002, 1.2200651E-002, 3.5159129E-003, 5.3641319E-002, 7.1768537E-003, 7.4484985E-001, 9.4522685E-004
 5.2500000E+001, 9.0317003E+002, 1.3437342E-001, 4.3014401E-002, 1.1428060E-002, 3.1775828E-003, 5.2462444E-002, 6.7223880E-003, 7.4658090E-001, 8.8561433E-004
 5.3500000E+001, 8.9478751E+002, 1.3627325E-001, 4.2273433E-002, 1.0657423E-002, 2.8635746E-003, 5.1282217E-002, 6.2690722E-003, 7.4829134E-001, 8.2594174E-004
 5.4500000E+001, 8.8635007E+002, 1.3808098E-001, 4.1540739E-002, 9.9630399E-003, 2.5802380E-003, 5.0153859E-002, 5.8606117E-003, 7.4986699E-001, 7.7216514E-004
 5.5500000E+001, 8.7702208E+002, 1.3996114E-001, 4.0763452E-002, 9.2591612E-003, 2.3084155E-003, 4.8975521E-002, 5.4465654E-003, 7.5147022E-001, 7.1757937E-004
 5.6500000E+001, 8.6700665E+002, 1.4184362E-001, 3.9950313E-002, 8.6012915E-003, 2.0659093E-003, 4.7787683E-002, 5.0595832E-003, 7.5300507E-001, 6.6658658E-004
 5.7500000E+001, 8.5635767E+002, 1.4382859E-001, 3.9104651E-002, 7.8842958E-003, 1.8348704E-003, 4.6533466E-002, 4.6378211E-003, 7.5463037E-001, 6.1083887E-004
 5.8500000E+001, 8.4512177E+002, 1.4577802E-001, 3.8226198E-002, 7.2469171E-003, 1.6377935E-003, 4.5292053E-002, 4.2628924E-003, 7.5613517E-001, 5.6142978E-004
 5.9500000E+001, 8.3399216E+002, 1.4768550E-001, 3.7344493E-002, 6.6561119E-003, 1.4495686E-003, 4.4074061E-002, 3.9153599E-003, 7.5756979E-001, 5.1577991E-004
 6.0500000E+001, 8.2249542E+002, 1.4958707E-001, 3.6425755E-002, 6.1234057E-003, 1.2826689E-003, 4.2852343E-002, 3.6020034E-003, 7.5892609E-001, 4.7459830E-004
 6.1500000E+001, 8.1126123E+002, 1.5146583E-001, 3.5524132E-002, 5.5881734E-003, 1.1159140E-003, 4.1646260E-002, 3.2871608E-003, 7.6027681E-001, 4.3314117E-004
 6.2500000E+001, 7.9991256E+002, 1.5326975E-001, 3.4638945E-002, 5.1000341E-003, 9.7427419E-004, 4.0483494E-002, 3.0000201E-003, 7.6153348E-001, 3.9520913E-004
 6.3500000E+001, 7.8892558E+002, 1.5502581E-001, 3.3786230E-002, 4.6110139E-003, 8.3679789E-004, 3.9352618E-002, 2.7123611E-003, 7.6277105E-001, 3.5720451E-004
 6.4500000E+001, 7.7743591E+002, 1.5676037E-001, 3.2928497E-002, 4.1448506E-003, 7.3206927E-004, 3.8229736E-002, 2.4381474E-003, 7.6395361E-001, 3.2089965E-004
 6.5500000E+001, 7.6581874E+002, 1.5842619E-001, 3.2060095E-002, 3.7621274E-003, 6.4668264E-004, 3.7143971E-002, 2.2130161E-003, 7.6501024E-001, 2.9126638E-004
 6.6500000E+001, 7.5498224E+002, 1.5994492E-001, 3.1256945E-002, 3.4274002E-003, 5.8386754E-004, 3.6150769E-002, 2.0161177E-003, 7.6594794E-001, 2.6528553E-004
 6.7500000E+001, 7.4550601E+002, 1.6128309E-001, 3.0545635E-002, 3.1380601E-003, 5.2840197E-004, 3.5275214E-002, 1.8459177E-003, 7.6676838E-001, 2.4285077E-004
 6.8500000E+001, 7.3659552E+002, 1.6251334E-001, 2.9903958E-002, 2.8525616E-003, 4.8083142E-004, 3.4471331E-002, 1.6779774E-003, 7.6754067E-001, 2.2059026E-004
 6.9500000E+001, 7.2832194E+002, 1.6364550E-001, 2.9312947E-002, 2.5910230E-003, 4.3502650E-004, 3.3731740E-002, 1.5241312E-003, 7.6825158E-001, 2.0022339E-004
 7.0500000E+001, 7.1950131E+002, 1.6481677E-001, 2.8694463E-002, 2.3297763E-003, 3.9441034E-004, 3.2964883E-002, 1.3704567E-003, 7.6897243E-001, 1.7986495E-004
 7.1500000E+001, 7.1043530E+002, 1.6599063E-001, 2.8063350E-002, 2.0854260E-003, 3.5245082E-004, 3.2195109E-002, 1.2267212E-003, 7.6967741E-001, 1.6091037E-004
 7.2500000E+001, 7.0078132E+002, 1.6720406E-001, 2.7392954E-002, 1.8591267E-003, 3.1478014E-004, 3.1396464E-002, 1.0936039E-003, 7.7037448E-001, 1.4337968E-004
 7.3500000E+001, 6.9109903E+002, 1.6839826E-001, 2.6718624E-002, 1.6586453E-003, 2.7776141E-004, 3.0608688E-002, 9.7567373E-004, 7.7103712E-001, 1.2791070E-004
 7.4500000E+001, 6.8100946E+002, 1.6957264E-001, 2.6041222E-002, 1.4821164E-003, 2.4681550E-004, 2.9831556E-002, 8.7183316E-004, 7.7166321E-001, 1.1428287E-004
 7.5500000E+001, 6.7170743E+002, 1.7067111E-001, 2.5396560E-002, 1.3334450E-003, 2.1986615E-004, 2.9103052E-002, 7.8437939E-004, 7.7223013E-001, 1.0280102E-004
 7.6500000E+001, 6.6298476E+002, 1.7167182E-001, 2.4806624E-002, 1.2021009E-003, 1.9503729E-004, 2.8439091E-002, 7.0711817E-004, 7.7274250E-001, 9.2664692E-005
 7.7500000E+001, 6.5450440E+002, 1.7263904E-001, 2.4223654E-002, 1.0942181E-003, 1.7320867E-004, 2.7795518E-002, 6.4365768E-004, 7.7321615E-001, 8.4343532E-005
 7.8500000E+001, 6.4655288E+002, 1.7352620E-001, 2.3686565E-002, 9.9830661E-004, 1.5590496E-004, 2.7204582E-002, 5.8723918E-004, 7.7364546E-001, 7.6937665E-005
 7.9500000E+001, 6.3895494E+002, 1.7434668E-001, 2.3181028E-002, 9.2303822E-004, 1.4001749E-004, 2.6656964E-002, 5.4296366E-004, 7.7402832E-001, 7.1166737E-005
 8.0500000E+001, 6.3170404E+002, 1.7509515E-001, 2.2725488E-002, 8.4609533E-004, 1.2411008E-004, 2.6158282E-002, 4.9770314E-004, 7.7438727E-001, 6.5263573E-005
 8.1500000E+001, 6.2446858E+002, 1.7584998E-001, 2.2267755E-002, 7.6626913E-004, 1.0650841E-004, 2.5655764E-002, 4.5074654E-004, 7.7475273E-001, 5.9114385E-005
 8.2500000E+001, 6.1714436E+002, 1.7661272E-001, 2.1805168E-002, 6.8529215E-004, 9.0564899E-005, 2.5147736E-002, 4.0311303E-004, 7.7512104E-001, 5.2835840E-005
 8.3500000E+001, 6.1006845E+002, 1.7735568E-001, 2.1353708E-002, 6.0766304E-004, 7.5404463E-005, 2.4652731E-002, 3.5744885E-004, 7.7547822E-001, 4.6820366E-005
 8.4500000E+001, 6.0308112E+002, 1.7806921E-001, 2.0911875E-002, 5.4510323E-004, 6.3696254E-005, 2.4175960E-002, 3.2064896E-004, 7.7580662E-001, 4.1973769E-005
 8.5500000E+001, 5.9629138E+002, 1.7874583E-001, 2.0489956E-002, 4.9007119E-004, 5.3589239E-005, 2.3723372E-002, 2.8827717E-004, 7.7611282E-001, 3.7717874E-005
 8.6500000E+001, 5.8971902E+002, 1.7936457E-001, 2.0096265E-002, 4.5114380E-004, 4.7178238E-005, 2.3308176E-002, 2.6537871E-004, 7.7637883E-001, 3.4693898E-005
 8.7500000E+001, 5.8369441E+002, 1.7994209E-001, 1.9730112E-002, 4.1272818E-004, 4.1520168E-005, 2.2920753E-002, 2.4278128E-004, 7.7662908E-001, 3.1726269E-005
 8.8500000E+001, 5.7748968E+002, 1.8054410E-001, 1.9344211E-002, 3.7883567E-004, 3.7062265E-005, 2.2516211E-002, 2.2284451E-004, 7.7688246E-001, 2.9124853E-005
 8.9500000E+001, 5.7210158E+002, 1.8108196E-001, 1.8999436E-002, 3.4872855E-004, 3.2205056E-005, 2.2154883E-002, 2.0513444E-004, 7.7710927E-001, 2.6825170E-005
 9.0500000E+001, 5.6664014E+002, 1.8161011E-001, 1.8657213E-002, 3.2464811E-004, 2.8056352E-005, 2.1799554E-002, 1.9096948E-004, 7.7732579E-001, 2.4980175E-005
 9.1500000E+001, 5.6074221E+002, 1.8220510E-001, 1.8270686E-002, 2.9892848E-004, 2.3903039E-005, 2.1399070E-002, 1.7584028E-004, 7.7756786E-001, 2.2983523E-005
 9.2500000E+001, 5.5473707E+002, 1.8280206E-001, 1.7878749E-002, 2.7920793E-004, 2.0762481E-005, 2.0996622E-002, 1.6423996E-004, 7.7780361E-001, 2.1462855E-005
 9.3500000E+001, 5.4884730E+002, 1.8341455E-001, 1.7476929E-002, 2.5840258E-004, 1.7975432E-005, 2.0583688E-002, 1.5200152E-004, 7.7804578E-001, 1.9861387E-005
 9.4500000E+001, 5.4282996E+002, 1.8400631E-001, 1.7085126E-002, 2.4351416E-004, 1.6512111E-005, 2.0184138E-002, 1.4324362E-004, 7.7827341E-001, 1.8734028E-005
 9.5500000E+001, 5.3693935E+002, 1.8461099E-001, 1.6688282E-002, 2.2299921E-004, 1.4698227E-005, 1.9776334E-002, 1.3117600E-004, 7.7851180E-001, 1.7160780E-005
 9.6500000E+001, 5.3104727E+002, 1.8522116E-001, 1.6282367E-002, 2.1045677E-004, 1.3762019E-005, 1.9364043E-002, 1.2379810E-004, 7.7874315E-001, 1.6217004E-005
 9.7500000E+001, 5.2499588E+002, 1.8585257E-001, 1.5868376E-002, 1.8837964E-004, 1.2105044E-005, 1.8938231E-002, 1.1081155E-004, 7.7899259E-001, 1.4500700E-005
 9.8500000E+001, 5.1931801E+002, 1.8644675E-001, 1.5473902E-002, 1.7485932E-004, 1.1530448E-005, 1.8536796E-002, 1.0285842E-004, 7.7921902E-001, 1.3463803E-005
 9.9500000E+001, 5.1361156E+002, 1.8702263E-001, 1.5095454E-002, 1.5590097E-004, 1.0699145E-005, 1.8148241E-002, 9.1706452E-005, 7.7944480E-001, 1.1997507E-005
