s,C,C,C
Time,"Cable Temp","Shroud Temp","Conduit"
 0.000E+00, 3.100E+01, 3.100E+01, 3.100E+01
 1.510E+01, 3.100E+01, 6.898E+01, 3.106E+01
 3.002E+01, 3.100E+01, 1.436E+02, 3.163E+01
 4.501E+01, 3.103E+01, 2.181E+02, 3.329E+01
 6.003E+01, 3.113E+01, 2.885E+02, 3.658E+01
 7.502E+01, 3.130E+01, 3.050E+02, 4.113E+01
 9.006E+01, 3.149E+01, 3.050E+02, 4.577E+01
 1.050E+02, 3.183E+01, 3.050E+02, 5.033E+01
 1.200E+02, 3.218E+01, 3.050E+02, 5.483E+01
 1.350E+02, 3.252E+01, 3.050E+02, 5.923E+01
 1.500E+02, 3.292E+01, 3.050E+02, 6.359E+01
 1.650E+02, 3.347E+01, 3.050E+02, 6.786E+01
 1.800E+02, 3.399E+01, 3.050E+02, 7.207E+01
 1.951E+02, 3.458E+01, 3.050E+02, 7.615E+01
 2.101E+02, 3.521E+01, 3.050E+02, 8.025E+01
 2.250E+02, 3.586E+01, 3.050E+02, 8.426E+01
 2.400E+02, 3.649E+01, 3.050E+02, 8.819E+01
 2.550E+02, 3.721E+01, 3.050E+02, 9.209E+01
 2.700E+02, 3.809E+01, 3.050E+02, 9.592E+01
 2.850E+02, 3.889E+01, 3.050E+02, 9.969E+01
 3.000E+02, 3.971E+01, 3.050E+02, 1.034E+02
 3.150E+02, 4.053E+01, 3.050E+02, 1.070E+02
 3.300E+02, 4.140E+01, 3.050E+02, 1.105E+02
 3.450E+02, 4.232E+01, 3.050E+02, 1.140E+02
 3.600E+02, 4.338E+01, 3.050E+02, 1.174E+02
 3.750E+02, 4.444E+01, 3.050E+02, 1.208E+02
 3.900E+02, 4.552E+01, 3.050E+02, 1.241E+02
 4.050E+02, 4.670E+01, 3.050E+02, 1.273E+02
 4.200E+02, 4.787E+01, 3.050E+02, 1.305E+02
 4.350E+02, 4.910E+01, 3.050E+02, 1.336E+02
 4.500E+02, 5.035E+01, 3.050E+02, 1.367E+02
 4.650E+02, 5.163E+01, 3.050E+02, 1.397E+02
 4.800E+02, 5.298E+01, 3.050E+02, 1.426E+02
 4.950E+02, 5.442E+01, 3.050E+02, 1.455E+02
 5.100E+02, 5.589E+01, 3.050E+02, 1.483E+02
 5.250E+02, 5.735E+01, 3.050E+02, 1.511E+02
 5.400E+02, 5.883E+01, 3.050E+02, 1.538E+02
 5.550E+02, 6.028E+01, 3.050E+02, 1.565E+02
 5.700E+02, 6.174E+01, 3.050E+02, 1.592E+02
 5.850E+02, 6.328E+01, 3.050E+02, 1.618E+02
 6.000E+02, 6.485E+01, 3.050E+02, 1.643E+02
 6.150E+02, 6.644E+01, 3.050E+02, 1.668E+02
 6.300E+02, 6.808E+01, 3.050E+02, 1.693E+02
 6.450E+02, 6.983E+01, 3.050E+02, 1.717E+02
 6.600E+02, 7.153E+01, 3.050E+02, 1.740E+02
 6.751E+02, 7.324E+01, 3.050E+02, 1.763E+02
 6.900E+02, 7.498E+01, 3.050E+02, 1.786E+02
 7.050E+02, 7.673E+01, 3.050E+02, 1.808E+02
 7.200E+02, 7.856E+01, 3.050E+02, 1.829E+02
 7.350E+02, 8.046E+01, 3.050E+02, 1.850E+02
 7.500E+02, 8.235E+01, 3.050E+02, 1.871E+02
 7.650E+02, 8.419E+01, 3.050E+02, 1.892E+02
 7.801E+02, 8.601E+01, 3.050E+02, 1.912E+02
 7.950E+02, 8.784E+01, 3.050E+02, 1.932E+02
 8.100E+02, 8.971E+01, 3.050E+02, 1.950E+02
 8.250E+02, 9.167E+01, 3.050E+02, 1.968E+02
 8.400E+02, 9.367E+01, 3.050E+02, 1.986E+02
 8.550E+02, 9.564E+01, 3.050E+02, 2.004E+02
 8.700E+02, 9.757E+01, 3.050E+02, 2.021E+02
 8.850E+02, 9.950E+01, 3.050E+02, 2.039E+02
 9.000E+02, 1.014E+02, 3.050E+02, 2.055E+02
 9.150E+02, 1.034E+02, 3.050E+02, 2.072E+02
 9.300E+02, 1.055E+02, 3.050E+02, 2.087E+02
 9.450E+02, 1.075E+02, 3.050E+02, 2.103E+02
 9.600E+02, 1.095E+02, 3.050E+02, 2.117E+02
 9.750E+02, 1.115E+02, 3.050E+02, 2.131E+02
 9.900E+02, 1.135E+02, 3.050E+02, 2.146E+02
 1.005E+03, 1.155E+02, 3.050E+02, 2.160E+02
 1.020E+03, 1.175E+02, 3.050E+02, 2.173E+02
 1.035E+03, 1.195E+02, 3.050E+02, 2.186E+02
 1.050E+03, 1.215E+02, 3.050E+02, 2.199E+02
 1.065E+03, 1.234E+02, 3.050E+02, 2.212E+02
 1.080E+03, 1.254E+02, 3.050E+02, 2.225E+02
 1.095E+03, 1.273E+02, 3.050E+02, 2.237E+02
 1.110E+03, 1.294E+02, 3.050E+02, 2.248E+02
 1.125E+03, 1.314E+02, 3.050E+02, 2.260E+02
 1.140E+03, 1.333E+02, 3.050E+02, 2.271E+02
 1.155E+03, 1.352E+02, 3.050E+02, 2.282E+02
 1.170E+03, 1.372E+02, 3.050E+02, 2.293E+02
 1.185E+03, 1.391E+02, 3.050E+02, 2.303E+02
 1.200E+03, 1.410E+02, 3.050E+02, 2.314E+02
 1.215E+03, 1.429E+02, 3.050E+02, 2.324E+02
 1.230E+03, 1.449E+02, 3.050E+02, 2.334E+02
 1.245E+03, 1.468E+02, 3.050E+02, 2.344E+02
 1.260E+03, 1.487E+02, 3.050E+02, 2.353E+02
 1.275E+03, 1.505E+02, 3.050E+02, 2.362E+02
 1.290E+03, 1.524E+02, 3.050E+02, 2.372E+02
 1.305E+03, 1.543E+02, 3.050E+02, 2.381E+02
 1.320E+03, 1.561E+02, 3.050E+02, 2.389E+02
 1.335E+03, 1.580E+02, 3.050E+02, 2.397E+02
 1.350E+03, 1.597E+02, 3.050E+02, 2.404E+02
 1.365E+03, 1.615E+02, 3.050E+02, 2.412E+02
 1.380E+03, 1.633E+02, 3.050E+02, 2.419E+02
 1.395E+03, 1.650E+02, 3.050E+02, 2.427E+02
 1.410E+03, 1.667E+02, 3.050E+02, 2.434E+02
 1.425E+03, 1.684E+02, 3.050E+02, 2.441E+02
 1.440E+03, 1.701E+02, 3.050E+02, 2.447E+02
 1.455E+03, 1.718E+02, 3.050E+02, 2.455E+02
 1.470E+03, 1.735E+02, 3.050E+02, 2.461E+02
 1.485E+03, 1.752E+02, 3.050E+02, 2.467E+02
 1.500E+03, 1.768E+02, 3.050E+02, 2.474E+02
 1.515E+03, 1.784E+02, 3.050E+02, 2.481E+02
 1.530E+03, 1.800E+02, 3.050E+02, 2.486E+02
 1.545E+03, 1.816E+02, 3.050E+02, 2.493E+02
 1.560E+03, 1.831E+02, 3.050E+02, 2.498E+02
 1.575E+03, 1.847E+02, 3.050E+02, 2.504E+02
 1.590E+03, 1.862E+02, 3.050E+02, 2.509E+02
 1.605E+03, 1.877E+02, 3.050E+02, 2.515E+02
