s,C,C,C
Time,"Cable Temp","Shroud Temp","Conduit"
 0.000E+00, 3.100E+01, 3.100E+01, 3.100E+01
 1.506E+01, 3.100E+01, 7.170E+01, 3.106E+01
 3.005E+01, 3.102E+01, 1.518E+02, 3.170E+01
 4.501E+01, 3.111E+01, 2.319E+02, 3.353E+01
 6.003E+01, 3.120E+01, 3.074E+02, 3.722E+01
 7.504E+01, 3.149E+01, 3.250E+02, 4.245E+01
 9.002E+01, 3.188E+01, 3.250E+02, 4.774E+01
 1.050E+02, 3.232E+01, 3.250E+02, 5.298E+01
 1.200E+02, 3.286E+01, 3.250E+02, 5.814E+01
 1.350E+02, 3.346E+01, 3.250E+02, 6.318E+01
 1.500E+02, 3.407E+01, 3.250E+02, 6.816E+01
 1.650E+02, 3.470E+01, 3.250E+02, 7.307E+01
 1.800E+02, 3.544E+01, 3.250E+02, 7.787E+01
 1.950E+02, 3.638E+01, 3.250E+02, 8.263E+01
 2.101E+02, 3.750E+01, 3.250E+02, 8.734E+01
 2.250E+02, 3.861E+01, 3.250E+02, 9.194E+01
 2.400E+02, 3.957E+01, 3.250E+02, 9.646E+01
 2.550E+02, 4.060E+01, 3.250E+02, 1.009E+02
 2.700E+02, 4.205E+01, 3.250E+02, 1.053E+02
 2.851E+02, 4.331E+01, 3.250E+02, 1.095E+02
 3.001E+02, 4.449E+01, 3.250E+02, 1.137E+02
 3.150E+02, 4.574E+01, 3.250E+02, 1.179E+02
 3.301E+02, 4.730E+01, 3.250E+02, 1.219E+02
 3.450E+02, 4.873E+01, 3.250E+02, 1.259E+02
 3.600E+02, 5.017E+01, 3.250E+02, 1.298E+02
 3.750E+02, 5.174E+01, 3.250E+02, 1.336E+02
 3.900E+02, 5.351E+01, 3.250E+02, 1.374E+02
 4.050E+02, 5.518E+01, 3.250E+02, 1.411E+02
 4.200E+02, 5.687E+01, 3.250E+02, 1.447E+02
 4.350E+02, 5.865E+01, 3.250E+02, 1.483E+02
 4.500E+02, 6.054E+01, 3.250E+02, 1.517E+02
 4.650E+02, 6.245E+01, 3.250E+02, 1.551E+02
 4.800E+02, 6.443E+01, 3.250E+02, 1.584E+02
 4.950E+02, 6.639E+01, 3.250E+02, 1.617E+02
 5.100E+02, 6.842E+01, 3.250E+02, 1.649E+02
 5.250E+02, 7.049E+01, 3.250E+02, 1.681E+02
 5.400E+02, 7.266E+01, 3.250E+02, 1.712E+02
 5.550E+02, 7.489E+01, 3.250E+02, 1.742E+02
 5.700E+02, 7.708E+01, 3.250E+02, 1.771E+02
 5.850E+02, 7.932E+01, 3.250E+02, 1.801E+02
 6.000E+02, 8.156E+01, 3.250E+02, 1.829E+02
 6.150E+02, 8.386E+01, 3.250E+02, 1.857E+02
 6.301E+02, 8.618E+01, 3.250E+02, 1.884E+02
 6.450E+02, 8.855E+01, 3.250E+02, 1.911E+02
 6.600E+02, 9.091E+01, 3.250E+02, 1.937E+02
 6.750E+02, 9.334E+01, 3.250E+02, 1.962E+02
 6.900E+02, 9.588E+01, 3.250E+02, 1.987E+02
 7.051E+02, 9.836E+01, 3.250E+02, 2.011E+02
 7.200E+02, 1.009E+02, 3.250E+02, 2.035E+02
 7.350E+02, 1.034E+02, 3.250E+02, 2.058E+02
 7.500E+02, 1.059E+02, 3.250E+02, 2.081E+02
 7.650E+02, 1.084E+02, 3.250E+02, 2.103E+02
 7.800E+02, 1.110E+02, 3.250E+02, 2.125E+02
 7.950E+02, 1.135E+02, 3.250E+02, 2.146E+02
 8.100E+02, 1.161E+02, 3.250E+02, 2.167E+02
 8.250E+02, 1.187E+02, 3.250E+02, 2.187E+02
 8.400E+02, 1.213E+02, 3.250E+02, 2.207E+02
 8.550E+02, 1.238E+02, 3.250E+02, 2.226E+02
 8.700E+02, 1.264E+02, 3.250E+02, 2.245E+02
 8.850E+02, 1.290E+02, 3.250E+02, 2.263E+02
 9.000E+02, 1.316E+02, 3.250E+02, 2.281E+02
 9.150E+02, 1.342E+02, 3.250E+02, 2.298E+02
 9.300E+02, 1.367E+02, 3.250E+02, 2.314E+02
 9.450E+02, 1.392E+02, 3.250E+02, 2.330E+02
 9.600E+02, 1.417E+02, 3.250E+02, 2.346E+02
 9.750E+02, 1.443E+02, 3.250E+02, 2.361E+02
 9.900E+02, 1.468E+02, 3.250E+02, 2.377E+02
 1.005E+03, 1.493E+02, 3.250E+02, 2.391E+02
 1.020E+03, 1.517E+02, 3.250E+02, 2.405E+02
 1.035E+03, 1.542E+02, 3.250E+02, 2.420E+02
 1.050E+03, 1.567E+02, 3.250E+02, 2.433E+02
 1.065E+03, 1.590E+02, 3.250E+02, 2.446E+02
 1.080E+03, 1.615E+02, 3.250E+02, 2.459E+02
 1.095E+03, 1.639E+02, 3.250E+02, 2.472E+02
 1.110E+03, 1.663E+02, 3.250E+02, 2.484E+02
 1.125E+03, 1.687E+02, 3.250E+02, 2.497E+02
 1.140E+03, 1.711E+02, 3.250E+02, 2.508E+02
 1.155E+03, 1.734E+02, 3.250E+02, 2.520E+02
 1.170E+03, 1.758E+02, 3.250E+02, 2.532E+02
 1.185E+03, 1.781E+02, 3.250E+02, 2.543E+02
 1.200E+03, 1.803E+02, 3.250E+02, 2.554E+02
 1.215E+03, 1.826E+02, 3.250E+02, 2.564E+02
 1.230E+03, 1.848E+02, 3.250E+02, 2.574E+02
 1.245E+03, 1.869E+02, 3.250E+02, 2.584E+02
 1.260E+03, 1.891E+02, 3.250E+02, 2.594E+02
 1.275E+03, 1.912E+02, 3.250E+02, 2.603E+02
 1.290E+03, 1.933E+02, 3.250E+02, 2.613E+02
 1.305E+03, 1.954E+02, 3.250E+02, 2.622E+02
 1.320E+03, 1.974E+02, 3.250E+02, 2.630E+02
 1.335E+03, 1.993E+02, 3.250E+02, 2.638E+02
 1.350E+03, 2.012E+02, 3.250E+02, 2.645E+02
 1.365E+03, 2.031E+02, 3.250E+02, 2.652E+02
 1.380E+03, 2.050E+02, 3.250E+02, 2.660E+02
 1.395E+03, 2.070E+02, 3.250E+02, 2.668E+02
 1.410E+03, 2.088E+02, 3.250E+02, 2.676E+02
 1.425E+03, 2.106E+02, 3.250E+02, 2.683E+02
 1.440E+03, 2.124E+02, 3.250E+02, 2.690E+02
 1.455E+03, 2.142E+02, 3.250E+02, 2.697E+02
 1.470E+03, 2.160E+02, 3.250E+02, 2.704E+02
 1.485E+03, 2.177E+02, 3.250E+02, 2.710E+02
 1.500E+03, 2.193E+02, 3.250E+02, 2.717E+02
 1.515E+03, 2.209E+02, 3.250E+02, 2.723E+02
 1.530E+03, 2.223E+02, 3.250E+02, 2.728E+02
 1.545E+03, 2.237E+02, 3.250E+02, 2.732E+02
 1.560E+03, 2.251E+02, 3.250E+02, 2.737E+02
 1.575E+03, 2.268E+02, 3.250E+02, 2.743E+02
 1.590E+03, 2.280E+02, 3.250E+02, 2.747E+02
 1.605E+03, 2.296E+02, 3.250E+02, 2.752E+02
