s,C,C
Time,"Cable Temp","Shroud Temp"
 0.000E+00, 2.400E+01, 2.400E+01
 1.508E+01, 2.401E+01, 6.168E+01
 3.001E+01, 2.430E+01, 1.356E+02
 4.506E+01, 2.561E+01, 2.085E+02
 6.002E+01, 2.873E+01, 2.788E+02
 7.500E+01, 3.432E+01, 3.148E+02
 9.002E+01, 4.188E+01, 3.256E+02
 1.050E+02, 5.006E+01, 3.223E+02
 1.200E+02, 5.781E+01, 3.178E+02
 1.350E+02, 6.477E+01, 3.134E+02
 1.501E+02, 7.102E+01, 3.090E+02
 1.650E+02, 7.665E+01, 3.053E+02
 1.800E+02, 8.179E+01, 3.050E+02
 1.950E+02, 8.663E+01, 3.050E+02
 2.100E+02, 9.127E+01, 3.050E+02
 2.250E+02, 9.576E+01, 3.050E+02
 2.400E+02, 1.001E+02, 3.050E+02
 2.550E+02, 1.044E+02, 3.050E+02
 2.700E+02, 1.084E+02, 3.050E+02
 2.850E+02, 1.124E+02, 3.050E+02
 3.000E+02, 1.163E+02, 3.050E+02
 3.150E+02, 1.200E+02, 3.050E+02
 3.300E+02, 1.237E+02, 3.050E+02
 3.450E+02, 1.273E+02, 3.050E+02
 3.600E+02, 1.308E+02, 3.050E+02
 3.750E+02, 1.343E+02, 3.050E+02
 3.900E+02, 1.376E+02, 3.050E+02
 4.051E+02, 1.408E+02, 3.050E+02
 4.200E+02, 1.440E+02, 3.050E+02
 4.350E+02, 1.471E+02, 3.050E+02
 4.500E+02, 1.502E+02, 3.050E+02
 4.650E+02, 1.531E+02, 3.050E+02
 4.800E+02, 1.560E+02, 3.050E+02
 4.950E+02, 1.588E+02, 3.050E+02
 5.100E+02, 1.616E+02, 3.050E+02
 5.250E+02, 1.643E+02, 3.050E+02
 5.400E+02, 1.670E+02, 3.050E+02
 5.550E+02, 1.695E+02, 3.050E+02
 5.700E+02, 1.720E+02, 3.050E+02
 5.850E+02, 1.745E+02, 3.050E+02
 6.000E+02, 1.768E+02, 3.050E+02
 6.150E+02, 1.792E+02, 3.050E+02
 6.300E+02, 1.814E+02, 3.050E+02
 6.450E+02, 1.835E+02, 3.050E+02
 6.600E+02, 1.857E+02, 3.050E+02
 6.750E+02, 1.877E+02, 3.050E+02
 6.900E+02, 1.898E+02, 3.050E+02
 7.050E+02, 1.917E+02, 3.050E+02
 7.200E+02, 1.936E+02, 3.050E+02
 7.350E+02, 1.955E+02, 3.050E+02
 7.501E+02, 1.973E+02, 3.050E+02
 7.650E+02, 1.991E+02, 3.050E+02
 7.800E+02, 2.009E+02, 3.050E+02
 7.950E+02, 2.026E+02, 3.050E+02
 8.100E+02, 2.043E+02, 3.050E+02
 8.250E+02, 2.059E+02, 3.050E+02
 8.400E+02, 2.074E+02, 3.050E+02
 8.550E+02, 2.089E+02, 3.050E+02
 8.700E+02, 2.104E+02, 3.050E+02
 8.850E+02, 2.119E+02, 3.050E+02
 9.001E+02, 2.133E+02, 3.050E+02
 9.151E+02, 2.146E+02, 3.050E+02
 9.300E+02, 2.159E+02, 3.050E+02
 9.450E+02, 2.172E+02, 3.050E+02
 9.600E+02, 2.184E+02, 3.050E+02
 9.751E+02, 2.197E+02, 3.050E+02
 9.900E+02, 2.209E+02, 3.050E+02
 1.005E+03, 2.220E+02, 3.050E+02
 1.020E+03, 2.230E+02, 3.050E+02
 1.035E+03, 2.240E+02, 3.050E+02
 1.050E+03, 2.250E+02, 3.050E+02
 1.065E+03, 2.260E+02, 3.050E+02
 1.080E+03, 2.270E+02, 3.050E+02
 1.095E+03, 2.280E+02, 3.024E+02
 1.110E+03, 2.290E+02, 2.979E+02
 1.125E+03, 2.297E+02, 2.933E+02
