s,C,C,C
Time,"Cable Temp","Shroud Temp","Conduit"
 0.000E+00, 3.100E+01, 3.100E+01, 3.100E+01
 1.505E+01, 3.100E+01, 7.159E+01, 3.106E+01
 3.006E+01, 3.103E+01, 1.517E+02, 3.170E+01
 4.503E+01, 3.119E+01, 2.319E+02, 3.353E+01
 6.005E+01, 3.141E+01, 3.074E+02, 3.724E+01
 7.503E+01, 3.167E+01, 3.250E+02, 4.246E+01
 9.006E+01, 3.218E+01, 3.250E+02, 4.779E+01
 1.050E+02, 3.265E+01, 3.250E+02, 5.304E+01
 1.200E+02, 3.329E+01, 3.250E+02, 5.822E+01
 1.350E+02, 3.400E+01, 3.250E+02, 6.330E+01
 1.500E+02, 3.483E+01, 3.250E+02, 6.830E+01
 1.650E+02, 3.619E+01, 3.250E+02, 7.323E+01
 1.800E+02, 3.713E+01, 3.250E+02, 7.807E+01
 1.950E+02, 3.787E+01, 3.250E+02, 8.284E+01
 2.101E+02, 3.901E+01, 3.250E+02, 8.751E+01
 2.250E+02, 3.991E+01, 3.250E+02, 9.209E+01
 2.400E+02, 4.118E+01, 3.250E+02, 9.660E+01
 2.550E+02, 4.244E+01, 3.250E+02, 1.010E+02
 2.700E+02, 4.386E+01, 3.250E+02, 1.054E+02
 2.850E+02, 4.527E+01, 3.250E+02, 1.097E+02
 3.000E+02, 4.656E+01, 3.250E+02, 1.139E+02
 3.150E+02, 4.768E+01, 3.250E+02, 1.180E+02
 3.300E+02, 4.907E+01, 3.250E+02, 1.220E+02
 3.450E+02, 5.056E+01, 3.250E+02, 1.260E+02
 3.600E+02, 5.201E+01, 3.250E+02, 1.299E+02
 3.751E+02, 5.373E+01, 3.250E+02, 1.337E+02
 3.900E+02, 5.549E+01, 3.250E+02, 1.375E+02
 4.050E+02, 5.735E+01, 3.250E+02, 1.412E+02
 4.200E+02, 5.905E+01, 3.250E+02, 1.448E+02
 4.350E+02, 6.087E+01, 3.250E+02, 1.483E+02
 4.500E+02, 6.302E+01, 3.250E+02, 1.518E+02
 4.650E+02, 6.504E+01, 3.250E+02, 1.551E+02
 4.800E+02, 6.731E+01, 3.250E+02, 1.584E+02
 4.950E+02, 6.939E+01, 3.250E+02, 1.616E+02
 5.100E+02, 7.125E+01, 3.250E+02, 1.648E+02
 5.250E+02, 7.341E+01, 3.250E+02, 1.679E+02
 5.400E+02, 7.555E+01, 3.250E+02, 1.710E+02
 5.550E+02, 7.796E+01, 3.250E+02, 1.739E+02
 5.700E+02, 8.013E+01, 3.250E+02, 1.769E+02
 5.850E+02, 8.252E+01, 3.250E+02, 1.797E+02
 6.000E+02, 8.497E+01, 3.250E+02, 1.825E+02
 6.150E+02, 8.730E+01, 3.250E+02, 1.852E+02
 6.300E+02, 8.965E+01, 3.250E+02, 1.879E+02
 6.450E+02, 9.198E+01, 3.250E+02, 1.906E+02
 6.600E+02, 9.433E+01, 3.250E+02, 1.932E+02
 6.750E+02, 9.664E+01, 3.250E+02, 1.958E+02
 6.900E+02, 9.886E+01, 3.250E+02, 1.983E+02
 7.050E+02, 1.013E+02, 3.250E+02, 2.008E+02
 7.200E+02, 1.039E+02, 3.250E+02, 2.031E+02
 7.350E+02, 1.064E+02, 3.250E+02, 2.055E+02
 7.500E+02, 1.089E+02, 3.250E+02, 2.077E+02
 7.650E+02, 1.114E+02, 3.250E+02, 2.100E+02
 7.800E+02, 1.140E+02, 3.250E+02, 2.122E+02
 7.950E+02, 1.165E+02, 3.250E+02, 2.143E+02
 8.100E+02, 1.191E+02, 3.250E+02, 2.164E+02
 8.250E+02, 1.215E+02, 3.250E+02, 2.185E+02
 8.400E+02, 1.242E+02, 3.250E+02, 2.204E+02
 8.550E+02, 1.267E+02, 3.250E+02, 2.223E+02
 8.700E+02, 1.293E+02, 3.250E+02, 2.242E+02
 8.850E+02, 1.319E+02, 3.250E+02, 2.260E+02
 9.000E+02, 1.345E+02, 3.250E+02, 2.277E+02
 9.150E+02, 1.371E+02, 3.250E+02, 2.294E+02
 9.300E+02, 1.397E+02, 3.250E+02, 2.312E+02
 9.450E+02, 1.421E+02, 3.250E+02, 2.328E+02
 9.600E+02, 1.447E+02, 3.250E+02, 2.345E+02
 9.750E+02, 1.472E+02, 3.250E+02, 2.360E+02
 9.900E+02, 1.496E+02, 3.250E+02, 2.376E+02
 1.005E+03, 1.521E+02, 3.250E+02, 2.390E+02
 1.020E+03, 1.547E+02, 3.250E+02, 2.405E+02
 1.035E+03, 1.571E+02, 3.250E+02, 2.419E+02
 1.050E+03, 1.595E+02, 3.250E+02, 2.432E+02
 1.065E+03, 1.619E+02, 3.250E+02, 2.445E+02
 1.080E+03, 1.643E+02, 3.250E+02, 2.457E+02
 1.095E+03, 1.666E+02, 3.250E+02, 2.470E+02
 1.110E+03, 1.690E+02, 3.250E+02, 2.483E+02
 1.125E+03, 1.714E+02, 3.250E+02, 2.496E+02
 1.140E+03, 1.738E+02, 3.250E+02, 2.507E+02
 1.155E+03, 1.761E+02, 3.250E+02, 2.518E+02
 1.170E+03, 1.783E+02, 3.250E+02, 2.529E+02
 1.185E+03, 1.805E+02, 3.250E+02, 2.540E+02
 1.200E+03, 1.828E+02, 3.250E+02, 2.551E+02
 1.215E+03, 1.850E+02, 3.250E+02, 2.561E+02
 1.230E+03, 1.871E+02, 3.250E+02, 2.570E+02
 1.245E+03, 1.893E+02, 3.250E+02, 2.580E+02
 1.260E+03, 1.914E+02, 3.250E+02, 2.590E+02
 1.275E+03, 1.934E+02, 3.250E+02, 2.598E+02
 1.290E+03, 1.952E+02, 3.250E+02, 2.606E+02
 1.305E+03, 1.972E+02, 3.250E+02, 2.614E+02
 1.320E+03, 1.992E+02, 3.250E+02, 2.622E+02
 1.335E+03, 2.012E+02, 3.250E+02, 2.631E+02
 1.350E+03, 2.031E+02, 3.250E+02, 2.640E+02
 1.365E+03, 2.050E+02, 3.250E+02, 2.647E+02
 1.380E+03, 2.069E+02, 3.250E+02, 2.655E+02
 1.395E+03, 2.087E+02, 3.250E+02, 2.663E+02
 1.410E+03, 2.105E+02, 3.250E+02, 2.671E+02
 1.425E+03, 2.123E+02, 3.250E+02, 2.678E+02
 1.440E+03, 2.136E+02, 3.250E+02, 2.683E+02
 1.455E+03, 2.151E+02, 3.250E+02, 2.688E+02
 1.470E+03, 2.167E+02, 3.250E+02, 2.694E+02
 1.485E+03, 2.183E+02, 3.250E+02, 2.700E+02
 1.500E+03, 2.201E+02, 3.250E+02, 2.707E+02
 1.515E+03, 2.216E+02, 3.250E+02, 2.713E+02
 1.530E+03, 2.229E+02, 3.250E+02, 2.718E+02
 1.545E+03, 2.247E+02, 3.250E+02, 2.724E+02
 1.560E+03, 2.262E+02, 3.250E+02, 2.729E+02
 1.575E+03, 2.277E+02, 3.250E+02, 2.735E+02
 1.590E+03, 2.292E+02, 3.250E+02, 2.741E+02
 1.605E+03, 2.306E+02, 3.250E+02, 2.747E+02
