s,C,C,C
Time,"Cable Temp","Shroud Temp","Conduit"
 0.000E+00, 3.100E+01, 3.100E+01, 3.100E+01
 1.511E+01, 3.100E+01, 6.675E+01, 3.105E+01
 3.000E+01, 3.100E+01, 1.366E+02, 3.157E+01
 4.501E+01, 3.101E+01, 2.065E+02, 3.304E+01
 6.001E+01, 3.109E+01, 2.766E+02, 3.595E+01
 7.501E+01, 3.119E+01, 3.466E+02, 4.089E+01
 9.003E+01, 3.140E+01, 4.168E+02, 4.870E+01
 1.050E+02, 3.176E+01, 4.712E+02, 5.999E+01
 1.200E+02, 3.234E+01, 4.750E+02, 7.275E+01
 1.350E+02, 3.327E+01, 4.750E+02, 8.532E+01
 1.500E+02, 3.435E+01, 4.750E+02, 9.770E+01
 1.650E+02, 3.567E+01, 4.750E+02, 1.098E+02
 1.800E+02, 3.722E+01, 4.750E+02, 1.216E+02
 1.950E+02, 3.901E+01, 4.750E+02, 1.332E+02
 2.100E+02, 4.094E+01, 4.750E+02, 1.445E+02
 2.250E+02, 4.296E+01, 4.750E+02, 1.556E+02
 2.400E+02, 4.524E+01, 4.750E+02, 1.665E+02
 2.550E+02, 4.782E+01, 4.750E+02, 1.771E+02
 2.700E+02, 5.062E+01, 4.750E+02, 1.873E+02
 2.850E+02, 5.363E+01, 4.750E+02, 1.973E+02
 3.000E+02, 5.669E+01, 4.750E+02, 2.071E+02
 3.150E+02, 6.005E+01, 4.750E+02, 2.165E+02
 3.300E+02, 6.369E+01, 4.750E+02, 2.257E+02
 3.450E+02, 6.756E+01, 4.750E+02, 2.346E+02
 3.600E+02, 7.161E+01, 4.750E+02, 2.432E+02
 3.750E+02, 7.593E+01, 4.750E+02, 2.516E+02
 3.900E+02, 8.040E+01, 4.750E+02, 2.597E+02
 4.050E+02, 8.511E+01, 4.750E+02, 2.675E+02
 4.200E+02, 8.999E+01, 4.750E+02, 2.751E+02
 4.350E+02, 9.503E+01, 4.750E+02, 2.824E+02
 4.500E+02, 1.004E+02, 4.750E+02, 2.895E+02
 4.650E+02, 1.059E+02, 4.750E+02, 2.963E+02
 4.800E+02, 1.117E+02, 4.750E+02, 3.028E+02
 4.950E+02, 1.177E+02, 4.750E+02, 3.091E+02
 5.100E+02, 1.238E+02, 4.750E+02, 3.151E+02
 5.250E+02, 1.299E+02, 4.750E+02, 3.209E+02
 5.400E+02, 1.361E+02, 4.750E+02, 3.264E+02
 5.550E+02, 1.423E+02, 4.750E+02, 3.317E+02
 5.700E+02, 1.487E+02, 4.750E+02, 3.368E+02
 5.850E+02, 1.551E+02, 4.750E+02, 3.417E+02
 6.000E+02, 1.617E+02, 4.750E+02, 3.463E+02
 6.150E+02, 1.682E+02, 4.750E+02, 3.507E+02
 6.300E+02, 1.748E+02, 4.750E+02, 3.550E+02
 6.450E+02, 1.814E+02, 4.750E+02, 3.591E+02
 6.600E+02, 1.880E+02, 4.750E+02, 3.630E+02
 6.750E+02, 1.945E+02, 4.750E+02, 3.668E+02
 6.900E+02, 2.010E+02, 4.750E+02, 3.703E+02
 7.050E+02, 2.075E+02, 4.750E+02, 3.736E+02
 7.200E+02, 2.139E+02, 4.750E+02, 3.767E+02
 7.350E+02, 2.203E+02, 4.750E+02, 3.797E+02
 7.500E+02, 2.266E+02, 4.750E+02, 3.827E+02
 7.650E+02, 2.329E+02, 4.750E+02, 3.855E+02
 7.800E+02, 2.390E+02, 4.750E+02, 3.880E+02
 7.950E+02, 2.451E+02, 4.750E+02, 3.905E+02
 8.100E+02, 2.510E+02, 4.750E+02, 3.930E+02
 8.250E+02, 2.569E+02, 4.750E+02, 3.954E+02
 8.400E+02, 2.627E+02, 4.750E+02, 3.975E+02
 8.550E+02, 2.682E+02, 4.750E+02, 3.996E+02
 8.700E+02, 2.737E+02, 4.750E+02, 4.016E+02
 8.850E+02, 2.791E+02, 4.750E+02, 4.034E+02
 9.000E+02, 2.844E+02, 4.750E+02, 4.052E+02
 9.150E+02, 2.895E+02, 4.750E+02, 4.070E+02
 9.300E+02, 2.946E+02, 4.750E+02, 4.086E+02
 9.450E+02, 2.995E+02, 4.750E+02, 4.101E+02
 9.600E+02, 3.043E+02, 4.750E+02, 4.117E+02
 9.750E+02, 3.090E+02, 4.750E+02, 4.132E+02
 9.900E+02, 3.135E+02, 4.750E+02, 4.146E+02
 1.005E+03, 3.178E+02, 4.750E+02, 4.158E+02
 1.020E+03, 3.220E+02, 4.750E+02, 4.171E+02
 1.035E+03, 3.262E+02, 4.750E+02, 4.184E+02
 1.050E+03, 3.303E+02, 4.750E+02, 4.196E+02
 1.065E+03, 3.342E+02, 4.750E+02, 4.208E+02
 1.080E+03, 3.380E+02, 4.750E+02, 4.218E+02
 1.095E+03, 3.416E+02, 4.750E+02, 4.227E+02
 1.110E+03, 3.450E+02, 4.750E+02, 4.236E+02
 1.125E+03, 3.485E+02, 4.750E+02, 4.246E+02
 1.140E+03, 3.518E+02, 4.750E+02, 4.255E+02
 1.155E+03, 3.551E+02, 4.750E+02, 4.264E+02
 1.170E+03, 3.583E+02, 4.750E+02, 4.272E+02
 1.185E+03, 3.613E+02, 4.750E+02, 4.280E+02
 1.200E+03, 3.643E+02, 4.750E+02, 4.287E+02
 1.215E+03, 3.671E+02, 4.750E+02, 4.292E+02
 1.230E+03, 3.697E+02, 4.750E+02, 4.299E+02
 1.245E+03, 3.723E+02, 4.750E+02, 4.304E+02
 1.260E+03, 3.745E+02, 4.750E+02, 4.309E+02
 1.275E+03, 3.769E+02, 4.750E+02, 4.315E+02
 1.290E+03, 3.792E+02, 4.750E+02, 4.320E+02
 1.305E+03, 3.815E+02, 4.750E+02, 4.325E+02
 1.320E+03, 3.838E+02, 4.750E+02, 4.330E+02
 1.335E+03, 3.857E+02, 4.750E+02, 4.334E+02
 1.350E+03, 3.878E+02, 4.750E+02, 4.339E+02
 1.365E+03, 3.897E+02, 4.750E+02, 4.342E+02
 1.380E+03, 3.916E+02, 4.750E+02, 4.347E+02
 1.395E+03, 3.934E+02, 4.750E+02, 4.351E+02
 1.410E+03, 3.952E+02, 4.750E+02, 4.355E+02
 1.425E+03, 3.969E+02, 4.750E+02, 4.360E+02
 1.440E+03, 3.986E+02, 4.750E+02, 4.363E+02
 1.455E+03, 4.001E+02, 4.750E+02, 4.366E+02
 1.470E+03, 4.015E+02, 4.750E+02, 4.369E+02
 1.485E+03, 4.029E+02, 4.750E+02, 4.372E+02
 1.500E+03, 4.042E+02, 4.750E+02, 4.375E+02
 1.515E+03, 4.055E+02, 4.750E+02, 4.377E+02
 1.530E+03, 4.068E+02, 4.750E+02, 4.380E+02
 1.545E+03, 4.080E+02, 4.750E+02, 4.383E+02
 1.560E+03, 4.092E+02, 4.750E+02, 4.386E+02
 1.575E+03, 4.104E+02, 4.750E+02, 4.389E+02
 1.590E+03, 4.116E+02, 4.750E+02, 4.392E+02
 1.605E+03, 4.126E+02, 4.750E+02, 4.393E+02
