s,C,C
Time,"Cable Temp","Shroud Temp"
 0.000E+00, 2.400E+01, 2.400E+01
 1.508E+01, 2.405E+01, 6.166E+01
 3.007E+01, 2.499E+01, 1.357E+02
 4.501E+01, 2.815E+01, 2.085E+02
 6.001E+01, 3.446E+01, 2.787E+02
 7.504E+01, 4.427E+01, 3.148E+02
 9.003E+01, 5.507E+01, 3.256E+02
 1.050E+02, 6.504E+01, 3.223E+02
 1.200E+02, 7.354E+01, 3.179E+02
 1.350E+02, 8.086E+01, 3.134E+02
 1.500E+02, 8.730E+01, 3.090E+02
 1.650E+02, 9.297E+01, 3.053E+02
 1.800E+02, 9.818E+01, 3.050E+02
 1.950E+02, 1.032E+02, 3.050E+02
 2.101E+02, 1.081E+02, 3.050E+02
 2.250E+02, 1.128E+02, 3.050E+02
 2.400E+02, 1.175E+02, 3.050E+02
 2.551E+02, 1.220E+02, 3.050E+02
 2.700E+02, 1.264E+02, 3.050E+02
 2.850E+02, 1.306E+02, 3.050E+02
 3.000E+02, 1.347E+02, 3.050E+02
 3.150E+02, 1.387E+02, 3.050E+02
 3.300E+02, 1.426E+02, 3.050E+02
 3.450E+02, 1.463E+02, 3.050E+02
 3.600E+02, 1.500E+02, 3.050E+02
 3.750E+02, 1.536E+02, 3.050E+02
 3.900E+02, 1.571E+02, 3.050E+02
 4.050E+02, 1.604E+02, 3.050E+02
 4.200E+02, 1.636E+02, 3.050E+02
 4.350E+02, 1.668E+02, 3.050E+02
 4.500E+02, 1.699E+02, 3.050E+02
 4.651E+02, 1.729E+02, 3.050E+02
 4.800E+02, 1.759E+02, 3.050E+02
 4.950E+02, 1.787E+02, 3.050E+02
 5.100E+02, 1.814E+02, 3.050E+02
 5.250E+02, 1.839E+02, 3.050E+02
 5.400E+02, 1.865E+02, 3.050E+02
 5.550E+02, 1.889E+02, 3.050E+02
 5.700E+02, 1.914E+02, 3.050E+02
 5.850E+02, 1.936E+02, 3.050E+02
 6.000E+02, 1.959E+02, 3.050E+02
 6.150E+02, 1.980E+02, 3.050E+02
 6.300E+02, 2.001E+02, 3.050E+02
 6.450E+02, 2.020E+02, 3.050E+02
 6.600E+02, 2.039E+02, 3.050E+02
 6.750E+02, 2.058E+02, 3.050E+02
 6.900E+02, 2.076E+02, 3.050E+02
 7.050E+02, 2.094E+02, 3.050E+02
 7.200E+02, 2.110E+02, 3.050E+02
 7.350E+02, 2.127E+02, 3.050E+02
 7.501E+02, 2.142E+02, 3.050E+02
 7.651E+02, 2.156E+02, 3.050E+02
 7.800E+02, 2.171E+02, 3.050E+02
 7.950E+02, 2.184E+02, 3.050E+02
 8.101E+02, 2.199E+02, 3.050E+02
 8.250E+02, 2.213E+02, 3.050E+02
 8.400E+02, 2.226E+02, 3.050E+02
 8.550E+02, 2.240E+02, 3.050E+02
 8.700E+02, 2.252E+02, 3.050E+02
 8.850E+02, 2.263E+02, 3.050E+02
 9.000E+02, 2.274E+02, 3.050E+02
 9.150E+02, 2.286E+02, 3.050E+02
 9.300E+02, 2.298E+02, 3.050E+02
 9.450E+02, 2.306E+02, 3.029E+02
 9.600E+02, 2.315E+02, 2.996E+02
 9.750E+02, 2.321E+02, 2.964E+02
 9.900E+02, 2.323E+02, 2.931E+02
 1.005E+03, 2.325E+02, 2.898E+02
 1.020E+03, 2.323E+02, 2.865E+02
 1.035E+03, 2.322E+02, 2.832E+02
 1.050E+03, 2.319E+02, 2.800E+02
 1.065E+03, 2.316E+02, 2.767E+02
 1.080E+03, 2.313E+02, 2.734E+02
 1.095E+03, 2.307E+02, 2.701E+02
 1.110E+03, 2.300E+02, 2.669E+02
 1.125E+03, 2.292E+02, 2.636E+02
 1.140E+03, 2.285E+02, 2.603E+02
 1.155E+03, 2.276E+02, 2.570E+02
 1.170E+03, 2.265E+02, 2.537E+02
 1.185E+03, 2.255E+02, 2.505E+02
 1.200E+03, 2.245E+02, 2.472E+02
 1.215E+03, 2.234E+02, 2.439E+02
 1.230E+03, 2.222E+02, 2.406E+02
 1.245E+03, 2.213E+02, 2.373E+02
 1.260E+03, 2.201E+02, 2.341E+02
 1.275E+03, 2.188E+02, 2.308E+02
 1.290E+03, 2.173E+02, 2.275E+02
 1.305E+03, 2.161E+02, 2.242E+02
 1.320E+03, 2.146E+02, 2.210E+02
 1.335E+03, 2.132E+02, 2.177E+02
 1.350E+03, 2.119E+02, 2.144E+02
 1.365E+03, 2.103E+02, 2.111E+02
 1.380E+03, 2.089E+02, 2.079E+02
 1.395E+03, 2.076E+02, 2.066E+02
 1.410E+03, 2.060E+02, 2.066E+02
 1.425E+03, 2.044E+02, 2.067E+02
 1.440E+03, 2.031E+02, 2.067E+02
 1.455E+03, 2.019E+02, 2.066E+02
 1.470E+03, 2.008E+02, 2.066E+02
 1.485E+03, 1.998E+02, 2.066E+02
 1.500E+03, 1.990E+02, 2.067E+02
