s,C,C,C
Time,"Cable Temp","Shroud Temp","Conduit"
 0.000E+00, 3.100E+01, 3.100E+01, 3.100E+01
 1.511E+01, 3.100E+01, 6.675E+01, 3.105E+01
 3.000E+01, 3.100E+01, 1.366E+02, 3.157E+01
 4.503E+01, 3.101E+01, 2.065E+02, 3.304E+01
 6.003E+01, 3.108E+01, 2.767E+02, 3.595E+01
 7.505E+01, 3.119E+01, 3.468E+02, 4.092E+01
 9.001E+01, 3.134E+01, 4.168E+02, 4.870E+01
 1.050E+02, 3.169E+01, 4.711E+02, 6.002E+01
 1.200E+02, 3.224E+01, 4.750E+02, 7.272E+01
 1.350E+02, 3.299E+01, 4.750E+02, 8.523E+01
 1.500E+02, 3.406E+01, 4.750E+02, 9.751E+01
 1.650E+02, 3.527E+01, 4.750E+02, 1.096E+02
 1.800E+02, 3.670E+01, 4.750E+02, 1.214E+02
 1.950E+02, 3.836E+01, 4.750E+02, 1.330E+02
 2.100E+02, 4.027E+01, 4.750E+02, 1.444E+02
 2.250E+02, 4.249E+01, 4.750E+02, 1.555E+02
 2.400E+02, 4.488E+01, 4.750E+02, 1.663E+02
 2.550E+02, 4.751E+01, 4.750E+02, 1.768E+02
 2.700E+02, 5.025E+01, 4.750E+02, 1.871E+02
 2.850E+02, 5.317E+01, 4.750E+02, 1.971E+02
 3.000E+02, 5.633E+01, 4.750E+02, 2.068E+02
 3.150E+02, 5.980E+01, 4.750E+02, 2.163E+02
 3.300E+02, 6.345E+01, 4.750E+02, 2.255E+02
 3.450E+02, 6.724E+01, 4.750E+02, 2.344E+02
 3.600E+02, 7.132E+01, 4.750E+02, 2.430E+02
 3.750E+02, 7.564E+01, 4.750E+02, 2.514E+02
 3.900E+02, 8.012E+01, 4.750E+02, 2.595E+02
 4.050E+02, 8.486E+01, 4.750E+02, 2.673E+02
 4.200E+02, 8.990E+01, 4.750E+02, 2.749E+02
 4.350E+02, 9.513E+01, 4.750E+02, 2.822E+02
 4.500E+02, 1.005E+02, 4.750E+02, 2.892E+02
 4.650E+02, 1.061E+02, 4.750E+02, 2.960E+02
 4.800E+02, 1.118E+02, 4.750E+02, 3.025E+02
 4.950E+02, 1.177E+02, 4.750E+02, 3.089E+02
 5.100E+02, 1.236E+02, 4.750E+02, 3.149E+02
 5.250E+02, 1.297E+02, 4.750E+02, 3.207E+02
 5.400E+02, 1.359E+02, 4.750E+02, 3.262E+02
 5.550E+02, 1.420E+02, 4.750E+02, 3.316E+02
 5.700E+02, 1.484E+02, 4.750E+02, 3.367E+02
 5.850E+02, 1.549E+02, 4.750E+02, 3.416E+02
 6.000E+02, 1.614E+02, 4.750E+02, 3.462E+02
 6.150E+02, 1.680E+02, 4.750E+02, 3.507E+02
 6.300E+02, 1.745E+02, 4.750E+02, 3.550E+02
 6.450E+02, 1.810E+02, 4.750E+02, 3.591E+02
 6.600E+02, 1.876E+02, 4.750E+02, 3.630E+02
 6.750E+02, 1.942E+02, 4.750E+02, 3.665E+02
 6.900E+02, 2.007E+02, 4.750E+02, 3.701E+02
 7.050E+02, 2.072E+02, 4.750E+02, 3.734E+02
 7.200E+02, 2.137E+02, 4.750E+02, 3.766E+02
 7.350E+02, 2.201E+02, 4.750E+02, 3.797E+02
 7.500E+02, 2.264E+02, 4.750E+02, 3.827E+02
 7.650E+02, 2.327E+02, 4.750E+02, 3.855E+02
 7.800E+02, 2.389E+02, 4.750E+02, 3.881E+02
 7.950E+02, 2.449E+02, 4.750E+02, 3.906E+02
 8.100E+02, 2.509E+02, 4.750E+02, 3.930E+02
 8.250E+02, 2.567E+02, 4.750E+02, 3.951E+02
 8.400E+02, 2.624E+02, 4.750E+02, 3.973E+02
 8.550E+02, 2.680E+02, 4.750E+02, 3.993E+02
 8.700E+02, 2.736E+02, 4.750E+02, 4.013E+02
 8.850E+02, 2.790E+02, 4.750E+02, 4.032E+02
 9.000E+02, 2.842E+02, 4.750E+02, 4.051E+02
 9.150E+02, 2.893E+02, 4.750E+02, 4.068E+02
 9.300E+02, 2.943E+02, 4.750E+02, 4.083E+02
 9.450E+02, 2.991E+02, 4.750E+02, 4.098E+02
 9.600E+02, 3.038E+02, 4.750E+02, 4.113E+02
 9.750E+02, 3.085E+02, 4.750E+02, 4.129E+02
 9.900E+02, 3.130E+02, 4.750E+02, 4.142E+02
 1.005E+03, 3.174E+02, 4.750E+02, 4.154E+02
 1.020E+03, 3.216E+02, 4.750E+02, 4.167E+02
 1.035E+03, 3.257E+02, 4.750E+02, 4.178E+02
 1.050E+03, 3.297E+02, 4.750E+02, 4.189E+02
 1.065E+03, 3.335E+02, 4.750E+02, 4.200E+02
 1.080E+03, 3.373E+02, 4.750E+02, 4.211E+02
 1.095E+03, 3.410E+02, 4.750E+02, 4.222E+02
 1.110E+03, 3.446E+02, 4.750E+02, 4.232E+02
 1.125E+03, 3.480E+02, 4.750E+02, 4.241E+02
 1.140E+03, 3.512E+02, 4.750E+02, 4.249E+02
 1.155E+03, 3.544E+02, 4.750E+02, 4.257E+02
 1.170E+03, 3.575E+02, 4.750E+02, 4.265E+02
 1.185E+03, 3.606E+02, 4.750E+02, 4.274E+02
 1.200E+03, 3.635E+02, 4.750E+02, 4.282E+02
 1.215E+03, 3.664E+02, 4.750E+02, 4.289E+02
 1.230E+03, 3.692E+02, 4.750E+02, 4.296E+02
 1.245E+03, 3.717E+02, 4.750E+02, 4.301E+02
 1.260E+03, 3.741E+02, 4.750E+02, 4.305E+02
 1.275E+03, 3.765E+02, 4.750E+02, 4.311E+02
 1.290E+03, 3.789E+02, 4.750E+02, 4.318E+02
 1.305E+03, 3.813E+02, 4.750E+02, 4.323E+02
 1.320E+03, 3.835E+02, 4.750E+02, 4.330E+02
 1.335E+03, 3.855E+02, 4.750E+02, 4.333E+02
 1.350E+03, 3.874E+02, 4.750E+02, 4.337E+02
 1.365E+03, 3.894E+02, 4.750E+02, 4.342E+02
 1.380E+03, 3.913E+02, 4.750E+02, 4.348E+02
 1.395E+03, 3.932E+02, 4.750E+02, 4.352E+02
 1.410E+03, 3.950E+02, 4.750E+02, 4.355E+02
 1.425E+03, 3.966E+02, 4.750E+02, 4.358E+02
 1.440E+03, 3.982E+02, 4.750E+02, 4.362E+02
 1.455E+03, 3.997E+02, 4.750E+02, 4.365E+02
 1.470E+03, 4.013E+02, 4.750E+02, 4.369E+02
 1.485E+03, 4.027E+02, 4.750E+02, 4.372E+02
 1.500E+03, 4.041E+02, 4.750E+02, 4.375E+02
 1.515E+03, 4.055E+02, 4.750E+02, 4.378E+02
 1.530E+03, 4.069E+02, 4.750E+02, 4.382E+02
 1.545E+03, 4.082E+02, 4.750E+02, 4.385E+02
 1.560E+03, 4.094E+02, 4.750E+02, 4.388E+02
 1.575E+03, 4.105E+02, 4.750E+02, 4.389E+02
 1.590E+03, 4.117E+02, 4.750E+02, 4.393E+02
 1.605E+03, 4.128E+02, 4.750E+02, 4.395E+02
