s,C,C
Time,"Cable Temp","Shroud Temp"
 0.000E+00, 2.400E+01, 2.400E+01
 1.507E+01, 2.401E+01, 6.162E+01
 3.007E+01, 2.430E+01, 1.356E+02
 4.500E+01, 2.561E+01, 2.085E+02
 6.001E+01, 2.875E+01, 2.787E+02
 7.504E+01, 3.435E+01, 3.148E+02
 9.002E+01, 4.191E+01, 3.257E+02
 1.050E+02, 5.002E+01, 3.223E+02
 1.200E+02, 5.775E+01, 3.179E+02
 1.350E+02, 6.483E+01, 3.134E+02
 1.500E+02, 7.116E+01, 3.090E+02
 1.650E+02, 7.682E+01, 3.054E+02
 1.800E+02, 8.198E+01, 3.050E+02
 1.950E+02, 8.683E+01, 3.050E+02
 2.100E+02, 9.145E+01, 3.050E+02
 2.250E+02, 9.593E+01, 3.050E+02
 2.400E+02, 1.003E+02, 3.050E+02
 2.550E+02, 1.045E+02, 3.050E+02
 2.700E+02, 1.086E+02, 3.050E+02
 2.850E+02, 1.125E+02, 3.050E+02
 3.000E+02, 1.164E+02, 3.050E+02
 3.150E+02, 1.201E+02, 3.050E+02
 3.300E+02, 1.238E+02, 3.050E+02
 3.451E+02, 1.274E+02, 3.050E+02
 3.600E+02, 1.308E+02, 3.050E+02
 3.750E+02, 1.342E+02, 3.050E+02
 3.900E+02, 1.376E+02, 3.050E+02
 4.050E+02, 1.408E+02, 3.050E+02
 4.200E+02, 1.440E+02, 3.050E+02
 4.351E+02, 1.471E+02, 3.050E+02
 4.500E+02, 1.501E+02, 3.050E+02
 4.650E+02, 1.531E+02, 3.050E+02
 4.801E+02, 1.560E+02, 3.050E+02
 4.950E+02, 1.588E+02, 3.050E+02
 5.100E+02, 1.616E+02, 3.050E+02
 5.250E+02, 1.643E+02, 3.050E+02
 5.400E+02, 1.669E+02, 3.050E+02
 5.550E+02, 1.695E+02, 3.050E+02
 5.700E+02, 1.720E+02, 3.050E+02
 5.850E+02, 1.744E+02, 3.050E+02
 6.000E+02, 1.768E+02, 3.050E+02
 6.150E+02, 1.791E+02, 3.050E+02
 6.300E+02, 1.814E+02, 3.050E+02
 6.450E+02, 1.836E+02, 3.050E+02
 6.600E+02, 1.857E+02, 3.050E+02
 6.750E+02, 1.878E+02, 3.050E+02
 6.900E+02, 1.898E+02, 3.050E+02
 7.050E+02, 1.917E+02, 3.050E+02
 7.200E+02, 1.936E+02, 3.050E+02
 7.350E+02, 1.955E+02, 3.050E+02
 7.500E+02, 1.974E+02, 3.050E+02
 7.650E+02, 1.992E+02, 3.050E+02
 7.800E+02, 2.010E+02, 3.050E+02
 7.950E+02, 2.027E+02, 3.050E+02
 8.100E+02, 2.044E+02, 3.050E+02
 8.250E+02, 2.059E+02, 3.050E+02
 8.400E+02, 2.076E+02, 3.050E+02
 8.550E+02, 2.091E+02, 3.050E+02
 8.701E+02, 2.106E+02, 3.050E+02
 8.850E+02, 2.120E+02, 3.050E+02
 9.000E+02, 2.133E+02, 3.050E+02
 9.150E+02, 2.146E+02, 3.050E+02
 9.301E+02, 2.159E+02, 3.050E+02
 9.450E+02, 2.173E+02, 3.050E+02
 9.600E+02, 2.186E+02, 3.050E+02
 9.750E+02, 2.199E+02, 3.050E+02
 9.900E+02, 2.212E+02, 3.050E+02
 1.005E+03, 2.223E+02, 3.050E+02
 1.020E+03, 2.233E+02, 3.050E+02
 1.035E+03, 2.244E+02, 3.050E+02
 1.050E+03, 2.255E+02, 3.050E+02
 1.065E+03, 2.265E+02, 3.050E+02
 1.080E+03, 2.276E+02, 3.050E+02
 1.095E+03, 2.286E+02, 3.024E+02
 1.110E+03, 2.293E+02, 2.979E+02
 1.125E+03, 2.299E+02, 2.933E+02
