s,C,C
Time,"Cable Temp","Shroud Temp"
 0.000E+00, 2.400E+01, 2.400E+01
 1.501E+01, 2.403E+01, 9.565E+01
 3.000E+01, 2.489E+01, 2.179E+02
 4.503E+01, 2.851E+01, 2.775E+02
 6.002E+01, 3.526E+01, 3.325E+02
 7.503E+01, 4.523E+01, 3.874E+02
 9.003E+01, 5.894E+01, 4.423E+02
 1.050E+02, 7.711E+01, 4.972E+02
 1.200E+02, 1.005E+02, 5.521E+02
 1.350E+02, 1.298E+02, 6.070E+02
 1.500E+02, 1.653E+02, 6.517E+02
 1.650E+02, 2.048E+02, 6.630E+02
 1.800E+02, 2.429E+02, 6.719E+02
 1.950E+02, 2.775E+02, 6.808E+02
 2.100E+02, 3.088E+02, 6.897E+02
 2.250E+02, 3.373E+02, 6.968E+02
 2.400E+02, 3.630E+02, 6.809E+02
 2.550E+02, 3.834E+02, 6.581E+02
 2.700E+02, 3.978E+02, 6.360E+02
 2.850E+02, 4.076E+02, 6.164E+02
 3.000E+02, 4.140E+02, 5.970E+02
 3.150E+02, 4.181E+02, 5.776E+02
 3.300E+02, 4.205E+02, 5.581E+02
 3.450E+02, 4.214E+02, 5.387E+02
 3.600E+02, 4.210E+02, 5.193E+02
 3.750E+02, 4.197E+02, 4.998E+02
 3.900E+02, 4.174E+02, 4.827E+02
 4.050E+02, 4.145E+02, 4.728E+02
 4.200E+02, 4.115E+02, 4.635E+02
 4.350E+02, 4.087E+02, 4.542E+02
 4.500E+02, 4.060E+02, 4.449E+02
 4.650E+02, 4.034E+02, 4.356E+02
 4.800E+02, 4.008E+02, 4.263E+02
 4.950E+02, 3.980E+02, 4.170E+02
 5.100E+02, 3.951E+02, 4.075E+02
 5.250E+02, 3.920E+02, 3.975E+02
 5.400E+02, 3.889E+02, 3.873E+02
 5.550E+02, 3.854E+02, 3.772E+02
 5.700E+02, 3.818E+02, 3.670E+02
 5.850E+02, 3.781E+02, 3.569E+02
 6.000E+02, 3.742E+02, 3.468E+02
 6.150E+02, 3.701E+02, 3.366E+02
 6.300E+02, 3.657E+02, 3.278E+02
 6.450E+02, 3.613E+02, 3.233E+02
 6.600E+02, 3.572E+02, 3.190E+02
 6.750E+02, 3.533E+02, 3.148E+02
 6.900E+02, 3.497E+02, 3.106E+02
 7.050E+02, 3.461E+02, 3.064E+02
 7.200E+02, 3.426E+02, 3.021E+02
 7.350E+02, 3.392E+02, 2.979E+02
 7.500E+02, 3.359E+02, 2.938E+02
 7.650E+02, 3.325E+02, 2.901E+02
 7.800E+02, 3.292E+02, 2.865E+02
 7.950E+02, 3.260E+02, 2.828E+02
 8.100E+02, 3.229E+02, 2.791E+02
 8.250E+02, 3.196E+02, 2.755E+02
 8.400E+02, 3.163E+02, 2.718E+02
 8.550E+02, 3.132E+02, 2.681E+02
 8.700E+02, 3.101E+02, 2.645E+02
 8.851E+02, 3.071E+02, 2.608E+02
 9.001E+02, 3.039E+02, 2.572E+02
 9.150E+02, 3.008E+02, 2.535E+02
 9.300E+02, 2.978E+02, 2.498E+02
 9.451E+02, 2.949E+02, 2.462E+02
 9.600E+02, 2.920E+02, 2.425E+02
 9.750E+02, 2.892E+02, 2.389E+02
 9.900E+02, 2.864E+02, 2.352E+02
 1.005E+03, 2.835E+02, 2.315E+02
 1.020E+03, 2.806E+02, 2.279E+02
 1.035E+03, 2.776E+02, 2.242E+02
 1.050E+03, 2.748E+02, 2.205E+02
 1.065E+03, 2.719E+02, 2.169E+02
 1.080E+03, 2.689E+02, 2.132E+02
 1.095E+03, 2.660E+02, 2.096E+02
 1.110E+03, 2.634E+02, 2.067E+02
 1.125E+03, 2.606E+02, 2.065E+02
 1.140E+03, 2.578E+02, 2.065E+02
 1.155E+03, 2.553E+02, 2.065E+02
 1.170E+03, 2.528E+02, 2.065E+02
 1.185E+03, 2.505E+02, 2.065E+02
 1.200E+03, 2.482E+02, 2.065E+02
