m,kW/m2,m,kW/m2,m,kW/m2
Tot_Flux-z,Tot_Flux,Con_Flux-z,Con_Flux,Rad_Flux-z,Rad_Flux
 2.750E+00, 3.162E+01, 2.750E+00, 3.486E-01, 2.750E+00, 1.327E+01
 2.850E+00, 2.422E+01, 2.850E+00,-9.084E-01, 2.850E+00, 1.333E+01
 2.950E+00, 2.003E+01, 2.950E+00,-1.215E+00, 2.950E+00, 1.214E+01
 3.050E+00, 1.722E+01, 3.050E+00,-1.280E+00, 3.050E+00, 1.103E+01
 3.150E+00, 1.502E+01, 3.150E+00,-1.121E+00, 3.150E+00, 9.979E+00
 3.250E+00, 1.325E+01, 3.250E+00,-1.044E+00, 3.250E+00, 9.078E+00
 3.350E+00, 1.178E+01, 3.350E+00,-9.064E-01, 3.350E+00, 8.252E+00
 3.450E+00, 1.053E+01, 3.450E+00,-8.127E-01, 3.450E+00, 7.528E+00
 3.550E+00, 9.457E+00, 3.550E+00,-7.234E-01, 3.550E+00, 6.880E+00
 3.650E+00, 8.537E+00, 3.650E+00,-6.382E-01, 3.650E+00, 6.301E+00
 3.750E+00, 7.732E+00, 3.750E+00,-5.642E-01, 3.750E+00, 5.781E+00
 3.850E+00, 7.024E+00, 3.850E+00,-5.095E-01, 3.850E+00, 5.316E+00
 3.950E+00, 6.401E+00, 3.950E+00,-4.621E-01, 3.950E+00, 4.897E+00
 4.050E+00, 5.851E+00, 4.050E+00,-4.142E-01, 4.050E+00, 4.517E+00
 4.150E+00, 5.359E+00, 4.150E+00,-3.678E-01, 4.150E+00, 4.174E+00
 4.250E+00, 4.920E+00, 4.250E+00,-3.267E-01, 4.250E+00, 3.862E+00
 4.350E+00, 4.523E+00, 4.350E+00,-2.931E-01, 4.350E+00, 3.580E+00
 4.450E+00, 4.164E+00, 4.450E+00,-2.638E-01, 4.450E+00, 3.324E+00
 4.550E+00, 3.842E+00, 4.550E+00,-2.332E-01, 4.550E+00, 3.089E+00
 4.650E+00, 3.554E+00, 4.650E+00,-2.045E-01, 4.650E+00, 2.876E+00
 4.750E+00, 3.294E+00, 4.750E+00,-1.774E-01, 4.750E+00, 2.681E+00
 4.850E+00, 3.060E+00, 4.850E+00,-1.531E-01, 4.850E+00, 2.503E+00
 4.950E+00, 2.851E+00, 4.950E+00,-1.293E-01, 4.950E+00, 2.341E+00
 5.050E+00, 2.662E+00, 5.050E+00,-1.059E-01, 5.050E+00, 2.191E+00
 5.150E+00, 2.489E+00, 5.150E+00,-8.374E-02, 5.150E+00, 2.055E+00
 5.250E+00, 2.329E+00, 5.250E+00,-6.523E-02, 5.250E+00, 1.929E+00
 5.350E+00, 2.183E+00, 5.350E+00,-4.690E-02, 5.350E+00, 1.814E+00
 5.450E+00, 2.053E+00, 5.450E+00,-2.540E-02, 5.450E+00, 1.707E+00
 5.550E+00, 1.936E+00, 5.550E+00,-4.602E-03, 5.550E+00, 1.609E+00
 5.650E+00, 1.827E+00, 5.650E+00, 1.379E-02, 5.650E+00, 1.519E+00
 5.750E+00, 1.725E+00, 5.750E+00, 3.027E-02, 5.750E+00, 1.436E+00
 5.850E+00, 1.629E+00, 5.850E+00, 4.406E-02, 5.850E+00, 1.359E+00
 5.950E+00, 1.540E+00, 5.950E+00, 5.701E-02, 5.950E+00, 1.288E+00
