m,kW/m2,m,kW/m2,m,kW/m2
Tot_Flux-z,Tot_Flux,Con_Flux-z,Con_Flux,Rad_Flux-z,Rad_Flux
 2.750E+00, 4.652E+01, 2.750E+00, 1.652E+00, 2.750E+00, 1.803E+01
 2.850E+00, 5.705E+01, 2.850E+00, 2.095E+00, 2.850E+00, 2.045E+01
 2.950E+00, 6.447E+01, 2.950E+00, 1.718E+00, 2.950E+00, 2.174E+01
 3.050E+00, 6.683E+01, 3.050E+00, 9.652E-01, 3.050E+00, 2.224E+01
 3.150E+00, 6.525E+01, 3.150E+00, 1.176E-01, 3.150E+00, 2.216E+01
 3.250E+00, 6.252E+01, 3.250E+00,-6.013E-01, 3.250E+00, 2.194E+01
 3.350E+00, 5.957E+01, 3.350E+00,-1.142E+00, 3.350E+00, 2.162E+01
 3.450E+00, 5.695E+01, 3.450E+00,-1.549E+00, 3.450E+00, 2.134E+01
 3.550E+00, 5.459E+01, 3.550E+00,-1.838E+00, 3.550E+00, 2.104E+01
 3.650E+00, 5.239E+01, 3.650E+00,-2.039E+00, 3.650E+00, 2.073E+01
 3.750E+00, 5.034E+01, 3.750E+00,-2.188E+00, 3.750E+00, 2.041E+01
 3.850E+00, 4.849E+01, 3.850E+00,-2.302E+00, 3.850E+00, 2.009E+01
 3.950E+00, 4.678E+01, 3.950E+00,-2.391E+00, 3.950E+00, 1.977E+01
 4.050E+00, 4.517E+01, 4.050E+00,-2.459E+00, 4.050E+00, 1.943E+01
 4.150E+00, 4.364E+01, 4.150E+00,-2.505E+00, 4.150E+00, 1.909E+01
 4.250E+00, 4.217E+01, 4.250E+00,-2.531E+00, 4.250E+00, 1.875E+01
 4.350E+00, 4.078E+01, 4.350E+00,-2.539E+00, 4.350E+00, 1.841E+01
 4.450E+00, 3.944E+01, 4.450E+00,-2.528E+00, 4.450E+00, 1.807E+01
 4.550E+00, 3.813E+01, 4.550E+00,-2.500E+00, 4.550E+00, 1.772E+01
 4.650E+00, 3.686E+01, 4.650E+00,-2.463E+00, 4.650E+00, 1.736E+01
 4.750E+00, 3.561E+01, 4.750E+00,-2.415E+00, 4.750E+00, 1.700E+01
 4.850E+00, 3.438E+01, 4.850E+00,-2.357E+00, 4.850E+00, 1.663E+01
 4.950E+00, 3.316E+01, 4.950E+00,-2.287E+00, 4.950E+00, 1.625E+01
 5.050E+00, 3.194E+01, 5.050E+00,-2.200E+00, 5.050E+00, 1.585E+01
 5.150E+00, 3.073E+01, 5.150E+00,-2.103E+00, 5.150E+00, 1.544E+01
