m,kW/m2,m,kW/m2,m,kW/m2
 5.250E+00, 2.952E+01, 5.250E+00,-1.997E+00, 5.250E+00, 1.500E+01
 5.350E+00, 2.833E+01, 5.350E+00,-1.885E+00, 5.350E+00, 1.455E+01
 5.450E+00, 2.717E+01, 5.450E+00,-1.769E+00, 5.450E+00, 1.410E+01
 5.550E+00, 2.601E+01, 5.550E+00,-1.646E+00, 5.550E+00, 1.362E+01
 5.650E+00, 2.487E+01, 5.650E+00,-1.515E+00, 5.650E+00, 1.313E+01
 5.750E+00, 2.376E+01, 5.750E+00,-1.376E+00, 5.750E+00, 1.264E+01
 5.850E+00, 2.268E+01, 5.850E+00,-1.227E+00, 5.850E+00, 1.214E+01
 5.950E+00, 2.164E+01, 5.950E+00,-1.072E+00, 5.950E+00, 1.164E+01
 6.050E+00, 2.061E+01, 6.050E+00,-9.135E-01, 6.050E+00, 1.112E+01
 6.150E+00, 1.961E+01, 6.150E+00,-7.558E-01, 6.150E+00, 1.060E+01
 6.250E+00, 1.864E+01, 6.250E+00,-5.988E-01, 6.250E+00, 1.009E+01
 6.350E+00, 1.771E+01, 6.350E+00,-4.439E-01, 6.350E+00, 9.581E+00
 6.450E+00, 1.680E+01, 6.450E+00,-2.917E-01, 6.450E+00, 9.077E+00
 6.550E+00, 1.594E+01, 6.550E+00,-1.454E-01, 6.550E+00, 8.585E+00
 6.650E+00, 1.511E+01, 6.650E+00,-5.685E-03, 6.650E+00, 8.109E+00
 6.750E+00, 1.432E+01, 6.750E+00, 1.263E-01, 6.750E+00, 7.647E+00
 6.850E+00, 1.358E+01, 6.850E+00, 2.523E-01, 6.850E+00, 7.199E+00
 6.950E+00, 1.287E+01, 6.950E+00, 3.700E-01, 6.950E+00, 6.767E+00
 7.050E+00, 1.219E+01, 7.050E+00, 4.828E-01, 7.050E+00, 6.347E+00
 7.150E+00, 1.155E+01, 7.150E+00, 5.906E-01, 7.150E+00, 5.941E+00
 7.250E+00, 1.094E+01, 7.250E+00, 6.958E-01, 7.250E+00, 5.552E+00
 7.350E+00, 1.037E+01, 7.350E+00, 7.954E-01, 7.350E+00, 5.179E+00
 7.450E+00, 9.832E+00, 7.450E+00, 8.903E-01, 7.450E+00, 4.828E+00
 7.550E+00, 9.326E+00, 7.550E+00, 9.782E-01, 7.550E+00, 4.497E+00
 7.650E+00, 8.852E+00, 7.650E+00, 1.061E+00, 7.650E+00, 4.185E+00
 7.750E+00, 8.413E+00, 7.750E+00, 1.136E+00, 7.750E+00, 3.896E+00
 7.850E+00, 8.003E+00, 7.850E+00, 1.205E+00, 7.850E+00, 3.623E+00
 7.950E+00, 7.626E+00, 7.950E+00, 1.269E+00, 7.950E+00, 3.370E+00
 8.050E+00, 7.281E+00, 8.050E+00, 1.328E+00, 8.050E+00, 3.137E+00
 8.150E+00, 6.958E+00, 8.150E+00, 1.382E+00, 8.150E+00, 2.920E+00
 8.250E+00, 6.659E+00, 8.250E+00, 1.432E+00, 8.250E+00, 2.718E+00
 8.350E+00, 6.380E+00, 8.350E+00, 1.478E+00, 8.350E+00, 2.531E+00
 8.450E+00, 6.122E+00, 8.450E+00, 1.520E+00, 8.450E+00, 2.357E+00
 8.550E+00, 5.883E+00, 8.550E+00, 1.557E+00, 8.550E+00, 2.197E+00
 8.650E+00, 5.659E+00, 8.650E+00, 1.589E+00, 8.650E+00, 2.051E+00
 8.750E+00, 5.447E+00, 8.750E+00, 1.613E+00, 8.750E+00, 1.917E+00
 8.850E+00, 5.248E+00, 8.850E+00, 1.633E+00, 8.850E+00, 1.793E+00
 8.950E+00, 5.060E+00, 8.950E+00, 1.647E+00, 8.950E+00, 1.680E+00
 9.050E+00, 4.885E+00, 9.050E+00, 1.660E+00, 9.050E+00, 1.575E+00
 9.150E+00, 4.717E+00, 9.150E+00, 1.668E+00, 9.150E+00, 1.477E+00
 9.250E+00, 4.560E+00, 9.250E+00, 1.677E+00, 9.250E+00, 1.384E+00
 9.350E+00, 4.406E+00, 9.350E+00, 1.680E+00, 9.350E+00, 1.298E+00
 9.450E+00, 4.261E+00, 9.450E+00, 1.683E+00, 9.450E+00, 1.218E+00
 9.550E+00, 4.121E+00, 9.550E+00, 1.682E+00, 9.550E+00, 1.143E+00
 9.650E+00, 3.989E+00, 9.650E+00, 1.682E+00, 9.650E+00, 1.072E+00
 9.750E+00, 3.862E+00, 9.750E+00, 1.680E+00, 9.750E+00, 1.005E+00
 9.850E+00, 3.740E+00, 9.850E+00, 1.679E+00, 9.850E+00, 9.399E-01
 9.950E+00, 3.620E+00, 9.950E+00, 1.677E+00, 9.950E+00, 8.777E-01
 1.005E+01, 3.505E+00, 1.005E+01, 1.676E+00, 1.005E+01, 8.170E-01
 1.015E+01, 3.377E+00, 1.015E+01, 1.668E+00, 1.015E+01, 7.578E-01
 1.025E+01, 3.279E+00, 1.025E+01, 1.683E+00, 1.025E+01, 6.939E-01
