m,kW/m2,m,kW/m2,m,kW/m2
Tot_Flux-z,Tot_Flux,Con_Flux-z,Con_Flux,Rad_Flux-z,Rad_Flux
 2.750E+00, 4.206E+01, 2.750E+00, 1.718E+00, 2.750E+00, 1.420E+01
 2.850E+00, 3.809E+01, 2.850E+00, 1.011E+00, 2.850E+00, 1.424E+01
 2.950E+00, 3.297E+01, 2.950E+00, 3.605E-01, 2.950E+00, 1.360E+01
 3.050E+00, 2.842E+01, 3.050E+00,-1.763E-01, 3.050E+00, 1.301E+01
 3.150E+00, 2.496E+01, 3.150E+00,-5.870E-01, 3.150E+00, 1.241E+01
 3.250E+00, 2.247E+01, 3.250E+00,-8.491E-01, 3.250E+00, 1.184E+01
 3.350E+00, 2.062E+01, 3.350E+00,-1.025E+00, 3.350E+00, 1.131E+01
 3.450E+00, 1.917E+01, 3.450E+00,-1.147E+00, 3.450E+00, 1.085E+01
 3.550E+00, 1.798E+01, 3.550E+00,-1.235E+00, 3.550E+00, 1.043E+01
 3.650E+00, 1.696E+01, 3.650E+00,-1.298E+00, 3.650E+00, 1.005E+01
 3.750E+00, 1.607E+01, 3.750E+00,-1.326E+00, 3.750E+00, 9.685E+00
 3.850E+00, 1.529E+01, 3.850E+00,-1.316E+00, 3.850E+00, 9.334E+00
 3.950E+00, 1.458E+01, 3.950E+00,-1.285E+00, 3.950E+00, 8.991E+00
 4.050E+00, 1.392E+01, 4.050E+00,-1.245E+00, 4.050E+00, 8.653E+00
 4.150E+00, 1.329E+01, 4.150E+00,-1.194E+00, 4.150E+00, 8.320E+00
 4.250E+00, 1.270E+01, 4.250E+00,-1.128E+00, 4.250E+00, 7.989E+00
 4.350E+00, 1.214E+01, 4.350E+00,-1.053E+00, 4.350E+00, 7.664E+00
 4.450E+00, 1.160E+01, 4.450E+00,-9.700E-01, 4.450E+00, 7.344E+00
 4.550E+00, 1.110E+01, 4.550E+00,-8.831E-01, 4.550E+00, 7.030E+00
 4.650E+00, 1.060E+01, 4.650E+00,-7.986E-01, 4.650E+00, 6.720E+00
 4.750E+00, 1.012E+01, 4.750E+00,-7.152E-01, 4.750E+00, 6.413E+00
 4.850E+00, 9.641E+00, 4.850E+00,-6.310E-01, 4.850E+00, 6.107E+00
 4.950E+00, 9.182E+00, 4.950E+00,-5.450E-01, 4.950E+00, 5.805E+00
 5.050E+00, 8.740E+00, 5.050E+00,-4.584E-01, 5.050E+00, 5.509E+00
 5.150E+00, 8.312E+00, 5.150E+00,-3.749E-01, 5.150E+00, 5.220E+00
 5.250E+00, 7.900E+00, 5.250E+00,-2.956E-01, 5.250E+00, 4.941E+00
 5.350E+00, 7.507E+00, 5.350E+00,-2.195E-01, 5.350E+00, 4.672E+00
 5.450E+00, 7.135E+00, 5.450E+00,-1.455E-01, 5.450E+00, 4.414E+00
 5.550E+00, 6.788E+00, 5.550E+00,-7.092E-02, 5.550E+00, 4.167E+00
 5.650E+00, 6.463E+00, 5.650E+00, 2.144E-03, 5.650E+00, 3.932E+00
 5.750E+00, 6.155E+00, 5.750E+00, 7.134E-02, 5.750E+00, 3.707E+00
 5.850E+00, 5.863E+00, 5.850E+00, 1.363E-01, 5.850E+00, 3.493E+00
 5.950E+00, 5.586E+00, 5.950E+00, 1.985E-01, 5.950E+00, 3.291E+00
 6.050E+00, 5.328E+00, 6.050E+00, 2.590E-01, 6.050E+00, 3.098E+00
 6.150E+00, 5.087E+00, 6.150E+00, 3.172E-01, 6.150E+00, 2.917E+00
 6.250E+00, 4.864E+00, 6.250E+00, 3.714E-01, 6.250E+00, 2.746E+00
 6.350E+00, 4.656E+00, 6.350E+00, 4.218E-01, 6.350E+00, 2.587E+00
 6.450E+00, 4.463E+00, 6.450E+00, 4.699E-01, 6.450E+00, 2.437E+00
 6.550E+00, 4.282E+00, 6.550E+00, 5.144E-01, 6.550E+00, 2.295E+00
 6.650E+00, 4.114E+00, 6.650E+00, 5.568E-01, 6.650E+00, 2.163E+00
 6.750E+00, 3.958E+00, 6.750E+00, 5.975E-01, 6.750E+00, 2.039E+00
 6.850E+00, 3.812E+00, 6.850E+00, 6.362E-01, 6.850E+00, 1.923E+00
 6.950E+00, 3.676E+00, 6.950E+00, 6.729E-01, 6.950E+00, 1.815E+00
 7.050E+00, 3.548E+00, 7.050E+00, 7.061E-01, 7.050E+00, 1.714E+00
 7.150E+00, 3.428E+00, 7.150E+00, 7.364E-01, 7.150E+00, 1.620E+00
 7.250E+00, 3.315E+00, 7.250E+00, 7.641E-01, 7.250E+00, 1.533E+00
 7.350E+00, 3.208E+00, 7.350E+00, 7.889E-01, 7.350E+00, 1.451E+00
 7.450E+00, 3.108E+00, 7.450E+00, 8.121E-01, 7.450E+00, 1.374E+00
 7.550E+00, 3.014E+00, 7.550E+00, 8.339E-01, 7.550E+00, 1.303E+00
 7.650E+00, 2.928E+00, 7.650E+00, 8.550E-01, 7.650E+00, 1.236E+00
 7.750E+00, 2.848E+00, 7.750E+00, 8.759E-01, 7.750E+00, 1.174E+00
 7.850E+00, 2.775E+00, 7.850E+00, 8.960E-01, 7.850E+00, 1.115E+00
 7.950E+00, 2.706E+00, 7.950E+00, 9.146E-01, 7.950E+00, 1.060E+00
 8.050E+00, 2.639E+00, 8.050E+00, 9.301E-01, 8.050E+00, 1.008E+00
 8.150E+00, 2.574E+00, 8.150E+00, 9.432E-01, 8.150E+00, 9.590E-01
 8.250E+00, 2.512E+00, 8.250E+00, 9.541E-01, 8.250E+00, 9.130E-01
 8.350E+00, 2.453E+00, 8.350E+00, 9.635E-01, 8.350E+00, 8.697E-01
 8.450E+00, 2.396E+00, 8.450E+00, 9.720E-01, 8.450E+00, 8.290E-01
 8.550E+00, 2.341E+00, 8.550E+00, 9.792E-01, 8.550E+00, 7.908E-01
 8.650E+00, 2.290E+00, 8.650E+00, 9.869E-01, 8.650E+00, 7.547E-01
 8.750E+00, 2.239E+00, 8.750E+00, 9.929E-01, 8.750E+00, 7.205E-01
 8.850E+00, 2.188E+00, 8.850E+00, 9.974E-01, 8.850E+00, 6.880E-01
 8.950E+00, 2.138E+00, 8.950E+00, 1.001E+00, 8.950E+00, 6.573E-01
 9.050E+00, 2.090E+00, 9.050E+00, 1.004E+00, 9.050E+00, 6.279E-01
 9.150E+00, 2.045E+00, 9.150E+00, 1.007E+00, 9.150E+00, 5.995E-01
 9.250E+00, 2.002E+00, 9.250E+00, 1.012E+00, 9.250E+00, 5.720E-01
 9.350E+00, 1.962E+00, 9.350E+00, 1.018E+00, 9.350E+00, 5.455E-01
 9.450E+00, 1.921E+00, 9.450E+00, 1.021E+00, 9.450E+00, 5.200E-01
 9.550E+00, 1.880E+00, 9.550E+00, 1.024E+00, 9.550E+00, 4.953E-01
 9.650E+00, 1.839E+00, 9.650E+00, 1.026E+00, 9.650E+00, 4.714E-01
 9.750E+00, 1.797E+00, 9.750E+00, 1.027E+00, 9.750E+00, 4.480E-01
 9.850E+00, 1.756E+00, 9.850E+00, 1.028E+00, 9.850E+00, 4.246E-01
 9.950E+00, 1.711E+00, 9.950E+00, 1.027E+00, 9.950E+00, 4.015E-01
 1.005E+01, 1.666E+00, 1.005E+01, 1.026E+00, 1.005E+01, 3.778E-01
 1.015E+01, 1.609E+00, 1.015E+01, 1.018E+00, 1.015E+01, 3.538E-01
 1.025E+01, 1.569E+00, 1.025E+01, 1.025E+00, 1.025E+01, 3.259E-01
