m,kW/m2,m,kW/m2,m,kW/m2
 7.850E+00, 1.219E+00, 7.850E+00, 2.746E-01, 7.850E+00, 8.645E-01
 7.950E+00, 1.175E+00, 7.950E+00, 2.844E-01, 7.950E+00, 8.271E-01
 8.050E+00, 1.135E+00, 8.050E+00, 2.954E-01, 8.050E+00, 7.916E-01
 8.150E+00, 1.099E+00, 8.150E+00, 3.070E-01, 8.150E+00, 7.578E-01
 8.250E+00, 1.066E+00, 8.250E+00, 3.199E-01, 8.250E+00, 7.256E-01
 8.350E+00, 1.038E+00, 8.350E+00, 3.351E-01, 8.350E+00, 6.948E-01
 8.450E+00, 1.013E+00, 8.450E+00, 3.505E-01, 8.450E+00, 6.654E-01
 8.550E+00, 9.888E-01, 8.550E+00, 3.655E-01, 8.550E+00, 6.373E-01
 8.650E+00, 9.631E-01, 8.650E+00, 3.778E-01, 8.650E+00, 6.106E-01
 8.750E+00, 9.364E-01, 8.750E+00, 3.883E-01, 8.750E+00, 5.851E-01
 8.850E+00, 9.098E-01, 8.850E+00, 3.978E-01, 8.850E+00, 5.607E-01
 8.950E+00, 8.835E-01, 8.950E+00, 4.065E-01, 8.950E+00, 5.372E-01
 9.050E+00, 8.579E-01, 9.050E+00, 4.147E-01, 9.050E+00, 5.146E-01
 9.150E+00, 8.320E-01, 9.150E+00, 4.216E-01, 9.150E+00, 4.929E-01
 9.250E+00, 8.077E-01, 9.250E+00, 4.288E-01, 9.250E+00, 4.720E-01
 9.350E+00, 7.842E-01, 9.350E+00, 4.360E-01, 9.350E+00, 4.519E-01
 9.450E+00, 7.609E-01, 9.450E+00, 4.426E-01, 9.450E+00, 4.325E-01
 9.550E+00, 7.384E-01, 9.550E+00, 4.492E-01, 9.550E+00, 4.136E-01
 9.650E+00, 7.170E-01, 9.650E+00, 4.559E-01, 9.650E+00, 3.951E-01
 9.750E+00, 6.972E-01, 9.750E+00, 4.636E-01, 9.750E+00, 3.768E-01
 9.850E+00, 6.789E-01, 9.850E+00, 4.723E-01, 9.850E+00, 3.586E-01
 9.950E+00, 6.604E-01, 9.950E+00, 4.811E-01, 9.950E+00, 3.404E-01
 1.005E+01, 6.448E-01, 1.005E+01, 4.928E-01, 1.005E+01, 3.213E-01
 1.015E+01, 6.219E-01, 1.015E+01, 4.995E-01, 1.015E+01, 3.020E-01
 1.025E+01, 6.079E-01, 1.025E+01, 5.146E-01, 1.025E+01, 2.801E-01
