m,kW/m2,m,kW/m2,m,kW/m2
Tot_Flux-z,Tot_Flux,Con_Flux-z,Con_Flux,Rad_Flux-z,Rad_Flux
 2.750E+00, 5.610E+01, 2.750E+00, 1.623E-01, 2.750E+00, 1.771E+01
 2.850E+00, 4.392E+01, 2.850E+00,-1.594E+00, 2.850E+00, 1.901E+01
 2.950E+00, 3.672E+01, 2.950E+00,-2.139E+00, 2.950E+00, 1.799E+01
 3.050E+00, 3.173E+01, 3.050E+00,-2.300E+00, 3.050E+00, 1.686E+01
 3.150E+00, 2.780E+01, 3.150E+00,-2.090E+00, 3.150E+00, 1.559E+01
 3.250E+00, 2.459E+01, 3.250E+00,-1.980E+00, 3.250E+00, 1.447E+01
 3.350E+00, 2.191E+01, 3.350E+00,-1.765E+00, 3.350E+00, 1.338E+01
 3.450E+00, 1.963E+01, 3.450E+00,-1.612E+00, 3.450E+00, 1.239E+01
 3.550E+00, 1.766E+01, 3.550E+00,-1.448E+00, 3.550E+00, 1.146E+01
 3.650E+00, 1.596E+01, 3.650E+00,-1.304E+00, 3.650E+00, 1.061E+01
 3.750E+00, 1.448E+01, 3.750E+00,-1.184E+00, 3.750E+00, 9.832E+00
 3.850E+00, 1.317E+01, 3.850E+00,-1.080E+00, 3.850E+00, 9.113E+00
 3.950E+00, 1.202E+01, 3.950E+00,-9.833E-01, 3.950E+00, 8.450E+00
 4.050E+00, 1.099E+01, 4.050E+00,-8.969E-01, 4.050E+00, 7.839E+00
 4.150E+00, 1.007E+01, 4.150E+00,-8.233E-01, 4.150E+00, 7.277E+00
 4.250E+00, 9.254E+00, 4.250E+00,-7.543E-01, 4.250E+00, 6.760E+00
 4.350E+00, 8.523E+00, 4.350E+00,-6.876E-01, 4.350E+00, 6.284E+00
 4.450E+00, 7.867E+00, 4.450E+00,-6.243E-01, 4.450E+00, 5.846E+00
 4.550E+00, 7.272E+00, 4.550E+00,-5.675E-01, 4.550E+00, 5.444E+00
 4.650E+00, 6.731E+00, 4.650E+00,-5.159E-01, 4.650E+00, 5.074E+00
 4.750E+00, 6.240E+00, 4.750E+00,-4.664E-01, 4.750E+00, 4.733E+00
 4.850E+00, 5.793E+00, 4.850E+00,-4.203E-01, 4.850E+00, 4.418E+00
 4.950E+00, 5.388E+00, 4.950E+00,-3.764E-01, 4.950E+00, 4.128E+00
 5.050E+00, 5.021E+00, 5.050E+00,-3.347E-01, 5.050E+00, 3.861E+00
 5.150E+00, 4.690E+00, 5.150E+00,-2.942E-01, 5.150E+00, 3.615E+00
 5.250E+00, 4.389E+00, 5.250E+00,-2.541E-01, 5.250E+00, 3.388E+00
 5.350E+00, 4.111E+00, 5.350E+00,-2.182E-01, 5.350E+00, 3.180E+00
 5.450E+00, 3.854E+00, 5.450E+00,-1.867E-01, 5.450E+00, 2.988E+00
 5.550E+00, 3.616E+00, 5.550E+00,-1.585E-01, 5.550E+00, 2.811E+00
 5.650E+00, 3.399E+00, 5.650E+00,-1.306E-01, 5.650E+00, 2.647E+00
 5.750E+00, 3.201E+00, 5.750E+00,-1.042E-01, 5.750E+00, 2.494E+00
 5.850E+00, 3.018E+00, 5.850E+00,-7.938E-02, 5.850E+00, 2.353E+00
 5.950E+00, 2.849E+00, 5.950E+00,-5.627E-02, 5.950E+00, 2.222E+00
 6.050E+00, 2.692E+00, 6.050E+00,-3.477E-02, 6.050E+00, 2.100E+00
 6.150E+00, 2.547E+00, 6.150E+00,-1.448E-02, 6.150E+00, 1.987E+00
 6.250E+00, 2.413E+00, 6.250E+00, 4.472E-03, 6.250E+00, 1.882E+00
 6.350E+00, 2.289E+00, 6.350E+00, 2.369E-02, 6.350E+00, 1.784E+00
 6.450E+00, 2.176E+00, 6.450E+00, 4.405E-02, 6.450E+00, 1.693E+00
 6.550E+00, 2.072E+00, 6.550E+00, 6.420E-02, 6.550E+00, 1.607E+00
 6.650E+00, 1.976E+00, 6.650E+00, 8.348E-02, 6.650E+00, 1.527E+00
 6.750E+00, 1.887E+00, 6.750E+00, 1.025E-01, 6.750E+00, 1.452E+00
 6.850E+00, 1.803E+00, 6.850E+00, 1.205E-01, 6.850E+00, 1.381E+00
 6.950E+00, 1.724E+00, 6.950E+00, 1.369E-01, 6.950E+00, 1.315E+00
 7.050E+00, 1.650E+00, 7.050E+00, 1.527E-01, 7.050E+00, 1.253E+00
 7.150E+00, 1.583E+00, 7.150E+00, 1.697E-01, 7.150E+00, 1.194E+00
 7.250E+00, 1.524E+00, 7.250E+00, 1.889E-01, 7.250E+00, 1.139E+00
 7.350E+00, 1.469E+00, 7.350E+00, 2.081E-01, 7.350E+00, 1.086E+00
 7.450E+00, 1.416E+00, 7.450E+00, 2.255E-01, 7.450E+00, 1.037E+00
 7.550E+00, 1.364E+00, 7.550E+00, 2.401E-01, 7.550E+00, 9.902E-01
 7.650E+00, 1.314E+00, 7.650E+00, 2.526E-01, 7.650E+00, 9.460E-01
 7.750E+00, 1.265E+00, 7.750E+00, 2.639E-01, 7.750E+00, 9.042E-01
