m,kW/m2,m,kW/m2,m,kW/m2
Tot_Flux-z,Tot_Flux,Con_Flux-z,Con_Flux,Rad_Flux-z,Rad_Flux
 2.750E+00, 6.635E+01, 2.750E+00, 1.131E+00, 2.750E+00, 1.861E+01
 2.850E+00, 5.623E+01, 2.850E+00,-2.275E-01, 2.850E+00, 1.988E+01
 2.950E+00, 4.900E+01, 2.950E+00,-8.307E-01, 2.950E+00, 1.925E+01
 3.050E+00, 4.416E+01, 3.050E+00,-1.226E+00, 3.050E+00, 1.860E+01
 3.150E+00, 4.020E+01, 3.150E+00,-1.384E+00, 3.150E+00, 1.789E+01
 3.250E+00, 3.707E+01, 3.250E+00,-1.492E+00, 3.250E+00, 1.727E+01
 3.350E+00, 3.463E+01, 3.350E+00,-1.450E+00, 3.350E+00, 1.664E+01
 3.450E+00, 3.260E+01, 3.450E+00,-1.385E+00, 3.450E+00, 1.605E+01
 3.550E+00, 3.094E+01, 3.550E+00,-1.276E+00, 3.550E+00, 1.549E+01
 3.650E+00, 2.952E+01, 3.650E+00,-1.198E+00, 3.650E+00, 1.499E+01
 3.750E+00, 2.823E+01, 3.750E+00,-1.097E+00, 3.750E+00, 1.450E+01
 3.850E+00, 2.705E+01, 3.850E+00,-9.981E-01, 3.850E+00, 1.405E+01
 3.950E+00, 2.595E+01, 3.950E+00,-9.118E-01, 3.950E+00, 1.360E+01
 4.050E+00, 2.494E+01, 4.050E+00,-8.339E-01, 4.050E+00, 1.318E+01
 4.150E+00, 2.399E+01, 4.150E+00,-7.519E-01, 4.150E+00, 1.276E+01
 4.250E+00, 2.310E+01, 4.250E+00,-6.758E-01, 4.250E+00, 1.235E+01
 4.350E+00, 2.226E+01, 4.350E+00,-5.988E-01, 4.350E+00, 1.195E+01
 4.450E+00, 2.146E+01, 4.450E+00,-5.211E-01, 4.450E+00, 1.156E+01
 4.550E+00, 2.070E+01, 4.550E+00,-4.406E-01, 4.550E+00, 1.118E+01
 4.650E+00, 1.999E+01, 4.650E+00,-3.629E-01, 4.650E+00, 1.080E+01
 4.750E+00, 1.930E+01, 4.750E+00,-2.878E-01, 4.750E+00, 1.043E+01
 4.850E+00, 1.863E+01, 4.850E+00,-2.129E-01, 4.850E+00, 1.007E+01
 4.950E+00, 1.799E+01, 4.950E+00,-1.382E-01, 4.950E+00, 9.707E+00
 5.050E+00, 1.736E+01, 5.050E+00,-6.558E-02, 5.050E+00, 9.356E+00
 5.150E+00, 1.676E+01, 5.150E+00, 2.161E-03, 5.150E+00, 9.016E+00
 5.250E+00, 1.618E+01, 5.250E+00, 6.732E-02, 5.250E+00, 8.686E+00
 5.350E+00, 1.562E+01, 5.350E+00, 1.332E-01, 5.350E+00, 8.364E+00
 5.450E+00, 1.509E+01, 5.450E+00, 2.020E-01, 5.450E+00, 8.049E+00
 5.550E+00, 1.459E+01, 5.550E+00, 2.751E-01, 5.550E+00, 7.740E+00
 5.650E+00, 1.412E+01, 5.650E+00, 3.508E-01, 5.650E+00, 7.438E+00
 5.750E+00, 1.366E+01, 5.750E+00, 4.253E-01, 5.750E+00, 7.144E+00
 5.850E+00, 1.322E+01, 5.850E+00, 4.994E-01, 5.850E+00, 6.858E+00
 5.950E+00, 1.280E+01, 5.950E+00, 5.717E-01, 5.950E+00, 6.580E+00
 6.050E+00, 1.240E+01, 6.050E+00, 6.409E-01, 6.050E+00, 6.313E+00
 6.150E+00, 1.201E+01, 6.150E+00, 7.075E-01, 6.150E+00, 6.055E+00
 6.250E+00, 1.163E+01, 6.250E+00, 7.723E-01, 6.250E+00, 5.805E+00
 6.350E+00, 1.126E+01, 6.350E+00, 8.326E-01, 6.350E+00, 5.565E+00
 6.450E+00, 1.091E+01, 6.450E+00, 8.914E-01, 6.450E+00, 5.334E+00
 6.550E+00, 1.057E+01, 6.550E+00, 9.472E-01, 6.550E+00, 5.112E+00
 6.650E+00, 1.025E+01, 6.650E+00, 1.001E+00, 6.650E+00, 4.898E+00
 6.750E+00, 9.948E+00, 6.750E+00, 1.051E+00, 6.750E+00, 4.692E+00
 6.850E+00, 9.655E+00, 6.850E+00, 1.098E+00, 6.850E+00, 4.493E+00
 6.950E+00, 9.377E+00, 6.950E+00, 1.144E+00, 6.950E+00, 4.302E+00
 7.050E+00, 9.116E+00, 7.050E+00, 1.191E+00, 7.050E+00, 4.118E+00
 7.150E+00, 8.869E+00, 7.150E+00, 1.238E+00, 7.150E+00, 3.942E+00
 7.250E+00, 8.636E+00, 7.250E+00, 1.284E+00, 7.250E+00, 3.774E+00
 7.350E+00, 8.413E+00, 7.350E+00, 1.328E+00, 7.350E+00, 3.613E+00
 7.450E+00, 8.200E+00, 7.450E+00, 1.370E+00, 7.450E+00, 3.460E+00
 7.550E+00, 7.994E+00, 7.550E+00, 1.409E+00, 7.550E+00, 3.313E+00
 7.650E+00, 7.796E+00, 7.650E+00, 1.444E+00, 7.650E+00, 3.174E+00
 7.750E+00, 7.607E+00, 7.750E+00, 1.476E+00, 7.750E+00, 3.040E+00
 7.850E+00, 7.423E+00, 7.850E+00, 1.506E+00, 7.850E+00, 2.913E+00
 7.950E+00, 7.247E+00, 7.950E+00, 1.534E+00, 7.950E+00, 2.791E+00
 8.050E+00, 7.079E+00, 8.050E+00, 1.563E+00, 8.050E+00, 2.675E+00
 8.150E+00, 6.923E+00, 8.150E+00, 1.593E+00, 8.150E+00, 2.563E+00
 8.250E+00, 6.774E+00, 8.250E+00, 1.624E+00, 8.250E+00, 2.456E+00
 8.350E+00, 6.631E+00, 8.350E+00, 1.652E+00, 8.350E+00, 2.353E+00
 8.450E+00, 6.491E+00, 8.450E+00, 1.678E+00, 8.450E+00, 2.256E+00
 8.550E+00, 6.355E+00, 8.550E+00, 1.700E+00, 8.550E+00, 2.162E+00
 8.650E+00, 6.224E+00, 8.650E+00, 1.721E+00, 8.650E+00, 2.073E+00
 8.750E+00, 6.098E+00, 8.750E+00, 1.739E+00, 8.750E+00, 1.987E+00
 8.850E+00, 5.976E+00, 8.850E+00, 1.757E+00, 8.850E+00, 1.904E+00
 8.950E+00, 5.860E+00, 8.950E+00, 1.776E+00, 8.950E+00, 1.824E+00
 9.050E+00, 5.746E+00, 9.050E+00, 1.793E+00, 9.050E+00, 1.745E+00
 9.150E+00, 5.635E+00, 9.150E+00, 1.809E+00, 9.150E+00, 1.669E+00
 9.250E+00, 5.525E+00, 9.250E+00, 1.822E+00, 9.250E+00, 1.596E+00
 9.350E+00, 5.412E+00, 9.350E+00, 1.830E+00, 9.350E+00, 1.525E+00
 9.450E+00, 5.298E+00, 9.450E+00, 1.836E+00, 9.450E+00, 1.456E+00
 9.550E+00, 5.184E+00, 9.550E+00, 1.841E+00, 9.550E+00, 1.389E+00
 9.650E+00, 5.072E+00, 9.650E+00, 1.846E+00, 9.650E+00, 1.322E+00
 9.750E+00, 4.961E+00, 9.750E+00, 1.851E+00, 9.750E+00, 1.256E+00
 9.850E+00, 4.849E+00, 9.850E+00, 1.855E+00, 9.850E+00, 1.190E+00
 9.950E+00, 4.731E+00, 9.950E+00, 1.855E+00, 9.950E+00, 1.125E+00
 1.005E+01, 4.612E+00, 1.005E+01, 1.856E+00, 1.005E+01, 1.059E+00
 1.015E+01, 4.472E+00, 1.015E+01, 1.850E+00, 1.015E+01, 9.923E-01
 1.025E+01, 4.356E+00, 1.025E+01, 1.867E+00, 1.025E+01, 9.157E-01
