m,kW/m2,m,kW/m2,m,kW/m2
Tot_Flux-z,Tot_Flux,Con_Flux-z,Con_Flux,Rad_Flux-z,Rad_Flux
 2.750E+00, 7.578E+01, 2.750E+00, 2.187E+00, 2.750E+00, 1.896E+01
 2.850E+00, 7.774E+01, 2.850E+00, 1.918E+00, 2.850E+00, 2.075E+01
 2.950E+00, 8.087E+01, 2.950E+00, 1.906E+00, 2.950E+00, 2.109E+01
 3.050E+00, 8.430E+01, 3.050E+00, 1.998E+00, 3.050E+00, 2.135E+01
 3.150E+00, 8.715E+01, 3.150E+00, 2.039E+00, 3.150E+00, 2.164E+01
 3.250E+00, 8.936E+01, 3.250E+00, 2.043E+00, 3.250E+00, 2.192E+01
 3.350E+00, 9.129E+01, 3.350E+00, 2.068E+00, 3.350E+00, 2.218E+01
 3.450E+00, 9.296E+01, 3.450E+00, 2.113E+00, 3.450E+00, 2.237E+01
 3.550E+00, 9.438E+01, 3.550E+00, 2.178E+00, 3.550E+00, 2.252E+01
 3.650E+00, 9.552E+01, 3.650E+00, 2.273E+00, 3.650E+00, 2.260E+01
 3.750E+00, 9.640E+01, 3.750E+00, 2.387E+00, 3.750E+00, 2.263E+01
 3.850E+00, 9.703E+01, 3.850E+00, 2.505E+00, 3.850E+00, 2.264E+01
 3.950E+00, 9.740E+01, 3.950E+00, 2.617E+00, 3.950E+00, 2.263E+01
 4.050E+00, 9.749E+01, 4.050E+00, 2.719E+00, 4.050E+00, 2.262E+01
 4.150E+00, 9.730E+01, 4.150E+00, 2.807E+00, 4.150E+00, 2.259E+01
 4.250E+00, 9.688E+01, 4.250E+00, 2.887E+00, 4.250E+00, 2.258E+01
 4.350E+00, 9.625E+01, 4.350E+00, 2.956E+00, 4.350E+00, 2.255E+01
 4.450E+00, 9.535E+01, 4.450E+00, 3.015E+00, 4.450E+00, 2.252E+01
 4.550E+00, 9.427E+01, 4.550E+00, 3.069E+00, 4.550E+00, 2.248E+01
 4.650E+00, 9.306E+01, 4.650E+00, 3.120E+00, 4.650E+00, 2.243E+01
 4.750E+00, 9.169E+01, 4.750E+00, 3.168E+00, 4.750E+00, 2.237E+01
 4.850E+00, 9.019E+01, 4.850E+00, 3.206E+00, 4.850E+00, 2.232E+01
 4.950E+00, 8.854E+01, 4.950E+00, 3.233E+00, 4.950E+00, 2.225E+01
 5.050E+00, 8.681E+01, 5.050E+00, 3.253E+00, 5.050E+00, 2.217E+01
 5.150E+00, 8.499E+01, 5.150E+00, 3.263E+00, 5.150E+00, 2.209E+01
 5.250E+00, 8.309E+01, 5.250E+00, 3.267E+00, 5.250E+00, 2.199E+01
 5.350E+00, 8.116E+01, 5.350E+00, 3.263E+00, 5.350E+00, 2.189E+01
 5.450E+00, 7.916E+01, 5.450E+00, 3.253E+00, 5.450E+00, 2.177E+01
 5.550E+00, 7.714E+01, 5.550E+00, 3.237E+00, 5.550E+00, 2.165E+01
 5.650E+00, 7.508E+01, 5.650E+00, 3.222E+00, 5.650E+00, 2.151E+01
 5.750E+00, 7.303E+01, 5.750E+00, 3.213E+00, 5.750E+00, 2.134E+01
 5.850E+00, 7.094E+01, 5.850E+00, 3.204E+00, 5.850E+00, 2.115E+01
 5.950E+00, 6.882E+01, 5.950E+00, 3.188E+00, 5.950E+00, 2.092E+01
 6.050E+00, 6.666E+01, 6.050E+00, 3.167E+00, 6.050E+00, 2.067E+01
 6.150E+00, 6.450E+01, 6.150E+00, 3.143E+00, 6.150E+00, 2.039E+01
 6.250E+00, 6.233E+01, 6.250E+00, 3.112E+00, 6.250E+00, 2.009E+01
 6.350E+00, 6.017E+01, 6.350E+00, 3.078E+00, 6.350E+00, 1.978E+01
 6.450E+00, 5.805E+01, 6.450E+00, 3.042E+00, 6.450E+00, 1.944E+01
 6.550E+00, 5.597E+01, 6.550E+00, 3.007E+00, 6.550E+00, 1.909E+01
 6.650E+00, 5.394E+01, 6.650E+00, 2.980E+00, 6.650E+00, 1.872E+01
 6.750E+00, 5.197E+01, 6.750E+00, 2.960E+00, 6.750E+00, 1.834E+01
 6.850E+00, 5.005E+01, 6.850E+00, 2.946E+00, 6.850E+00, 1.794E+01
 6.950E+00, 4.820E+01, 6.950E+00, 2.931E+00, 6.950E+00, 1.754E+01
 7.050E+00, 4.641E+01, 7.050E+00, 2.928E+00, 7.050E+00, 1.712E+01
 7.150E+00, 4.469E+01, 7.150E+00, 2.928E+00, 7.150E+00, 1.668E+01
 7.250E+00, 4.302E+01, 7.250E+00, 2.935E+00, 7.250E+00, 1.625E+01
 7.350E+00, 4.142E+01, 7.350E+00, 2.949E+00, 7.350E+00, 1.580E+01
 7.450E+00, 3.988E+01, 7.450E+00, 2.966E+00, 7.450E+00, 1.536E+01
 7.550E+00, 3.841E+01, 7.550E+00, 2.987E+00, 7.550E+00, 1.491E+01
 7.650E+00, 3.698E+01, 7.650E+00, 3.009E+00, 7.650E+00, 1.445E+01
 7.750E+00, 3.559E+01, 7.750E+00, 3.033E+00, 7.750E+00, 1.399E+01
 7.850E+00, 3.424E+01, 7.850E+00, 3.054E+00, 7.850E+00, 1.354E+01
 7.950E+00, 3.294E+01, 7.950E+00, 3.076E+00, 7.950E+00, 1.308E+01
 8.050E+00, 3.169E+01, 8.050E+00, 3.092E+00, 8.050E+00, 1.263E+01
