m,kW/m2,m,kW/m2,m,kW/m2
 7.350E+00, 4.550E+01, 7.350E+00,-1.858E-01, 7.350E+00, 1.971E+01
 7.450E+00, 4.372E+01, 7.450E+00,-3.308E-02, 7.450E+00, 1.912E+01
 7.550E+00, 4.198E+01, 7.550E+00, 1.250E-01, 7.550E+00, 1.852E+01
 7.650E+00, 4.029E+01, 7.650E+00, 2.815E-01, 7.650E+00, 1.792E+01
 7.750E+00, 3.864E+01, 7.750E+00, 4.352E-01, 7.750E+00, 1.731E+01
 7.850E+00, 3.703E+01, 7.850E+00, 5.898E-01, 7.850E+00, 1.669E+01
 7.950E+00, 3.547E+01, 7.950E+00, 7.432E-01, 7.950E+00, 1.607E+01
 8.050E+00, 3.396E+01, 8.050E+00, 8.933E-01, 8.050E+00, 1.545E+01
 8.150E+00, 3.248E+01, 8.150E+00, 1.039E+00, 8.150E+00, 1.483E+01
 8.250E+00, 3.106E+01, 8.250E+00, 1.177E+00, 8.250E+00, 1.421E+01
 8.350E+00, 2.969E+01, 8.350E+00, 1.315E+00, 8.350E+00, 1.359E+01
 8.450E+00, 2.837E+01, 8.450E+00, 1.450E+00, 8.450E+00, 1.298E+01
 8.550E+00, 2.712E+01, 8.550E+00, 1.586E+00, 8.550E+00, 1.238E+01
 8.650E+00, 2.592E+01, 8.650E+00, 1.715E+00, 8.650E+00, 1.179E+01
 8.750E+00, 2.477E+01, 8.750E+00, 1.843E+00, 8.750E+00, 1.121E+01
 8.850E+00, 2.369E+01, 8.850E+00, 1.962E+00, 8.850E+00, 1.066E+01
 8.950E+00, 2.266E+01, 8.950E+00, 2.073E+00, 8.950E+00, 1.013E+01
 9.050E+00, 2.167E+01, 9.050E+00, 2.177E+00, 9.050E+00, 9.611E+00
 9.150E+00, 2.073E+01, 9.150E+00, 2.269E+00, 9.150E+00, 9.110E+00
 9.250E+00, 1.982E+01, 9.250E+00, 2.361E+00, 9.250E+00, 8.622E+00
 9.350E+00, 1.896E+01, 9.350E+00, 2.444E+00, 9.350E+00, 8.149E+00
 9.450E+00, 1.813E+01, 9.450E+00, 2.525E+00, 9.450E+00, 7.695E+00
 9.550E+00, 1.735E+01, 9.550E+00, 2.595E+00, 9.550E+00, 7.260E+00
 9.650E+00, 1.660E+01, 9.650E+00, 2.661E+00, 9.650E+00, 6.842E+00
 9.750E+00, 1.588E+01, 9.750E+00, 2.717E+00, 9.750E+00, 6.441E+00
 9.850E+00, 1.517E+01, 9.850E+00, 2.770E+00, 9.850E+00, 6.050E+00
 9.950E+00, 1.449E+01, 9.950E+00, 2.817E+00, 9.950E+00, 5.669E+00
 1.005E+01, 1.382E+01, 1.005E+01, 2.866E+00, 1.005E+01, 5.291E+00
 1.015E+01, 1.312E+01, 1.015E+01, 2.899E+00, 1.015E+01, 4.917E+00
 1.025E+01, 1.248E+01, 1.025E+01, 2.982E+00, 1.025E+01, 4.526E+00
