m,kW/m2,m,kW/m2,m,kW/m2
Tot_Flux-z,Tot_Flux,Con_Flux-z,Con_Flux,Rad_Flux-z,Rad_Flux
 2.750E+00, 2.922E+01, 2.750E+00, 1.421E+00, 2.750E+00, 1.204E+01
 2.850E+00, 2.343E+01, 2.850E+00, 5.044E-01, 2.850E+00, 1.166E+01
 2.950E+00, 1.916E+01, 2.950E+00, 2.602E-02, 2.950E+00, 1.055E+01
 3.050E+00, 1.609E+01, 3.050E+00,-2.819E-01, 3.050E+00, 9.558E+00
 3.150E+00, 1.393E+01, 3.150E+00,-4.108E-01, 3.150E+00, 8.691E+00
 3.250E+00, 1.232E+01, 3.250E+00,-4.717E-01, 3.250E+00, 7.946E+00
 3.350E+00, 1.106E+01, 3.350E+00,-4.982E-01, 3.350E+00, 7.310E+00
 3.450E+00, 1.003E+01, 3.450E+00,-5.150E-01, 3.450E+00, 6.763E+00
 3.550E+00, 9.148E+00, 3.550E+00,-5.174E-01, 3.550E+00, 6.283E+00
 3.650E+00, 8.403E+00, 3.650E+00,-4.997E-01, 3.650E+00, 5.855E+00
 3.750E+00, 7.762E+00, 3.750E+00,-4.690E-01, 3.750E+00, 5.468E+00
 3.850E+00, 7.195E+00, 3.850E+00,-4.371E-01, 3.850E+00, 5.118E+00
 3.950E+00, 6.690E+00, 3.950E+00,-4.035E-01, 3.950E+00, 4.796E+00
 4.050E+00, 6.231E+00, 4.050E+00,-3.669E-01, 4.050E+00, 4.499E+00
 4.150E+00, 5.813E+00, 4.150E+00,-3.277E-01, 4.150E+00, 4.221E+00
 4.250E+00, 5.430E+00, 4.250E+00,-2.894E-01, 4.250E+00, 3.961E+00
 4.350E+00, 5.078E+00, 4.350E+00,-2.517E-01, 4.350E+00, 3.716E+00
 4.450E+00, 4.757E+00, 4.450E+00,-2.128E-01, 4.450E+00, 3.486E+00
 4.550E+00, 4.463E+00, 4.550E+00,-1.732E-01, 4.550E+00, 3.271E+00
 4.650E+00, 4.189E+00, 4.650E+00,-1.354E-01, 4.650E+00, 3.069E+00
 4.750E+00, 3.934E+00, 4.750E+00,-9.973E-02, 4.750E+00, 2.880E+00
 4.850E+00, 3.698E+00, 4.850E+00,-6.412E-02, 4.850E+00, 2.702E+00
 4.950E+00, 3.481E+00, 4.950E+00,-2.731E-02, 4.950E+00, 2.535E+00
 5.050E+00, 3.281E+00, 5.050E+00, 8.665E-03, 5.050E+00, 2.379E+00
 5.150E+00, 3.094E+00, 5.150E+00, 4.195E-02, 5.150E+00, 2.233E+00
 5.250E+00, 2.919E+00, 5.250E+00, 7.326E-02, 5.250E+00, 2.096E+00
 5.350E+00, 2.756E+00, 5.350E+00, 1.030E-01, 5.350E+00, 1.967E+00
 5.450E+00, 2.604E+00, 5.450E+00, 1.305E-01, 5.450E+00, 1.846E+00
 5.550E+00, 2.462E+00, 5.550E+00, 1.564E-01, 5.550E+00, 1.733E+00
 5.650E+00, 2.330E+00, 5.650E+00, 1.814E-01, 5.650E+00, 1.628E+00
 5.750E+00, 2.210E+00, 5.750E+00, 2.065E-01, 5.750E+00, 1.531E+00
 5.850E+00, 2.098E+00, 5.850E+00, 2.299E-01, 5.850E+00, 1.440E+00
 5.950E+00, 1.994E+00, 5.950E+00, 2.514E-01, 5.950E+00, 1.355E+00
 6.050E+00, 1.897E+00, 6.050E+00, 2.717E-01, 6.050E+00, 1.276E+00
 6.150E+00, 1.808E+00, 6.150E+00, 2.905E-01, 6.150E+00, 1.203E+00
 6.250E+00, 1.724E+00, 6.250E+00, 3.078E-01, 6.250E+00, 1.135E+00
 6.350E+00, 1.646E+00, 6.350E+00, 3.243E-01, 6.350E+00, 1.071E+00
 6.450E+00, 1.574E+00, 6.450E+00, 3.398E-01, 6.450E+00, 1.012E+00
 6.550E+00, 1.506E+00, 6.550E+00, 3.541E-01, 6.550E+00, 9.574E-01
 6.650E+00, 1.445E+00, 6.650E+00, 3.684E-01, 6.650E+00, 9.063E-01
 6.750E+00, 1.388E+00, 6.750E+00, 3.822E-01, 6.750E+00, 8.586E-01
 6.850E+00, 1.335E+00, 6.850E+00, 3.953E-01, 6.850E+00, 8.138E-01
 6.950E+00, 1.286E+00, 6.950E+00, 4.078E-01, 6.950E+00, 7.718E-01
 7.050E+00, 1.241E+00, 7.050E+00, 4.197E-01, 7.050E+00, 7.326E-01
 7.150E+00, 1.200E+00, 7.150E+00, 4.317E-01, 7.150E+00, 6.959E-01
 7.250E+00, 1.161E+00, 7.250E+00, 4.426E-01, 7.250E+00, 6.618E-01
 7.350E+00, 1.123E+00, 7.350E+00, 4.520E-01, 7.350E+00, 6.301E-01
 7.450E+00, 1.087E+00, 7.450E+00, 4.600E-01, 7.450E+00, 6.006E-01
 7.550E+00, 1.052E+00, 7.550E+00, 4.669E-01, 7.550E+00, 5.731E-01
 7.650E+00, 1.018E+00, 7.650E+00, 4.732E-01, 7.650E+00, 5.473E-01
 7.750E+00, 9.871E-01, 7.750E+00, 4.794E-01, 7.750E+00, 5.231E-01
 7.850E+00, 9.576E-01, 7.850E+00, 4.854E-01, 7.850E+00, 5.004E-01
 7.950E+00, 9.300E-01, 7.950E+00, 4.916E-01, 7.950E+00, 4.790E-01
 8.050E+00, 9.045E-01, 8.050E+00, 4.978E-01, 8.050E+00, 4.588E-01
 8.150E+00, 8.800E-01, 8.150E+00, 5.033E-01, 8.150E+00, 4.397E-01
 8.250E+00, 8.570E-01, 8.250E+00, 5.086E-01, 8.250E+00, 4.215E-01
 8.350E+00, 8.355E-01, 8.350E+00, 5.138E-01, 8.350E+00, 4.042E-01
 8.450E+00, 8.157E-01, 8.450E+00, 5.194E-01, 8.450E+00, 3.877E-01
 8.550E+00, 7.970E-01, 8.550E+00, 5.249E-01, 8.550E+00, 3.720E-01
 8.650E+00, 7.787E-01, 8.650E+00, 5.298E-01, 8.650E+00, 3.571E-01
 8.750E+00, 7.608E-01, 8.750E+00, 5.341E-01, 8.750E+00, 3.429E-01
 8.850E+00, 7.429E-01, 8.850E+00, 5.377E-01, 8.850E+00, 3.294E-01
 8.950E+00, 7.257E-01, 8.950E+00, 5.412E-01, 8.950E+00, 3.164E-01
 9.050E+00, 7.113E-01, 9.050E+00, 5.462E-01, 9.050E+00, 3.036E-01
 9.150E+00, 6.976E-01, 9.150E+00, 5.514E-01, 9.150E+00, 2.912E-01
 9.250E+00, 6.862E-01, 9.250E+00, 5.579E-01, 9.250E+00, 2.789E-01
 9.350E+00, 6.756E-01, 9.350E+00, 5.649E-01, 9.350E+00, 2.669E-01
 9.450E+00, 6.634E-01, 9.450E+00, 5.702E-01, 9.450E+00, 2.552E-01
 9.550E+00, 6.513E-01, 9.550E+00, 5.758E-01, 9.550E+00, 2.437E-01
 9.650E+00, 6.381E-01, 9.650E+00, 5.801E-01, 9.650E+00, 2.325E-01
 9.750E+00, 6.259E-01, 9.750E+00, 5.853E-01, 9.750E+00, 2.212E-01
 9.850E+00, 6.138E-01, 9.850E+00, 5.905E-01, 9.850E+00, 2.101E-01
 9.950E+00, 6.009E-01, 9.950E+00, 5.954E-01, 9.950E+00, 1.988E-01
 1.005E+01, 5.871E-01, 1.005E+01, 5.999E-01, 1.005E+01, 1.871E-01
 1.015E+01, 5.702E-01, 1.015E+01, 6.029E-01, 1.015E+01, 1.748E-01
 1.025E+01, 5.605E-01, 1.025E+01, 6.123E-01, 1.025E+01, 1.604E-01
