m,kW/m2,m,kW/m2,m,kW/m2
Tot_Flux-z,Tot_Flux,Con_Flux-z,Con_Flux,Rad_Flux-z,Rad_Flux
 2.750E+00, 8.050E+01, 2.750E+00, 6.284E-01, 2.750E+00, 1.954E+01
 2.850E+00, 6.497E+01, 2.850E+00,-1.354E+00, 2.850E+00, 2.175E+01
 2.950E+00, 5.484E+01, 2.950E+00,-2.193E+00, 2.950E+00, 2.114E+01
 3.050E+00, 4.801E+01, 3.050E+00,-2.685E+00, 3.050E+00, 2.039E+01
 3.150E+00, 4.249E+01, 3.150E+00,-2.558E+00, 3.150E+00, 1.929E+01
 3.250E+00, 3.804E+01, 3.250E+00,-2.582E+00, 3.250E+00, 1.835E+01
 3.350E+00, 3.428E+01, 3.350E+00,-2.394E+00, 3.350E+00, 1.732E+01
 3.450E+00, 3.105E+01, 3.450E+00,-2.269E+00, 3.450E+00, 1.637E+01
 3.550E+00, 2.826E+01, 3.550E+00,-2.135E+00, 3.550E+00, 1.546E+01
 3.650E+00, 2.580E+01, 3.650E+00,-2.027E+00, 3.650E+00, 1.461E+01
 3.750E+00, 2.363E+01, 3.750E+00,-1.906E+00, 3.750E+00, 1.379E+01
 3.850E+00, 2.170E+01, 3.850E+00,-1.789E+00, 3.850E+00, 1.301E+01
 3.950E+00, 1.998E+01, 3.950E+00,-1.684E+00, 3.950E+00, 1.227E+01
 4.050E+00, 1.843E+01, 4.050E+00,-1.584E+00, 4.050E+00, 1.156E+01
 4.150E+00, 1.703E+01, 4.150E+00,-1.485E+00, 4.150E+00, 1.089E+01
 4.250E+00, 1.577E+01, 4.250E+00,-1.393E+00, 4.250E+00, 1.026E+01
 4.350E+00, 1.463E+01, 4.350E+00,-1.299E+00, 4.350E+00, 9.654E+00
 4.450E+00, 1.359E+01, 4.450E+00,-1.208E+00, 4.450E+00, 9.085E+00
 4.550E+00, 1.264E+01, 4.550E+00,-1.119E+00, 4.550E+00, 8.548E+00
 4.650E+00, 1.176E+01, 4.650E+00,-1.038E+00, 4.650E+00, 8.043E+00
 4.750E+00, 1.096E+01, 4.750E+00,-9.685E-01, 4.750E+00, 7.569E+00
 4.850E+00, 1.022E+01, 4.850E+00,-9.035E-01, 4.850E+00, 7.124E+00
 4.950E+00, 9.548E+00, 4.950E+00,-8.364E-01, 4.950E+00, 6.706E+00
 5.050E+00, 8.931E+00, 5.050E+00,-7.675E-01, 5.050E+00, 6.311E+00
 5.150E+00, 8.366E+00, 5.150E+00,-7.016E-01, 5.150E+00, 5.941E+00
 5.250E+00, 7.850E+00, 5.250E+00,-6.399E-01, 5.250E+00, 5.595E+00
 5.350E+00, 7.375E+00, 5.350E+00,-5.818E-01, 5.350E+00, 5.272E+00
 5.450E+00, 6.939E+00, 5.450E+00,-5.257E-01, 5.450E+00, 4.969E+00
 5.550E+00, 6.537E+00, 5.550E+00,-4.697E-01, 5.550E+00, 4.685E+00
 5.650E+00, 6.170E+00, 5.650E+00,-4.122E-01, 5.650E+00, 4.420E+00
 5.750E+00, 5.836E+00, 5.750E+00,-3.545E-01, 5.750E+00, 4.171E+00
 5.850E+00, 5.527E+00, 5.850E+00,-3.001E-01, 5.850E+00, 3.939E+00
 5.950E+00, 5.239E+00, 5.950E+00,-2.499E-01, 5.950E+00, 3.722E+00
 6.050E+00, 4.973E+00, 6.050E+00,-2.020E-01, 6.050E+00, 3.520E+00
 6.150E+00, 4.727E+00, 6.150E+00,-1.571E-01, 6.150E+00, 3.331E+00
 6.250E+00, 4.498E+00, 6.250E+00,-1.156E-01, 6.250E+00, 3.155E+00
 6.350E+00, 4.283E+00, 6.350E+00,-7.801E-02, 6.350E+00, 2.990E+00
 6.450E+00, 4.081E+00, 6.450E+00,-4.322E-02, 6.450E+00, 2.835E+00
 6.550E+00, 3.895E+00, 6.550E+00,-8.782E-03, 6.550E+00, 2.690E+00
 6.650E+00, 3.721E+00, 6.650E+00, 2.540E-02, 6.650E+00, 2.554E+00
 6.750E+00, 3.559E+00, 6.750E+00, 5.914E-02, 6.750E+00, 2.425E+00
 6.850E+00, 3.407E+00, 6.850E+00, 9.124E-02, 6.850E+00, 2.304E+00
 6.950E+00, 3.266E+00, 6.950E+00, 1.209E-01, 6.950E+00, 2.190E+00
 7.050E+00, 3.134E+00, 7.050E+00, 1.488E-01, 7.050E+00, 2.083E+00
 7.150E+00, 3.010E+00, 7.150E+00, 1.749E-01, 7.150E+00, 1.982E+00
 7.250E+00, 2.892E+00, 7.250E+00, 1.980E-01, 7.250E+00, 1.888E+00
 7.350E+00, 2.781E+00, 7.350E+00, 2.184E-01, 7.350E+00, 1.799E+00
 7.450E+00, 2.677E+00, 7.450E+00, 2.387E-01, 7.450E+00, 1.715E+00
 7.550E+00, 2.579E+00, 7.550E+00, 2.579E-01, 7.550E+00, 1.636E+00
 7.650E+00, 2.489E+00, 7.650E+00, 2.778E-01, 7.650E+00, 1.562E+00
 7.750E+00, 2.406E+00, 7.750E+00, 2.998E-01, 7.750E+00, 1.491E+00
 7.850E+00, 2.332E+00, 7.850E+00, 3.245E-01, 7.850E+00, 1.425E+00
