m,kW/m2,m,kW/m2,m,kW/m2
Tot_Flux-z,Tot_Flux,Con_Flux-z,Con_Flux,Rad_Flux-z,Rad_Flux
 2.750E+00, 6.337E+01, 2.750E+00, 2.147E+00, 2.750E+00, 2.027E+01
 2.850E+00, 6.641E+01, 2.850E+00, 2.231E+00, 2.850E+00, 2.171E+01
 2.950E+00, 6.887E+01, 2.950E+00, 2.128E+00, 2.950E+00, 2.220E+01
 3.050E+00, 7.108E+01, 3.050E+00, 2.093E+00, 3.050E+00, 2.256E+01
 3.150E+00, 7.248E+01, 3.150E+00, 2.011E+00, 3.150E+00, 2.288E+01
 3.250E+00, 7.335E+01, 3.250E+00, 1.945E+00, 3.250E+00, 2.310E+01
 3.350E+00, 7.390E+01, 3.350E+00, 1.920E+00, 3.350E+00, 2.326E+01
 3.450E+00, 7.410E+01, 3.450E+00, 1.930E+00, 3.450E+00, 2.333E+01
 3.550E+00, 7.390E+01, 3.550E+00, 1.934E+00, 3.550E+00, 2.332E+01
 3.650E+00, 7.345E+01, 3.650E+00, 1.954E+00, 3.650E+00, 2.323E+01
 3.750E+00, 7.283E+01, 3.750E+00, 1.987E+00, 3.750E+00, 2.309E+01
 3.850E+00, 7.204E+01, 3.850E+00, 2.023E+00, 3.850E+00, 2.290E+01
 3.950E+00, 7.101E+01, 3.950E+00, 2.054E+00, 3.950E+00, 2.267E+01
 4.050E+00, 6.980E+01, 4.050E+00, 2.086E+00, 4.050E+00, 2.240E+01
 4.150E+00, 6.839E+01, 4.150E+00, 2.121E+00, 4.150E+00, 2.208E+01
 4.250E+00, 6.683E+01, 4.250E+00, 2.147E+00, 4.250E+00, 2.174E+01
 4.350E+00, 6.517E+01, 4.350E+00, 2.166E+00, 4.350E+00, 2.139E+01
 4.450E+00, 6.340E+01, 4.450E+00, 2.180E+00, 4.450E+00, 2.102E+01
 4.550E+00, 6.153E+01, 4.550E+00, 2.185E+00, 4.550E+00, 2.064E+01
 4.650E+00, 5.956E+01, 4.650E+00, 2.176E+00, 4.650E+00, 2.024E+01
 4.750E+00, 5.752E+01, 4.750E+00, 2.149E+00, 4.750E+00, 1.984E+01
 4.850E+00, 5.543E+01, 4.850E+00, 2.108E+00, 4.850E+00, 1.942E+01
 4.950E+00, 5.332E+01, 4.950E+00, 2.062E+00, 4.950E+00, 1.899E+01
 5.050E+00, 5.122E+01, 5.050E+00, 2.010E+00, 5.050E+00, 1.855E+01
 5.150E+00, 4.912E+01, 5.150E+00, 1.954E+00, 5.150E+00, 1.810E+01
 5.250E+00, 4.702E+01, 5.250E+00, 1.898E+00, 5.250E+00, 1.763E+01
